4fe8a48825393e1a7dba74901629e56f4c1d14866774a44dd1d7eb874e8e354b,e8b3557c19e2204600a2f9c8305b0810edf443dfb30c2b468f08bfd8a099d7e9,7354a36a37cf41fec4fcadc772f5a6dbe902084958e27a7f1c1fcfed01cd544b,1ab5ac4aa9b4e23f9cb18343b084df07fe4032b9e6aa4c22aaea48a0e7d2a686,2f61c949ed226816ed6c558b3497a527a21d712c07621cd549146dd74cfaf39d,393a3539d26c033347e1097cda51a5e7008895bef0f963d4c842889858eeba2f,ba3db7d461f61069ed8cbcc059106486c9906cbf0d557f4b2dd3b642582e0f8c,46305db384928a9439fc42c868206b427ac65be08468042ce7bf3f8fc412930a,b8c17601f630341cbddf460832e78d0fd393f4ec06d5a1702c509899c5197b8c,4b118dac3553b3a9f6f610a23d8b77b63f099eaf7a76225284a21b3321ce2419,0ce1360f3110416f98139ef2ce61b856157dc4089fc6b4538a5fd7fcba47b9d9,d6f466be948f6e5d41362c3d452fca8cc7c5d48eccc79b3ae3010e6b29b69d94
"100","-1","1","1","1","-1","13","1","1","1","100101","3"
"130","-1","1","1","1","-1","15","1","1","1","100201","4"
"160","-1","1","1","1","-1","17","1","1","1","100301","4"
"180","-1","1","1","1","120","19","1","1","1","100401","4"
"180","-1","1","1","1","-1","19","1","1","1","100402","4"
"200","-1","1","1","1","150","21","1","1","1","100501","4"
"200","-1","1","1","1","-1","21","1","1","1","100502","4"
"220","-1","1","1","1","180","23","1","1","1","100601","5"
"220","-1","1","1","1","-1","23","1","1","1","100602","5"
"240","-1","1","1","1","210","25","1","1","1","100701","5"
"240","-1","1","1","1","-1","25","1","1","1","100702","5"
"260","-1","1","1","1","240","27","1","1","1","100801","5"
"260","-1","1","1","1","-1","27","1","1","1","100802","5"
"280","-1","1","1","1","270","29","1","1","1","100901","5"
"280","-1","1","1","1","-1","29","1","1","1","100902","5"
"300","1","1","1","1","300","32","1","1","1","101001","6"
"300","-1","1","1","1","300","32","1","1","1","101002","6"
"300","-1","1","1","1","-1","32","1","1","1","101003","6"
"300","1","1","1","1","300","32","1","1","1","101004","5"
"300","-1","1","1","1","300","32","1","1","1","101005","5"
"300","-1","1","1","1","-1","32","1","1","1","101006","5"
"310","1","1","1","1","300","32","1","1","1","101101","6"
"310","-1","1","1","1","300","32","1","1","1","101102","6"
"310","-1","1","1","1","-1","32","1","1","1","101103","6"
"310","1","1","1","1","300","32","1","1","1","101104","5"
"310","-1","1","1","1","300","32","1","1","1","101105","5"
"310","-1","1","1","1","-1","32","1","1","1","101106","5"
"320","1","1","1","1","300","32","1","1","1","101201","6"
"320","-1","1","1","1","300","32","1","1","1","101202","6"
"320","-1","1","1","1","-1","32","1","1","1","101203","6"
"320","1","1","1","1","300","32","1","1","1","101204","5"
"320","-1","1","1","1","300","32","1","1","1","101205","5"
"320","-1","1","1","1","-1","32","1","1","1","101206","5"
"330","3","1","1","1","300","32","1","1","1","101301","6"
"330","-1","1","1","1","300","32","1","1","1","101302","6"
"330","-1","1","1","1","-1","32","1","1","1","101303","6"
"330","3","1","1","1","300","32","1","1","1","101304","5"
"330","-1","1","1","1","300","32","1","1","1","101305","5"
"330","-1","1","1","1","-1","32","1","1","1","101306","5"
"340","3","1","1","1","300","32","1","1","1","101401","6"
"340","-1","1","1","1","300","32","1","1","1","101402","6"
"340","-1","1","1","1","-1","32","1","1","1","101403","6"
"340","3","1","1","1","300","32","1","1","1","101404","5"
"340","-1","1","1","1","300","32","1","1","1","101405","5"
"340","-1","1","1","1","-1","32","1","1","1","101406","5"
"350","3","1","1","1","300","32","1","1","1","101501","6"
"350","-1","1","1","1","300","32","1","1","1","101502","6"
"350","-1","1","1","1","-1","32","1","1","1","101503","6"
"350","3","1","1","1","300","32","1","1","1","101504","5"
"350","-1","1","1","1","300","32","1","1","1","101505","5"
"350","-1","1","1","1","-1","32","1","1","1","101506","5"
"360","5","1","1","1","310","32","1","1","1","101601","6"
"360","-1","1","1","1","310","32","1","1","1","101602","6"
"360","-1","1","1","1","-1","32","1","1","1","101603","6"
"360","5","1","1","1","310","32","1","1","1","101604","5"
"360","-1","1","1","1","310","32","1","1","1","101605","5"
"360","-1","1","1","1","-1","32","1","1","1","101606","5"
"380","5","1","1","1","310","32","1","1","1","101701","6"
"380","-1","1","1","1","310","32","1","1","1","101702","6"
"380","-1","1","1","1","-1","32","1","1","1","101703","6"
"380","5","1","1","1","310","32","1","1","1","101704","5"
"380","-1","1","1","1","310","32","1","1","1","101705","5"
"380","-1","1","1","1","-1","32","1","1","1","101706","5"
"400","5","1","1","1","310","32","1","1","1","101801","6"
"400","-1","1","1","1","310","32","1","1","1","101802","6"
"400","-1","1","1","1","-1","32","1","1","1","101803","6"
"400","5","1","1","1","310","32","1","1","1","101804","5"
"400","-1","1","1","1","310","32","1","1","1","101805","5"
"400","-1","1","1","1","-1","32","1","1","1","101806","5"
"400","5","1","1","1","310","33","1","1","1","111601","6"
"400","-1","1","1","1","310","33","1","1","1","111602","6"
"400","-1","1","1","1","-1","33","1","1","1","111603","6"
"400","5","1","1","1","310","33","1","1","1","111604","5"
"400","-1","1","1","1","310","33","1","1","1","111605","5"
"400","-1","1","1","1","-1","33","1","1","1","111606","5"
"450","5","1","1","1","310","33","1","1","1","111701","6"
"450","-1","1","1","1","310","33","1","1","1","111702","6"
"450","-1","1","1","1","-1","33","1","1","1","111703","6"
"450","5","1","1","1","310","33","1","1","1","111704","5"
"450","-1","1","1","1","310","33","1","1","1","111705","5"
"450","-1","1","1","1","-1","33","1","1","1","111706","5"
"500","5","1","1","1","310","33","1","1","1","111801","6"
"500","-1","1","1","1","310","33","1","1","1","111802","6"
"500","-1","1","1","1","-1","33","1","1","1","111803","6"
"500","5","1","1","1","310","33","1","1","1","111804","5"
"500","-1","1","1","1","310","33","1","1","1","111805","5"
"500","-1","1","1","1","-1","33","1","1","1","111806","5"
