8ad5a9917810bfcd20e1e036d01eb37d66c9decfe210438e8453c71d83663c4b,87f1e6355c417e16ff4713b1636286e9ab1146defb955725f26d6b4f9de9172a,1832fe28aa0827b61457405e91eb9f7f2c2312ac278d9bf939837fa768211ce5,f42393603312373ebb8798f4950bbc9e5d5a442783c94fc1b87aea247403285c,699c4bcffcf246afb99768ee39c0ffa6c46c5edc705df06df96436a42f12475a,02570c20d2b602d6341eac73888adef959b9dc4f4fb7265117e23231a5bc8394,7abdee74635869d132a0dd65a0e848a4aa6cc988ed85f365b931fd7dbefe42ba,79410f92f7bf76cc881f46681ed7e8a83e91194406d3af95da3b1042236f7a89,ab1fe12cd8264ee2ea0f3f7351210a8f4a6b3ddf10c985b34f12ce7e073159bb,b0ce71da464bb801d0f9b587ef506c2811db5c26825ac40b7fdb49740836de66
"3","0","0","5000000","2","0","25101","111","0","101"
"3","0","0","5000000","2","0","25101","211","0","201"
"2","0","0","5500000","2","0","25101","311","0","301"
"2","0","0","5500000","2","0","25101","411","0","401"
"3","0","0","6000000","2","0","25101","511","0","501"
"2","0","0","6000000","2","0","25101","611","0","601"
"2","0","0","6500000","2","0","25101","711","0","701"
"2","0","0","6500000","2","0","25101","811","0","801"
"3","0","0","7000000","2","0","25101","911","0","901"
"2","0","0","7000000","2","0","25101","1011","0","1001"
"2","0","1112","7500000","2","0","25101","1111","0","1101"
"2","0","1212","7500000","2","0","25101","1211","0","1201"
"3","0","0","8000000","2","0","25101","1311","0","1301"
"2","0","0","8000000","2","0","25101","1411","0","1401"
"2","0","0","8500000","2","0","25101","1511","0","1501"
"2","0","0","8500000","2","0","25101","1611","0","1601"
"3","0","0","9000000","2","0","25101","1711","0","1701"
"2","0","1812","9000000","2","0","25101","1811","0","1801"
"2","0","0","9500000","2","0","25101","1911","0","1901"
"2","0","0","9500000","2","0","25101","2011","0","2001"
"3","0","0","10000000","2","0","25101","2111","0","2101"
"2","0","0","10000000","2","0","25101","2211","0","2201"
"2","0","0","10500000","2","0","25101","2311","0","2301"
"2","0","0","10500000","2","0","25101","2411","0","2401"
"3","0","0","11000000","2","0","25101","2511","0","2501"
"2","0","2612","11000000","2","0","25101","2611","0","2601"
"2","0","2712","11500000","2","0","25101","2711","0","2701"
"2","0","2812","11500000","2","0","25101","2811","0","2801"
"3","0","0","12000000","2","0","25101","2911","0","2901"
"2","0","3012","12000000","2","0","25101","3011","0","3001"
"2","0","0","12500000","2","0","25101","3111","0","3101"
"2","0","0","12500000","2","0","25101","3211","0","3201"
"3","0","0","13000000","2","0","25101","3311","0","3301"
"3","0","0","13000000","2","0","25101","3411","0","3401"
"3","0","0","13500000","2","0","25101","3511","0","3501"
"3","0","0","13500000","2","0","25101","3611","0","3601"
"3","0","0","13500000","2","0","25101","3711","0","3701"
"3","0","3812","14000000","2","0","25101","3811","0","3801"
"3","0","0","14000000","2","0","25101","3911","0","3901"
"3","0","0","14000000","2","0","25101","4011","0","4001"
"3","0","0","14500000","2","0","25101","4111","0","4101"
"3","0","4212","14500000","2","0","25101","4211","0","4201"
"3","0","0","14500000","2","0","25101","4311","0","4301"
"3","0","0","15000000","2","0","25101","4411","0","4401"
"3","0","0","15000000","2","0","25101","4511","0","4501"
"3","0","0","15000000","2","0","25101","4611","0","4601"
"3","0","0","15500000","2","0","25101","4711","0","4701"
"3","0","0","15500000","2","0","25101","4811","0","4801"
"3","0","0","15500000","2","0","25101","4911","0","4901"
"3","0","0","16000000","2","0","25101","5011","0","5001"
"3","0","0","16000000","2","0","25101","5111","0","5101"
"3","0","0","16000000","2","0","25101","5211","0","5201"
"3","0","0","16500000","2","0","25101","5311","0","5301"
"3","0","5412","16500000","2","0","25101","5411","0","5401"
"3","0","0","16500000","2","0","25101","5511","0","5501"
"3","0","0","17000000","2","0","25101","5611","0","5601"
"3","0","0","17000000","2","0","25101","5711","0","5701"
"3","0","0","17000000","2","0","25101","5811","0","5801"
"3","0","0","17500000","2","0","25101","5911","0","5901"
"3","0","0","17500000","2","0","25101","6011","0","6001"
"3","0","0","17500000","2","0","25101","6111","0","6101"
"3","0","6212","18000000","2","0","25101","6211","0","6201"
"3","0","0","18000000","2","0","25101","6311","0","6301"
"3","0","0","18000000","2","0","25101","6411","0","6401"
"3","0","0","18500000","2","0","25101","6511","0","6501"
"3","0","0","18500000","2","0","25101","6611","0","6601"
"3","0","6712","18500000","2","0","25101","6711","0","6701"
"3","0","0","18500000","2","0","25101","6811","0","6801"
"3","0","0","19000000","2","0","25101","6911","0","6901"
"3","0","0","19000000","2","0","25101","7011","0","7001"
"3","0","0","19000000","2","0","25101","7111","0","7101"
"3","0","0","19000000","2","0","25101","7211","0","7201"
"3","0","0","19500000","2","0","25101","7311","0","7301"
"3","0","0","19500000","2","0","25101","7411","0","7401"
"3","0","0","19500000","2","0","25101","7511","0","7501"
"3","0","7612","19500000","2","0","25101","7611","0","7601"
"3","0","0","20000000","2","0","25101","7711","0","7701"
"3","0","0","20000000","2","0","25101","7811","0","7801"
"3","0","0","20000000","2","0","25101","7911","0","7901"
"3","0","0","20000000","2","0","25101","8011","0","8001"
"3","0","8112","20000000","2","0","25101","8111","0","8101"
"3","0","0","20000000","2","0","25101","8211","0","8201"
"3","0","8312","20000000","2","0","25101","8311","0","8301"
"3","0","0","20000000","2","0","25101","8411","0","8401"
"3","0","0","20000000","2","0","25101","8511","0","8501"
"3","0","0","20000000","2","0","25101","8611","0","8601"
"3","0","0","20000000","2","0","25101","8711","0","8701"
"3","0","0","20000000","2","0","25101","8811","0","8801"
"3","0","0","20000000","2","0","25101","8911","0","8901"
"3","0","0","20000000","2","0","25101","9011","0","9001"
"3","0","0","20000000","2","0","25101","9111","0","9101"
"3","0","9212","20000000","2","0","25101","9211","0","9201"
"3","0","0","20000000","2","0","25101","9311","0","9301"
"3","0","0","20000000","2","0","25101","9411","0","9401"
"3","0","0","20000000","2","0","25101","9511","0","9501"
"3","0","0","20000000","2","0","25101","9611","0","9601"
"3","0","0","20000000","2","0","25101","9711","0","9701"
"3","0","0","20000000","2","0","25101","9811","0","9801"
"3","0","0","20000000","2","0","25101","9911","0","9901"
"3","0","0","20000000","2","0","25101","10011","0","10001"
"3","0","0","20000000","2","0","25101","10111","0","10101"
"3","0","0","20000000","2","0","25101","10211","0","10201"
"3","0","10312","20000000","2","0","25101","10311","0","10301"
"3","0","0","20000000","2","0","25101","10411","0","10401"
"3","0","0","20000000","2","0","25101","10511","0","10501"
"3","0","0","20000000","2","0","25101","10611","0","10601"
"3","0","0","20000000","2","0","25101","10711","0","10701"
"3","0","0","20000000","2","0","25101","10811","0","10801"
"3","0","0","20000000","2","0","25101","10911","0","10901"
"3","0","0","20000000","2","0","25101","11011","0","11001"
"3","0","0","20000000","2","0","25101","11111","0","11101"
"3","0","0","20000000","2","0","25101","11211","0","11201"
"3","0","0","20000000","2","0","25101","11311","0","11301"
"3","0","0","20000000","2","0","25101","11411","0","11401"
"3","0","0","20000000","2","0","25101","11511","0","11501"
"3","0","0","20000000","2","0","25101","11611","0","11601"
"3","0","0","20000000","2","0","25101","11711","0","11701"
"3","0","0","20000000","2","0","25101","11811","0","11801"
"3","0","11912","20000000","2","0","25101","11911","0","11901"
"3","0","0","20000000","2","0","25101","12011","0","12001"
"3","0","0","20000000","2","0","25101","12111","0","12101"
"3","0","0","20000000","2","0","25101","12211","0","12201"
"3","0","0","20000000","2","0","25101","12311","0","12301"
"3","0","0","20000000","2","0","25101","12411","0","12401"
"3","0","0","20000000","2","0","25101","12511","0","12501"
"3","0","0","20000000","2","0","25101","12611","0","12601"
"3","0","0","20000000","2","0","25101","12711","0","12701"
"3","0","12812","20000000","2","0","25101","12811","0","12801"
"3","0","0","20000000","2","0","25101","12911","0","12901"
"3","0","0","20000000","2","0","25101","13011","0","13001"
"3","0","0","20000000","2","0","25101","13111","0","13101"
"3","0","0","20000000","2","0","25101","13211","0","13201"
"3","0","0","20000000","2","0","25101","13311","0","13301"
"3","0","0","20000000","2","0","25101","13411","0","13401"
"3","0","0","20000000","2","0","25101","13511","0","13501"
"3","0","0","20000000","2","0","25101","13611","0","13601"
"3","0","0","20000000","2","0","25101","13711","0","13701"
"3","0","0","20000000","2","0","25101","13811","0","13801"
"3","0","0","20000000","2","0","25101","13911","0","13901"
"3","0","0","20000000","2","0","25101","14011","0","14001"
"3","0","0","20000000","2","0","25101","14111","0","14101"
"3","0","14212","20000000","2","0","25101","14211","0","14201"
"3","0","0","20000000","2","0","25101","14311","0","14301"
"3","0","0","20000000","2","0","25101","14411","0","14401"
"3","0","0","20000000","2","0","25101","14511","0","14501"
"3","0","0","20000000","2","0","25101","14611","0","14601"
"3","0","0","20000000","2","0","25101","14711","0","14701"
"3","0","0","20000000","2","0","25101","14811","0","14801"
"3","0","0","20000000","2","0","25101","14911","0","14901"
"3","0","0","20000000","2","0","25101","15011","0","15001"
"3","0","0","20000000","2","0","25101","15111","0","15101"
"3","0","0","20000000","2","0","25101","15211","0","15201"
"3","0","0","20000000","2","0","25101","15311","0","15301"
"3","0","0","20000000","2","0","25101","15411","0","15401"
"3","0","0","20000000","2","0","25101","15511","0","15501"
"3","0","0","20000000","2","0","25101","15611","0","15601"
