535677d182861dca85106f7d022fcaa07d62ab9ebead50aaf3cc3fb5b308b1c5,ed4e5f2e7823a7b25729e6880bdfc449830d70335e7d76b884aa78695615544f,72e65f4a9de56de3538cf3c7fa109dc6f9a36f09825da3120f17092b3b5c9e7d,a049c0a7ed755140c296d5ea6516daa31bebd02f48084e44178134b62dad787f,a893f7c115d7eed9f3e64ef34396bf10af73f4ca20c42fef68bf3a7b16147b51,3c1260b7c3a637c32bea01d0adb7fec10ccc4db6608997f2186190dc9b6d08d6,80f97d124280572047a232b15f89238a5e6001cb7e8b4ecfcd60b6f3879bd618,f59cd0956ce5638d730cf1d9cb059ed2cdc4bd26877465421405345244662d6f,8222fe192b6935e4369c0a810b6186931c9312029ede6c445666853d0a1440e5,306ee5cce4cf7d0210af8c1e561f69865adecaa7fd9c422cf84bd1b42f62ca59,0fbf2946e138a7c772aa8e11aa6c77950ca000d82906e81212986703f285ae13,c94f2f56544fb0362c7a268418361bff301675fa9c9c28dcbe3b6c8fe97d8e45,673b42954622ec7ac68f2f76e55985e75cf90f86e5e29a97cc94b4edb7bd4b8b,7f498bf271ea702852cfd78f98e95c7c7bd005a59e5476f3137bd7ac66747014
"","1001","51001001","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11001010"
"","1001","51001002","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11002012"
"","1001","51001003","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11003012"
"","1001","51001004","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11004013"
"","1001","51001005","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11005013"
"","1001","51001006","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11006014"
"","1001","51001007","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11007014"
"","1001","51001008","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11008015"
"","1001","51001009","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11009015"
"","1001","51001010","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11010017"
"","1001","51001011","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11011017"
"","1001","51001012","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11012017"
"","1001","51001013","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11013017"
"","1001","51001014","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11014014"
"","1001","51001015","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11015014"
"","1001","51001016","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11016014"
"","1001","51001017","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11017014"
"","1001","51001018","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11018014"
"","1001","51001019","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11019014"
"","1001","51001020","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11020014"
"","1001","51001021","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11021014"
"","1001","51001022","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11022014"
"","1001","51001023","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11023014"
"","1001","51001024","0","1","101","0","0","201","402001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","11024014"
"","1003","51003001","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12001003"
"","1003","51003002","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12002003"
"","1003","51003003","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12003003"
"","1003","51003004","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12004003"
"","1003","51003005","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12005003"
"","1003","51003006","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12006003"
"","1003","51003007","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12007003"
"","1003","51003008","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12008003"
"","1003","51003009","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12009003"
"","1003","51003010","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12010003"
"","1003","51003011","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12011003"
"","1003","51003012","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12012003"
"","1003","51003013","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12013003"
"","1003","51003014","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12014003"
"","1003","51003015","0","1","102","0","0","201","403001","2030/04/01 14:59:59","0","2015/04/01 15:00:00","12015003"
