8c05eb0458b5fa5a3891b562b1dd4a586157e861a276c90b115cb5771679e114,ddc44cfaab778bece45767da720381585779e77eb9c7f0cf20ce28352c7d97b1,87266031706dc757ecd65b4854c2ab070c7e4bb5786e494abd6db5cb44fb08ca,5f069e0e62232229ed95ef23bd5c72c7c54d6c7f6de8796278e73aa005a26fb2,605700e5473dbe4d9e717f8d5bb34cc7cf1a5efa97cacc957818834a4d8eec97,8d0ce3e6a3bea1b2dd16c1523f753f1eb0cb35233fb168bca7f9c16b91477db8,a05dffd9f3cfdbd9fefab5de55b65f543f693a7fa06af3433c74ff0cbfae37b1,bb08aab57bfb530c22dee07f16257bfb29a84324c0eaa099ad8c41f05148851d,55792cd7483a2af2143141ae319a9c86354acc31dc947bfa2954f105966c8bfb,5bfb2d6f914b17314e822cd3d44b3437825e0f8b073bd89e364d375e21a25566,cd8f6e1439f3565e7086bef5ddc6fd1f3ef8f75b70a50e1b8e351ae3ada3a86f
"1","110","idle_normal","382","1.55","1","5152061","110311","1","-280","61001"
"1","106","idle_normal","145","1.55","0","5152061","131911","1","-210","61002"
"1","107","joy_idle_normal","-50","1.55","0","5152061","102311","1","-225","61003"
"1","108","wish_idle","-245","1.55","0","5152061","102111","1","-240","61004"
"1","109","idle_normal","-440","1.55","0","5152061","107711","1","-255","61005"
"1","103","doya_idle","40","1.45","0","5152061","122811","1","-105","61006"
"1","104","idle_normal","-160","1.45","0","5152061","122911","1","-120","61007"
"1","105","idle_normal","-355","1.45","0","5152061","122711","1","-135","61008"
"13","","","","","","5152061","210","110311","","61009"
"13","","","","","","5152061","206","131911","","61010"
"13","","","","","","5152061","209","107711","","61011"
"13","","","","","","5152061","205","122711","","61012"
"13","","","","","","5152061","203","122811","","61013"
"13","","","","","","5152061","204","122911","","61014"
"13","","","","","","5152061","208","102111","","61015"
"13","","","","","","5152061","207","102311","","61016"
"5","210","empty","-110","0.75","0","5152061","2","2","160","61017"
"5","210","empty","352","1","0","5152061","3","3","-45","61018"
"31","0","","0","1","","5152061","1","1","1","61019"
"31","0","","0","0","","5152061","2","2","1","61020"
"31","0","","0","1","","5152061","3","3","1","61021"
"31","0","","0","0","","5152061","11","11","1","61022"
"91","","","","","","5152061","0","0","","61023"
"37","","","","","","5152061","telop_1","3","","61024"
"102","0","","","","","5152061","0","0","","61025"
"93","","","","","","5152061","0","1","","61026"
"3","0","","callout_loop","0.2","0","5152061","callout_in","110311","1","61027"
"93","","","","","","5152061","0","0.1","","61028"
"21","0","","0","","","5152061","vo_rag_6001","vo_rag","","61029"
"3","0","","","0","","5152061","1001_in","3","","61030"
"93","","","","","","5152061","1","1.9","","61031"
"3","0","","","0","","5152061","1001_mid","3","","61032"
"92","","","","","","5152061","","","","61033"
"3","0","","","0","","5152061","1001_out","3","","61034"
"93","","","","","","5152061","0","0.2","","61035"
"3","1","","","0.3","","5152061","doya_idle_joy1R","110311","","61036"
"3","0","","gutsB_talk_joy","0.2","0","5152061","gutsB_in_joy","102311","1","61037"
"3","1","","","0.2","","5152061","wish_talk","102111","","61038"
"3","0","","idle_normal_joy","0.2","0","5152061","hello_2","131911","1","61039"
"3","1","","","0.2","","5152061","sad_talk_joy","107711","","61040"
"3","0","","handsup_loop","0.2","0","5152061","handsup_in","122811","1","61041"
"3","1","","","0.2","","5152061","leanforward_joy","122911","","61042"
"3","1","","","0.2","","5152061","talk_normal","122711","","61043"
"21","0","","0","","","5152061","vo_rag_6002","vo_rag","","61044"
"2","142","","0","","","5152061","-110","3","0","61045"
"3","0","","","0","","5152061","1002_in","3","","61046"
"93","","","","","","5152061","1","1.9","","61047"
"3","0","","","0","","5152061","1002_mid","3","","61048"
"92","","","","","","5152061","","","","61049"
"3","0","","","0","","5152061","1002_out","3","","61050"
"3","1","","","0.2","","5152061","gutsB_idle","102311","","61051"
"3","1","","","0.2","","5152061","wish_idle","102111","","61052"
"3","1","","","0.2","","5152061","idle_normal","131911","","61053"
"3","1","","","0.2","","5152061","sad_idle_normal","107711","","61054"
"3","1","","","0.2","","5152061","cool_idle","122811","","61055"
"3","1","","","0.2","","5152061","idle_normal_joy1R","122911","","61056"
"3","1","","","0.2","","5152061","wish_idle","122711","","61057"
"3","0","","gutsB_talk","0.2","0","5152061","gutsB_in","110311","1","61058"
"21","0","","0","","","5152061","vo_rag_6003","vo_rag","","61059"
"11","10","0","1","0","15","5152061","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！","110311","1","61060"
"91","0","","0","","","5152061","","0","","61061"
"25","","","","","","5152061","bgm_MC175B","bgm_MC175B","","61062"
"32","","","","","","5152061","1","2","","61063"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","110311","1","61064"
"21","0","","0","","","5152061","vo_rag_6004","vo_rag","","61065"
"11","10","1.7","1","0","0","5152061","まずは空に向かって\n腕をグングン伸ばしてー！","110311","0","61066"
"93","","","","","","5152061","0","0.1","","61067"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","131911","1","61068"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","102311","1","61069"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","102111","1","61070"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","107711","1","61071"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","122811","1","61072"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","122911","1","61073"
"3","0","","kids_gungun_loop","0.2","0","5152061","kids_gungun_in","122711","1","61074"
"93","","","","","","5152061","0","5.2","","61075"
"91","0","","0","","","5152061","","61066","","61076"
"21","0","","0","","","5152061","vo_rag_6005","vo_rag","","61077"
"11","10","2.3","1","13","60","5152061","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","102311","0","61078"
"93","","","","","","5152061","0","7.8","","61079"
"91","0","","0","","","5152061","","61078","","61080"
"3","1","","","0.3","","5152061","kids_furifuri","110311","","61081"
"21","0","","0","","","5152061","vo_rag_6006","vo_rag","","61082"
"11","10","1.7","1","21","17","5152061","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","110311","0","61083"
"93","","","","","","5152061","0","0.1","","61084"
"3","1","","","0.3","","5152061","kids_furifuri","131911","","61085"
"3","1","","","0.3","","5152061","kids_furifuriB","102311","","61086"
"3","1","","","0.3","","5152061","kids_furifuri","102111","","61087"
"3","1","","","0.3","","5152061","kids_furifuriB","107711","","61088"
"3","1","","","0.3","","5152061","kids_furifuri","122811","","61089"
"3","1","","","0.3","","5152061","kids_furifuriB","122911","","61090"
"3","1","","","0.3","","5152061","kids_furifuri","122711","","61091"
"93","","","","","","5152061","0","7.3","","61092"
"91","0","","0","","","5152061","","61083","","61093"
"21","0","","0","","","5152061","vo_rag_6007","vo_rag","","61094"
"11","10","0.5","1","0","60","5152061","フリフリ～、楽しくなってきましたぁ♪","102111","0","61095"
"93","","","","","","5152061","0","5.2","","61096"
"91","0","","0","","","5152061","","61095","","61097"
"3","1","","","0.2","","5152061","joy_idle","131911","","61098"
"3","1","","","0.2","","5152061","joy_idle","102311","","61099"
"3","1","","","0.2","","5152061","joy_idle","102111","","61100"
"3","1","","","0.2","","5152061","joy_idle","107711","","61101"
"3","1","","","0.2","","5152061","joy_idle","122811","","61102"
"3","1","","","0.2","","5152061","joy_idle","122911","","61103"
"3","1","","","0.2","","5152061","joy_idle","122711","","61104"
"3","0","","kids_jump_sideHair_out","0.2","0","5152061","kids_jump_in_saren","110311","0","61105"
"21","0","","0","","","5152061","vo_rag_6008","vo_rag","","61106"
"11","10","1","1","0","0","5152061","最後はみんなで大きく…ジャーンプ！","110311","0","61107"
"93","","","","","","5152061","0","0.1","","61108"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","131911","1","61109"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","102311","1","61110"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","102111","1","61111"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","107711","1","61112"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","122811","1","61113"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","122911","1","61114"
"3","0","","kids_jump_mid","0.2","0","5152061","kids_jump_in","122711","1","61115"
"93","","","","","","5152061","0","4.1","","61116"
"91","0","","0","","","5152061","","61107","","61117"
"37","","","","","","5152061","finish","2","","61118"
"23","0","","","","","5152061","se_10058300_kids_finish","se_10058300","","61119"
"3","0","","","0","","5152061","kids_jump_out","131911","","61120"
"3","0","","","0","","5152061","kids_jump_out","102311","","61121"
"3","0","","","0","","5152061","kids_jump_out","102111","","61122"
"3","0","","","0","","5152061","kids_jump_sideHair_out","107711","","61123"
"3","0","","","0","","5152061","kids_jump_out","122811","","61124"
"3","0","","","0","","5152061","kids_jump_out","122911","","61125"
"3","0","","","0","","5152061","kids_jump_sideHair_out","122711","","61126"
"21","0","","0","","","5152061","vo_rag_6009","vo_rag","","61127"
"3","0","","","0","","5152061","1009_in","2","","61128"
"93","","","","","","5152061","1","0.4","","61129"
"3","0","","","0","","5152061","1009_mid","2","","61130"
"92","","","","","","5152061","","","","61131"
"3","0","","","0","","5152061","1009_out","2","","61132"
"93","","","","","","5152061","0","0.2","","61133"
"3","0","","idle_normal","0","0.2","5152061","kids_jump_end","131911","1","61134"
"3","0","","joy_idle_normal","0","0.2","5152061","kids_jump_end","102311","1","61135"
"3","0","","wish_idle","0","0.2","5152061","kids_jump_end","102111","1","61136"
"3","0","","idle_normal","0","0.2","5152061","kids_jump_sideHair_end","107711","1","61137"
"3","0","","doya_idle","0","0.2","5152061","kids_jump_end","122811","1","61138"
"3","0","","idle_normal","0","0.2","5152061","kids_jump_end","122911","1","61139"
"3","0","","idle_normal","0","0.2","5152061","kids_jump_sideHair_end","122711","1","61140"
"27","0.5","","0.5","0","1","5152061","bgm_MC173B","bgm_MC173B","0","61141"
"3","0","","talk_normal","0","0.2","5152061","kids_jump_sideHair_end","110311","1","61142"
"21","0","","0","","","5152061","vo_rag_6010","vo_rag","","61143"
"11","10","0","1","0","0","5152061","はい、お疲れさま\nみんな、楽しかったかしら？","110311","1","61144"
"91","0","","0","","","5152061","","0","","61145"
"3","1","","","0.2","","5152061","idle_normal","110311","","61146"
"3","0","","gutsB_talk","0.2","0","5152061","gutsB_in","131911","1","61147"
"3","0","","surprise3_loop_joy2","0.2","0","5152061","surprise3_in_joy2","102311","1","61148"
"3","1","","","0.2","","5152061","memory_talk","102111","","61149"
"3","1","","","0.2","","5152061","wish_talk_joy_shy","107711","","61150"
"3","0","","eieio_loop","0.2","0","5152061","eieio_in","122811","1","61151"
"3","1","","","0.2","","5152061","anger_talk_joy","122911","","61152"
"3","1","","","0.2","","5152061","sad_talk_dere2","122711","","61153"
"21","0","","0","","","5152061","vo_rag_6011","vo_rag","","61154"
"11","10","0","1","0","60","5152061","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","131911","1","61155"
"91","0","","0","","","5152061","","0","","61156"
"3","1","","","0.2","","5152061","gutsB_idle","131911","","61157"
"3","1","","","0.2","","5152061","memory_talk","102111","","61158"
"21","0","","0","","","5152061","vo_rag_6012","vo_rag","","61159"
