bb05eb416a456d9b706043227d8a2f3f0c75c95be65b3357bf27d5ea90d4a594,7108ab16e0660296dcd2574bc9c448432dfb568372969e9b9eea99e08f0bc026,6a88b75511520449abd120bb7486154421cf295564df2cc8c96183e05bcc0012,375f09760c4435e9145089ec53639259f3e8af889c9b111b84cee4c36bbdeac0,0f7cb5c404e2b5fe22c169d7924c17ce6e6daf1dac29bdac32c8b33df238a7b8,5dc232946f36de24b703596726ac20154cfa5cd8fea564a67331b2f3281c8146,2684587ce1e072ed538a5b81b6309d7428d4532a2903e0a2099845f80552dd53,4a1e786e511202479610022e5af8b7cb058ff67e5aa8f8b636d04201b3953c1d,2de0cf8828265476399f754f7fcbc5efb064c38b6edd73d4e858bbac9caf5793,a9bdb8e32ad22c0c5e24987ed48d73e904bdcc6b92a04cdab7595a218ffc700f,caf6c0fdbb806240cac0caad11693091b8a328a4de70ff9acbb86dbc616c8d6a,14f98f9a25ea14e1be2652a723a85f11dc02d940c280af73205c00b94f50244a,de162acb8ab2769eb9b2b8bdf18510bed286581dd08413ce4335a09951f5e3e4,17f6907211c8d53a7e5b6e9170d48fc248e585fb74e50f1a2482cfc03b07919e,d5f0cb1e159597396e0a49fd4ec653f60bf14aa22249664a63f234dbafa650af,a46b41e0b7aa2a79f9a98c873d35f270356b96bcb1566e20224c2a49c6031ab3
"30","2000","3","2","0","1","デイリージュエルパック{1}日目のアイテムセット","403","0","0","17001001","2","104","デイリージュエルパック未受け取り分のジュエル","0","9"
"7","0","3","1","0","0","","0","1","0","0","1","103","","3","15"
"30","0","3","1","0","0","","0","1","0","0","1","103","","3","18"
"7","0","0","3","0","2","7日間スタミナ応援パック{1}日目のアイテムセット","405","0","9402","17001002","3","103","","1","19"
"0","0","0","4","0","3","","0","0","9403","0","0","0","","0","20"
"0","0","0","4","0","4","","0","0","9404","0","0","0","","0","21"
"0","0","0","4","0","5","","0","0","9405","0","0","0","","0","22"
"0","0","0","4","0","6","","0","0","9406","0","0","0","","0","23"
"0","0","0","4","0","7","","0","0","9411","0","0","0","","0","26"
"0","0","0","4","0","8","","0","0","9412","0","0","0","","0","27"
"0","0","0","5","0","9","","0","0","9319","0","0","908","","0","28"
"0","0","0","4","0","3","","0","0","9407","0","0","0","","0","29"
"0","0","0","4","0","4","","0","0","9408","0","0","0","","0","30"
"0","0","0","4","0","5","","0","0","9409","0","0","0","","0","31"
"0","0","0","4","0","6","","0","0","9410","0","0","0","","0","32"
"0","0","0","5","0","12","","0","0","9319","0","0","908","","0","33"
"0","0","0","4","0","3","","0","0","9413","0","0","0","","0","34"
"0","0","0","4","0","4","","0","0","9414","0","0","0","","0","35"
