b32b2bc493ca633e5e150a03399aca52e7b6e0875b5e3a39c5e8cf1102d5d964,ada1b0a7f8a04c5562145795de2702e94e03076e36b61e42ef318be061cf263a,5871b75476154256f21af073ee41b6b9acaefcdbf28930a06545be46bd610b49,9f7294515978c08708f905bf322c54e8ee9f80022b63b2fd0909a3d8b394f893,07950c48f00436f43b66e69a92bed1570c4fcca0b5701e5de4c609432ee82d70,8044c4894a2924c271e9f886cfe33656ede64291f56e5e0b9053dac300aa9fe6,feb69d29636d59c32b51f214a98e6e1af391f9a1aa292a7923187daead2855a0,8d3238170c1f11c37768130741fb1193107faddda74ab437ae31df6580973710,954c45dfe20fb46d372fd698b79a1fdbd44663c012c26f031e34fba2f9792395,5a44fbe81c97f2ec577249cd42e72fb41015dfe577b2f48b3314322ad79c1ee0,5cd1d5742eda22e9f7fc870f660b4592f8bb7682755bcb2a7e480742bc4379b3,1dd6fdd9ff39e5b9b4b5e21a6bde3bcc571f641ee4d793c85b50211aa5cc7131,ae921b037741804497f1a190b140849db6eb1291055a2a06b310ef870c515fa1,ed96d930cb44264a0e15e3c7a48f31890006ab2d4a45b46b8d76580609447f7f,76dd953e3ad15352e261558892be8000d0a6ff95d25bcd8a50e2a9fdf7e77175
"100","540","111","0","1","0","0","0","2816","11","2022/02/15 5:00:00","113","0","1","112"
"100","493","211","0","2","0","0","0","2816","21","2022/02/16 5:00:00","213","0","1","212"
"100","458","311","0","3","0","0","0","2816","31","2022/02/17 5:00:00","313","0","1","312"
"100","420","411","0","4","0","0","0","2816","41","2022/02/18 5:00:00","413","0","1","412"
"100","380","511","0","5","0","0","0","2816","51","2022/02/19 5:00:00","513","0","1","512"
"100","340","611","0","6","0","0","0","2816","61","2022/02/20 5:00:00","613","0","1","612"
"100","430","711","0","7","0","0","1","2816","71","2022/02/21 5:00:00","713","0","1","712"
"100","402","811","0","8","0","0","1","2816","81","2022/02/22 5:00:00","813","0","1","812"
"100","302","911","0","9","0","0","1","2816","91","2022/02/23 5:00:00","913","0","1","912"
"100","264","1011","0","10","0","0","1","2816","101","2022/02/24 5:00:00","1013","0","1","1012"
"100","225","1111","0","11","0","0","1","2816","111","2022/02/25 5:00:00","1113","0","1","1112"
"100","328","1211","0","12","0","0","1","2816","121","2022/02/26 5:00:00","1213","0","1","1212"
"100","280","1311","0","13","0","0","1","2816","131","2022/02/27 5:00:00","1313","0","1","1312"
"100","269","1411","0","14","0","0","1","2816","141","2022/02/28 5:00:00","1413","0","1","1412"
"100","180","1511","0","15","0","0","1","2816","151","2022/03/01 5:00:00","1513","0","1","1512"
"100","138","1611","0","16","0","0","1","2816","161","2022/03/02 5:00:00","1613","0","1","1612"
"100","97","1711","0","17","0","0","1","2816","171","2022/03/03 5:00:00","1713","0","1","1712"
"100","56","1811","0","18","0","0","1","2816","181","2022/03/04 5:00:00","1813","0","1","1812"
"100","150","1911","0","19","0","0","1","2816","191","2022/03/05 5:00:00","1913","0","1","1912"
"100","100","2011","0","20","0","0","1","2816","201","2022/03/06 5:00:00","2013","0","1","2012"
"100","15","2111","0","21","0","0","1","2816","211","2022/03/07 5:00:00","2113","0","1","2112"
"100","-25","2211","0","22","0","0","1","2816","221","2022/03/08 5:00:00","2213","0","1","2212"
"100","-66","2311","0","23","0","0","1","2816","231","2022/03/09 5:00:00","2313","0","1","2312"
"100","-107","2411","0","24","0","0","1","2816","241","2022/03/10 5:00:00","2413","0","1","2412"
"100","-149","2511","0","25","0","0","1","2816","251","2022/03/11 5:00:00","2513","0","1","2512"
"100","-188","2611","0","26","0","0","1","2816","261","2022/03/12 5:00:00","2613","0","1","2612"
"100","-96","2711","0","27","0","0","1","2816","271","2022/03/13 5:00:00","2713","0","1","2712"
"100","-133","2811","0","28","0","0","1","2816","281","2022/03/14 5:00:00","2813","0","1","2812"
"100","-174","2911","0","29","0","0","1","2816","291","2022/03/15 5:00:00","2913","0","1","2912"
"100","-230","3011","0","30","0","0","1","2816","301","2022/03/16 5:00:00","3013","0","1","3012"
"100","-272","3111","0","31","0","0","1","2816","311","2022/03/17 5:00:00","3113","0","1","3112"
"100","-313","3211","0","32","0","0","1","2816","321","2022/03/18 5:00:00","3213","0","1","3212"
"100","-240","3311","0","33","0","0","1","2816","331","2022/03/19 5:00:00","3313","0","1","3312"
"100","-260","3411","0","34","0","0","1","2816","341","2022/03/20 5:00:00","3413","0","1","3412"
"100","-280","3511","0","35","0","0","1","2816","351","2022/03/21 5:00:00","3513","0","1","3512"
"100","-354","3611","0","36","0","0","1","2816","361","2022/03/22 5:00:00","3613","0","1","3612"
"100","-395","3711","0","37","0","0","1","2816","371","2022/03/23 5:00:00","3713","0","1","3712"
"100","-436","3811","0","38","0","0","1","2816","381","2022/03/24 5:00:00","3813","0","1","3812"
"100","-477","3911","0","39","0","0","1","2816","391","2022/03/25 5:00:00","3913","0","1","3912"
"100","-400","4011","0","40","0","0","1","2816","401","2022/03/26 5:00:00","4013","0","1","4012"
"100","-438","4111","0","41","0","0","1","2816","411","2022/03/27 5:00:00","4113","0","1","4112"
"100","0","4211","0","42","0","0","1","2816","421","2022/03/28 5:00:00","4213","0","1","4212"
"200","371","4311","0","43","0","0","2","2816","431","2022/03/29 5:00:00","4313","0","2","4312"
"200","343","4411","0","44","0","0","2","2816","441","2022/03/30 5:00:00","4413","0","2","4412"
"200","260","4511","105801","45","0","9105803","2","2816","451","2022/03/31 5:00:00","4513","0","2","4512"
"200","313","4611","0","46","0","0","2","2816","461","2022/04/01 5:00:00","4613","0","2","4612"
"200","285","4711","0","47","0","0","2","2816","471","2022/04/02 5:00:00","4713","0","2","4712"
"200","260","4811","102001","48","0","9102003","2","2816","481","2022/04/03 5:00:00","4813","0","2","4812"
"200","257","4911","0","49","0","0","2","2816","491","2022/04/04 5:00:00","4913","0","2","4912"
"200","173","5011","100201","50","0","9100203","2","2816","501","2022/04/05 5:00:00","5013","0","2","5012"
"200","227","5111","0","51","0","0","2","2816","511","2022/04/06 5:00:00","5113","0","2","5112"
"200","57","5211","105501","52","0","9105503","2","2816","521","2022/04/07 5:00:00","5213","0","2","5212"
"200","197","5311","0","53","0","0","2","2816","531","2022/04/08 5:00:00","5313","0","2","5312"
"200","169","5411","0","54","0","0","2","2816","541","2022/04/09 5:00:00","5413","0","2","5412"
"200","-55","5511","101601","55","0","9101603","2","2816","551","2022/04/10 5:00:00","5513","0","2","5512"
"200","141","5611","0","56","0","0","2","2816","561","2022/04/11 5:00:00","5613","0","2","5612"
"200","111","5711","0","57","0","0","2","2816","571","2022/04/12 5:00:00","5713","0","2","5712"
"200","81","5811","0","58","0","0","2","2816","581","2022/04/13 5:00:00","5813","0","2","5812"
"200","53","5911","0","59","0","0","2","2816","591","2022/04/14 5:00:00","5913","0","2","5912"
"200","-180","6011","0","60","0","0","2","2816","601","2022/04/15 5:00:00","6013","0","2","6012"
"200","-210","6111","0","61","0","0","2","2816","611","2022/04/16 5:00:00","6113","0","2","6112"
"200","-221","6211","106701","62","0","9106703","2","2816","621","2022/04/17 5:00:00","6213","0","2","6212"
"200","24","6311","0","63","0","0","2","2816","631","2022/04/18 5:00:00","6313","0","2","6312"
"200","-6","6411","0","64","0","0","2","2816","641","2022/04/19 5:00:00","6413","0","2","6412"
"200","-33","6511","0","65","0","0","2","2816","651","2022/04/20 5:00:00","6513","0","2","6512"
"200","-63","6611","0","66","0","0","2","2816","661","2022/04/21 5:00:00","6613","0","2","6612"
"200","-91","6711","0","67","0","0","2","2816","671","2022/04/22 5:00:00","6713","0","2","6712"
"200","-121","6811","0","68","0","0","2","2816","681","2022/04/23 5:00:00","6813","0","2","6812"
"200","-150","6911","0","69","0","0","2","2816","691","2022/04/24 5:00:00","6913","0","2","6912"
