e6eb5a491a17f3e4c245c69ca856547b28532c44eaa7c75c8d288d561c53e763,aebe599ee740f8348b93fb840237968d46c3bb8ff567c82e102860769c744fbb,9f8cd2e4faecac30d7dd6d3b9fc5945bfbc4677651b3713a7b905b20265a6146,6293a043995333752cf437b735e8c6493d1a88fe097483caf61383b99a428ae6,936f3e9f7fcc109a03fe23749ad1eb1a665d0c895d4b05bf216d06ae9bbf8860,4737a8c2a012d59ade013b43113a858d116f82615a5d33138b283201adb37e9f,e7f1a4a82609f575cc6505569bf3dcd358f76465fdd69451e15b6f8709584012,d5b7655456dce5b7fbb7029d56c5981eac4789c9b9529e8633aa3519a992586d,2aceda015ada93879d1c992d3306e1ccb2f3093570b8be00db02e69ff4adc292,c79b861d8707acaef7e2155baca258f83908297f159acb2a132f3d6ac0ac6350,526e2290177b35758bdde2ce822acf9b3357fd029f2de57f02dd22cb895ac55e,b29862cfdca60f24c4a5c80aff1c4b3db510703cbd5704f0aaef55feb4c1d810,0587154530cce37f2047d6ce323f6e841d72f9a5fb46883812d4de2b140cd5f7,3eef25f0b4f968c2ad56ddf5c097ee76100b293649d76bc7c35218aedff7d8ec,8875106f966258cdbed1d8a99814c4e6a1e475fc28f70afba80cf65cdfb3bb18,f61637c81df621b6ef3e96b331582abf344a3473bfd37a9cdf492b42185ffd33,aa27f9b18f48ae6632c24d535c4ec3af1d09dadb70fe977458e30edd7c56f03b,20135dc918f12898b7de2b4ad8aa66a498d7519d4411d84343fe59446803f363,00bf1dfba61c39ab4a6b8b23e77ca8edbbac5582cda256ef6cb4a4e4822cadbc
"0","0","3","0","5.5","610132007","1","12","610132501","289","0","5","1","-60","1","0","10132","","3"
"0","0","0","70","1.5","610132008","1","0","610132502","289","0","5","1","-60","2","0","10132","","1"
"0","0","0","0","1.5","610132009","1","0","0","289","0","5","1","-60","3","0","10132","","1"
"0","0","3","55","5.5","610134007","1.85","0","0","292","0","5","1","-50","1","0","10134","","1"
"0","0","0","0","1.5","610134008","1.85","30","610134502","292","0","5","1","-50","2","0","10134","","3"
"0","0","0","0","1.5","610134009","1.85","0","0","292","0","5","1","-50","3","0","10134","","1"
"0","0","3","0","5.5","610136007","1.1","0","610136501","295","0","5","1","0","1","600","10136","","2"
"0","0","0","84","1.5","610136008","1.5","0","0","295","0","5","1","-50","2","0","10136","","1"
"0","0","0","0","1.5","610136009","1.5","0","0","295","0","5","1","-50","3","0","10136","","1"
"0","0","0","75","5.5","610137007","0.85","0","0","295","0","5","1","0","1","0","10137","","1"
"0","0","0","50","1.5","610137008","0.85","0","0","295","0","5","1","0","2","0","10137","","1"
"0","0","0","0","1.5","610137009","0.85","0","0","295","0","5","1","0","3","0","10137","","1"
"0","0","3","77","5.5","610140007","1.4","0","0","298","0","5","1","0","1","0","10140","","1"
"0","0","0","52","1.5","610140008","1.4","0","0","298","0","5","1","0","2","0","10140","","1"
"0","0","0","0","1.5","610140009","1.4","0","0","298","0","5","1","0","3","0","10140","","1"
"0","0","3","76","5.5","610142007","1.45","0","0","301","0","5","1","-33","1","0","10142","","1"
"0","0","3","0","1.5","610142008","1.23","0","610142502","301","0","5","1","-40","2","600","10142","","2"
"0","0","0","0","1.5","610142009","1.45","0","0","301","0","5","1","-33","3","0","10142","","1"
"0","0","3","65","5.5","610144007","1","0","0","304","0","5","1","-33","1","0","10144","","1"
"0","0","3","0","1.5","610144008","0.85","0","610144502","304","0","5","1","-40","2","600","10144","","2"
"0","0","0","0","1.5","610144009","1","0","0","304","0","5","1","-33","3","0","10144","","1"
"0","0","3","0","5.5","610146007","0.87","0","610146501","307","0","5","1","-45","1","600","10146","","2"
"0","0","0","58","1.5","610146008","1.18","0","0","307","0","5","1","-45","2","0","10146","","1"
"0","0","0","0","1.5","610146009","1.18","0","0","307","0","5","1","-45","3","0","10146","","1"
"0","0","3","0","5.5","610148007","1.4","0","610148501","310","0","5","1","-50","1","600","10148","","2"
"0","0","0","68","1.5","610148008","1.7","0","0","310","0","5","1","-50","2","0","10148","","1"
"0","0","0","0","1.5","610148009","1.7","0","0","310","0","5","1","-50","3","0","10148","","1"
"0","0","3","71","5.5","610150007","1.35","0","0","313","0","5","1","-33","1","0","10150","","1"
"0","0","3","50","1.5","610150008","1.35","0","0","313","0","5","1","-33","2","0","10150","","1"
"0","0","0","0","1.5","610150009","1.35","0","0","313","0","5","1","-33","3","0","10150","","1"
"0","0","4.8","0","5.5","610152007","0.7","0","610152501","316","0","5","1","20","1","600","10152","","2"
"0","0","0","81","1.5","610152008","0.96","0","0","316","0","5","1","30","2","0","10152","","1"
"0","0","0","0","1.5","610152009","0.96","0","0","316","0","5","1","30","3","0","10152","","1"
"0","0","3","68","5.5","610154007","1.25","0","0","319","0","5","1","-33","1","0","10154","","1"
"0","0","3","0","1.5","610154008","1","0","610154502","319","0","5","1","-10","2","600","10154","","2"
"0","0","0","0","1.5","610154009","1.25","0","0","319","0","5","1","-33","3","0","10154","","1"
"0","0","3","0","5.5","610156007","0.85","0","610156501","322","0","5","1","5","1","600","10156","","2"
"0","0","3","75","1.5","610156008","1.11","0","0","322","0","5","1","-10","2","600","10156","","1"
"0","0","0","0","1.5","610156009","1.11","0","0","322","0","5","1","-10","3","0","10156","","1"
"0","0","3","0","5.5","610158007","1.5","0","610158501","325","0","5","1","-40","1","600","10158","","2"
"0","0","0","65","1.5","610158008","1.75","0","0","325","0","5","1","-33","2","0","10158","","1"
"0","0","0","0","1.5","610158009","1.75","0","0","325","0","5","1","-33","3","0","10158","","1"
"0","0","4.8","0","5.5","610160007","1.4","20","610160501","328","0","5","1","-35","1","600","10160","","3"
"0","0","0","70","1.5","610160008","1.4","0","0","328","0","5","1","-35","2","0","10160","","1"
"0","0","0","0","1.5","610160009","1.4","0","0","328","0","5","1","-35","3","0","10160","","1"
