eb2b133af70220745afc1b739776409c35afa3c825036459096efac2d89b43f5,57a9e78bafc70ebedf4cf854fb9c58a1bc2310b8be56f6ef23d6705a0137d157,eb44a889fb3e70f3725f5b23925b07faaa306730da650d23cb48c2fc49408e3e
"0","0","1"
"5","40","2"
"14","60","3"
"24","80","4"
"39","100","5"
"59","120","6"
"84","140","7"
"114","160","8"
"149","180","9"
"188","200","10"
"233","220","11"
"283","240","12"
"338","260","13"
"397","280","14"
"462","300","15"
"532","320","16"
"606","340","17"
"686","360","18"
"770","380","19"
"860","400","20"
"954","420","21"
"1054","440","22"
"1158","460","23"
"1267","480","24"
"1382","500","25"
"1501","520","26"
"1626","540","27"
"1755","560","28"
"1889","580","29"
"2028","600","30"
"2172","620","31"
"2322","640","32"
"2476","660","33"
"2635","680","34"
"2799","700","35"
"2968","720","36"
"3142","740","37"
"3321","760","38"
"3505","780","39"
"3694","800","40"
"3888","820","41"
"4087","840","42"
"4291","860","43"
"4500","880","44"
"4713","900","45"
"4932","920","46"
"5156","940","47"
"5385","960","48"
"5618","980","49"
"5857","1000","50"
"6101","1020","51"
"6349","1040","52"
"6603","1060","53"
"6862","1080","54"
"7125","1100","55"
"7394","1120","56"
"7667","1140","57"
"7946","1160","58"
"8229","1180","59"
"8517","1200","60"
"8811","1220","61"
"9109","1240","62"
"9412","1260","63"
"9721","1280","64"
"10034","1300","65"
"10352","1320","66"
"10675","1340","67"
"11004","1360","68"
"11337","1380","69"
"11675","1400","70"
"12018","1420","71"
"12366","1440","72"
"12719","1460","73"
"13077","1480","74"
"13440","1500","75"
"13808","1520","76"
"14181","1540","77"
"14559","1560","78"
"14942","1580","79"
"15330","1600","80"
"15723","1620","81"
"16120","1640","82"
"16523","1660","83"
"16931","1680","84"
"17344","1700","85"
"17761","1720","86"
"18184","1740","87"
"18612","1760","88"
"19044","1780","89"
"19482","1800","90"
"19924","1820","91"
"20372","1840","92"
"20824","1860","93"
"21282","1880","94"
"21744","1900","95"
"22212","1920","96"
"22684","1940","97"
"23161","1960","98"
"23644","1980","99"
"24131","2000","100"
"24623","2020","101"
"25121","2040","102"
"25623","2060","103"
"26130","2080","104"
"26642","2100","105"
"27159","2120","106"
"27681","2140","107"
"28208","2160","108"
"28741","2180","109"
"29278","2200","110"
"29820","2220","111"
"30367","2240","112"
"30919","2260","113"
"31475","2280","114"
"32037","2300","115"
"32604","2320","116"
"33176","2340","117"
"33753","2360","118"
"34335","2380","119"
"34921","2400","120"
"35513","2420","121"
"36110","2440","122"
"36711","2460","123"
"37318","2480","124"
"37930","2500","125"
"38546","2520","126"
"39168","2540","127"
"39794","2560","128"
"40426","2580","129"
"41062","2600","130"
"41704","2620","131"
"42350","2640","132"
"43002","2660","133"
"43658","2680","134"
"44319","2700","135"
"44986","2720","136"
"45657","2740","137"
"46333","2760","138"
"47014","2780","139"
"47701","2800","140"
"48392","2820","141"
"49088","2840","142"
"49789","2860","143"
"50495","2880","144"
"51206","2900","145"
"51922","2920","146"
"52643","2940","147"
"53369","2960","148"
"54100","2980","149"
"54836","3000","150"
"55577","3020","151"
"56323","3040","152"
"57074","3060","153"
"57830","3080","154"
"58590","3100","155"
"59356","3120","156"
"60127","3140","157"
"60903","3160","158"
"61683","3180","159"
"62469","3200","160"
"63260","3220","161"
"64055","3240","162"
"64856","3260","163"
"65661","3280","164"
"66472","3300","165"
"67287","3320","166"
"68108","3340","167"
"68933","3360","168"
"69764","3380","169"
"70599","3400","170"
"71439","3420","171"
"72285","3440","172"
"73135","3460","173"
"73990","3480","174"
"74851","3500","175"
"75716","3520","176"
"76586","3540","177"
"77461","3560","178"
"78341","3580","179"
"79226","3600","180"
"80116","3620","181"
"81011","3640","182"
"81911","3660","183"
"82816","3680","184"
"83726","3700","185"
"84641","3720","186"
"85561","3740","187"
"86486","3760","188"
"87416","3780","189"
"88351","3800","190"
"89291","3820","191"
"90235","3840","192"
"91185","3860","193"
"92140","3880","194"
"93100","3900","195"
"94064","3920","196"
"95034","3940","197"
"96009","3960","198"
"96988","3980","199"
"97973","4000","200"
"98962","4020","201"
"99957","4040","202"
"100956","4060","203"
"101961","4080","204"
"102970","4100","205"
"103984","4120","206"
"105004","4140","207"
"106028","4160","208"
"107057","4180","209"
"108092","4200","210"
"109131","4220","211"
"110175","4240","212"
"111224","4260","213"
"112279","4280","214"
"113338","4300","215"
"114402","4320","216"
"115471","4340","217"
"116545","4360","218"
"117624","4380","219"
"118708","4400","220"
"119797","4420","221"
"120891","4440","222"
"121990","4460","223"
"123094","4480","224"
"124203","4500","225"
"125316","4520","226"
"126435","4540","227"
"127559","4560","228"
"128688","4580","229"
"129822","4600","230"
"130960","4620","231"
"132104","4640","232"
"133253","4660","233"
"134406","4680","234"
"135565","4700","235"
"136728","4720","236"
"137897","4740","237"
"139070","4760","238"
"140249","4780","239"
"141432","4800","240"
"142621","4820","241"
"143814","4840","242"
"145013","4860","243"
"146216","4880","244"
"147424","4900","245"
"148637","4920","246"
"149856","4940","247"
"151079","4960","248"
"152307","4980","249"
"153540","5000","250"
"154779","5020","251"
"156022","5040","252"
"157270","5060","253"
"158523","5080","254"
"159781","5100","255"
"161044","5120","256"
"162312","5140","257"
"163585","5160","258"
"164863","5180","259"
"166146","5200","260"
"167434","5220","261"
"168726","5240","262"
"170024","5260","263"
"171327","5280","264"
"172635","5300","265"
"173947","5320","266"
"175265","5340","267"
"176588","5360","268"
"177916","5380","269"
"179248","5400","270"
"180586","5420","271"
"181928","5440","272"
"183276","5460","273"
"184628","5480","274"
"185986","5500","275"
"187348","5520","276"
"188716","5540","277"
"190088","5560","278"
"191466","5580","279"
"192848","5600","280"
"194235","5620","281"
"195628","5640","282"
"197025","5660","283"
"198427","5680","284"
"199834","5700","285"
"201247","5720","286"
"202664","5740","287"
"204086","5760","288"
"205513","5780","289"
"206945","5800","290"
"208382","5820","291"
"209824","5840","292"
"211271","5860","293"
"212723","5880","294"
"214180","5900","295"
"215642","5920","296"
"217109","5940","297"
"218581","5960","298"
"220057","5980","299"
"221539","6000","300"
"223026","6020","301"
"224518","6040","302"
"226015","6060","303"
"227516","6080","304"
"229023","6100","305"
"230535","6120","306"
"232051","6140","307"
"233573","6160","308"
"235099","6180","309"
"236631","6200","310"
"238167","6220","311"
"239709","6240","312"
"241255","6260","313"
"242807","6280","314"
"244363","6300","315"
"245924","6320","316"
"247491","6340","317"
"249062","6360","318"
"250638","6380","319"
"252220","6400","320"
"253806","6420","321"
"255397","6440","322"
"256993","6460","323"
"258594","6480","324"
"260200","6500","325"
"261812","6520","326"
"263428","6540","327"
"265049","6560","328"
"266675","6580","329"
"268306","6600","330"
"269942","6620","331"
"271583","6640","332"
"273228","6660","333"
"274879","6680","334"
"276535","6700","335"
"278196","6720","336"
"279862","6740","337"
"281533","6760","338"
"283208","6780","339"
"284889","6800","340"
"286575","6820","341"
"288265","6840","342"
"289961","6860","343"
"291661","6880","344"
"293367","6900","345"
"295078","6920","346"
"296793","6940","347"
"298514","6960","348"
"300239","6980","349"
"301969","7000","350"
"303705","7020","351"
"305445","7040","352"
"307191","7060","353"
"308941","7080","354"
"310696","7100","355"
"312456","7120","356"
"314222","7140","357"
"315992","7160","358"
"317767","7180","359"
"319547","7200","360"
"321332","7220","361"
"323122","7240","362"
"324918","7260","363"
"326718","7280","364"
"328523","7300","365"
"330333","7320","366"
"332148","7340","367"
"333968","7360","368"
"335792","7380","369"
"337622","7400","370"
"339457","7420","371"
"341297","7440","372"
"343142","7460","373"
"344992","7480","374"
"346846","7500","375"
"348706","7520","376"
"350571","7540","377"
"352440","7560","378"
"354315","7580","379"
"356195","7600","380"
"358079","7620","381"
"359969","7640","382"
"361863","7660","383"
"363763","7680","384"
"365667","7700","385"
"367577","7720","386"
"369491","7740","387"
"371410","7760","388"
"373335","7780","389"
"375264","7800","390"
"377198","7820","391"
"379138","7840","392"
"381082","7860","393"
"383031","7880","394"
"384985","7900","395"
"386945","7920","396"
"388909","7940","397"
"390878","7960","398"
"392852","7980","399"
"394831","8000","400"
"396815","8020","401"
"398804","8040","402"
"400798","8060","403"
"402797","8080","404"
"404801","8100","405"
"406810","8120","406"
"408824","8140","407"
"410842","8160","408"
"412866","8180","409"
"414895","8200","410"
"416929","8220","411"
"418967","8240","412"
"421011","8260","413"
"423060","8280","414"
"425113","8300","415"
"427172","8320","416"
"429236","8340","417"
"431304","8360","418"
"433378","8380","419"
"435456","8400","420"
"437540","8420","421"
"439628","8440","422"
"441722","8460","423"
"443820","8480","424"
"445923","8500","425"
"448032","8520","426"
"450145","8540","427"
"452263","8560","428"
"454387","8580","429"
"456515","8600","430"
"458648","8620","431"
"460786","8640","432"
"462929","8660","433"
"465077","8680","434"
"467231","8700","435"
"469389","8720","436"
"471552","8740","437"
"473720","8760","438"
"475893","8780","439"
"478071","8800","440"
"480253","8820","441"
"482441","8840","442"
"484634","8860","443"
"486832","8880","444"
"489035","8900","445"
"491243","8920","446"
"493455","8940","447"
"495673","8960","448"
"497896","8980","449"
"500124","9000","450"
"502356","9020","451"
"504594","9040","452"
"506836","9060","453"
"509084","9080","454"
"511337","9100","455"
"513594","9120","456"
"515857","9140","457"
"518124","9160","458"
"520396","9180","459"
"522674","9200","460"
"524956","9220","461"
"527244","9240","462"
"529536","9260","463"
"531833","9280","464"
"534136","9300","465"
"536443","9320","466"
"538755","9340","467"
"541072","9360","468"
"543394","9380","469"
"545721","9400","470"
"548054","9420","471"
"550391","9440","472"
"552733","9460","473"
"555080","9480","474"
"557432","9500","475"
"559789","9520","476"
"562151","9540","477"
"564517","9560","478"
"566889","9580","479"
"569266","9600","480"
"571648","9620","481"
"574035","9640","482"
"576427","9660","483"
"578823","9680","484"
"581225","9700","485"
"583632","9720","486"
"586043","9740","487"
"588460","9760","488"
"590882","9780","489"
"593308","9800","490"
"595740","9820","491"
"598176","9840","492"
"600618","9860","493"
"603064","9880","494"
"605516","9900","495"
"607972","9920","496"
"610434","9940","497"
"612900","9960","498"
"615371","9980","499"
"617848","10000","500"
