6d621b304382d652dfe38bca1c561e4a9b73e5cc7a42afc8c2b97df46ab293d0,e331a0f35d41a644036a45c96675c4f1d892e4cda697ddeab2961147138bb3fa,feb57d1fecd79cd8579f5d4af32d05ba9d544a5cc012dd8221936aa882b04123,22d1e6d24dd6a734d541c9382a899a32577df2c766ca929139dbdf41695b6f4e,38681811c5ce89bef0d99e78181c7430dba9d01e97b3e6228aa33b1dc9ff6b86,4c91be2a55eb9a87be42f96abc9362a648558d4ebd8d1ff9b367381e57cf2372,c368b80c72fa0c9d6fcaa5d69e6cef97ad75d77d2cd49d60c2705b393ca56ffb
"0","2","11012","1101","11011","ギルド管理協会です！どんなお仲間をお探しですか？","2"
"0","2","11022","1102","11021","ギルド管理協会です！どんなお仲間をお探しですか？","2"
"0","2","11032","1103","11031","ギルド管理協会です！どんなお仲間をお探しですか？","2"
"0","2","11042","1104","11041","ギルド管理協会です！どんなお仲間をお探しですか？","2"
"0","4","11052","1105","11051","魔物たちが集まる闘技場を見つけた！","4"
"11071","7","11072","1107","11073","不思議な石板を発見！どうする？","7"
"0","8","11081","1108","11082","ダンジョンで迷った！どっちに進む？","8"
"0","4","11092","1109","11091","魔物たちが集まる闘技場を見つけた！","4"
"11103","3","11102","1110","11101","じゃんけん……ぽん！","3"
"0","10","11112","1111","11111","箱の中から声が聞こえる……","10"
"0","11","11122","1112","11121","イベント会場に魔物が現れた！","11"
"0","4","11132","1113","11131","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11172","1117","11171","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11182","1118","11181","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11192","1119","11191","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11202","1120","11201","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11212","1121","11211","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11222","1122","11221","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11232","1123","11231","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11242","1124","11241","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11252","1125","11251","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11262","1126","11261","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11272","1127","11271","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11282","1128","11281","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11292","1129","11291","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11302","1130","11301","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11312","1131","11311","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11322","1132","11321","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11332","1133","11331","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11342","1134","11341","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11352","1135","11351","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11362","1136","11361","魔物たちが集まる闘技場を見つけた！","4"
"0","4","11372","1137","11371","魔物たちが集まる闘技場を見つけた！","4"
"0","5","0","1314","13141","釣りスポットを発見！","5"
"0","9","0","1315","13151","絶好のピクニック日和だ！","9"
"0","6","0","1316","13161","スロットマシンだ！挑戦する？","6"
"0","5","0","2314","23141","ラッキー！もう一回釣れるぞ！","5"
"0","9","23151","2315","23152","料理ができた！でも、まだ材料はあるぞ！","9"
"0","6","23161","2316","23162","もう一勝負だ！","6"
"0","5","0","3314","33141","ラストもう一回！","5"
"0","9","33151","3315","33152","完璧！でも、まだまだ材料はあるぞ！","9"
"0","6","33161","3316","33162","ラスト一発！","6"
