9bccc0d33efa0e9f32deca35ea505750aa5457ee674319646f5b8fd85737dc77,22bfd7e5a7126553451899118a1d304ca1786b51c933c051e38dedd0f316fab4,2dad5b5f38a5125af189a5f45f54e998d68fcda1c60658743d1bae15eb217158,97ccf0ca4fc687819e3cd3923dd01fec5a171540219b0087a868d2a21bba5a3e,a147d2cbaf978db8bf33ffb45281e4cfe310b9d437321b59de1dd44f7845d644,baefc1780c0ba28fc270d4f3fc5337a797bc167504e4b3d5f6c950d1c7e073aa,f96fbd77ff612e0ece3cd965383e0d55e5363d5b2eaaded0e040575e931cf6b0,8917af7aaea316768b42bfce4402e1f0bbdab66528c51c31fea9e572f43791a3,25710f7e357c83690af28410a720b46d112171d607610fcd959559eabed3e574,7c5f4b8693539afa8076af5c1a24ab2991b1ba5565f97040947372c5dcc1338b,dd0a05c7106c0fd60b98d6cd9ce80c139b7e8097d79e254f36b45bd7c1f28a9a,84e96e730f170feba4cc12a17278aba9e521bd4065a9b699636c52bef6df3445,478e7d9f0359af2a00611de054bb3a04914ecb455512535842850889e7d5976e
"2024/10/31 12:00:00","ミッションねえ……\nちょうどいいや\nどこまで片付けられるか\n賭けをしようじゃないか","2030/01/01 14:59:59","130011","1","ヤマト","100","-416.5","3001100","2.1","3001","0","2"
"2024/10/31 12:00:00","他人から言われた任務を\n言われるままにやるなんざ\n性に合わないんだがね……\nま、報酬は貰っとこうか","2030/01/01 14:59:59","130011","4","ヤマト","101","-416.5","3001101","5.68","3001","0","2"
"2024/10/31 12:00:00","なんだい？　やれンなら\nとっとと済ませちまいな。\nフブキが早くやることやれ\nってボヤいてたよ。","2030/01/01 14:59:59","130011","1","ヤマト","102","-416.5","3001102","0","3001","0","1"
"2024/10/31 12:00:00","え～？　ぼくに頼みごと～？\nどうしちゃおっかな～\nちゃんとお願いできたら\n考えてあげよっかな～？","2030/01/01 14:59:59","130211","1","フブキ","100","-416.5","3002100","0","3002","0","1"
"2024/10/31 12:00:00","ほらほらぁ、これが\n欲しいんでしょ～？\nほんと、しょうがないよね～\nザコおに～いさん♡","2030/01/01 14:59:59","130211","1","フブキ","101","-416.5","3002101","0","3002","0","1"
"2024/10/31 12:00:00","へえ～、欲しいんだ～？\nぼくのた・い・せ・つ・な・モ・ノ\nあははっ！　なに考えてんの？\nもうへんふしじゃ～んｗ","2030/01/01 14:59:59","130211","5","フブキ","102","-416.5","3002102","8.53","3002","0","2"
"2024/10/31 12:00:00","なになに～？　もしかしてまた\nおねだりするつもりなんだ？\nとか言って、ほんとはぼくに\n会いたいだけだったりして～？","2030/01/01 14:59:59","130211","7","フブキ","103","-416.5","3002103","5.67","3002","0","1"
"2024/10/31 12:00:00","ザコお兄さんってぇ\n頼み方もワンパなのぉ～？\nもっと必死にならないと\nぼくの心は動かせないよ～？","2030/01/01 14:59:59","130211","1","フブキ","104","-416.5","3002104","0","3002","0","1"
"2024/10/31 12:00:00","あのさーザコお兄さん、\nな～んか調子乗ってない？\nぼくのこと、なんでもくれる\nチョロいやつとか思ってたりー？","2030/01/01 14:59:59","130211","3","フブキ","300","-416.5","3002300","0","3004","0","3"
"2024/10/31 12:00:00","ざんね～ん♪\nうざいお兄さんには、もうな～んにもあげませ～ん♡\nほんとなっさけなーい♪\nばいば～い♡","2030/01/01 14:59:59","130211","7","フブキ","301","-416.5","3002400","0","3005","0","7"
"2024/10/31 12:00:00","きゃはは、ほんと必死～♡\nは～、面白かった。\n笑えたからいいよ～\nそれ、恵んだげる～♪","2030/01/01 14:59:59","130211","2","フブキ","200","-416.5","3003200","4.4","3003","0","1"
"2024/10/31 12:00:00","は～、しょうがないな～♡\nザコお兄さんってば\nほんとよわよわで\n情けないよね～ｗ","2030/01/01 14:59:59","130211","7","フブキ","201","-416.5","3003201","0","3003","0","7"
"2024/10/31 12:00:00","お兄さんってば、ぼくがいないと\nほんとザッコザコだよね～\nもっと感謝しろし～♪","2030/01/01 14:59:59","130211","1","フブキ","202","-416.5","3003202","5.6","3003","0","2"
