d93cfa6316757d2f807b6f3c286de032405b154b888f83b617927da08f16d635,0eda8f53a17e72def3f48787cfefbac877863e8244e4a1ce3e57b00aa2d9e9c6,d143c94b50f194d35db735297c4c60b539ff25875b130ff83695d72369bf7ea2,56c763edf48df6bbb6de295ffce8032c2ade0a28e342f051c9c7a7bedea89f61,0ecfd08ef70a3aae45a6865f0d188204a77c3214b76b21657448bf449b79cea0,ce3be52617e43c2e279152827c42ddf8e81af69981a13ca8316e2d2ff0c1b111,726a87702f747848435b364cd298300f40359265f5b54044b8a0e595fae4c757,664077d41c00b05475af4c6b7dfce7fea813c78833a02e6c1e63045c384915e0,5972e0c7423fca7a7e056059ff8054ad1eb90c4cdcd95aa304fa742984294e09,69880e749d05b1c8057792c798c1832ebfb24b118cbbbfadc9faa4e0d03b82be,2cc054c4ab6dc8a9c4183c0f2f7e61c5b1720230273f3ba14c98d60dcaad3ece,9cf81c4968e3876c027a94dc41b1597d84d17738fc68bb64e40ecdb9df8d08ba,7475991004108ad17d719127c7e376ffe84a3af7f179d79aa3de718679928b55,6b4d25431f52b356063cd416552b8b94b29e5abe49fc2ef0d273c8bd25120581,86cc2863447164ebb5843364f45bd91957d82b02ea667f18a43ff4ae1ef7edf1,f342533b1e1c180e885d2debaf59bc3399973021028f5ff2faf0edd0815a8a46,166cf551ed86f30a673db7be906af1cd935495ea09567ed66529c09dce381a63,97dbf30982ebfd29e3f494439c0549754fd9fd649df6fe40c16a01b07c7fd4b5
"2","1","100","4","8","2","300000","20004","1001","91002","12","94002","150003","3","8","30","90005","3"
"2","2","150","4","8","4","400000","140001","1001","91002","12","94002","150004","3","60","30","90005","3"
"2","3","150","4","8","2","500000","20004","1001","91002","12","94002","150005","3","10","30","90005","3"
"2","4","200","4","8","4","750000","140001","1001","91002","12","94002","150006","3","90","30","90005","3"
"2","5","200","4","8","2","1000000","21951","1001","91002","12","94002","150007","3","1","30","90005","3"
"2","1","100","4","8","2","300000","20004","1002","91002","12","94002","150003","3","8","30","90005","3"
"2","2","150","4","8","4","400000","140001","1002","91002","12","94002","150004","3","60","30","90005","3"
"2","3","150","4","8","2","500000","20004","1002","91002","12","94002","150005","3","10","30","90005","3"
"2","4","200","4","8","4","750000","140001","1002","91002","12","94002","150006","3","90","30","90005","3"
"2","5","200","4","8","2","1000000","21951","1002","91002","12","94002","150007","3","1","30","90005","3"
"4","1","50","4","8","2","300000","20004","1003","91002","12","94002","150003","100","8","100","150004","3"
"2","2","100","4","8","4","400000","140001","1003","91002","12","94002","150005","5","60","50","90005","3"
"12","3","100","4","8","2","0","20004","1003","91002","0","0","150006","500000","10","50","94002","3"
"2","4","150","4","8","4","750000","140001","1003","91002","12","94002","150007","10","90","50","90005","3"
"12","5","150","4","8","2","0","21951","1003","91002","0","0","150008","1000000","1","50","94002","3"
"4","1","50","4","8","2","300000","20004","1004","91002","12","94002","150003","100","8","100","150004","3"
"2","2","100","4","8","4","400000","140001","1004","91002","12","94002","150005","5","60","50","90005","3"
"12","3","100","4","8","2","0","20004","1004","91002","0","0","150006","500000","10","50","94002","3"
"2","4","150","4","8","4","750000","140001","1004","91002","12","94002","150007","10","90","50","90005","3"
"12","5","150","4","8","2","0","21951","1004","91002","0","0","150008","1000000","1","50","94002","3"
"4","1","50","4","8","2","300000","20004","1005","91002","12","94002","150003","100","8","100","150004","3"
"2","2","100","4","8","4","400000","140001","1005","91002","12","94002","150005","5","60","50","90005","3"
"12","3","100","4","8","2","0","20004","1005","91002","0","0","150006","500000","10","50","94002","3"
"2","4","150","4","8","4","750000","140001","1005","91002","12","94002","150007","10","90","50","90005","3"
"12","5","150","4","8","2","0","21951","1005","91002","0","0","150008","1000000","1","50","94002","3"
"4","1","50","4","8","2","300000","20004","1006","91002","12","94002","150004","100","8","100","150005","3"
"2","2","100","4","8","4","400000","140001","1006","91002","12","94002","150006","5","60","50","90005","3"
"12","3","100","4","8","2","0","20004","1006","91002","0","0","150007","500000","10","50","94002","3"
"2","4","150","4","8","4","750000","140001","1006","91002","12","94002","150008","10","90","50","90005","3"
"12","5","150","4","8","2","0","21951","1006","91002","0","0","150009","1000000","1","50","94002","3"
"2","1","50","4","8","4","300000","150004","1007","91002","12","94002","150005","5000","100","100","25015","3"
"2","2","100","4","8","2","400000","20004","1007","91002","12","94002","150006","5000","15","50","25013","3"
"2","3","100","4","8","4","500000","140001","1007","91002","12","94002","150007","5000","150","50","25014","3"
"2","4","150","4","8","2","750000","90005","1007","91002","12","94002","150008","5000","15","50","25012","3"
"2","5","150","4","8","2","1000000","21953","1007","91002","12","94002","150009","5000","1","50","25011","3"
"2","1","50","4","8","4","300000","150005","1008","91002","12","94002","150006","5000","100","100","25015","3"
"2","2","100","4","8","2","400000","20004","1008","91002","12","94002","150007","5000","15","50","25013","3"
"2","3","100","4","8","4","500000","140001","1008","91002","12","94002","150008","5000","150","50","25014","3"
"2","4","150","4","8","2","750000","90005","1008","91002","12","94002","150009","5000","15","50","25012","3"
"2","5","150","4","8","2","1000000","21953","1008","91002","12","94002","150010","5000","1","50","25011","3"
