bec0816f00a95319f2ea31aaf45f450b114195731c04e3f686c5289be6688953,b43fb638ecbce77310a992390bb786bdf91700d17af47b86fdb01099ae1ab2f4,59051fdbae94dc97a76025557656caca4e2e3608dfc0275b199f1654fe91a24d,bfc33a221bbc53cd9388b84fbbb95219c576c71df0d3d5ae908e8ac47440e3f3,2a1beb416292b91c266964fa55ea51313749d492ad34d576eee73fccde4abc51,477fc521e6d95e8e0507585332b42f0973d0a892a876ffa8469de52f18b30398,d10303f9f5eb4f8aac276217974ce7c840751065635b95339313e87684082b10,2afdd322bacc8637b83847b80baf81a15142243874dca1b2e49148d48751e8f6,b1cbedd7a90aa07d84485ddc6400682a09357cc11361022e7bf652e9bc67b246,22b396fb34eb9c2901f3786aef15fcd996bc836f0f6a9b63aecfdaa47e26e05d,3e74d7edfc73548434e3a0092340f1c81877964ccaff67ef9150b2ef0f81a7f5,8b2c96baf0bee95968c2965fc222bb02d2542a3532e338f23f5196ac0490cd7f,466764ee463dc311d22f1800695b9d17c3810d9d0b59f135718c4c478a1f0055,4903568e218741f484fea3619fec43ce316445f80dc7522d4dfcbc36eff6fe2a
"2019/07/31 12:00:00","1","0","4","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24015","0","10021","4","0","あうぅ～残念さ～\nマジムンに魂を\n奪われちゃったかな～？"
"2019/07/31 12:00:00","2","0","4","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24016","4","10021","1","0","今日は踊りのキレも悪いよ～\nゴーヤーっぽいもの食べて、元気回復さ～！"
"2019/07/31 12:00:00","3","0","4","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24017","0","10021","4","0","マジムンだらけで目が回るさ～！\nふらふらさ～！"
"2019/07/31 12:00:00","4","0","1","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24018","5.2","10021","2","0","なんくるない、なんくるない\n次、頑張ればいいんだよ～！\n海で泳いで\nリフレッシュするさー！"
"2019/07/31 12:00:00","5","0","5","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24019","4.2","10021","6","0","恥ずかしいところ\n見られちゃったね～\n水着？　水着のことじゃないよー？"
"2019/07/31 12:00:00","6","0","2","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24020","0","10021","2","0","絶好調さ～！　この調子で\n海の平和を取り戻すよ～！\n楽しい夏が待ってるさ～！"
"2019/07/31 12:00:00","7","0","1","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24021","6.4","10021","6","0","何匹で襲ってきたって\n私はマブイを落っことさないよ～！\nくしゅん！　あ……\n今のくしゃみで落っこちたかも～？"
"2019/07/31 12:00:00","8","0","2","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24022","0","10021","2","0","ひーやーさーさー♪\n戦いの後は、踊りを踊って\n気分スッキリさ～！"
"2019/07/31 12:00:00","9","0","6","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24023","10.08","10021","3","0","あれ～？　戦ってるうちに\n水着がどっか行っちゃった～？\nねぇキミ、どっかで見なかった～？\nなんで離れるさ～？"
"2019/07/31 12:00:00","10","0","1","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24024","5","10021","2","0","まだまだ私は元気だよ～！\nマジムンでもなんでも、\nどんとこーいさー♪"
"2019/07/31 12:00:00","11","0","2","110501","カオリ（サマー）","2030/12/17 14:59:59","24","24025","0","10021","2","0","私の空手は世界最強さ～！\n夏の陽射しと青い海も合わされば、\n向かうところ敵なしだよー！"
