a50c42be65122982e1a274ac0cc01509b5880bc809cdc33d1b68876aa608f31e,0b7e474c17636bd70c9c397518f1371b9a38b0d7cd344fbc528d6d7a57c686c8,30200a4c1d5fe917b0a6771a90f33327d790860ab0d818bb97229cb884b62ec7,dd98e506855fe6a71ab28feed2f7ee15a4a00211796418d2f6d2383c053fda94,0bc7d1551a0b0418546b5fd05921ad2d45d52f8bdd1f96a814426cdd0eb72ed4,2787592718e271e1949a1868decb62eb4449caacaf016fcdb983742cf6e6e560,981f6ccfddc8a4662872415ba536b777c8e2c57df25a9a0f6ba1fd246817dd8e,e637a66a95fc59a24130ed4186272cfdb48a9550018e217070110e1ee0414c57
"0","0","2020/08/16 5:00:00","1","2030/01/01 1:00:00","1","5023000","どうしてこんな\nことに……？"
"0","0","2020/08/16 5:00:00","2","2030/01/01 1:00:00","2","5023001","ごきげんようが\n言えなくて"
"0","0","2020/08/16 5:00:00","3","2030/01/01 1:00:00","3","5023002","やっちゃった！"
"0","0","2020/08/17 5:00:00","4","2030/01/01 1:00:00","4","5023002","ユニさんは\nこんな人"
"0","0","2020/08/17 5:00:00","5","2030/01/01 1:00:00","5","5023002","クロエさんは\nこんな人"
"0","0","2020/08/17 5:00:00","6","2030/01/01 1:00:00","6","5023002","チエルさんは\nこんな人"
"0","0","2020/08/18 5:00:00","7","2030/01/01 1:00:00","7","5023003","知的な\nユニさん"
"0","0","2020/08/18 5:00:00","8","2030/01/01 1:00:00","8","5023003","優しい\nクロエさん"
"0","0","2020/08/18 5:00:00","9","2030/01/01 1:00:00","9","5023003","憧れの\nチエルさん"
"0","0","2020/08/19 5:00:00","10","2030/01/01 1:00:00","10","5023003","特別講座の\n練習"
"0","0","2020/08/19 5:00:00","11","2030/01/01 1:00:00","11","5023004","いよいよ\n特別講座"
"0","0","2020/08/19 5:00:00","12","2030/01/01 1:00:00","12","5023005","さすがBB団の\n団長さん！"
"0","0","2020/08/19 5:00:00","13","2030/01/01 1:00:00","13","5023006","マンドラゴラで\nパニック"
"0","0","2020/08/23 5:00:00","14","2030/01/01 1:00:00","14","5023007","最終日"
"0","1","2020/08/23 21:00:00","0","2030/01/01 1:00:00","15","5023000",""
"0","1","2020/08/23 21:00:00","0","2030/01/01 1:00:00","16","5023000",""
"0","1","2020/08/23 21:00:00","0","2030/01/01 1:00:00","17","5023000",""
