quest_id,byway_quest_type,area_id,quest_name,position_x,position_y,icon_id,reward_type_1,reward_id_1,reward_num_1,reward_type_2,reward_id_2,reward_num_2,reward_type_3,reward_id_3,reward_num_3,reward_type_4,reward_id_4,reward_num_4,reward_type_5,reward_id_5,reward_num_5,start_time,detail
"15063001","1","11063","【トワイライトキャラバン】出動！","-356","-120","300010","8","91002","30","2","31056","5","2","31009","5","2","31013","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15063002","1","11063","裏世界での戦闘訓練","-214","-168","300010","8","91002","30","2","31053","5","2","31043","5","2","31005","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15063003","1","11063","裏世界への修学旅行？","-84","-65","300010","8","91002","30","2","31018","5","2","31016","5","2","31050","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15063004","2","11063","《EX》危険な影の群れ","-116","109","300020","8","91002","150","0","0","0","0","0","0","0","0","0","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15063005","1","11063","リトル・リバース・アドベンチャー","614","-120","300010","8","91002","30","2","31004","5","2","31020","5","2","31036","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15063006","1","11063","いざ、裏世界出征？","655","51","300010","8","91002","30","2","31044","5","2","31006","5","2","31022","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15063007","2","11063","《EX》危険な影の群れ","881","30","300020","8","91002","150","0","0","0","0","0","0","0","0","0","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15064001","1","11064","挨拶代わりの裏世界カチコミ！","-247","-179","300010","8","91002","30","2","31065","5","2","31066","5","0","0","0","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15064002","1","11064","新ビジネスの甘～い香り","0","-105","300010","8","91002","30","2","31032","5","2","31048","5","2","31034","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15064003","2","11064","《EX》危険な魔物・胡狼と眼蔓","159","-90","300020","8","91002","150","0","0","0","0","0","0","0","0","0","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15064004","1","11064","ロケットパンチで魔物さん退治！","453","-79","300010","8","91002","30","2","90005","10","0","0","0","0","0","0","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15064005","1","11064","裏世界でのピクニック？","570","58","300010","8","91002","30","2","31028","5","2","31021","5","2","31023","5","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
"15064006","2","11064","《EX》危険な影と怪鳥獣","905","-18","300020","8","91002","150","0","0","0","0","0","0","0","0","0","0","0","0","2015/12/17 15:00:00","バトルに勝利する。"
