2ba792d68e8f6bbf460516387f02d02666b6f9df854d093e4e189c974c92de78,c09043f56d6dab167580a37dbf05f2d2da3f9311573819cbde6d09539b5d1dc9,7d2d148fd0498f67634d25da1493315a63319c2a44b7d466c85c99645d6bdd95,48a9f6fa2e6d6b91161fd031f05eab67af8ea71e0ec05fa81180d1f7f8ae6adb,32f214342fb63cc9e016a102374de261542399ff35a2b8037b0851766cc447d5,08cae32430644d04f823c3501e89a1da4819cecdd7605cd50b04d1d0bdd7ac60,ef07eeb2b739a5eff948a4db609a47b1dc79630d0fffd76b85954dcc89e8ac74,3b39ecdf275de655f60bcd4545fbff7cd140746f62c491e0bba5564d5054c45f,e8421a08909a244783fdcdad745caa96c84d23f06b9947712fc20b13558b2f57,4f14f53f5caa4c6cb760d205b748937615e7cfa24ae126cf20ff242c5e754291,a279ab1568a41d4bbb48ac9009090d0c85be886c8164bc1dc03f5781270658d6,78e93fad69d7b2cbc0350d7a6cb5194eebf68f005ce6524fb86e1a33eca902e9,1c014b7f3249358e560d028070b79c9bac45706189c0e32322dc470cc7cb1310,514aa6cde04828bd957193cb32df713d3eba509b74dfa9be3ad03d72c0b2bc1d,8382d5de85c2e1dbad34763b1b0f5ba48ac6dfa9ae15df667e9e36f0fb63f30c,b8fb68e85cf6b587aafa51dcc0f47f72cb15c293ed375a8efa8c909ba7441d01,f05e082278bdad632723f2c2a006290fdc631ee4a35acee427153374ba92870d,064fca48d14cb5b1b329efa3a067777027a238cf1d9cea1c0ce9e73b1b2c78ef
"1","50","0","0","0","1","0","0","0","0","0","10","0","8","0","0","91002","0"
"2","10","0","0","0","11","0","0","0","0","0","100","0","8","0","0","91002","0"
"3","5","0","0","0","101","0","0","0","0","0","200","0","8","0","0","91002","0"
"4","3","0","0","0","201","0","0","0","0","0","500","0","8","0","0","91002","0"
"5","2","0","0","0","501","0","0","0","0","0","1000","0","8","0","0","91002","0"
"6","2","0","0","0","1001","0","0","0","0","0","2000","0","8","0","0","91002","0"
"7","1","0","0","0","2001","0","0","0","0","0","3999","0","8","0","0","91002","0"
"8","50","0","0","0","4000","0","0","0","0","0","4000","0","8","0","0","91002","0"
"9","50","0","0","0","4100","0","0","0","0","0","4100","0","8","0","0","91002","0"
"10","50","0","0","0","4200","0","0","0","0","0","4200","0","8","0","0","91002","0"
"11","50","0","0","0","4300","0","0","0","0","0","4300","0","8","0","0","91002","0"
"12","50","0","0","0","4400","0","0","0","0","0","4400","0","8","0","0","91002","0"
"13","50","0","0","0","4500","0","0","0","0","0","4500","0","8","0","0","91002","0"
"14","50","0","0","0","4600","0","0","0","0","0","4600","0","8","0","0","91002","0"
"15","50","0","0","0","4700","0","0","0","0","0","4700","0","8","0","0","91002","0"
"16","50","0","0","0","4800","0","0","0","0","0","4800","0","8","0","0","91002","0"
"17","50","0","0","0","4900","0","0","0","0","0","4900","0","8","0","0","91002","0"
"18","50","0","0","0","5000","0","0","0","0","0","5000","0","8","0","0","91002","0"
"19","50","0","0","0","5100","0","0","0","0","0","5100","0","8","0","0","91002","0"
"20","50","0","0","0","5200","0","0","0","0","0","5200","0","8","0","0","91002","0"
"21","50","0","0","0","5300","0","0","0","0","0","5300","0","8","0","0","91002","0"
"22","50","0","0","0","5400","0","0","0","0","0","5400","0","8","0","0","91002","0"
"23","50","0","0","0","5500","0","0","0","0","0","5500","0","8","0","0","91002","0"
"24","50","0","0","0","5600","0","0","0","0","0","5600","0","8","0","0","91002","0"
"25","50","0","0","0","5700","0","0","0","0","0","5700","0","8","0","0","91002","0"
"26","50","0","0","0","5800","0","0","0","0","0","5800","0","8","0","0","91002","0"
"27","50","0","0","0","5900","0","0","0","0","0","5900","0","8","0","0","91002","0"
"28","50","0","0","0","6000","0","0","0","0","0","6000","0","8","0","0","91002","0"
"29","50","0","0","0","6100","0","0","0","0","0","6100","0","8","0","0","91002","0"
"30","50","0","0","0","6200","0","0","0","0","0","6200","0","8","0","0","91002","0"
"31","50","0","0","0","6300","0","0","0","0","0","6300","0","8","0","0","91002","0"
"32","50","0","0","0","6400","0","0","0","0","0","6400","0","8","0","0","91002","0"
"33","50","0","0","0","6500","0","0","0","0","0","6500","0","8","0","0","91002","0"
"34","50","0","0","0","6600","0","0","0","0","0","6600","0","8","0","0","91002","0"
"35","50","0","0","0","6700","0","0","0","0","0","6700","0","8","0","0","91002","0"
"36","50","0","0","0","6800","0","0","0","0","0","6800","0","8","0","0","91002","0"
"37","50","0","0","0","6900","0","0","0","0","0","6900","0","8","0","0","91002","0"
"38","50","0","0","0","7000","0","0","0","0","0","7000","0","8","0","0","91002","0"
"39","50","0","0","0","7100","0","0","0","0","0","7100","0","8","0","0","91002","0"
"40","50","0","0","0","7200","0","0","0","0","0","7200","0","8","0","0","91002","0"
"41","50","0","0","0","7300","0","0","0","0","0","7300","0","8","0","0","91002","0"
"42","50","0","0","0","7400","0","0","0","0","0","7400","0","8","0","0","91002","0"
"43","50","0","0","0","7500","0","0","0","0","0","7500","0","8","0","0","91002","0"
"44","50","0","0","0","7600","0","0","0","0","0","7600","0","8","0","0","91002","0"
"45","50","0","0","0","7700","0","0","0","0","0","7700","0","8","0","0","91002","0"
"46","50","0","0","0","7800","0","0","0","0","0","7800","0","8","0","0","91002","0"
"47","50","0","0","0","7900","0","0","0","0","0","7900","0","8","0","0","91002","0"
"48","50","0","0","0","8000","0","0","0","0","0","8000","0","8","0","0","91002","0"
"49","15","0","0","0","8100","0","0","0","0","0","8100","0","8","0","0","91002","0"
"50","15","0","0","0","8200","0","0","0","0","0","8200","0","8","0","0","91002","0"
"51","15","0","0","0","8300","0","0","0","0","0","8300","0","8","0","0","91002","0"
"52","15","0","0","0","8400","0","0","0","0","0","8400","0","8","0","0","91002","0"
"53","15","0","0","0","8500","0","0","0","0","0","8500","0","8","0","0","91002","0"
"54","15","0","0","0","8600","0","0","0","0","0","8600","0","8","0","0","91002","0"
"55","15","0","0","0","8700","0","0","0","0","0","8700","0","8","0","0","91002","0"
"56","15","0","0","0","8800","0","0","0","0","0","8800","0","8","0","0","91002","0"
"57","15","0","0","0","8900","0","0","0","0","0","8900","0","8","0","0","91002","0"
"58","15","0","0","0","9000","0","0","0","0","0","9000","0","8","0","0","91002","0"
"59","15","0","0","0","9100","0","0","0","0","0","9100","0","8","0","0","91002","0"
"60","15","0","0","0","9200","0","0","0","0","0","9200","0","8","0","0","91002","0"
"61","15","0","0","0","9300","0","0","0","0","0","9300","0","8","0","0","91002","0"
"62","15","0","0","0","9400","0","0","0","0","0","9400","0","8","0","0","91002","0"
"63","15","0","0","0","9500","0","0","0","0","0","9500","0","8","0","0","91002","0"
"64","15","0","0","0","9600","0","0","0","0","0","9600","0","8","0","0","91002","0"
"65","15","0","0","0","9700","0","0","0","0","0","9700","0","8","0","0","91002","0"
"66","15","0","0","0","9800","0","0","0","0","0","9800","0","8","0","0","91002","0"
"67","15","0","0","0","9900","0","0","0","0","0","9900","0","8","0","0","91002","0"
"68","15","0","0","0","10000","0","0","0","0","0","10000","0","8","0","0","91002","0"
"69","15","0","0","0","10100","0","0","0","0","0","10100","0","8","0","0","91002","0"
"70","15","0","0","0","10200","0","0","0","0","0","10200","0","8","0","0","91002","0"
"71","15","0","0","0","10300","0","0","0","0","0","10300","0","8","0","0","91002","0"
"72","15","0","0","0","10400","0","0","0","0","0","10400","0","8","0","0","91002","0"
"73","15","0","0","0","10500","0","0","0","0","0","10500","0","8","0","0","91002","0"
"74","15","0","0","0","10600","0","0","0","0","0","10600","0","8","0","0","91002","0"
"75","15","0","0","0","10700","0","0","0","0","0","10700","0","8","0","0","91002","0"
"76","15","0","0","0","10800","0","0","0","0","0","10800","0","8","0","0","91002","0"
"77","15","0","0","0","10900","0","0","0","0","0","10900","0","8","0","0","91002","0"
"78","15","0","0","0","11000","0","0","0","0","0","11000","0","8","0","0","91002","0"
"79","15","0","0","0","11100","0","0","0","0","0","11100","0","8","0","0","91002","0"
"80","15","0","0","0","11200","0","0","0","0","0","11200","0","8","0","0","91002","0"
"81","15","0","0","0","11300","0","0","0","0","0","11300","0","8","0","0","91002","0"
"82","15","0","0","0","11400","0","0","0","0","0","11400","0","8","0","0","91002","0"
"83","15","0","0","0","11500","0","0","0","0","0","11500","0","8","0","0","91002","0"
"84","15","0","0","0","11600","0","0","0","0","0","11600","0","8","0","0","91002","0"
"85","15","0","0","0","11700","0","0","0","0","0","11700","0","8","0","0","91002","0"
"86","15","0","0","0","11800","0","0","0","0","0","11800","0","8","0","0","91002","0"
"87","15","0","0","0","11900","0","0","0","0","0","11900","0","8","0","0","91002","0"
"88","15","0","0","0","12000","0","0","0","0","0","12000","0","8","0","0","91002","0"
"89","15","0","0","0","12100","0","0","0","0","0","12100","0","8","0","0","91002","0"
"90","15","0","0","0","12200","0","0","0","0","0","12200","0","8","0","0","91002","0"
"91","15","0","0","0","12300","0","0","0","0","0","12300","0","8","0","0","91002","0"
"92","15","0","0","0","12400","0","0","0","0","0","12400","0","8","0","0","91002","0"
"93","15","0","0","0","12500","0","0","0","0","0","12500","0","8","0","0","91002","0"
"94","15","0","0","0","12600","0","0","0","0","0","12600","0","8","0","0","91002","0"
"95","15","0","0","0","12700","0","0","0","0","0","12700","0","8","0","0","91002","0"
"96","15","0","0","0","12800","0","0","0","0","0","12800","0","8","0","0","91002","0"
"97","15","0","0","0","12900","0","0","0","0","0","12900","0","8","0","0","91002","0"
"98","15","0","0","0","13000","0","0","0","0","0","13000","0","8","0","0","91002","0"
"99","15","0","0","0","13100","0","0","0","0","0","13100","0","8","0","0","91002","0"
"100","15","0","0","0","13200","0","0","0","0","0","13200","0","8","0","0","91002","0"
"101","15","0","0","0","13300","0","0","0","0","0","13300","0","8","0","0","91002","0"
"102","15","0","0","0","13400","0","0","0","0","0","13400","0","8","0","0","91002","0"
"103","15","0","0","0","13500","0","0","0","0","0","13500","0","8","0","0","91002","0"
"104","15","0","0","0","13600","0","0","0","0","0","13600","0","8","0","0","91002","0"
"105","15","0","0","0","13700","0","0","0","0","0","13700","0","8","0","0","91002","0"
"106","15","0","0","0","13800","0","0","0","0","0","13800","0","8","0","0","91002","0"
"107","15","0","0","0","13900","0","0","0","0","0","13900","0","8","0","0","91002","0"
"108","15","0","0","0","14000","0","0","0","0","0","14000","0","8","0","0","91002","0"
"109","15","0","0","0","14100","0","0","0","0","0","14100","0","8","0","0","91002","0"
"110","15","0","0","0","14200","0","0","0","0","0","14200","0","8","0","0","91002","0"
"111","15","0","0","0","14300","0","0","0","0","0","14300","0","8","0","0","91002","0"
"112","15","0","0","0","14400","0","0","0","0","0","14400","0","8","0","0","91002","0"
"113","15","0","0","0","14500","0","0","0","0","0","14500","0","8","0","0","91002","0"
"114","15","0","0","0","14600","0","0","0","0","0","14600","0","8","0","0","91002","0"
"115","15","0","0","0","14700","0","0","0","0","0","14700","0","8","0","0","91002","0"
"116","15","0","0","0","14800","0","0","0","0","0","14800","0","8","0","0","91002","0"
"117","15","0","0","0","14900","0","0","0","0","0","14900","0","8","0","0","91002","0"
"118","15","0","0","0","15000","0","0","0","0","0","15000","0","8","0","0","91002","0"
