97e545aeb91f1bed3a87e716726ee9e841008ca644e5a9c7f734bd20a11ec6f9,6beaa3dc489d875dd8678596c558f452a999c9c7b430f17307574992166fb03d,f2232f3d3db407fac3ec9ac15eacf4fac81a681b805a2d1ebda7574d31e9ac7c,75629a683e885042b0961cd4f927a73b51f18b913563761154603c73e151fdc6,310693a2e0f3f6851f3088364d5a84d7d92730da6eed99402ff59d1b329a4073,672a6d3127ce9f7b0182138a3183741c78fde72342a7058dbde02518aa207ee2,3f47cf9b3afbb3faca75f00b7d6a5ddfa3cbd5fccac4937b304b2237f026cd98,d506efdf43ab1dcbae628d6c0a8f900576bca1af34531f998727ce0feb66c6f5,8fb37bfcd8934f3e6098f5b637b401578575366c8533851e945ebf6b224a014b,e97bdc786aed9ee987b0c97e5087669fd5f143ed78db3b2d90fd1d579ec69ce1,57fb6354c02b167e0215e8ecf561c5807cf568b2e64c03a042a1d6c33bf4e861
"30001","0","380000","2018/02/28 14:59:59","1","2015/04/01 15:00:00","1","0","0","0","380000"
"30002","0","380000","2018/03/15 14:59:59","1","2018/02/28 15:00:00","2","0","0","0","380000"
"30003","0","380000","2018/03/31 14:59:59","1","2018/03/15 15:00:00","3","0","0","0","380000"
"30004","0","380000","2018/04/16 14:59:59","1","2018/03/31 15:00:00","4","0","0","0","380000"
"30005","0","380000","2018/04/30 11:59:59","1","2018/04/16 15:00:00","5","0","0","0","380000"
"30006","0","380000","2018/05/15 14:59:59","1","2018/04/30 12:00:00","6","0","0","0","380000"
"30007","0","380000","2018/05/31 11:59:59","1","2018/05/15 15:00:00","7","0","0","0","380000"
"30008","0","380000","2018/06/15 14:59:59","1","2018/05/31 12:00:00","8","0","0","0","380000"
"30009","0","380000","2018/06/30 11:59:59","1","2018/06/15 15:00:00","9","0","0","0","380000"
"30010","0","380000","2018/07/17 14:59:59","1","2018/06/30 12:00:00","10","0","0","0","380000"
"30011","0","380000","2018/07/31 11:59:59","1","2018/07/17 15:00:00","11","0","0","0","380000"
"30012","0","380000","2018/08/21 14:59:59","1","2018/07/31 12:00:00","12","0","0","0","380000"
"30014","0","380000","2018/08/31 12:00:59","1","2018/08/31 12:00:00","13","0","0","0","380000"
"40001","0","380000","2018/08/31 11:59:59","1","2018/08/21 15:00:00","14","0","0","0","380000"
"30014","0","380000","2018/09/18 14:59:59","1","2018/08/31 12:01:00","15","0","0","0","380000"
"30015","0","380000","2018/09/30 11:59:59","1","2018/09/18 15:00:00","16","0","0","0","380000"
"30016","0","380000","2018/10/18 14:59:59","1","2018/09/30 12:00:00","17","0","0","0","380000"
"30017","0","380000","2018/10/31 11:59:59","1","2018/10/18 15:00:00","18","0","0","0","380000"
"50018","380000","380000","2018/11/03 18:59:59","2","2018/10/31 12:00:00","19","0","0","380000","0"
"30019","0","380000","2018/11/19 14:59:59","1","2018/11/03 19:00:00","20","0","0","0","380000"
"30020","0","380000","2018/11/30 11:59:59","1","2018/11/19 15:00:00","21","0","0","0","380000"
"30021","0","380000","2018/12/19 14:59:59","1","2018/11/30 12:00:00","22","0","0","0","380000"
"30022","0","380000","2018/12/31 11:59:59","1","2018/12/19 15:00:00","23","0","0","0","380000"
"50023","380000","380000","2019/01/03 18:59:59","2","2018/12/31 12:00:00","24","0","0","380000","0"
"30025","0","380000","2019/01/31 11:59:59","1","2019/01/18 15:00:00","25","0","0","0","380000"
"30026","0","380000","2019/02/15 22:59:59","1","2019/01/31 12:00:00","26","0","0","0","380000"
"50027","380000","380000","2019/02/28 11:59:59","2","2019/02/15 23:00:00","27","0","0","380000","0"
"30028","0","380000","2019/03/19 14:59:59","1","2019/02/28 12:00:00","28","0","0","0","380000"
"30029","0","380000","2019/03/26 14:59:59","1","2019/03/19 15:00:00","29","0","0","0","380000"
"30030","0","380000","2019/03/31 11:59:59","1","2019/03/26 15:00:00","30","0","0","0","380000"
"30031","0","380000","2019/04/19 14:59:59","1","2019/03/31 12:00:00","31","0","0","0","380000"
"30032","0","380000","2019/04/30 11:59:59","1","2019/04/19 15:00:00","32","0","0","0","380000"
"50033","380000","380000","2019/05/07 14:59:59","2","2019/04/30 12:00:00","33","0","0","380000","0"
"30035","0","380000","2019/05/17 14:59:59","1","2019/05/14 15:00:00","34","0","0","0","380000"
"30036","0","380000","2019/05/31 11:59:59","1","2019/05/17 15:00:00","35","0","0","0","380000"
"30037","0","380000","2019/06/15 11:59:59","1","2019/05/31 12:00:00","36","0","0","0","380000"
"30038","0","380000","2019/06/18 14:59:59","1","2019/06/15 12:00:00","37","0","0","0","380000"
"30039","0","380000","2019/06/30 11:59:59","1","2019/06/18 15:00:00","38","0","0","0","380000"
"30040","0","380000","2019/07/13 11:59:59","1","2019/06/30 12:00:00","39","0","0","0","380000"
"30041","0","380000","2019/07/18 14:59:59","1","2019/07/13 12:00:00","40","0","0","0","380000"
"30042","0","380000","2019/07/31 11:59:59","1","2019/07/18 15:00:00","41","0","0","0","380000"
"30043","0","380000","2019/08/10 11:59:59","1","2019/07/31 12:00:00","42","0","0","0","380000"
"30044","0","380000","2019/08/15 14:59:59","1","2019/08/10 12:00:00","43","0","0","0","380000"
"40002","0","380000","2019/08/26 11:59:59","1","2019/08/15 15:00:00","44","0","0","0","380000"
"30046","0","380000","2019/08/31 11:59:59","1","2019/08/26 12:00:00","45","0","0","0","380000"
"50047","380000","380000","2019/09/03 20:59:59","2","2019/08/31 12:00:00","46","0","0","380000","0"
"30048","0","380000","2019/09/12 11:59:59","1","2019/09/03 21:00:00","47","0","0","0","380000"
"30049","0","380000","2019/09/16 14:59:59","1","2019/09/12 12:00:00","48","0","0","0","380000"
"30050","0","380000","2019/09/29 11:59:59","1","2019/09/16 15:00:00","49","0","0","0","380000"
"50051","380000","380000","2019/09/30 11:59:59","2","2019/09/29 12:00:00","50","0","0","380000","0"
"30052","0","380000","2019/10/11 11:59:59","1","2019/09/30 12:00:00","51","0","0","0","380000"
"30053","0","380000","2019/10/16 14:59:59","1","2019/10/11 12:00:00","52","0","0","0","380000"
"30054","0","380000","2019/10/31 11:59:59","1","2019/10/16 15:00:00","53","0","0","0","380000"
"30055","0","380000","2019/11/11 11:59:59","1","2019/10/31 12:00:00","54","0","0","0","380000"
"30056","0","380000","2019/11/15 14:59:59","1","2019/11/11 12:00:00","55","0","0","0","380000"
"30057","0","380000","2019/11/30 11:59:59","1","2019/11/15 15:00:00","56","0","0","0","380000"
"30058","0","380000","2019/12/11 11:59:59","1","2019/11/30 12:00:00","57","0","0","0","380000"
"30059","0","380000","2019/12/20 14:59:59","1","2019/12/11 12:00:00","58","0","0","0","380000"
"30060","0","380000","2019/12/31 11:59:59","1","2019/12/20 15:00:00","59","0","0","0","380000"
"50061","380000","380000","2020/01/03 18:59:59","2","2019/12/31 12:00:00","60","0","0","380000","0"
"30063","0","380000","2020/01/16 14:59:59","1","2020/01/10 12:00:00","61","0","0","0","380000"
"30064","0","380000","2020/01/31 11:59:59","1","2020/01/16 15:00:00","62","0","0","0","380000"
"30065","0","380000","2020/02/10 11:59:59","1","2020/01/31 12:00:00","63","0","0","0","380000"
"30066","0","380000","2020/02/15 14:59:59","1","2020/02/10 12:00:00","64","0","0","0","380000"
"50067","380000","380000","2020/02/25 11:59:59","2","2020/02/15 15:00:00","65","0","0","380000","0"
"30068","0","380000","2020/02/29 11:59:59","1","2020/02/25 12:00:00","66","0","0","0","380000"
"30069","0","380000","2020/03/13 14:59:59","1","2020/02/29 12:00:00","67","0","0","0","380000"
"30070","0","380000","2020/03/26 11:59:59","1","2020/03/13 15:00:00","68","0","0","0","380000"
"30071","0","380000","2020/03/31 11:59:59","1","2020/03/26 12:00:00","69","0","0","0","380000"
"30072","0","380000","2020/04/10 11:59:59","1","2020/03/31 12:00:00","70","0","0","0","380000"
"30073","0","380000","2020/04/15 14:59:59","1","2020/04/10 12:00:00","71","0","0","0","380000"
"30074","0","380000","2020/04/24 11:59:59","1","2020/04/15 15:00:00","72","0","0","0","380000"
"30075","0","380000","2020/04/30 11:59:59","1","2020/04/24 12:00:00","73","0","0","0","380000"
"30076","0","380000","2020/05/10 11:59:59","1","2020/04/30 12:00:00","74","0","0","0","380000"
"30077","0","380000","2020/05/15 14:59:59","1","2020/05/10 12:00:00","75","0","0","0","380000"
"30078","0","380000","2020/05/31 11:59:59","1","2020/05/15 15:00:00","76","0","0","0","380000"
"50079","380000","380000","2020/06/03 18:59:59","2","2020/05/31 12:00:00","77","0","0","380000","0"
"30080","0","380000","2020/06/10 11:59:59","1","2020/06/03 19:00:00","78","0","0","0","380000"
"30081","0","380000","2020/06/17 14:59:59","1","2020/06/10 12:00:00","79","0","0","0","380000"
"30082","0","380000","2020/06/24 11:59:59","1","2020/06/17 15:00:00","80","0","0","0","380000"
"30083","0","380000","2020/06/30 11:59:59","1","2020/06/24 12:00:00","81","0","0","0","380000"
"50084","380000","380000","2020/07/03 18:59:59","2","2020/06/30 12:00:00","82","0","0","380000","0"
"30085","0","380000","2020/07/10 11:59:59","1","2020/07/03 19:00:00","83","0","0","0","380000"
"30086","0","380000","2020/07/15 14:59:59","1","2020/07/10 12:00:00","84","0","0","0","380000"
"30087","0","380000","2020/07/22 11:59:59","1","2020/07/15 15:00:00","85","0","0","0","380000"
"30088","0","380000","2020/07/27 11:59:59","1","2020/07/22 12:00:00","86","0","0","0","380000"
"30089","0","380000","2020/07/31 11:59:59","1","2020/07/27 12:00:00","87","0","0","0","380000"
"30090","0","380000","2020/08/10 11:59:59","1","2020/07/31 12:00:00","88","0","0","0","380000"
"30091","0","380000","2020/08/15 14:59:59","1","2020/08/10 12:00:00","89","0","0","0","380000"
"40003","0","380000","2020/08/26 11:59:59","1","2020/08/15 15:00:00","90","0","0","0","380000"
"30093","0","380000","2020/08/31 11:59:59","1","2020/08/26 12:00:00","91","0","0","0","380000"
"50094","380000","380000","2020/09/03 18:59:59","2","2020/08/31 12:00:00","92","0","0","380000","0"
"30095","0","380000","2020/09/14 11:59:59","1","2020/09/03 19:00:00","93","0","0","0","380000"
"30096","0","380000","2020/09/19 14:59:59","1","2020/09/14 12:00:00","94","0","0","0","380000"
"30097","0","380000","2020/09/30 11:59:59","1","2020/09/19 15:00:00","95","0","0","0","380000"
"30098","0","380000","2020/10/10 11:59:59","1","2020/09/30 12:00:00","96","0","0","0","380000"
"30099","0","380000","2020/10/15 14:59:59","1","2020/10/10 12:00:00","97","0","0","0","380000"
"30100","0","380000","2020/10/26 14:59:59","1","2020/10/15 15:00:00","98","0","0","0","380000"
"30101","0","380000","2020/10/31 11:59:59","1","2020/10/26 15:00:00","99","0","0","0","380000"
"30102","0","380000","2020/11/10 11:59:59","1","2020/10/31 12:00:00","100","0","0","0","380000"
"30103","0","380000","2020/11/21 14:59:59","1","2020/11/10 12:00:00","101","0","0","0","380000"
"30104","0","380000","2020/11/30 11:59:59","1","2020/11/21 15:00:00","102","0","0","0","380000"
"30105","0","380000","2020/12/10 11:59:59","1","2020/11/30 12:00:00","103","0","0","0","380000"
"30106","0","380000","2020/12/21 14:59:59","1","2020/12/10 12:00:00","104","0","0","0","380000"
"30107","0","380000","2020/12/31 11:59:59","1","2020/12/21 15:00:00","105","0","0","0","380000"
"50108","380000","380000","2021/01/03 18:59:59","2","2020/12/31 12:00:00","106","0","0","380000","0"
"30109","0","380000","2021/01/12 11:59:59","1","2021/01/03 19:00:00","107","0","0","0","380000"
"30110","0","380000","2021/01/17 11:59:59","1","2021/01/12 12:00:00","108","0","0","0","380000"
"30111","0","380000","2021/01/22 14:59:59","1","2021/01/17 12:00:00","109","0","0","0","380000"
"30112","0","380000","2021/01/31 11:59:59","1","2021/01/22 15:00:00","110","0","0","0","380000"
"30113","0","380000","2021/02/10 11:59:59","1","2021/01/31 12:00:00","111","0","0","0","380000"
"30114","0","380000","2021/02/15 22:59:59","1","2021/02/10 12:00:00","112","0","0","0","380000"
"40004","0","380000","2021/02/23 14:59:59","1","2021/02/15 23:00:00","113","0","0","0","380000"
"30117","380000","380000","2021/02/28 11:59:59","2","2021/02/23 15:00:00","114","0","0","380000","380000"
"50119","380000","380000","2021/03/03 18:59:59","2","2021/02/28 12:00:00","115","0","0","380000","0"
"30120","0","380000","2021/03/12 11:59:59","1","2021/03/03 19:00:00","116","0","0","0","380000"
"30121","0","380000","2021/03/24 11:59:59","1","2021/03/08 12:00:00","117","0","0","0","380000"
"30122","0","380000","2021/03/22 14:59:59","1","2021/03/12 12:00:00","118","0","0","0","380000"
"30123","0","380000","2021/03/31 11:59:59","1","2021/03/22 15:00:00","119","0","0","0","380000"
"30125","0","380000","2021/04/08 11:59:59","1","2021/03/31 14:00:00","120","0","0","0","380000"
"30126","0","380000","2021/04/15 14:59:59","1","2021/04/08 12:00:00","121","0","0","0","380000"
"30127","0","380000","2021/04/22 11:59:59","1","2021/04/15 15:00:00","122","0","0","0","380000"
"30128","0","380000","2021/04/28 11:59:59","1","2021/04/22 12:00:00","123","0","0","0","380000"
"50129","380000","380000","2021/04/30 11:59:59","2","2021/04/28 12:00:00","124","0","0","380000","0"
"30130","0","380000","2021/05/11 11:59:59","1","2021/04/30 12:00:00","125","0","0","0","380000"
"30131","0","380000","2021/05/21 14:59:59","1","2021/05/11 12:00:00","126","0","0","0","380000"
"30133","0","380000","2021/05/31 11:59:59","1","2021/05/21 15:00:00","127","0","0","0","380000"
"30134","0","380000","2021/06/09 11:59:59","1","2021/05/31 12:00:00","128","0","0","0","380000"
"30135","0","380000","2021/06/16 14:59:59","1","2021/06/09 12:00:00","129","0","0","0","380000"
"30137","0","380000","2021/06/24 14:59:59","1","2021/06/16 15:00:00","130","0","0","0","380000"
"30136","0","380000","2021/06/20 14:59:59","1","2021/06/16 15:00:00","131","0","0","0","380000"
"30138","0","380000","2021/06/24 14:59:59","1","2021/06/20 15:00:00","132","0","0","0","380000"
"30139","0","380000","2021/06/30 11:59:59","1","2021/06/24 15:00:00","133","0","0","0","380000"
"50140","380000","380000","2021/07/03 18:59:59","2","2021/06/30 12:00:00","134","0","0","380000","0"
"30141","0","380000","2021/07/12 11:59:59","1","2021/07/03 19:00:00","135","0","0","0","380000"
"30142","0","380000","2021/07/15 14:59:59","1","2021/07/08 12:00:00","136","0","0","0","380000"
"30144","0","380000","2021/07/24 14:59:59","1","2021/07/15 15:00:00","137","0","0","0","380000"
"30143","0","380000","2021/07/19 14:59:59","1","2021/07/15 15:00:00","138","0","0","0","380000"
"30145","0","380000","2021/07/24 14:59:59","1","2021/07/19 15:00:00","139","0","0","0","380000"
"30146","0","380000","2021/07/31 11:59:59","1","2021/07/24 15:00:00","140","0","0","0","380000"
"30147","0","380000","2021/08/09 11:59:59","1","2021/07/31 12:00:00","141","0","0","0","380000"
"30148","0","380000","2021/08/15 14:59:59","1","2021/08/09 12:00:00","142","0","0","0","380000"
"40005","0","380000","2021/08/23 11:59:59","1","2021/08/15 15:00:00","143","0","0","0","380000"
"30150","0","380000","2021/08/31 11:59:59","1","2021/08/23 12:00:00","144","0","0","0","380000"
"50151","380000","380000","2021/09/03 18:59:59","2","2021/08/31 12:00:00","145","0","0","380000","0"
"30152","0","380000","2021/09/08 11:59:59","1","2021/09/03 19:00:00","146","0","0","0","380000"
"30153","0","380000","2021/09/13 11:59:59","1","2021/09/08 12:00:00","147","0","0","0","380000"
"30154","0","380000","2021/09/18 11:59:59","1","2021/09/13 12:00:00","148","0","0","0","380000"
"40006","0","380000","2021/09/24 11:59:59","1","2021/09/18 12:00:00","149","0","0","0","380000"
"30157","0","380000","2021/09/30 11:59:59","1","2021/09/24 12:00:00","150","0","0","0","380000"
"30156","0","380000","2021/09/30 11:59:59","1","2021/09/24 12:00:00","151","0","0","0","380000"
"30158","0","380000","2021/10/08 11:59:59","1","2021/09/30 12:00:00","152","0","0","0","380000"
"30159","0","380000","2021/10/15 14:59:59","1","2021/10/08 12:00:00","153","0","0","0","380000"
"30160","0","380000","2021/10/22 11:59:59","1","2021/10/15 15:00:00","154","0","0","0","380000"
