8b002b27a25e09db0b7599f522d5efdac191d953c20948c9c6e240be959c2fd4,c80d3b759174d43c1973107a5113f2e8f42fb9bc8dd9f4172eeae4c342cb28d5,557145fc9e89da768e634cafbc0650f35e03bd76a1d57ea233593beef4ce5687,deb11b2ee0fddd0612c23f143c701d5a14626a5e0f4622a38828d4e02835ddc3,9b2717cc2d7b4b060a87683fc1cba805ba7365e8b539b58247ddd17c990f0fbf,d3c8df7481a75f26b19d4b603568b11a9453fa2c0df45e0d1b6e13b7453a5cce,cfb05e1fb248b5a7e6e3bac1ea53f94a21f166e61ae888f60dddcffeab3ac9cd
"vo_minigame_1004","1","vo_minigame_1004_top_1_000","10001","1000101","2","ふっふっふ、これでカヤぴぃとボスを見返してやるです！"
"vo_minigame_1004","1","vo_minigame_1004_top_1_003","10002","1000201","2","しりとりでの戦い、お兄さんにも手伝ってもらうです"
"vo_minigame_1004","2","vo_minigame_1004_top_1_004","10003","1000301","1","どんなケンカも売られた以上は買うのが喧嘩屋だ！やってやるぜ！"
"vo_minigame_1004","2","vo_minigame_1004_top_1_005","10004","1000401","1","石板でしりとりか……イノリのヤツおもしろいこと考えるな"
"vo_minigame_1004","2","vo_minigame_1004_top_1_006","10005","1000501","1","しりとりだろうがなんだろうが返り討ちにしてやるぜ"
"vo_minigame_1004","3","vo_minigame_1004_top_1_007","10006","1000601","2","ぐもも……（オデ、ハラヘッタ）"
"vo_minigame_1004","3","vo_minigame_1004_top_1_008","10007","1000701","2","ぐもももも（シリトリ タノシイ）"
"vo_minigame_1004","3","vo_minigame_1004_top_1_009","10008","1000801","2","ぐもももも！（イノリ イイヤツ）"
"vo_minigame_1004","1","vo_minigame_1004_top_2_010","10009","1000901","2","カヤぴぃ相手でも手加減しないです"
"vo_minigame_1004","2","vo_minigame_1004_top_2_011","10009","1000902","1","上等だ！やるからには本気で来いよな"
"vo_minigame_1004","1","vo_minigame_1004_top_2_012","10010","1001001","2","カヤぴぃ、謝るなら今のうちです"
"vo_minigame_1004","2","vo_minigame_1004_top_2_013","10010","1001002","1","イノリこそ泣きを入れるなら今のうちだぜ？"
"vo_minigame_1004","1","vo_minigame_1004_top_2_014","10011","1001101","2","カヤぴぃ、これからは知性の時代ですよ？"
"vo_minigame_1004","2","vo_minigame_1004_top_2_015","10011","1001102","1","待て！オレがバカみたいにいうな！！"
"vo_minigame_1004","1","vo_minigame_1004_top_2_016","10012","1001201","1","さあ、あたしたちの力を見せてやるです"
"vo_minigame_1004","3","vo_minigame_1004_top_2_017","10012","1001202","2","ぐも！（マカセロ！）"
"vo_minigame_1004","1","vo_minigame_1004_top_2_018","10013","1001301","1","よしよし、いいですようまくできたらチョコをあげるです！"
"vo_minigame_1004","3","vo_minigame_1004_top_2_019","10013","1001302","2","ぐも！（オデ チョコスキ）"
"vo_minigame_1004","2","vo_minigame_1004_top_2_023","10014","1001401","1","なあイノリ……もしかして当初の目的見失ってないよな？"
"vo_minigame_1004","1","vo_minigame_1004_top_2_024","10014","1001402","2","もちろん覚えてるですカヤぴぃを倒し我々の知能を証明するです"
"vo_minigame_1004","2","vo_minigame_1004_top_2_025","10015","1001501","1","いくらイノリ相手でも勝ちを譲る気はないからな！"
"vo_minigame_1004","1","vo_minigame_1004_top_2_026","10015","1001502","2","望むところです手加減はなしですよ"
"vo_minigame_1004","2","vo_minigame_1004_top_2_027","10016","1001601","1","へっ、なかなかやるじゃねえか"
"vo_minigame_1004","1","vo_minigame_1004_top_2_028","10016","1001602","2","カヤぴぃも思ったよりやるですね！"
"vo_minigame_1004","2","vo_minigame_1004_top_2_029","10017","1001701","1","お～い、ドラゴンもどき？"
"vo_minigame_1004","3","vo_minigame_1004_top_2_030","10017","1001702","2","ぐもっ！？（ヒッ！）"
"vo_minigame_1004","2","vo_minigame_1004_top_2_031","10018","1001801","1","いやあ、あんときは悪かったなはっはっは"
"vo_minigame_1004","3","vo_minigame_1004_top_2_032","10018","1001802","2","ぐももも……（かやピィ コワカッタ）"
"vo_minigame_1004","2","vo_minigame_1004_top_2_033","10019","1001901","1","お前ってさ……ほんとマヌケな顔してるよな"
"vo_minigame_1004","3","vo_minigame_1004_top_2_034","10019","1001902","2","ぐも……（オマエガ イウカ）"
"vo_minigame_1004","3","vo_minigame_1004_top_2_044","10020","1002001","2","ぐも……（ハラヘッタ チョコホシイ）"
"vo_minigame_1004","2","vo_minigame_1004_top_2_045","10020","1002002","1","なんだ？眠いのか？"
"vo_minigame_1004","3","vo_minigame_1004_top_2_046","10021","1002101","2","ぐもも（コイツ……キケン）"
"vo_minigame_1004","2","vo_minigame_1004_top_2_047","10021","1002102","1","うん？　なんだ？オレの舎弟にでもなりたいのか？"
"vo_minigame_1004","3","vo_minigame_1004_top_2_048","10022","1002201","2","ぐも…（かやピィノウキン）"
"vo_minigame_1004","2","vo_minigame_1004_top_2_049","10022","1002202","1","おい、今失礼なこと考えてるだろ？"
"vo_minigame_1004","2","vo_minigame_1004_top_3_058","10023","1002301","1","なあ、これいつまで続けるんだ？"
"vo_minigame_1004","1","vo_minigame_1004_top_3_059","10023","1002302","2","カヤぴぃが降参するまでです！"
"vo_minigame_1004","3","vo_minigame_1004_top_3_060","10023","1002303","2","ぐもも！（コウサンシロ！）"
"vo_minigame_1004","3","vo_minigame_1004_top_3_065","10024","1002401","2","ぐも！（イノリ チョコホシイ）"
"vo_minigame_1004","1","vo_minigame_1004_top_3_066","10024","1002402","1","しょうがないですね、食べ過ぎはダメですよ"
"vo_minigame_1004","2","vo_minigame_1004_top_3_067","10024","1002403","1","土産のチョコ、そうとう気に入ったみたいだな"
"vo_minigame_1004","3","vo_minigame_1004_top_3_068","10025","1002501","2","ぐも！（かやピィニハ マケナイ！）"
"vo_minigame_1004","2","vo_minigame_1004_top_3_069","10025","1002502","1","お？なんだ？腹でも減ってるのか？"
"vo_minigame_1004","1","vo_minigame_1004_top_3_070","10025","1002503","2","……全然話が通じてないです"
