90baf839ea7f2d28ff0180cbb884fbf2f23375e3e6b88c3d86db0a6bb83a8308,bc78ea7ceec5bd5f98f719654a9ae84dc09597d6998f5276af44a239431d375d,3c2f895b91ddf1eb764aac8ec7e15259b6a45a73726427403e991fafb96f994a,8c647849a034a05e663e315c02aa64c7f5b21dddd0764a2de6aca893d5440c25,b3be469eb47a2235f901be8dbff455fb96ea22230905835d81e1fd03b40ba848,3e64a095cdab0bec4d7ce207d29a8dea02301472c67c11c2523ea309856a9a7c,594978b6100caca630bad17a5c931071ee9a36a3dbf8b70c22c6e4b4d7fd8fdd,2e8d1b14614c7ca6c83c1d3f9bcf89dd1844e591d8f908e741579c8c93039c3f
"100101","1","101581","101071","101431","101101","101101","101281"
"100101","2","101581","101101","102431","102101","102071","102341"
"100101","3","102581","102071","102432","103071","102101","102342"
"100101","4","102582","102101","103431","103101","103071","103341"
"100101","5","103581","103071","103432","103072","103101","103342"
"100101","6","103582","103552","103432","104101","103072","103343"
"100101","7","103552","103072","103583","104102","104101","104341"
"100101","8","103553","104551","104101","104103","104102","104342"
"100101","9","104551","104552","104102","104104","104103","104343"
"100101","10","104552","104553","104103","105101","104104","104284"
"100101","11","104554","105551","104344","105102","105101","105341"
"100101","12","105551","105552","105341","105103","105102","105282"
"100101","13","105552","105553","105342","105104","105103","105343"
"100101","14","105553","105554","105343","105105","105104","105344"
"100101","15","105554","105555","105344","105106","105105","105285"
"100101","16","105555","105556","105285","105107","105106","105286"
"100101","17","105556","105557","105286","106101","105107","105287"
"100101","18","105557","106551","105287","106102","106101","106281"
"100101","19","106551","106552","106281","106103","106102","106282"
"100101","20","106552","106553","106282","107101","106103","106283"
"100101","21","106553","107551","106283","107102","107101","107281"
"100101","22","107551","107552","107281","107103","107102","107282"
"100101","23","107552","107553","107282","108101","107103","107283"
"100101","24","107553","108551","107283","108102","108101","108401"
"100101","25","108551","108552","108401","108103","108102","108312"
"100101","26","108552","108553","108312","108104","108103","108403"
"100101","27","108553","108554","108403","109101","108104","108494"
"100101","28","108554","109551","108494","109102","109101","109401"
"100101","29","109551","109552","109401","109103","109102","109282"
"100101","30","109552","109553","109282","109104","109103","109493"
"100101","31","109553","109554","109493","10010032","109104","109494"
"100101","32","109554","10055032","109494","10010033","10010032","10028032"
"100101","33","10055032","10055033","10028032","10010034","10010033","10028033"
"100101","34","10055033","10055034","10028033","10010035","10010034","10028034"
"100101","35","10055034","999999","10028034","999999","10010035","999999"
"100201","1","101581","101611","101521","101251","101251","101371"
"100201","2","101611","101611","102461","102252","102251","102371"
"100201","3","102581","102612","102521","103251","102252","102372"
"100201","4","102614","102613","103521","103252","103251","103521"
"100201","5","103581","103612","103461","103222","103252","103371"
"100201","6","103613","103613","103522","104251","103222","103372"
"100201","7","103461","103614","103614","104252","104251","104371"
"100201","8","103614","104611","104461","104253","104252","104372"
"100201","9","104611","104612","104522","104254","104253","104523"
"100201","10","104612","104613","104523","105251","104254","104373"
"100201","11","104613","105581","104373","105252","105251","105371"
"100201","12","105581","105582","105371","105253","105252","105522"
"100201","13","105582","105583","105372","105254","105253","105462"
"100201","14","105583","105584","105373","105255","105254","105374"
"100201","15","105584","105585","105374","105256","105255","105463"
"100201","16","105585","105586","105463","105257","105256","105524"
"100201","17","105586","105587","105524","106251","105257","105464"
"100201","18","105587","106581","105464","106252","106251","106461"
"100201","19","106581","106582","106461","106253","106252","106521"
"100201","20","106582","106583","106372","107251","106253","106462"
"100201","21","106583","107581","106462","107252","107251","107461"
"100201","22","107581","107582","107461","107253","107252","107462"
"100201","23","107582","107583","107462","108251","107253","107463"
"100201","24","107583","108581","107463","108252","108251","108371"
"100201","25","108581","108582","108371","108253","108252","108372"
"100201","26","108582","108583","108372","108254","108253","108373"
"100201","27","108583","108584","108373","109251","108254","108374"
"100201","28","108584","109581","108374","109252","109251","109371"
"100201","29","109581","109582","109371","109253","109252","109372"
"100201","30","109582","109583","109372","109254","109253","109373"
"100201","31","109583","109584","109373","10025032","109254","109374"
"100201","32","109584","10058032","109374","10025033","10025032","10037032"
"100201","33","10058032","10058033","10037032","10025034","10025033","10037033"
"100201","34","10058033","10058034","10037033","10025035","10025034","10037034"
"100201","35","10058034","999999","10037034","999999","10025035","999999"
"100301","1","101581","101071","101401","101011","101011","101281"
"100301","2","101551","101071","102493","102014","102011","102311"
"100301","3","102551","102071","102401","103011","102014","102282"
"100301","4","102552","102582","103581","103012","103011","103311"
"100301","5","103551","103071","103401","103013","103012","103282"
"100301","6","103552","103552","103401","104011","103013","103283"
"100301","7","103582","103072","103553","104012","104011","104311"
"100301","8","103553","104551","104401","104013","104012","104312"
"100301","9","104551","104552","104432","104014","104013","104402"
"100301","10","104552","104554","104402","105011","104014","104284"
"100301","11","104553","105551","104284","105012","105011","105281"
"100301","12","105551","105552","105281","105013","105012","105431"
"100301","13","105552","105553","105282","105014","105013","105343"
"100301","14","105553","105554","105283","105015","105014","105314"
"100301","15","105554","105555","105284","105016","105015","105285"
"100301","16","105555","105556","105285","105017","105016","105286"
"100301","17","105556","105557","105286","106011","105017","105287"
"100301","18","105557","106551","105287","106012","106011","106281"
"100301","19","106551","106552","106281","106013","106012","106282"
"100301","20","106552","106553","106282","107011","106013","106343"
"100301","21","106553","107551","106343","107012","107011","107341"
"100301","22","107551","107552","107341","107013","107012","107342"
"100301","23","107552","107553","107342","108011","107013","107343"
"100301","24","107553","108551","107343","108012","108011","108431"
"100301","25","108551","108552","108431","108013","108012","108492"
"100301","26","108552","108553","108492","108014","108013","108343"
"100301","27","108553","108554","108343","109011","108014","108494"
"100301","28","108554","109551","108494","109012","109011","109401"
"100301","29","109551","109552","109401","109013","109012","109402"
"100301","30","109552","109553","109402","109014","109013","109493"
"100301","31","109553","109554","109493","10001032","109014","109494"
"100301","32","109554","10055032","109494","10001033","10001032","10040032"
"100301","33","10055032","10055033","10040032","10001034","10001033","10040033"
"100301","34","10055033","10055034","10040033","10001035","10001034","10049034"
