5a3bc1cc0bdf2e44d817983edcb148046958841f2e3a56058c3ff9071c6de0e0,ea26eb75af3069ddea6179dc6606aa931fe25c62d6428965cbd01c9f71cea869,d461400451561f0d50f938872802b02ceb4ad7c512ee60959e2c687d644f1f40,16f416a6cc02b9516cc8a491de38e79bd5614b3989abd7c7567763e2521b756a,63af8bc79cb7b532d9ec259dd40a71f6bad3d3ef84afa9b195d6d4b9fbcc53f7,cc4eb018868e99adc4aaee4e01e50902f59462ee03118e1f18d2fb45b8e383ba,363ccb079b9295134477e167938840ca51d83497b85d74aaf7f72d56cc38b183,f6d6ab190e4ac46791fcb69e435b70bcde134f6de0ce46fd5609c8e7ee43816d,dbf3282ba9dd8f9aea05b9fde16cc406a3f832015a2501b9fc188225813c3fc6,e7a64ecd31143d7900e84d434a00b5d220793bd2ba29bf7432cf7cc3ae0af7f5,3ca3bb99bf056dbe6fcc8d6b80a4ff2d8cb1b2f31232f936d57019c45310c29a
"","","se_travel","1001","0","se_travel_finish_assemble","","","23","","1010010001"
"-275","-160","1","1001","1","1000001","travel_exdrama_r_100_run","0","1","1.46","1010010002"
"-575","-200","1","1001","2","1000002","travel_exdrama_r_100_run","0","1","1.46","1010010003"
"-750","-250","1","1001","3","1000003","travel_exdrama_r_100_run","0","1","1.46","1010010004"
"575","-175","1","1001","4","1000004","travel_exdrama_r_100_run","1","1","1.46","1010010005"
"750","-250","1","1001","5","1000005","travel_exdrama_r_100_run","1","1","1.46","1010010006"
"1","0","1000001","1001","-160","-100","","","2","","1010010007"
"1","0","1000002","1001","-200","-275","","","2","","1010010008"
"1","0","1000003","1001","-250","-450","","","2","","1010010009"
"1","0","1000004","1001","-175","275","","","2","","1010010010"
"1","0","1000005","1001","-250","450","","","2","","1010010011"
"0","0","1","1001","0","0","","","93","","1010010012"
"","0","1000001","1001","0","travel_exdrama_r_100_raiseup","","0","3","0.2","1010010013"
"","0","1000002","1001","1","travel_exdrama_r_100_idle","","0","3","0","1010010014"
"","0","1000003","1001","1","travel_exdrama_r_100_idle","","0","3","0","1010010015"
"","0","1000004","1001","1","travel_exdrama_r_100_idle","","0","3","0","1010010016"
"","0","1000005","1001","1","travel_exdrama_r_100_idle","","0","3","0","1010010017"
"-100","-160","1","1001","11","1","travel_exdrama_r_100_raiseup","0","5","1.46","1010010018"
"","","1","1001","","0","","","93","","1010010019"
"","0","1000001","1001","","","","","6","0.12","1010010020"
"","0","1000002","1001","","","","","6","0.12","1010010021"
"","0","1000003","1001","","","","","6","0.12","1010010022"
"","0","1000004","1001","","","","","6","0.12","1010010023"
"","0","1000005","1001","","","","","6","0.12","1010010024"
"","0","1","1001","","","","","6","0.12","1010010025"
"","","0.12","1001","","0","","","93","","1010010026"
"","","0","1001","","","","","91","","1010010027"
"","","se_travel","1002","0","se_travel_finish_assemble","","","23","","1010020001"
"-275","-160","1","1002","1","1000001","travel_exdrama_r_100_run","0","1","1.46","1010020002"
"-575","-200","1","1002","2","1000002","travel_exdrama_r_100_run","0","1","1.46","1010020003"
"-750","-250","1","1002","3","1000003","travel_exdrama_r_100_run","0","1","1.46","1010020004"
"575","-175","1","1002","4","1000004","travel_exdrama_r_100_run","1","1","1.46","1010020005"
"750","-250","1","1002","5","1000005","travel_exdrama_r_100_run","1","1","1.46","1010020006"
"20","1","10000","1002","-40","10000","","","31","0","1010020007"
"1","0","1000001","1002","-160","-100","","","2","","1010020008"
"1","0","1000002","1002","-200","-275","","","2","","1010020009"
"1","0","1000003","1002","-250","-450","","","2","","1010020010"
"1","0","1000004","1002","-175","275","","","2","","1010020011"
"1","0","1000005","1002","-250","450","","","2","","1010020012"
"0","0","1","1002","0","0","","","93","","1010020013"
"","0","1000001","1002","0","travel_exdrama_r_100_raiseup","","0","3","0.2","1010020014"
"","0","1000002","1002","1","travel_exdrama_r_100_idle","","0","3","0","1010020015"
"","0","1000003","1002","1","travel_exdrama_r_100_idle","","0","3","0","1010020016"
"","0","1000004","1002","1","travel_exdrama_r_100_idle","","0","3","0","1010020017"
"","0","1000005","1002","1","travel_exdrama_r_100_idle","","0","3","0","1010020018"
"-100","-160","1","1002","11","1","travel_exdrama_r_100_raiseup","0","5","1.46","1010020019"
"0","0","0.4","1002","0","0","","","93","0","1010020020"
"","0","10000","1002","","1","","","32","","1010020021"
"","","0.6","1002","","0","","","93","","1010020022"
"","0","1000001","1002","","","","","6","0.12","1010020023"
"","0","1000002","1002","","","","","6","0.12","1010020024"
"","0","1000003","1002","","","","","6","0.12","1010020025"
"","0","1000004","1002","","","","","6","0.12","1010020026"
"","0","1000005","1002","","","","","6","0.12","1010020027"
"","0","1","1002","","","","","6","0.12","1010020028"
"","","0.12","1002","","0","","","93","","1010020029"
"","","0","1002","","","","","91","","1010020030"
"5","1","10100","1011","-350","10100","","","31","1","1010110001"
"50","1","10002","1011","-525","10002","","","31","0","1010110002"
"-121","1","10101","1011","-184","10101","","","31","1","1010110003"
"5","1","10102","1011","-350","10102","","","31","0","1010110004"
"5","1","10103","1011","-350","10103","","","31","0","1010110005"
"5","1","10104","1011","-350","10104","","","31","0","1010110006"
"-470","-200","1","1011","11","1000001","travel_exdrama_r_101_walk","0","1","1.46","1010110007"
"-320","-150","1","1011","1","1000002","travel_exdrama_r_101_walk","0","1","1.46","1010110008"
"-470","-200","1","1011","12","1","travel_exdrama_r_101_walk","0","5","1.46","1010110009"
"-320","-150","1","1011","2","2","travel_exdrama_r_101_walk","0","5","1.46","1010110010"
"","","se_travel","1012","0","se_travel_finish_cave_rare","","","23","","1010120001"
"0.1","0","1000001","1012","-200","-500","","","2","","1010120002"
"0.1","0","1000002","1012","-150","-350","","","2","","1010120003"
"0.1","0","1","1012","-200","-500","","","2","","1010120004"
"0.1","0","2","1012","-150","-350","","","2","","1010120005"
"travel_exdrama_r_101_walk","1","1000001","1012","0","travel_exdrama_r_101_joy","","0.2","3","0.2","1010120006"
"travel_exdrama_r_101_walk","1","1000002","1012","0","travel_exdrama_r_101_joy","","0.2","3","0.2","1010120007"
"travel_exdrama_r_101_walk","1","1","1012","0","travel_exdrama_r_101_joy","","0.2","3","0.2","1010120008"
"travel_exdrama_r_101_walk","1","2","1012","0","travel_exdrama_r_101_joy","","0.2","3","0.2","1010120009"
"","","10101","1012","0","0","","","32","","1010120010"
"","","10102","1012","0","1","","","32","","1010120011"
"","","1.66","1012","","0","","","93","","1010120012"
"","","10101","1012","0","1","","","32","","1010120013"
"","","10102","1012","0","0","","","32","","1010120014"
"0.2","0","1000001","1012","-200","-470","","","2","","1010120015"
"0.2","0","1000002","1012","-150","-320","","","2","","1010120016"
"0.2","0","1","1012","-200","-470","","","2","","1010120017"
"0.2","0","2","1012","-150","-320","","","2","","1010120018"
"","","se_travel","1013","0","se_travel_finish_cave_event","","","23","","1010130001"
"travel_exdrama_r_101_walk","1","1000001","1013","0","travel_exdrama_r_101_panic_A","","0","3","0.2","1010130002"
"travel_exdrama_r_101_walk","1","1000002","1013","0","travel_exdrama_r_101_panic_B","","0","3","0.2","1010130003"
"travel_exdrama_r_101_walk","1","1","1013","0","travel_exdrama_r_101_panic_A","","0","3","0.2","1010130004"
"travel_exdrama_r_101_walk","1","2","1013","0","travel_exdrama_r_101_panic_B","","0","3","0.2","1010130005"
"","","10002","1013","","1","","","32","","1010130006"
"","","10103","1013","","1","","","32","","1010130007"
"","","3","1013","","0","","","93","","1010130008"
"","","10002","1013","","0","","","32","","1010130009"
"","","10103","1013","","0","","","32","","1010130010"
"0.1","0","1000001","1014","-200","-500","","0","2","0","1010140001"
"0.1","0","1000002","1014","-150","-350","","0","2","0","1010140002"
"0.1","0","1","1014","-200","-500","","0","2","0","1010140003"
"0.1","0","2","1014","-150","-350","","0","2","0","1010140004"
"","0","1000001","1014","0","travel_exdrama_r_finish_B_hand","","0","3","0","1010140005"
"","0","1000002","1014","0","travel_exdrama_r_finish_B_hand","","0","3","0","1010140006"
"","0","1","1014","0","travel_exdrama_r_101_finish","","0","3","0","1010140007"
"","0","2","1014","0","travel_exdrama_r_101_finish","","0","3","0","1010140008"
"","","10101","1014","0","0","","","32","","1010140009"
"","","10104","1014","0","1","","","32","","1010140010"
"5","1","10200","1021","-350","10200","","","31","1","1010210001"
"5","1","10201","1021","-350","10201","","","31","0","1010210002"
"5","1","10202","1021","-350","10202","","","31","0","1010210003"
"86","1","10203","1021","-490","10203","","","31","0","1010210004"
"105","1","10204","1021","-200","10204","","","31","0","1010210005"
"50","1","10001","1021","-525","10001","","","31","0","1010210006"
"-490","-180","1","1021","1","1000001","travel_exdrama_r_102_book","0","1","1.46","1010210007"
"-200","-180","1","1021","2","1000002","travel_exdrama_r_102_loupe","0","1","1.46","1010210008"
"-490","-180","1","1021","11","1","travel_exdrama_r_102_book","0","5","1.46","1010210009"
"-200","-180","1","1021","12","2","travel_exdrama_r_102_loupe","0","5","1.46","1010210010"
"-339","-136","5","1021","13","5","reliclight_none","0","5","2","1010210011"
"","","se_travel","1022","0","se_travel_finish_ruins_rare","","","23","","1010220001"
"travel_exdrama_r_102_book","1","1000001","1022","0","travel_exdrama_r_102_bookFind_A","","0.2","3","0.2","1010220002"
"travel_exdrama_r_102_loupe","1","1000002","1022","0","travel_exdrama_r_102_loupeFind_A","","0.2","3","0.2","1010220003"
"travel_exdrama_r_102_book","1","1","1022","0","travel_exdrama_r_102_bookFind_A","","0.2","3","0.2","1010220004"
"travel_exdrama_r_102_loupe","1","2","1022","0","travel_exdrama_r_102_loupeFind_A","","0.2","3","0.2","1010220005"
"","","10202","1022","","1","","","32","","1010220006"
"","","10203","1022","","1","","","32","","1010220007"
"","","10204","1022","","1","","","32","","1010220008"
"","","1.66","1022","","0","","","93","","1010220009"
"","","10202","1022","","0","","","32","","1010220010"
"","","10203","1022","","0","","","32","","1010220011"
"","","10204","1022","","0","","","32","","1010220012"
"","","se_travel","1023","0","se_travel_finish_ruins_event","","","23","","1010230001"
"travel_exdrama_r_102_book","1","1000001","1023","0","travel_exdrama_r_102_bookFind_B","","0","3","0.2","1010230002"
"travel_exdrama_r_102_loupe","1","1000002","1023","0","travel_exdrama_r_102_loupeFind_B","","0","3","0.2","1010230003"
"travel_exdrama_r_102_book","1","1","1023","0","travel_exdrama_r_102_bookFind_B","","0","3","0.2","1010230004"
"travel_exdrama_r_102_loupe","1","2","1023","0","travel_exdrama_r_102_loupeFind_B","","0","3","0.2","1010230005"
"","","5","1023","0","reliclight_on","","","3","","1010230006"
"","","10201","1023","","1","","","32","","1010230007"
"","","10001","1023","","1","","","32","","1010230008"
"","","3","1023","","0","","","93","","1010230009"
"","","10201","1023","","0","","","32","","1010230010"
"","","10001","1023","","0","","","32","","1010230011"
"","","5","1023","0","reliclight_none","","","3","","1010230012"
"","0","1000002","1024","0","1","","0","4","0","1010240001"
"","0","2","1024","0","1","","0","4","0","1010240002"
"","0","1000001","1024","0","travel_exdrama_r_finish_A","","0","3","0","1010240003"
"","0","1000002","1024","0","travel_exdrama_r_finish_A_front","","0","3","0","1010240004"
"","0","1","1024","0","travel_exdrama_r_102_book_finish","","0","3","0","1010240005"
"","0","2","1024","0","travel_exdrama_r_102_loupe_finish","","0","3","0","1010240006"
"","","5","1024","0","reliclight_none","","","3","","1010240007"
"5","1","10300","1031","-350","10300","","","31","1","1010310001"
"5","1","10301","1031","-350","10301","","","31","0","1010310002"
"5","1","10302","1031","-350","10302","","","31","0","1010310003"
"50","1","10002","1031","-525","10002","","","31","0","1010310004"
"-510","-200","1","1031","5","1000001","travel_exdrama_r_103_dig_A","0","1","1.46","1010310005"
"-400","-175","1","1031","3","1000002","travel_exdrama_r_103_dig_B","0","1","1.46","1010310006"
"-190","-140","1","1031","1","1000003","travel_exdrama_r_103_map","0","1","1.46","1010310007"
"-510","-200","1","1031","6","1","travel_exdrama_r_103_dig_A","0","5","1.46","1010310008"
"-400","-175","1","1031","4","2","travel_exdrama_r_103_dig_B","0","5","1.46","1010310009"
"-190","-140","1","1031","2","3","travel_exdrama_r_103_map","0","5","1.46","1010310010"
"","","se_travel","1032","0","se_travel_finish_dig_rare","","","23","","1010320001"
"travel_exdrama_r_103_dig_A","1","1000001","1032","0","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","1010320002"
"travel_exdrama_r_103_dig_B","1","1000002","1032","0","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","1010320003"
"travel_exdrama_r_103_map","1","1000003","1032","0","travel_exdrama_r_103_mapSurprise_A","","0.2","3","0.2","1010320004"
"travel_exdrama_r_103_dig_A","1","1","1032","0","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","1010320005"
"travel_exdrama_r_103_dig_B","1","2","1032","0","travel_exdrama_r_103_surprise_A","","0.2","3","0.2","1010320006"
"travel_exdrama_r_103_map","1","3","1032","0","travel_exdrama_r_103_mapSurprise_A","","0.2","3","0.2","1010320007"
"","","10302","1032","","1","","","32","","1010320008"
"","","1.25","1032","","0","","","93","","1010320009"
"","","10302","1032","","0","","","32","","1010320010"
"","","se_travel","1033","0","se_travel_finish_dig_event","","","23","","1010330001"
"travel_exdrama_r_103_dig_A","1","1000001","1033","0","travel_exdrama_r_103_surprise_B","","0","3","0.2","1010330002"
"travel_exdrama_r_103_dig_B","1","1000002","1033","0","travel_exdrama_r_103_surprise_B","","0","3","0.2","1010330003"
"travel_exdrama_r_103_map","1","1000003","1033","0","travel_exdrama_r_103_mapSurprise_B","","0","3","0.2","1010330004"
"travel_exdrama_r_103_dig_A","1","1","1033","0","travel_exdrama_r_103_surprise_B","","0","3","0.2","1010330005"
"travel_exdrama_r_103_dig_B","1","2","1033","0","travel_exdrama_r_103_surprise_B","","0","3","0.2","1010330006"
"travel_exdrama_r_103_map","1","3","1033","0","travel_exdrama_r_103_mapSurprise_B","","0","3","0.2","1010330007"
"","","10301","1033","","1","","","32","","1010330008"
"","","10002","1033","","1","","","32","","1010330009"
"","","3","1033","","0","","","93","","1010330010"
"","","10301","1033","","0","","","32","","1010330011"
"","","10002","1033","","0","","","32","","1010330012"
"","","1000003","1034","","1","","","4","","1010340001"
"","","3","1034","","1","","","4","","1010340002"
"","0","1000001","1034","0","travel_exdrama_r_finish_B","","0","3","0","1010340003"
"","0","1000002","1034","0","travel_exdrama_r_finish_B","","0","3","0","1010340004"
"","0","1000003","1034","0","travel_exdrama_r_finish_A_front","","0","3","0","1010340005"
"","0","1","1034","0","travel_exdrama_r_103_shovel","","0","3","0","1010340006"
"","0","2","1034","0","travel_exdrama_r_103_shovel","","0","3","0","1010340007"
"","0","3","1034","0","travel_exdrama_r_103_map_finish","","0","3","0","1010340008"
"5","1","10400","1041","-350","10400","","","31","1","1010410001"
"5","1","10401","1041","-350","10401","","","31","1","1010410002"
"5","1","10402","1041","-350","10402","","","31","0","1010410003"
"5","1","10403","1041","-350","10403","","","31","0","1010410004"
"50","1","10001","1041","-525","10001","","","31","0","1010410005"
"-450","-150","1","1041","12","1000001","travel_exdrama_r_104_fishingIdle","0","1","1.46","1010410006"
"-200","-125","1","1041","10","1000002","travel_exdrama_r_104_idle_B","0","1","1.46","1010410007"
"-450","-150","2","1041","11","1","travel_exdrama_r_104_fishingIdle","0","5","1.46","1010410008"
"-350","-150","4","1041","20","10","none","0","5","1","1010410009"
"","","se_travel","1042","0","se_travel_finish_bridge_rare","","","23","","1010420001"
"travel_exdrama_r_104_fishingIdle","1","1000001","1042","0","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","1010420002"
"travel_exdrama_r_104_idle_B","1","1000002","1042","0","travel_exdrama_r_104_glad_B","","0.2","3","0.2","1010420003"
