67563bdd1ec2f47c43fc9f13a98026f5ee833e01964d44e557f1989e30c0e4a6,08db4e216df049f2e0baece6418b8ce16d5295d82b95a4e44f4304d0882e3615,6a0dfb0c11a02d65ec9734820a625643889ed3f9735227eff13305a105057a3a,3f5257210af216f84fcde79fbee6550cf17eaf039a893918ac8639287366171c,c0fe8fb09186554fb2504940f6f3fac0003f18618018808cdf8a76af5831dfa2,afa1fa136b93b7da373e4082e8247a4951ee08ee3cb03941a246f026be9d7df9,072dc74246281284e09fa688bdadc38df4d83a576a07e9a09bf6b6f91cd2fb5c,ade821c6575f5ff845f13c7d34d16daaa48e243bbe84ea3a03b54db48429eb28,34620da95ea2e329b85732a5e5b76f4a8dbba3bd9f71a31deede0e9894941a70,2f5ba18348fed864dc144c86f9ebb3c2919bfcc0149769025ee6106c1e52dc87
"1","1","1","32","575","1100001","1002","10590","1001","1003"
"1","1","1","32","575","1100002","1005","10590","1004","1006"
"1","2","1","32","575","1100003","1008","10590","1007","1009"
"1","1","1","33","500","1100004","1011","11820","1010","1012"
"1","1","1","33","500","1100005","1014","11820","1013","1015"
"1","2","1","33","500","1100006","1017","11820","1016","1018"
"1","4","1","33","500","1100007","1020","11820","1019","1021"
"1","1","1","35","375","1100008","1023","13050","1022","1024"
"1","1","1","35","375","1100009","1026","13050","1025","1027"
"1","6","1","35","375","1100010","1029","13050","1028","1030"
"1","1","2","34","575","1200001","2002","10590","2001","2003"
"1","1","2","34","575","1200002","2005","10590","2004","2006"
"1","1","2","34","575","1200003","2008","10590","2007","2009"
"1","1","2","34","575","1200004","2011","10590","2010","2012"
"1","2","2","34","575","1200005","2014","10590","2013","2015"
"1","4","2","34","575","1200006","2017","10590","2016","2018"
"1","6","2","34","575","1200007","2020","10590","2019","2021"
"1","1","2","35","500","1200008","2023","11820","2022","2024"
"1","1","2","35","500","1200009","2026","11820","2025","2027"
"1","1","2","35","500","1200010","2029","11820","2028","2030"
"1","1","2","35","500","1200011","2032","11820","2031","2033"
"1","4","2","35","500","1200012","2035","11820","2034","2036"
"1","6","2","35","500","1200013","2038","11820","2037","2039"
"1","1","2","38","375","1200014","2041","13050","2040","2042"
"1","1","2","38","375","1200015","2044","13050","2043","2045"
"1","1","2","38","375","1200016","2047","13050","2046","2048"
"1","1","2","38","375","1200017","2050","13050","2049","2051"
"1","2","2","38","375","1200018","2053","13050","2052","2054"
"1","4","2","38","375","1200019","2056","13050","2055","2057"
"1","6","2","38","375","1200020","2059","13050","2058","2060"
"1","1","3","37","575","1300001","3002","10590","3001","3003"
"1","1","3","37","575","1300002","3005","10590","3004","3006"
"1","1","3","37","575","1300003","3008","10590","3007","3009"
"1","1","3","37","575","1300004","3011","10590","3010","3012"
"1","1","3","37","575","1300005","3014","10590","3013","3015"
"1","1","3","37","575","1300006","3017","10590","3016","3018"
"1","2","3","37","575","1300007","3020","10590","3019","3021"
"1","2","3","37","575","1300008","3023","10590","3022","3024"
"1","4","3","37","575","1300009","3026","10590","3025","3027"
"1","6","3","37","575","1300010","3029","10590","3028","3030"
"1","1","3","38","500","1300011","3032","11820","3031","3033"
"1","1","3","38","500","1300012","3035","11820","3034","3036"
"1","1","3","38","500","1300013","3038","11820","3037","3039"
"1","1","3","38","500","1300014","3041","11820","3040","3042"
"1","1","3","38","500","1300015","3044","11820","3043","3045"
"1","1","3","38","500","1300016","3047","11820","3046","3048"
"1","2","3","38","500","1300017","3050","11820","3049","3051"
"1","4","3","38","500","1300018","3053","11820","3052","3054"
"1","4","3","38","500","1300019","3056","11820","3055","3057"
"1","6","3","38","500","1300020","3059","11820","3058","3060"
"1","1","3","40","375","1300021","3062","13050","3061","3063"
"1","1","3","40","375","1300022","3065","13050","3064","3066"
"1","1","3","40","375","1300023","3068","13050","3067","3069"
"1","1","3","40","375","1300024","3071","13050","3070","3072"
"1","1","3","40","375","1300025","3074","13050","3073","3075"
"1","1","3","40","375","1300026","3077","13050","3076","3078"
"1","2","3","40","375","1300027","3080","13050","3079","3081"
"1","4","3","40","375","1300028","3083","13050","3082","3084"
"1","6","3","40","375","1300029","3086","13050","3085","3087"
"1","6","3","40","375","1300030","3089","13050","3088","3090"
"2","3","1","29","700","2100001","4002","9360","4001","4003"
"2","5","1","29","700","2100002","4005","9360","4004","4006"
"2","7","1","29","700","2100003","4008","9360","4007","4009"
"2","3","1","29","700","2100004","4011","9360","4010","4012"
"2","5","1","29","700","2100005","4014","9360","4013","4015"
"2","7","1","29","700","2100006","4017","9360","4016","4018"
"2","3","1","30","575","2100007","4020","10590","4019","4021"
"2","5","1","30","575","2100008","4023","10590","4022","4024"
"2","7","1","30","575","2100009","4026","10590","4025","4027"
"2","3","1","30","575","2100010","4029","10590","4028","4030"
"2","3","2","33","700","2200001","5002","9360","5001","5003"
"2","5","2","33","700","2200002","5005","9360","5004","5006"
"2","7","2","33","700","2200003","5008","9360","5007","5009"
"2","3","2","33","700","2200004","5011","9360","5010","5012"
"2","5","2","33","700","2200005","5014","9360","5013","5015"
"2","7","2","33","700","2200006","5017","9360","5016","5018"
"2","3","2","33","700","2200007","5020","9360","5019","5021"
"2","5","2","33","700","2200008","5023","9360","5022","5024"
"2","7","2","33","700","2200009","5026","9360","5025","5027"
"2","3","2","33","700","2200010","5029","9360","5028","5030"
"2","5","2","33","700","2200011","5032","9360","5031","5033"
"2","7","2","33","700","2200012","5035","9360","5034","5036"
"2","3","2","34","575","2200013","5038","10590","5037","5039"
"2","5","2","34","575","2200014","5041","10590","5040","5042"
"2","7","2","34","575","2200015","5044","10590","5043","5045"
"2","3","2","34","575","2200016","5047","10590","5046","5048"
"2","5","2","34","575","2200017","5050","10590","5049","5051"
"2","7","2","34","575","2200018","5053","10590","5052","5054"
"2","5","2","34","575","2200019","5056","10590","5055","5057"
"2","7","2","34","575","2200020","5059","10590","5058","5060"
"2","3","3","33","700","2300001","6002","9360","6001","6003"
"2","5","3","33","700","2300002","6005","9360","6004","6006"
"2","7","3","33","700","2300003","6008","9360","6007","6009"
"2","3","3","33","700","2300004","6011","9360","6010","6012"
"2","5","3","33","700","2300005","6014","9360","6013","6015"
"2","7","3","33","700","2300006","6017","9360","6016","6018"
"2","3","3","33","700","2300007","6020","9360","6019","6021"
"2","5","3","33","700","2300008","6023","9360","6022","6024"
"2","7","3","33","700","2300009","6026","9360","6025","6027"
"2","3","3","33","700","2300010","6029","9360","6028","6030"
"2","5","3","33","700","2300011","6032","9360","6031","6033"
"2","7","3","33","700","2300012","6035","9360","6034","6036"
"2","3","3","33","700","2300013","6038","9360","6037","6039"
"2","5","3","33","700","2300014","6041","9360","6040","6042"
"2","7","3","33","700","2300015","6044","9360","6043","6045"
"2","3","3","33","700","2300016","6047","9360","6046","6048"
"2","5","3","33","700","2300017","6050","9360","6049","6051"
"2","7","3","33","700","2300018","6053","9360","6052","6054"
"2","3","3","34","575","2300019","6056","10590","6055","6057"
"2","5","3","34","575","2300020","6059","10590","6058","6060"
"2","7","3","34","575","2300021","6062","10590","6061","6063"
"2","3","3","34","575","2300022","6065","10590","6064","6066"
"2","5","3","34","575","2300023","6068","10590","6067","6069"
"2","7","3","34","575","2300024","6071","10590","6070","6072"
"2","3","3","34","575","2300025","6074","10590","6073","6075"
"2","5","3","34","575","2300026","6077","10590","6076","6078"
"2","7","3","34","575","2300027","6080","10590","6079","6081"
"2","3","3","34","575","2300028","6083","10590","6082","6084"
"2","5","3","34","575","2300029","6086","10590","6085","6087"
"2","7","3","34","575","2300030","6089","10590","6088","6090"
"3","1","1","39","340","3100001","7002","14280","7001","7003"
"3","1","1","39","340","3100002","7005","14280","7004","7006"
"3","1","1","39","340","3100003","7008","14280","7007","7009"
"3","1","1","39","340","3100004","7011","14280","7010","7012"
"3","1","1","39","340","3100005","7014","14280","7013","7015"
"3","1","1","39","340","3100006","7017","14280","7016","7018"
"3","1","1","36","375","3100007","7020","13050","7019","7021"
"3","1","1","36","375","3100008","7023","13050","7022","7024"
"3","1","1","36","375","3100009","7026","13050","7025","7027"
"3","1","1","36","375","3100010","7029","13050","7028","7030"
"3","1","2","41","340","3200001","8002","14280","8001","8003"
"3","1","2","41","340","3200002","8005","14280","8004","8006"
"3","1","2","41","340","3200003","8008","14280","8007","8009"
"3","1","2","41","340","3200004","8011","14280","8010","8012"
"3","1","2","41","340","3200005","8014","14280","8013","8015"
"3","1","2","41","340","3200006","8017","14280","8016","8018"
"3","1","2","41","340","3200007","8020","14280","8019","8021"
"3","1","2","41","340","3200008","8023","14280","8022","8024"
"3","1","2","41","340","3200009","8026","14280","8025","8027"
"3","1","2","41","340","3200010","8029","14280","8028","8030"
"3","1","2","41","340","3200011","8032","14280","8031","8033"
"3","1","2","41","340","3200012","8035","14280","8034","8036"
"3","1","2","38","375","3200013","8038","13050","8037","8039"
"3","1","2","38","375","3200014","8041","13050","8040","8042"
"3","1","2","38","375","3200015","8044","13050","8043","8045"
"3","1","2","38","375","3200016","8047","13050","8046","8048"
"3","1","2","38","375","3200017","8050","13050","8049","8051"
"3","1","2","38","375","3200018","8053","13050","8052","8054"
"3","1","2","38","375","3200019","8056","13050","8055","8057"
"3","1","2","38","375","3200020","8059","13050","8058","8060"
"3","1","3","40","340","3300001","9002","14280","9001","9003"
"3","1","3","40","340","3300002","9005","14280","9004","9006"
"3","1","3","40","340","3300003","9008","14280","9007","9009"
"3","1","3","40","340","3300004","9011","14280","9010","9012"
"3","1","3","40","340","3300005","9014","14280","9013","9015"
"3","1","3","40","340","3300006","9017","14280","9016","9018"
"3","1","3","40","340","3300007","9020","14280","9019","9021"
"3","1","3","40","340","3300008","9023","14280","9022","9024"
"3","1","3","40","340","3300009","9026","14280","9025","9027"
"3","1","3","40","340","3300010","9029","14280","9028","9030"
"3","1","3","40","340","3300011","9032","14280","9031","9033"
"3","1","3","40","340","3300012","9035","14280","9034","9036"
"3","1","3","40","340","3300013","9038","14280","9037","9039"
"3","1","3","40","340","3300014","9041","14280","9040","9042"
"3","1","3","40","340","3300015","9044","14280","9043","9045"
"3","1","3","40","340","3300016","9047","14280","9046","9048"
"3","1","3","40","340","3300017","9050","14280","9049","9051"
"3","1","3","40","340","3300018","9053","14280","9052","9054"
"3","1","3","39","375","3300019","9056","13050","9055","9057"
"3","1","3","39","375","3300020","9059","13050","9058","9060"
"3","1","3","39","375","3300021","9062","13050","9061","9063"
"3","1","3","39","375","3300022","9065","13050","9064","9066"
"3","1","3","39","375","3300023","9068","13050","9067","9069"
"3","1","3","39","375","3300024","9071","13050","9070","9072"
"3","1","3","39","375","3300025","9074","13050","9073","9075"
"3","1","3","39","375","3300026","9077","13050","9076","9078"
"3","1","3","39","375","3300027","9080","13050","9079","9081"
"3","1","3","39","375","3300028","9083","13050","9082","9084"
"3","1","3","39","375","3300029","9086","13050","9085","9087"
"3","1","3","39","375","3300030","9089","13050","9088","9090"
