1826136564efb804d60a77cb5c764d5aa29f05639180f49a30971b61ed2d3664,8329b6d26157d01a5c1bcae18c436add55f13c7e6a1b2f90d5e64e273d7b67a2,4da93cdb00b7f57522f1ed13d6c02444438558bf6f4cbe87fa699b1f739f402a,3a84a8b8b1f3a3b20471cba7453be9ac098d5282f8cea89b0785450a9332a1f3,3cf68306988abc0a161aec28d65f7bc49bedd18ed12bc9902846ee03bdbefc74,a6807b1ae11cc8298fe723ea7085d19e1685a7f9d3210ad6cd649dd84516d946,b9cb39800262bfef065e1e1a452d4a7251551f2116c2e6236461492bcaf9b635
"70000","2018/12/25 4:59:59","400","0","2018/12/24 5:00:00","0","1"
"70000","2018/12/26 4:59:59","401","0","2018/12/25 5:00:00","0","2"
"70001","0","410","1","0","0","3"
"70001","0","411","2","0","0","4"
"70001","0","412","3","0","0","5"
"70002","2019/12/25 4:59:59","400","0","2019/12/24 5:00:00","0","6"
"70002","2019/12/26 4:59:59","401","0","2019/12/25 5:00:00","0","7"
"70003","0","413","1","0","0","8"
"70003","0","414","2","0","0","9"
"70003","0","415","3","0","0","10"
"70004","2020/12/25 4:59:59","400","0","2020/12/24 5:00:00","0","21"
"70004","2020/12/26 4:59:59","401","0","2020/12/25 5:00:00","0","22"
"70005","0","416","1","0","0","23"
"70005","0","417","2","0","0","24"
"70005","0","418","3","0","0","25"
"80004","2021/01/31 4:59:59","9002001","3","2021/01/30 5:00:00","0","26"
"80004","2021/02/01 4:59:59","9002002","3","2021/01/31 5:00:00","0","27"
"80004","2021/02/02 4:59:59","9002003","3","2021/02/01 5:00:00","0","28"
"80004","2021/02/03 4:59:59","9002004","3","2021/02/02 5:00:00","0","29"
"80004","2021/02/04 4:59:59","9002005","3","2021/02/03 5:00:00","0","30"
"80004","2021/02/05 4:59:59","9002006","3","2021/02/04 5:00:00","0","31"
"80004","2021/02/06 4:59:59","9002007","3","2021/02/05 5:00:00","0","32"
"80004","2021/02/07 4:59:59","9002008","3","2021/02/06 5:00:00","0","33"
"80004","2021/02/08 4:59:59","9002009","3","2021/02/07 5:00:00","0","34"
"80004","2021/02/09 4:59:59","9002010","3","2021/02/08 5:00:00","0","35"
"80004","2021/02/10 4:59:59","9002011","3","2021/02/09 5:00:00","0","36"
"80004","2021/02/11 4:59:59","9002012","3","2021/02/10 5:00:00","0","37"
"80004","2021/02/12 4:59:59","9002013","3","2021/02/11 5:00:00","0","38"
"80004","2021/02/13 4:59:59","9002014","3","2021/02/12 5:00:00","0","39"
"80004","2021/02/14 4:59:59","9002015","3","2021/02/13 5:00:00","0","40"
"80004","2021/02/15 4:59:59","9002016","3","2021/02/14 5:00:00","0","41"
"80004","2021/02/16 4:59:59","9002017","3","2021/02/15 5:00:00","1","42"
"70006","2021/12/25 4:59:59","400","0","2021/12/24 5:00:00","0","43"
"70006","2021/12/26 4:59:59","401","0","2021/12/25 5:00:00","0","44"
"80006","2022/01/31 4:59:59","9004001","3","2022/01/30 5:00:00","0","45"
"80006","2022/02/01 4:59:59","9004002","3","2022/01/31 5:00:00","0","46"
"80006","2022/02/02 4:59:59","9004003","3","2022/02/01 5:00:00","0","47"
"80006","2022/02/03 4:59:59","9004004","3","2022/02/02 5:00:00","0","48"
"80006","2022/02/04 4:59:59","9004005","3","2022/02/03 5:00:00","0","49"
"80006","2022/02/05 4:59:59","9004006","3","2022/02/04 5:00:00","0","50"
"80006","2022/02/06 4:59:59","9004007","3","2022/02/05 5:00:00","0","51"
"80006","2022/02/07 4:59:59","9004008","3","2022/02/06 5:00:00","0","52"
"80006","2022/02/08 4:59:59","9004009","3","2022/02/07 5:00:00","0","53"
"80006","2022/02/09 4:59:59","9004010","3","2022/02/08 5:00:00","0","54"
"80006","2022/02/10 4:59:59","9004011","3","2022/02/09 5:00:00","0","55"
"80006","2022/02/11 4:59:59","9004012","3","2022/02/10 5:00:00","0","56"
"80006","2022/02/12 4:59:59","9004013","3","2022/02/11 5:00:00","0","57"
"80006","2022/02/13 4:59:59","9004014","3","2022/02/12 5:00:00","0","58"
"80006","2022/02/14 4:59:59","9004015","3","2022/02/13 5:00:00","0","59"
"80006","2022/02/15 4:59:59","9004016","3","2022/02/14 5:00:00","0","60"
"80006","2022/02/16 4:59:59","9004017","3","2022/02/15 5:00:00","1","61"
"70007","0","436","1","0","0","62"
"70007","0","437","2","0","0","63"
"70007","0","438","3","0","0","64"
"80007","2022/08/02 4:59:59","9005001","3","2022/08/01 5:00:00","0","65"
"80007","2022/08/03 4:59:59","9005002","3","2022/08/02 5:00:00","0","66"
"80007","2022/08/04 4:59:59","9005003","3","2022/08/03 5:00:00","0","67"
"80007","2022/08/05 4:59:59","9005004","3","2022/08/04 5:00:00","0","68"
"80007","2022/08/06 4:59:59","9005005","3","2022/08/05 5:00:00","0","69"
"80007","2022/08/07 4:59:59","9005006","3","2022/08/06 5:00:00","0","70"
"80007","2022/08/08 4:59:59","9005007","3","2022/08/07 5:00:00","0","71"
"80007","2022/08/09 4:59:59","9005008","3","2022/08/08 5:00:00","0","72"
"80007","2022/08/10 4:59:59","9005009","3","2022/08/09 5:00:00","0","73"
"80007","2022/08/11 4:59:59","9005010","3","2022/08/10 5:00:00","0","74"
"80007","2022/08/12 4:59:59","9005011","3","2022/08/11 5:00:00","0","75"
"80007","2022/08/13 4:59:59","9005012","3","2022/08/12 5:00:00","0","76"
"80007","2022/08/14 4:59:59","9005013","3","2022/08/13 5:00:00","0","77"
"80007","2022/08/15 4:59:59","9005014","3","2022/08/14 5:00:00","0","78"
"80007","2022/08/16 4:59:59","9005015","3","2022/08/15 5:00:00","1","79"
"70008","2022/12/25 4:59:59","400","0","2022/12/24 5:00:00","0","80"
"70008","2022/12/26 4:59:59","401","0","2022/12/25 5:00:00","0","81"
"70009","0","439","1","0","0","82"
"80008","2023/02/01 4:59:59","9006001","3","2023/01/31 5:00:00","0","83"
"80008","2023/02/02 4:59:59","9006002","3","2023/02/01 5:00:00","0","84"
"80008","2023/02/03 4:59:59","9006003","3","2023/02/02 5:00:00","0","85"
"80008","2023/02/04 4:59:59","9006004","3","2023/02/03 5:00:00","0","86"
"80008","2023/02/05 4:59:59","9006005","3","2023/02/04 5:00:00","0","87"
"80008","2023/02/06 4:59:59","9006006","3","2023/02/05 5:00:00","0","88"
"80008","2023/02/07 4:59:59","9006007","3","2023/02/06 5:00:00","0","89"
"80008","2023/02/08 4:59:59","9006008","3","2023/02/07 5:00:00","0","90"
"80008","2023/02/09 4:59:59","9006009","3","2023/02/08 5:00:00","0","91"
"80008","2023/02/10 4:59:59","9006010","3","2023/02/09 5:00:00","0","92"
"80008","2023/02/11 4:59:59","9006011","3","2023/02/10 5:00:00","0","93"
"80008","2023/02/12 4:59:59","9006012","3","2023/02/11 5:00:00","0","94"
"80008","2023/02/13 4:59:59","9006013","3","2023/02/12 5:00:00","0","95"
"80008","2023/02/14 4:59:59","9006014","3","2023/02/13 5:00:00","0","96"
"80008","2023/02/15 4:59:59","9006015","3","2023/02/14 5:00:00","0","97"
"80008","2023/02/16 4:59:59","9006016","3","2023/02/15 5:00:00","1","98"
"80009","2023/08/02 4:59:59","9007001","3","2023/08/01 5:00:00","0","99"
"80009","2023/08/03 4:59:59","9007002","3","2023/08/02 5:00:00","0","100"
"80009","2023/08/04 4:59:59","9007003","3","2023/08/03 5:00:00","0","101"
"80009","2023/08/05 4:59:59","9007004","3","2023/08/04 5:00:00","0","102"
"80009","2023/08/06 4:59:59","9007005","3","2023/08/05 5:00:00","0","103"
"80009","2023/08/07 4:59:59","9007006","3","2023/08/06 5:00:00","0","104"
"80009","2023/08/08 4:59:59","9007007","3","2023/08/07 5:00:00","0","105"
"80009","2023/08/09 4:59:59","9007008","3","2023/08/08 5:00:00","0","106"
"80009","2023/08/10 4:59:59","9007009","3","2023/08/09 5:00:00","0","107"
"80009","2023/08/11 4:59:59","9007010","3","2023/08/10 5:00:00","0","108"
"80009","2023/08/12 4:59:59","9007011","3","2023/08/11 5:00:00","0","109"
"80009","2023/08/13 4:59:59","9007012","3","2023/08/12 5:00:00","0","110"
"80009","2023/08/14 4:59:59","9007013","3","2023/08/13 5:00:00","0","111"
"80009","2023/08/15 4:59:59","9007014","3","2023/08/14 5:00:00","0","112"
"80009","2023/08/16 4:59:59","9007015","3","2023/08/15 5:00:00","1","113"
"70010","2023/12/25 4:59:59","400","0","2023/12/24 5:00:00","0","114"
"70012","2023/12/26 4:59:59","401","0","2023/12/25 5:00:00","0","115"
"70011","0","440","1","0","0","116"
"80010","2024/02/01 4:59:59","9008001","3","2024/01/31 5:00:00","0","117"
"80010","2024/02/02 4:59:59","9008002","3","2024/02/01 5:00:00","0","118"
"80010","2024/02/03 4:59:59","9008003","3","2024/02/02 5:00:00","0","119"
"80010","2024/02/04 4:59:59","9008004","3","2024/02/03 5:00:00","0","120"
"80010","2024/02/05 4:59:59","9008005","3","2024/02/04 5:00:00","0","121"
"80010","2024/02/06 4:59:59","9008006","3","2024/02/05 5:00:00","0","122"
