7edb2d3d49679bf922270271174127ef60ef735e0e23397cefb0932bd928fbfc,79eebdacda84b55e3c91bad6d8444ab488eef4cda2d08879019746b314ba10ea,9ee89b122d50f7530f66f0884500a89472d0e74f400462fbb863c5655189f740,e7984f02624558df79a768c567a19425569aec58e638b7e3b9c0ca00a4c7e425,e9686d608172c8fb51f304b640261e9314cb5b9a454b7ca31e283d517224dc3a,0648d7fc69b2b2f6724cb8f51382ba1c24619ae9b3dd60a68fb003a76df05e7e,e3a0f5cafcb1003d783d07a1f0aa476a9007cb0b8161368bb82f89a6db93b31b,414632bf1a1e9982b669c61df0c7bf6f64bcb1f519ccf4ecd68101b4d817954a,bb9a8ee78dd56a4f497561739e4ad011889f7667f6ab217eb72bc8e7851528ee,17ae9cc7c0d06f82aea2e9fa32d6eb304c69bfc01b1e1d2de63502b8d4d70a5c,af8d6d961fd60b6783ea289e8ca648744f8a8623aa3b07f1bbc96d1877756e6e,0ae249719c08556a93ea3a82ab3945e7246edc290c6561d2de9e6d4d3aac0033,a78d0d83f3e66c138e1062634ebc4dbaad2dc8cd56d5192a54a2f40ff08029a3,041c42bc0c7afa22d2f735d775e781e8272dd08332d4c757d95b41168596aead,dd5938d25a7587bb7f115cd7a8dcc14d296f0a4d94155c54a8009d0c645d0679,146c0a0337c233252d96368a4168a1edf8e1617abd39e7a327c2604c9714f8ef,7bae0b55e60a69a836839ea57cc1cc8deccdb6ba99ec2bbf55b1b763466751d1,b89ab1a374c0a2296f7ea9a9a31062ee606415b78af9f55e82b8d66ce984274f,871c7baf5f0ea0eecc8ef447e0e3ba76898bec5956cf4378d9a724e1f450a1df
"5","610132007","610132501","289","0","-60","3","3","0","0","10132","1","5.5","1","12","","1","0","0"
"5","610132008","610132502","289","0","-60","0","1","0","0","10132","1","1.5","1","0","","2","0","70"
"5","610132009","0","289","0","-60","0","1","0","0","10132","1","1.5","1","0","","3","0","0"
"5","610134007","0","292","0","-50","3","1","0","0","10134","1","5.5","1.85","0","","1","0","55"
"5","610134008","610134502","292","0","-50","0","3","0","0","10134","1","1.5","1.85","30","","2","0","0"
"5","610134009","0","292","0","-50","0","1","0","0","10134","1","1.5","1.85","0","","3","0","0"
"5","610136007","610136501","295","0","0","3","2","0","0","10136","1","5.5","1.1","0","","1","600","0"
"5","610136008","0","295","0","-50","0","1","0","0","10136","1","1.5","1.5","0","","2","0","84"
"5","610136009","0","295","0","-50","0","1","0","0","10136","1","1.5","1.5","0","","3","0","0"
"5","610137007","0","295","0","0","0","1","0","0","10137","1","5.5","0.85","0","","1","0","75"
"5","610137008","0","295","0","0","0","1","0","0","10137","1","1.5","0.85","0","","2","0","50"
"5","610137009","0","295","0","0","0","1","0","0","10137","1","1.5","0.85","0","","3","0","0"
"5","610140007","0","298","0","0","3","1","0","0","10140","1","5.5","1.4","0","","1","0","77"
"5","610140008","0","298","0","0","0","1","0","0","10140","1","1.5","1.4","0","","2","0","52"
"5","610140009","0","298","0","0","0","1","0","0","10140","1","1.5","1.4","0","","3","0","0"
"5","610142007","0","301","0","-33","3","1","0","0","10142","1","5.5","1.45","0","","1","0","76"
"5","610142008","610142502","301","0","-40","3","2","0","0","10142","1","1.5","1.23","0","","2","600","0"
"5","610142009","0","301","0","-33","0","1","0","0","10142","1","1.5","1.45","0","","3","0","0"
"5","610144007","0","304","0","-33","3","1","0","0","10144","1","5.5","1","0","","1","0","65"
"5","610144008","610144502","304","0","-40","3","2","0","0","10144","1","1.5","0.85","0","","2","600","0"
"5","610144009","0","304","0","-33","0","1","0","0","10144","1","1.5","1","0","","3","0","0"
"5","610146007","610146501","307","0","-45","3","2","0","0","10146","1","5.5","0.87","0","","1","600","0"
"5","610146008","0","307","0","-45","0","1","0","0","10146","1","1.5","1.18","0","","2","0","58"
"5","610146009","0","307","0","-45","0","1","0","0","10146","1","1.5","1.18","0","","3","0","0"
"5","610148007","610148501","310","0","-50","3","2","0","0","10148","1","5.5","1.4","0","","1","600","0"
"5","610148008","0","310","0","-50","0","1","0","0","10148","1","1.5","1.7","0","","2","0","68"
"5","610148009","0","310","0","-50","0","1","0","0","10148","1","1.5","1.7","0","","3","0","0"
"5","610150007","0","313","0","-33","3","1","0","0","10150","1","5.5","1.35","0","","1","0","71"
"5","610150008","0","313","0","-33","3","1","0","0","10150","1","1.5","1.35","0","","2","0","50"
"5","610150009","0","313","0","-33","0","1","0","0","10150","1","1.5","1.35","0","","3","0","0"
"5","610152007","610152501","316","0","20","4.8","2","0","0","10152","1","5.5","0.7","0","","1","600","0"
"5","610152008","0","316","0","30","0","1","0","0","10152","1","1.5","0.96","0","","2","0","81"
"5","610152009","0","316","0","30","0","1","0","0","10152","1","1.5","0.96","0","","3","0","0"
"5","610154007","0","319","0","-33","3","1","0","0","10154","1","5.5","1.25","0","","1","0","68"
"5","610154008","610154502","319","0","-10","3","2","0","0","10154","1","1.5","1","0","","2","600","0"
"5","610154009","0","319","0","-33","0","1","0","0","10154","1","1.5","1.25","0","","3","0","0"
