e8c0bf69cf5a7b860b7b48d99f56c13e380a6227860fc408ca312e26f6baa189,683b8fbb4d7b57edb5bda02a3e6070c265e401a1d3fee7de3ca0c207102b7f89,af79852acd1e4b8652d98140fd431ecd81746ef4ad9aa71857e59b065b567275,eae37c27d4a58c1c19336a71e508338a1fe78c7becb38b9536f6fe1baf7c0099,e0974abdcd4a1391d9d7eaf32a8ac6a038ca95b87d649e5649627a98cff88728,4ff8bef52bb6e7d41cc9c1c4d26f74e05527ac8f8a3205b54a28555201266e48,4cfb8c8c4406a724d5f570b23f1aaea97171d86295ef0ef36cdba66e2605e43e,83c7197e67d487f4cdce1168c00ad9520db9b7521d5f00570223a910b11465b4,6a0035c85670c90d320f9caf94c9a8cad3530f591f16c4e2707aa1fa444ac6eb,e1359bf9db638c0ed932ae390a355282e3ddf14c3f0bcc20666954c373098ba6,a72741de6ba63b9a30ee80bfd8b47553fce566cce1d377d1af0d7bbace098c17,a13ef36ad986a9302bbb03bb1115e5684597cd98800791e6019317c756cbacc0,2390572d9ca5d32a40ecd1a5133330945c384e33ed13f05b1004c9a47aaa67c5,50de2b32b887be5fbfaae6ab15e0128be3ee17672659808acab1b738eb9e2af6,1687f8d619cd76a30ea92d316e41502f35a62eb23993eca31c946f58ca135135,d4ca0a177174d7bb65f769aeb48ae15bc50437b2a6a8a3e5106ec77cd4802ccf,ca598983ec6ab73476e1f000cfa9b2331ffe4e9074043e336ba8727524366c2c,f6d44db5939f77998858d7be8aeabf6c9cbd418e839899fd126ac32d0a44e00d,53bb166697169bdb8da37756219047cebe32aa0ccec7baa9236c915b6b579b72,940a1c0db4b7d1b2346327efd24a4ffa1595d59a74fabcecb66efae550fa9e6e
"103121","0.8","0.8","0","300","-100","0","0","0","0","バトルマス（NORMAL）","0","1","0.8","0","103123","0","0.8","-300","770110101"
"103121","0.8","1","0","300","-100","0","0","0","0","バトルマス（NORMAL）","0","0.8","0.8","0","103123","0","0.8","-300","770110201"
"103121","0.8","0.8","0","300","-100","0","0","0","0","バトルマス（NORMAL）","0","1","1","0","103123","0","0.8","-300","770110301"
"103121","0.8","0.8","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","1","0.8","0","103123","-150","0.8","-450","770110401"
"103121","0.8","1","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","0.8","0.8","0","103123","-150","0.8","-450","770110501"
"103121","0.8","1","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","0.8","1.2","0","103123","-150","0.8","-450","770110601"
"103121","0.8","1","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","1","0.8","0","103123","-150","1","-450","770110701"
"103121","0.8","0.8","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","1","0.8","0","103123","-150","0.8","-450","770110801"
"103121","0.8","0.8","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","1","0.8","0","103123","-150","0.8","-450","770110901"
"103121","0.8","0.8","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","1.2","1","0","103123","-150","0.8","-450","770111001"
"103121","0.8","0.8","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","1","1","0","103123","-150","0.8","-450","770111101"
"103121","0.8","0.8","0","150","-100","0","0","0","0","バトルマス（NORMAL）","450","0.8","0.8","0","103123","-150","0.8","-450","770111201"
