b9682b7e049ace35c842ccde5ea40aa3ce7f854bfc59351f2772609e1aa2f214,f5d813165a51752a6caff756460558137039d3ef63be9c8187e647b596139d6a,730f22f97770023f2fa0679a991d8b8aae37ecca259f4b666e31240bcac211e7,004db943fb8ebed0ff07cd3fb64b3c0f58e3fd7b2752691239aa0efbe5797713,d6bb3195df4858633e858d4a92ddf18398866e71dfd69d06e5dbee2e318501a1,1f83f0b6d881de7a7c668286a403efd37720111f70b1c138e601f30aa24abd5f,6601fe23c3454a3ec604bdb62f6d346b2c8f92fc04031a9f9b74ebd07fc09b94,ceab41e924eceb0edc9766c588f683356f17bbe949568b7f62be67dc96746655,e8058561050109e3a2badbcc520e2939ab385f318a31b4e4c01af820b1bcbd95,15944a61d12b8b51f015bc68d1e2d2381b9722a0608024a07c7246a104ddd9be,e2b7a8486ca62cf9f6eebc71b39980998617a61d096162d33d20c037d846eecc,c1f7b5ce6917ef39af206121806830c2962be14928c10cf2ca86a7257dbd607b,de2a0d2cc844b17df6dfc178053128cff67ed8a0a952f2275f67e35048c2db50
"0","おおかみ","1","0","0","0","ぶた","0","いのしし","0","いぬ","1","3110001"
"0","一","1","0","0","0","三","0","二","0","四","1","3110002"
"0","十","1","1","0","0","八","0","九","0","七","1","3110003"
"0","花","1","0","0","0","亭","0","要","0","也","1","3110004"
"0","めそめそ","1","0","0","0","がつがつ","0","ぱかぱか","0","もぐもぐ","1","3110006"
"0","犬の鳴き声","1","0","0","0","針で縫う","0","ものがへこむ","0","批判をする","1","3110007"
"0","田","1","1","0","0","木","0","十","0","口","0","3110009"
"0","しかし","1","0","0","0","それで","0","だが","0","よって","1","3110010"
"0","服を身長する","1","0","0","0","身長をはかる","0","身長な行動","0","身長が伸びる","1","3110011"
"0","身近（みじか）","1","0","0","0","地面（じめん）","0","鼻血（はなじ）","0","自信（じしん）","1","3110012"
"0","ま","1","0","0","0","た","0","ば","0","さ","1","3110013"
"0","土","1","0","0","0","月","0","金","0","火","1","3110015"
"0","プリンセス","1","0","0","0","ブレイド","0","ストライク","0","クイーン","1","3111001"
"0","ヒール","1","0","0","0","アタック","0","オール","0","エクスプロージョン","1","3111002"
"0","F","0","0","0","0","H","1","G","0","J","1","3120001"
"0","ふうふ","1","0","0","0","ふさい","0","めおと","0","ふじん","1","3120002"
"0","無","1","1","0","0","講","0","礼","0","酒","1","3120006"
"0","天","1","1","0","0","山","0","王","0","四","1","3120007"
"0","絵","1","1","0","0","事","0","空","0","想","1","3120008"
"0","ナス","1","0","0","0","アスパラガス","0","トマト","0","カボチャ","1","3120010"
"0","新年","0","1","0","0","春","1","盆","0","夏","1","3120011"
"0","瓜","1","0","0","0","東","0","西","0","南","1","3120012"
"0","猫に小判","1","1","0","0","馬の耳に念仏","0","豚に真珠","0","鬼に金棒","1","3120013"
"0","自","0","1","0","0","傍","0","半","0","全","1","3120014"
"0","しい","1","1","0","0","がる","1","る","0","ろす","0","3120015"
"0","存じ上げる","0","1","0","0","申し上げる","0","いらっしゃる","0","なさる","1","3120016"
