fb55ff5da61bee88f8215068bddf1fc5ed54bd862b690e1481de9a19b37ea580,35e113be333959cf9db73f69d19ebad2b1a3a7f5cec6f4a46de4d0c40af9d4c7,9bda57b2c6e33bd2bcab5faf7d1dab94ca9f7cdea926283b56166de081635b28,6dd6910b5344f8e08b316d4e603af6de8a427628eb2add55dbae9a1db9eefc1e,3133b7953615d82d3eb85fb0218fe657202121c0d458323f3efc5a8c132d5331,2329bc2b6089f087a059712b82677c4ed8a0dede62483c2756e5835deb6d8d52,74557bb2610c6ccd8af5aa22baa4b7c8cda535dd107a8bf0f443e450dcd8928f,e68d6f346c4a97f9e357f3c6a814a5973b48f69570576ad64ca987c73482e2d1
"0","1005","2","バトル開始時、味方のＴＰが250アップ","1005","ＴＰ250アップ","0","1005"
"0","1006","2","バトル開始時、味方のＴＰが250アップ","1006","ＴＰ250アップ","0","1006"
"0","1007","2","バトル開始時、味方のＴＰが250アップ","1007","ＴＰ250アップ","0","1007"
"0","1008","2","バトル開始時、味方のＴＰが250アップ","1008","ＴＰ250アップ","0","1008"
"36000","100501","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","27160000000000","100501"
"36000","100502","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","26040000000000","100502"
"36000","100503","1","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","25200000000000","100503"
"36000","100504","1","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","24360000000000","100504"
"36000","100505","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","23520000000000","100505"
"36000","100506","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","22400000000000","100506"
"36000","100507","1","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","21560000000000","100507"
"36000","100508","1","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","20720000000000","100508"
"36000","100509","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","19600000000000","100509"
"36000","100510","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","18760000000000","100510"
"36000","100511","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","17920000000000","100511"
"36000","100512","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","16800000000000","100512"
"36000","100513","1","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","15960000000000","100513"
"36000","100514","1","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","15120000000000","100514"
"36000","100515","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","14280000000000","100515"
"36000","100516","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","13160000000000","100516"
"36000","100517","1","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","12320000000000","100517"
"36000","100518","1","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","11480000000000","100518"
"36000","100519","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","10360000000000","100519"
"36000","100520","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","9520000000000","100520"
"36000","100521","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","8680000000000","100521"
"36000","100522","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","7560000000000","100522"
"36000","100523","1","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","6720000000000","100523"
"36000","100524","1","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","5880000000000","100524"
"36000","100525","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","5040000000000","100525"
"36000","100526","1","バトル開始時、味方のＴＰが150アップ","1005","ＴＰ150アップ","3920000000000","100526"
"36000","100527","1","バトル開始から10秒間、味方が無敵状態になる","1005","無敵10秒","3080000000000","100527"
"36000","100528","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","2240000000000","100528"
"36000","100529","1","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","1120000000000","100529"
"36000","100530","1","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","280000000000","100530"
"36000","100601","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","43650000000000","100601"
"36000","100602","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","41850000000000","100602"
"36000","100603","1","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","40500000000000","100603"
"36000","100604","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","39150000000000","100604"
"36000","100605","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","37800000000000","100605"
"36000","100606","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","36000000000000","100606"
"36000","100607","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","34650000000000","100607"
"36000","100608","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","33300000000000","100608"
"36000","100609","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","31500000000000","100609"
"36000","100610","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","30150000000000","100610"
"36000","100611","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","28800000000000","100611"
"36000","100612","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","27000000000000","100612"
"36000","100613","1","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","25650000000000","100613"
"36000","100614","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","24300000000000","100614"
"36000","100615","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","22950000000000","100615"
"36000","100616","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","21150000000000","100616"
"36000","100617","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","19800000000000","100617"
"36000","100618","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","18450000000000","100618"
"36000","100619","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","16650000000000","100619"
"36000","100620","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","15300000000000","100620"
"36000","100621","1","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","13950000000000","100621"
"36000","100622","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","12150000000000","100622"
"36000","100623","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","10800000000000","100623"
"36000","100624","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","9450000000000","100624"
"36000","100625","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","8100000000000","100625"
"36000","100626","1","バトル開始時、味方のＴＰが150アップ","1006","ＴＰ150アップ","6300000000000","100626"
"36000","100627","1","バトル開始から10秒間、味方が無敵状態になる","1006","無敵10秒","4950000000000","100627"
"36000","100628","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","3600000000000","100628"
"36000","100629","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1800000000000","100629"
"36000","100630","1","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","450000000000","100630"
"36000","100701","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","27160000000000","100701"
"36000","100702","1","バトル開始時、味方のＴＰが50アップ","1007","ＴＰ50アップ","26040000000000","100702"
"36000","100703","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","25200000000000","100703"
"36000","100704","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","24360000000000","100704"
"36000","100705","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","23520000000000","100705"
"36000","100706","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","22400000000000","100706"
"36000","100707","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","魔法攻撃アップ90秒","21560000000000","100707"
"36000","100708","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","20720000000000","100708"
"36000","100709","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","19600000000000","100709"
"36000","100710","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","18760000000000","100710"
"36000","100711","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","17920000000000","100711"
"36000","100712","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","16800000000000","100712"
"36000","100713","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","15960000000000","100713"
"36000","100714","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","15120000000000","100714"
"36000","100715","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","魔法攻撃アップ90秒","14280000000000","100715"
"36000","100716","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","13160000000000","100716"
"36000","100717","1","バトル開始時、味方のＴＰが100アップ","1007","ＴＰ100アップ","12320000000000","100717"
"36000","100718","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","11480000000000","100718"
"36000","100719","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","10360000000000","100719"
"36000","100720","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","9520000000000","100720"
"36000","100721","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","8680000000000","100721"
"36000","100722","1","バトル開始時、味方のＴＰが150アップ","1007","ＴＰ150アップ","7560000000000","100722"
"36000","100723","1","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","6720000000000","100723"
"36000","100724","1","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","5880000000000","100724"
"36000","100725","1","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","5040000000000","100725"
"36000","100726","1","バトル開始時、味方のＴＰが150アップ","1007","ＴＰ150アップ","3920000000000","100726"
