9ee40e7459298a0c8df4540bd885c7299e8bb05e6a28f43c4029856ebc4ee3e8,39d662c5cb6de1a314d24cb4bd4629cb260bc3163affe1aca6cc5a46f53fc337,1942030bcca4c7ed0246bef74341d9fa9640049aa8460d85d3dba72e84d6b992,6304f421f575a4d56747b856fcf722e4f210799b2d88e96d6b359d15861b1740,86ad03de2f87d7c97ab826932a6608f42680e89b5db72e119eefa8f5a3d396ef,ac2b7640fe4892d82719d96afe3ee8300f70ed4fe924a2b09a7de59883392896,67f30e4333e875a32a7115af571acb911216f85deed585f4d49c0e6e8068eda3,68b8d06f755bf3e57a9c7172f28198ffc518d485702149e1af5dc61f198aef8e,c487c126a480c559d5289585502d64eb50371d1ddbf2fa1caeeb665336c6938a,14de721bdb7c34ad316ad2f2dccc82fb6bb8cd2ccb842fcee18716c4c6da4b7b,511d91e93eb07dc0bd64c86eb42798de2b891e3942630e56a9dbcf4b9d29bf97,ac716bce4f820c44d30d727947eaf1e86d0badfa9095ab664fb332e3006116f9,1dfc8d7606d82730be8011a37c2dfb1260ae1540488a02bc61294b904ce68276,03529a0d15ea9b04968034c3b3de3b77da30e691b7be1639aac61f7b32403a6e,4220f6702f2e8062d8944e98280c8d2bf40a3b3edb43187f20a52bfe1838b5b2,e161d1b3411c678c1fe3de9635a7d80c3c3705c981b60b3f589320709faa488d,30b95cf27b02ae11ada974bbc908d4bdac7f5a657db769161e3f1e94701dbcf7,15dc491b7122751832ef8b46d14a5e23ab5eda178386b0a3365490ddbe43236e,12b3d557bf4c05d85ac79409ff9c84b539c5866978b575c742a2d80c28921cfb
"610010401","1","5","5010321","0","0","","2","90","1.5","0","0","0","0","610010004","0","0","0","10010"
"610010402","2","5","5010322","0","0","","3","90","1.5","0","0","0","108","610010005","0","0","0","10010"
"0","3","5","0","0","0","","1","90","1.5","0","0","0","0","610010006","0","0","0","10010"
"0","1","5","5011322","0","0","","1","90","1.5","0","0","0","0","610011004","0","70","5011321","10011"
"0","2","5","5011323","0","0","","1","90","1.5","0","0","0","0","610011005","0","40","0","10011"
"0","3","5","0","0","0","","1","90","1.5","0","0","0","0","610011006","0","0","0","10011"
"610012401","1","5","5012321","1","3","","2","90","1.5","0","600","0","0","610012004","0","0","0","10012"
"0","2","5","5012322","1","0","","1","90","1.5","0","0","0","0","610012005","0","51","0","10012"
"0","3","5","0","1","0","","1","90","1.5","0","0","0","0","610012006","0","0","0","10012"
"610013401","1","5","5013321","1","3","","2","90","1.5","0.9","600","50","0","610013004","0","0","0","10013"
"0","2","5","5013322","0","0","","1","90","1.5","1","0","84","0","610013005","0","50","0","10013"
"0","3","5","0","0","0","","1","90","1.5","1","0","84","0","610013006","0","0","0","10013"
"610015401","1","5","5015321","1","3","","2","90","1.5","0.9","600","1","0","610015004","0","0","0","10015"
"0","2","5","5015322","1","0","","1","90","1.5","1.3","0","-50","0","610015005","0","50","0","10015"
"0","3","5","0","1","0","","1","90","1.5","1.3","0","-50","0","610015006","0","0","0","10015"
"610017401","1","5","5017321","1","3","","2","90","1.5","0.9","600","50","0","610017004","0","0","0","10017"
"0","2","5","5017322","1","0","","1","90","1.5","1","0","84","0","610017005","0","50","0","10017"
"0","3","5","0","1","0","","1","90","1.5","1","0","84","0","610017006","0","0","0","10017"
"610019401","1","5","5019322","1","0","","4","90","1.5","1.25","0","-50","200","610019004","0","0","5019321","10019"
"0","2","5","5019323","1","0","","1","90","1.5","1.25","0","-50","0","610019005","0","50","0","10019"
"0","3","5","0","1","0","","1","90","1.5","1.25","0","-50","0","610019006","0","0","0","10019"
"0","1","5","5021322","1","0","","1","90","1.5","1","0","0","0","610021004","0","60","5021321","10021"
"0","2","5","5021323","1","0","","3","90","1.5","1","0","0","30","610021005","0","0","0","10021"
"0","3","5","0","1","0","","1","90","1.5","1","0","0","0","610021006","0","0","0","10021"
"0","1","5","5023322","1","0","","1","135","1.5","1.25","0","-50","0","610023004","0","75","5023321","10023"
"0","2","5","5023323","1","0","","1","135","1.5","1.25","0","-50","0","610023005","0","25","0","10023"
"0","3","5","0","1","0","","1","135","1.5","1.25","0","-50","0","610023006","0","0","0","10023"
"610025401","1","5","5025322","1","3","","2","140","5.5","1.25","600","-50","0","610025004","0","0","5025321","10025"
"0","2","5","5025323","1","0","","1","140","1.5","1.25","0","-50","0","610025005","0","50","0","10025"
"0","3","5","0","1","0","","1","140","1.5","1.25","0","-50","0","610025006","0","0","0","10025"
"0","1","5","5027322","1","3","","1","145","5.5","1.25","600","-50","0","610027004","0","60","5027321","10027"
"610027501","2","5","5027323","1","0","","2","145","1.5","1.25","600","-50","0","610027005","0","0","0","10027"
"0","3","5","0","1","0","","1","145","1.5","1.25","0","-50","0","610027006","0","0","0","10027"
"610029401","1","5","5029322","1","3","","2","145","5.5","1.5","600","0","0","610029004","0","0","5029321","10029"
"0","2","5","5029323","1","0","","1","145","1.5","1.5","0","0","0","610029005","0","60","0","10029"
"0","3","5","0","1","0","","1","145","1.5","1.5","0","0","0","610029006","0","0","0","10029"
"610031401","1","5","5031322","1","3","","2","150","5.5","1.25","600","-50","0","610031004","0","0","5031321","10031"
"0","2","5","5031323","1","0","","1","150","1.5","1.25","0","-50","0","610031005","0","50","0","10031"
"0","3","5","0","1","0","","1","150","1.5","1.25","0","-50","0","610031006","0","0","0","10031"
"0","1","5","5033322","1","3","","1","150","5.5","1.25","600","-50","0","610033004","0","50","5033321","10033"
"610033402","2","5","5033323","1","0","","2","150","1.5","1.25","600","-50","0","610033005","0","0","0","10033"
"0","3","5","0","1","0","","1","150","1.5","1.25","0","-50","0","610033006","0","0","0","10033"
"0","1","5","5011322","1","0","","1","90","1.5","1.4","0","0","0","610034004","0","70","5011321","10034"
"0","2","5","5011323","1","0","","1","90","1.5","1.4","0","0","0","610034005","0","40","0","10034"
"0","3","5","0","1","0","","1","90","1.5","1.4","0","0","0","610034006","0","0","0","10034"
"610035401","1","5","5035322","1","3","","2","155","5.5","2.5","600","5","0","610035004","0","0","5035321","10035"
"610035402","2","5","5035323","1","0","","2","155","1.5","2.5","600","5","0","610035005","0","0","0","10035"
"0","3","5","0","1","0","","1","155","1.5","2.5","0","5","0","610035006","0","0","0","10035"
"0","1","5","5036322","1","3","","1","155","5.5","0.4","600","-50","0","610036004","0","75","5036321","10036"
"0","2","5","5036323","1","0","","1","155","1.5","0.4","600","-50","0","610036005","0","20","0","10036"
"0","3","5","0","1","0","","1","155","1.5","0.4","0","-50","0","610036006","0","0","0","10036"
"610037401","1","5","5012321","1","3","","2","90","1.5","1.5","600","-50","0","610037004","0","0","0","10037"
"0","2","5","5012322","1","0","","1","90","1.5","1.5","0","-50","0","610037005","0","53","0","10037"
"0","3","5","0","1","0","","1","90","1.5","1.5","0","-50","0","610037006","0","0","0","10037"
"610038401","1","5","5038322","1","3","","2","155","5.5","1.8","600","-20","0","610038004","0","0","5038321","10038"
"0","2","5","5038323","1","0","310700_detail_idle","1","155","1.5","2","0","-20","0","610038005","0","55","0","10038"
