3a2064a972e65bb2522e9bed3d16d90f64306b02f9f2cbb8aff5504699ca820a,b28334d2550708d4c9daac0f05d5176a980af2b62a30825bd2710f08c66a3c83,daffbaeaa5a34bd9fdf16469ffff8451391a71a04948cb787ece6af290e9c548,119f4057b7b5d5aafcf7477c150943402be775876782dba37d55c961066553f3,ab667d82ee78cb4f6b0e1457ec3276d9903095d05f1b4e9da18a3398802b929e,bf7866e2da0838be1ce5a28ab2caa0cb3b4eeb59ebebdd097e0cb35de8fec74e,fb190c8055c4e773a813845e5fcacc1cd33f4ad451657743aac2f6de39099265,b92b3f9bc4b5c31d329adb38f30abeaa4bd779bef6b215577316b671b8f15020,84b81418c792fd3d89950de24dda14d72c02cbc6e76325b91e61f7c5f8e14c59,831ff1b5b1de4b5243c55d1907729b3827237f59c7c47c3fd9d6f18050a57c2a,58a7290d2d6327451810f04838cb568cd616dc39483ed0f00c9d4b6abc00c703,2320eb36eeff36a7fd551ce612aeba9b6cc395ad213688fca11d96c6d08fa62f,6c6ab830b634279b2c941594577070bd4a1f94a12430997e869f41c5ff3e47f5,7a911a529899fc6aa61000aaed8a4af61fc84ef6d175c1b4dde5d3a3e7aad2c2,0bfe316974714e5e98666bd0890996461e54d5b0f761893b7ac21a9eaae60411,811ccc6e1560adcee51802673c9a60624229c60197538a892bc2db0775d1e0b7,76d51dd73f5c79ee495e6a501af07292d86cce90966b78f4ca32f18a75f2745a,ea184dfd820492b450adb237c9b3a2d29fae2da0496ea74aec0f8dc9252f6cd4,1f3b98334ae851305a518b2f6717b54826cba0374611f215bf15e0554d7a4020,cf7a0695c9f47edc3e708086120f85676d4549198d5b1d9105dacd68b8c71c08
"0","0","0","803100252","803100263","803100201","0","0","0","100","0","803100201","0","0","0","803100251","0","803100253","0","803100201"
"0","0","0","803100252","803100263","803100202","0","0","0","100","0","803100205","0","0","0","803100251","0","803100253","0","803100202"
"0","0","0","803100252","803100263","803100203","0","0","0","100","0","803100209","0","0","0","803100251","0","803100253","0","803100203"
"0","0","0","803100255","803100263","803100204","0","0","0","100","0","803100213","0","0","0","803100254","0","803100256","0","803100204"
"0","0","0","803100255","803100263","803100205","0","0","0","100","0","803100214","0","0","0","803100254","0","803100256","0","803100205"
"0","0","0","803100255","803100263","803100206","0","0","0","100","0","803100215","0","0","0","803100254","0","803100256","0","803100206"
"0","0","0","803100258","803100263","803100207","0","0","0","100","0","803100216","0","0","0","803100257","0","803100259","0","803100207"
"0","0","0","803100258","803100263","803100208","0","0","0","100","0","803100217","0","0","0","803100257","0","803100259","0","803100208"
"0","0","0","803100258","803100263","803100209","0","0","0","100","0","803100218","0","0","0","803100257","0","803100259","0","803100209"
"0","0","0","803100261","803100263","803100210","0","0","0","100","0","803100219","0","0","0","803100260","0","803100262","0","803100210"
"0","0","0","803100261","803100263","803100211","0","0","0","100","0","803100220","0","0","0","803100260","0","803100262","0","803100211"
"0","0","0","803100261","803100263","803100212","0","0","0","100","0","803100221","0","0","0","803100260","0","803100262","0","803100212"
"0","0","0","803100265","803100267","803100213","0","0","0","100","0","803100222","0","0","0","803100264","0","803100266","0","803100213"
"0","0","0","803100265","803100267","803100214","0","0","0","100","0","803100223","0","0","0","803100264","0","803100266","0","803100214"
"0","0","0","803100265","803100267","803100215","0","0","0","100","0","803100224","0","0","0","803100264","0","803100266","0","803100215"
"0","0","0","803100268","803100272","803100216","0","0","0","100","0","803100225","0","0","0","803100226","0","803100269","0","803100216"
"0","0","0","803100268","803100272","803100217","0","0","0","100","0","803100227","0","0","0","803100228","0","803100269","0","803100217"
"0","0","0","803100268","803100272","803100218","0","0","0","100","0","803100229","0","0","0","803100230","0","803100269","0","803100218"
"0","0","0","803100270","803100272","803100219","0","0","0","100","0","803100231","0","0","0","803100232","0","803100271","0","803100219"
"0","0","0","803100270","803100272","803100220","0","0","0","100","0","803100233","0","0","0","803100234","0","803100271","0","803100220"
"0","0","0","803100270","803100272","803100221","0","0","0","100","0","803100235","0","0","0","803100236","0","803100271","0","803100221"
"0","0","0","0","0","803100222","0","0","0","100","0","803100237","0","0","0","0","0","0","0","803100222"
"0","0","0","0","0","803100223","0","0","0","100","0","803100238","0","0","0","0","0","0","0","803100223"
"0","0","0","0","0","803100224","0","0","0","100","0","803100239","0","0","0","0","0","0","0","803100224"
