5e435bc02daf42cba4fcd55339dee7c9ca2906963ab23cfc0efd6deecb24be75,bbcd143f3008dc88b252b3b963acbbbd2581b1d2608821334a088b04ce25bf5a,01c2122fa42b3926dd63371db78de60cc9dbdab4f68a115fb48b119c066f386a,195b6b729f8976f504cfb9327484df450db1258947fad1620b4f92e82ec42291,f4900227e3e1fd7c03c561446c7ac2d0cd9b9475c30a9e995f134cc077c3f0b1
"0","1","0","0","0"
"0","2","0","0","0"
"0","3","0","0","0"
"0","4","2","0","0"
"0","5","2","0","0"
"0","6","2","0","0"
"0","7","3","0","0"
"0","8","3","0","0"
"0","9","3","0","0"
"0","10","4","0","0"
"0","11","4","0","0"
"0","12","4","0","0"
"0","13","0","0","0"
"0","14","0","0","0"
"0","15","0","0","0"
"0","16","0","2","0"
"0","17","0","2","0"
"0","18","0","2","0"
"0","19","0","3","0"
"0","20","0","3","0"
"0","21","0","3","0"
"0","22","3","0","0"
"0","23","3","0","0"
"0","24","2","0","0"
"0","25","2","0","0"
"0","26","0","2","0"
"0","27","0","2","0"
"3","28","2","0","0"
"3","29","2","0","0"
"0","30","3","2","0"
"0","31","3","2","0"
"0","32","3","3","0"
"0","33","0","3","0"
"4","34","3","0","0"
"0","35","0","0","0"
"0","36","2","2","0"
"0","37","2","2","0"
"0","38","4","3","0"
