a192b49d2fae2fba771afa55d24288270c42ac742b0fc5104f50665cddb8bf97,06785e8e5f38fcece902a9110a79fd103ec1572b1898afc87661046b4b4cc006,79f03729bbc1e0b30bba9aea2893d602136460a7d9f2344439ab06f1de810f63,366ba27097ec28bf630f0049ac75d078fe5a20e7193552520047a2fd340e06c3,0ce3df6c08c18e457cef1f5edf287d892861508078b31c2545159e97a5b14384
"2","9105801","31058","10","1"
"2","9102001","31020","10","2"
"2","9100201","31002","10","3"
"2","9105501","31055","10","4"
"2","9101601","31016","10","5"
"2","9112401","31124","10","6"
"2","9104401","31044","10","7"
"2","9102301","31023","10","8"
"2","9105901","31059","10","9"
"2","9104201","31042","10","10"
"2","9104001","31040","10","11"
"2","9102101","31021","10","12"
"2","9106301","31063","10","13"
"2","9106501","31065","10","14"
"2","9100901","31009","10","15"
"2","9101701","31017","10","16"
"2","9105601","31056","10","17"
"2","9105301","31053","10","18"
"2","9102701","31027","10","19"
"2","9110801","31108","10","20"
"2","9104301","31043","10","21"
"2","9112501","31125","10","22"
"2","9100401","31004","10","23"
"2","9103701","31037","10","24"
"2","9106101","31061","10","25"
"2","9101801","31018","10","26"
"2","9101301","31013","10","27"
"2","9101101","31011","10","28"
"2","9100101","31001","10","29"
"2","9103001","31030","10","30"
"2","9106001","31060","10","31"
"2","9101501","31015","10","32"
"2","9105401","31054","10","33"
"2","9110901","31109","10","34"
"2","9101001","31010","10","35"
"2","9106601","31066","10","36"
"2","9102801","31028","10","37"
"2","9100801","31008","10","38"
"2","9104901","31049","10","39"
"2","9104701","31047","10","40"
"2","9101401","31014","10","41"
"2","9109401","31094","10","42"
"2","9103801","31038","10","43"
"2","9104801","31048","10","44"
"2","9104501","31045","10","45"
"2","9100601","31022","10","46"
"2","9100601","31006","10","47"
"2","9100501","31005","10","48"
"2","9112601","31126","10","49"
"2","9109201","31092","10","50"
"2","9102501","31025","10","51"
"2","9103101","31031","10","52"
"2","9101201","31012","10","53"
"2","9102601","31026","10","54"
"2","9105001","31050","10","55"
"2","9100301","31003","10","56"
"2","9100701","31007","10","57"
"2","9102901","31029","10","58"
"2","9103601","31036","10","59"
"2","9109301","31093","10","60"
"2","9107101","31071","10","61"
"2","9111001","31110","10","62"
"2","9104601","31046","10","63"
"2","9103301","31033","10","64"
"2","9105101","31051","10","65"
"2","9105701","31057","10","66"
"2","9103201","31032","10","67"
"2","9105201","31052","10","68"
"2","9103401","31034","10","69"
"2","9107001","31070","10","70"
"2","9105802","31058","10","71"
"2","9102002","31020","10","72"
"2","9100202","31002","10","73"
"2","9105502","31055","10","74"
"2","9101602","31016","10","75"
"2","9104402","31044","10","77"
"2","9102302","31023","10","78"
"2","9105902","31059","10","79"
"2","9104202","31042","10","80"
"2","9104002","31040","10","81"
"2","9102102","31021","10","82"
"2","9106302","31063","10","83"
"2","9106502","31065","10","84"
"2","9100902","31009","10","85"
"2","9101702","31017","10","86"
"2","9105602","31056","10","87"
"2","9106802","31068","10","88"
"2","9105302","31053","10","89"
"2","9102702","31027","10","90"
"2","9110802","31108","10","91"
"2","9104302","31043","10","92"
"2","9100402","31004","10","94"
"2","9103702","31037","10","95"
"2","9106102","31061","10","96"
"2","9101802","31018","10","97"
"2","9101302","31013","10","98"
"2","9101102","31011","10","99"
"2","9100102","31001","10","100"
"2","9103002","31030","10","101"
"2","9106002","31060","10","102"
"2","9101502","31015","10","103"
"2","9105402","31054","10","104"
"2","9110902","31109","10","105"
"2","9118002","31180","10","106"
"2","9101002","31010","10","107"
"2","9106602","31066","10","108"
"2","9102802","31028","10","109"
"2","9100802","31008","10","110"
"2","9104902","31049","10","111"
"2","9104702","31047","10","112"
"2","9101402","31014","10","113"
"2","9109402","31094","10","114"
"2","9103802","31038","10","115"
"2","9104802","31048","10","116"
"2","9104502","31045","10","117"
"2","9100602","31022","10","118"
"2","9100602","31006","10","119"
"2","9100502","31005","10","120"
"2","9109202","31092","10","122"
"2","9102502","31025","10","123"
"2","9103102","31031","10","124"
"2","9101202","31012","10","125"
"2","9102602","31026","10","126"
"2","9105002","31050","10","127"
"2","9100302","31003","10","128"
"2","9100702","31007","10","129"
"2","9102902","31029","10","130"
"2","9103602","31036","10","131"
"2","9109302","31093","10","132"
"2","9107102","31071","10","133"
"2","9111002","31110","10","134"
"2","9104602","31046","10","135"
"2","9103302","31033","10","136"
"2","9105102","31051","10","137"
"2","9105702","31057","10","138"
"2","9103202","31032","10","139"
"2","9105202","31052","10","140"
"2","9103402","31034","10","141"
"2","9107002","31070","10","142"
"2","9105803","31058","10","143"
"2","9102003","31020","10","144"
"2","9100203","31002","10","145"
"2","9105503","31055","10","146"
"2","9101603","31016","10","147"
"2","9106703","31067","10","148"
"2","9104403","31044","10","149"
"2","9102303","31023","10","150"
"2","9105903","31059","10","151"
"2","9104203","31042","10","152"
"2","9104003","31040","10","153"
"2","9102103","31021","10","154"
"2","9106303","31063","10","155"
"2","9106503","31065","10","156"
"2","9100903","31009","10","157"
"2","9101703","31017","10","158"
"2","9105603","31056","10","159"
"2","9106803","31068","10","160"
"2","9105303","31053","10","161"
"2","9102703","31027","10","162"
"2","9110803","31108","10","163"
"2","9104303","31043","10","164"
"2","9100403","31004","10","165"
"2","9103703","31037","10","166"
"2","9106103","31061","10","167"
"2","9101803","31018","10","168"
"2","9101303","31013","10","169"
"2","9101103","31011","10","170"
"2","9100103","31001","10","171"
"2","9103003","31030","10","172"
"2","9106003","31060","10","173"
"2","9101503","31015","10","174"
"2","9105403","31054","10","175"
"2","9118503","31185","10","176"
"2","9110903","31109","10","177"
"2","9118003","31180","10","178"
"2","9101003","31010","10","179"
"2","9106603","31066","10","180"
"2","9102803","31028","10","181"
"2","9100803","31008","10","182"
"2","9104903","31049","10","183"
"2","9104703","31047","10","184"
"2","9103803","31038","10","185"
"2","9101403","31014","10","186"
"2","9109403","31094","10","187"
"2","9104803","31048","10","188"
"2","9104503","31045","10","189"
"2","9100603","31022","10","190"
"2","9100603","31006","10","191"
"2","9100503","31005","10","192"
"2","9109203","31092","10","193"
"2","9102503","31025","10","194"
"2","9106403","31064","10","195"
"2","9103103","31031","10","196"
"2","9101203","31012","10","197"
"2","9118103","31181","10","198"
"2","9102603","31026","10","199"
"2","9105003","31050","10","200"
"2","9100303","31003","10","201"
"2","9100703","31007","10","202"
"2","9102903","31029","10","203"
"2","9103603","31036","10","204"
"2","9109303","31093","10","205"
"2","9107103","31071","10","206"
"2","9123003","31230","10","207"
"2","9111003","31110","10","208"
"2","9104603","31046","10","209"
"2","9103303","31033","10","210"
"2","9105103","31051","10","211"
"2","9105703","31057","10","212"
"2","9103203","31032","10","213"
"2","9105203","31052","10","214"
"2","9103403","31034","10","215"
"2","9107003","31070","10","216"
