f339e422d7ea70699f501e465c90ead7bb10c1a68e65669e1b8842f700c833ad,bc4e72468bc322c8b63c2f74cf78d9d07e9ef9b7fd7f6411c1f0c5831f72e938,8ad059cedd2f507b82ef2a97e1105c2684eb6414d17bfb52ab85cb220e60a654,3db3c6a6795f610e683d1020287866240a298adfc9b38d3887bed24cf5e9690f,0b1b15a4ebebf53150c35962ceb921005306284864a9f6988a94506fefa3be81,f0854271bb6b21923d27f1a5bb0dd456bc4acd66ce66da1b5898ff394999e65b,1f6187846d9b52fb9e918c619fc6eca6565c3be3b28df9ee8675db4fc9dea09a,a427db6a6663fb886f94f72cb65529159ab85af1f6188b068d9fce0c8a7f2f00,b9fdadf21535b4f647d44009312ec7682eaf699c8b02f6e5d0e76002cec5c115,d9ed58eb002c1185b8294c10b688bc7008e8cc98af0f3b8a1e409f67819ed150,3b96728f80bba575c23f6da7382088a7988442f1b86aaed541b57a596107dfd4,a16a455b448de885540aa2ea49d48eeab03b36d49485b2a91078183741441b74,41fda5a09978b34400c7a6ac7961c22f85e445dd6e6275a603afccf57308b82b,605f01e3acd7788ff35b858db0c9635a65074982b4054d46fc8a033ecdf973be,fd93fe6bf7285677c05abfed285e321a3b27e7dde41cdc547df87ce356d06f10,d8e008cfd3283fd4b6449d54b18ec17b6a39e9959f3d7b022e286e26e71d00e2,d583851b6834dfd120da07c5fba011af5fedcb83729be3cdbf8cddaa43b8e17e,c9d76714c61eeebf4bde17432790d48271c0e6b753d190da2f2441cd9a2b3449,0504e8aeb28294ea59125874628b56b2bc9274f41dc029f10f7eff85d09b9cdf
"0","2","610010401","0","0","90","1","0","610010004","0","1.5","0","0","0","10010","5","5010321","","0"
"108","3","610010402","0","0","90","2","0","610010005","0","1.5","0","0","0","10010","5","5010322","","0"
"0","1","0","0","0","90","3","0","610010006","0","1.5","0","0","0","10010","5","0","","0"
"0","1","0","0","0","90","1","0","610011004","5011321","1.5","0","0","70","10011","5","5011322","","0"
"0","1","0","0","0","90","2","0","610011005","0","1.5","0","0","40","10011","5","5011323","","0"
"0","1","0","0","0","90","3","0","610011006","0","1.5","0","0","0","10011","5","0","","0"
"0","2","610012401","0","3","90","1","1","610012004","0","1.5","0","600","0","10012","5","5012321","","0"
"0","1","0","0","0","90","2","1","610012005","0","1.5","0","0","51","10012","5","5012322","","0"
"0","1","0","0","0","90","3","1","610012006","0","1.5","0","0","0","10012","5","0","","0"
"0","2","610013401","50","3","90","1","1","610013004","0","1.5","0","600","0","10013","5","5013321","","0.9"
"0","1","0","84","0","90","2","0","610013005","0","1.5","0","0","50","10013","5","5013322","","1"
"0","1","0","84","0","90","3","0","610013006","0","1.5","0","0","0","10013","5","0","","1"
"0","2","610015401","1","3","90","1","1","610015004","0","1.5","0","600","0","10015","5","5015321","","0.9"
"0","1","0","-50","0","90","2","1","610015005","0","1.5","0","0","50","10015","5","5015322","","1.3"
"0","1","0","-50","0","90","3","1","610015006","0","1.5","0","0","0","10015","5","0","","1.3"
"0","2","610017401","50","3","90","1","1","610017004","0","1.5","0","600","0","10017","5","5017321","","0.9"
"0","1","0","84","0","90","2","1","610017005","0","1.5","0","0","50","10017","5","5017322","","1"
"0","1","0","84","0","90","3","1","610017006","0","1.5","0","0","0","10017","5","0","","1"
"200","4","610019401","-50","0","90","1","1","610019004","5019321","1.5","0","0","0","10019","5","5019322","","1.25"
"0","1","0","-50","0","90","2","1","610019005","0","1.5","0","0","50","10019","5","5019323","","1.25"
"0","1","0","-50","0","90","3","1","610019006","0","1.5","0","0","0","10019","5","0","","1.25"
"0","1","0","0","0","90","1","1","610021004","5021321","1.5","0","0","60","10021","5","5021322","","1"
"30","3","0","0","0","90","2","1","610021005","0","1.5","0","0","0","10021","5","5021323","","1"
"0","1","0","0","0","90","3","1","610021006","0","1.5","0","0","0","10021","5","0","","1"
"0","1","0","-50","0","135","1","1","610023004","5023321","1.5","0","0","75","10023","5","5023322","","1.25"
"0","1","0","-50","0","135","2","1","610023005","0","1.5","0","0","25","10023","5","5023323","","1.25"
"0","1","0","-50","0","135","3","1","610023006","0","1.5","0","0","0","10023","5","0","","1.25"
"0","2","610025401","-50","3","140","1","1","610025004","5025321","5.5","0","600","0","10025","5","5025322","","1.25"
"0","1","0","-50","0","140","2","1","610025005","0","1.5","0","0","50","10025","5","5025323","","1.25"
"0","1","0","-50","0","140","3","1","610025006","0","1.5","0","0","0","10025","5","0","","1.25"
"0","1","0","-50","3","145","1","1","610027004","5027321","5.5","0","600","60","10027","5","5027322","","1.25"
"0","2","610027501","-50","0","145","2","1","610027005","0","1.5","0","600","0","10027","5","5027323","","1.25"
"0","1","0","-50","0","145","3","1","610027006","0","1.5","0","0","0","10027","5","0","","1.25"
"0","2","610029401","0","3","145","1","1","610029004","5029321","5.5","0","600","0","10029","5","5029322","","1.5"
"0","1","0","0","0","145","2","1","610029005","0","1.5","0","0","60","10029","5","5029323","","1.5"
"0","1","0","0","0","145","3","1","610029006","0","1.5","0","0","0","10029","5","0","","1.5"
"0","2","610031401","-50","3","150","1","1","610031004","5031321","5.5","0","600","0","10031","5","5031322","","1.25"
"0","1","0","-50","0","150","2","1","610031005","0","1.5","0","0","50","10031","5","5031323","","1.25"
"0","1","0","-50","0","150","3","1","610031006","0","1.5","0","0","0","10031","5","0","","1.25"
"0","1","0","-50","3","150","1","1","610033004","5033321","5.5","0","600","50","10033","5","5033322","","1.25"
"0","2","610033402","-50","0","150","2","1","610033005","0","1.5","0","600","0","10033","5","5033323","","1.25"
"0","1","0","-50","0","150","3","1","610033006","0","1.5","0","0","0","10033","5","0","","1.25"
"0","1","0","0","0","90","1","1","610034004","5011321","1.5","0","0","70","10034","5","5011322","","1.4"
"0","1","0","0","0","90","2","1","610034005","0","1.5","0","0","40","10034","5","5011323","","1.4"
"0","1","0","0","0","90","3","1","610034006","0","1.5","0","0","0","10034","5","0","","1.4"
"0","2","610035401","5","3","155","1","1","610035004","5035321","5.5","0","600","0","10035","5","5035322","","2.5"
"0","2","610035402","5","0","155","2","1","610035005","0","1.5","0","600","0","10035","5","5035323","","2.5"
"0","1","0","5","0","155","3","1","610035006","0","1.5","0","0","0","10035","5","0","","2.5"
"0","1","0","-50","3","155","1","1","610036004","5036321","5.5","0","600","75","10036","5","5036322","","0.4"
"0","1","0","-50","0","155","2","1","610036005","0","1.5","0","600","20","10036","5","5036323","","0.4"
"0","1","0","-50","0","155","3","1","610036006","0","1.5","0","0","0","10036","5","0","","0.4"
"0","2","610037401","-50","3","90","1","1","610037004","0","1.5","0","600","0","10037","5","5012321","","1.5"
