2e055eed31748fafbc632a08e2a556c667d16ee3c9cf9a70e41854ca11938035,3a9d54d1c9b9b80073ddcc6196119198580e98be8085255f93362d859ed2fe0f,3458e754470630061756b6db1783a719884ca4bace39068f0ec165d58595bb4f,31f8ca6bcad031f62968a9cda654e758b77ebb4da6ae920e8a2d0d70d7a07723,b2c3c60369621a8af27ef352f5aa26e40071e97057988ffae3c1ddba3550370d,427e4f592def1a2120b72ee123e7351965d8e39e1f7190d87f0aa492bc5b01f0,0f4aa4a52483cff2e845b485336929005195855e3955e81180e2f7243b9a9d76,3448966eb82b829157d17924fa5ae1378eaefb9fd237c5442777b7ea4d18c862,c2591a2e30fb6ee36139cf6f7bd4219cafb27f1b97159e114d407ad7818d8440,45c6123f53544048905e4dd7c94fa101f68062e41ee8063a2a26e7bde913739c,ff63ca2ee022d3f9b1b9004654b5b064c6ce0465a5941fef130dd828dbead2b3,518d194ffae4c1555c56cf7f933d3d194f7fa814c3f35defc904b3d021eacfa5,b975068115593f5ab9e5ce13046ae007d947c4a88d8b6b34751b00ccda34b803,6de6ad221aebaf67864eb59fee77da2b5cb6074a6b0e7e26e7c6d785876d79a8,b798c2ea8abf9c6aaaf81d5b40ad7fceaf8d20d60a72ee7abfc52787e2f1b128
"7","2001","0","0","20012","1","1","0","40001","0","0","1","0","2","20011"
"7","2002","0","0","20022","1","1","0","40001","0","0","1","0","2","20021"
"7","2003","0","0","20032","1","1","0","40001","0","0","1","0","2","20031"
"7","2004","0","0","20042","1","1","0","40001","0","0","1","0","2","20041"
"7","2005","0","0","20052","1","1","0","40001","0","0","1","0","2","20051"
"7","2006","0","0","20062","1","1","0","40001","0","0","1","0","2","20061"
"7","2007","0","0","20072","1","1","0","40001","0","0","1","0","2","20071"
"7","2008","0","0","20082","1","1","0","40001","0","0","1","0","2","20081"
"7","2009","0","0","20092","1","1","0","40001","0","0","1","0","2","20091"
"7","2010","0","0","20102","1","1","0","40001","0","0","1","0","2","20101"
"7","2011","0","0","20112","1","1","0","40001","0","0","1","0","2","20111"
"7","2012","0","0","20122","1","1","0","40001","0","0","1","0","2","20121"
"7","2013","0","0","20132","1","1","0","40001","0","0","1","0","2","20131"
"7","2014","0","0","20142","1","1","0","40001","0","0","1","0","2","20141"
"7","2015","0","0","20152","1","1","0","40001","0","0","1","0","2","20151"
"7","2016","0","0","20162","1","1","0","40001","0","0","1","0","2","20161"
"7","2017","0","0","20172","1","1","0","40001","0","0","1","0","2","20171"
"7","2018","0","0","20182","1","1","0","40001","0","0","1","0","2","20181"
"7","2019","0","0","20192","1","1","0","40001","0","0","1","0","2","20191"
"7","2020","0","0","20202","1","1","0","40001","0","0","1","0","2","20201"
"7","2021","0","0","20212","1","1","0","40001","0","0","1","0","2","20211"
"7","2022","0","0","20222","1","1","0","40001","0","0","1","0","2","20221"
"7","2023","0","0","20232","1","1","0","40001","0","0","1","0","2","20231"
"7","2024","0","0","20242","1","1","0","40001","0","0","1","0","2","20241"
"7","2025","0","0","20252","1","1","0","40001","0","0","1","0","2","20251"
"7","2026","0","0","20262","1","1","0","40001","0","0","1","0","2","20261"
"7","2027","0","0","20272","1","1","0","40001","0","0","1","0","2","20271"
"7","2028","0","0","20282","1","1","0","40001","0","0","1","0","2","20281"
"7","3001","40","0","30012","1","1","0","40001","0","0","1","0","1","30011"
"7","3002","40","0","30022","5","1","0","40001","0","0","1","0","1","30021"
"7","3003","40","0","30032","6","1","0","40001","0","0","1","0","1","30031"
"0","3004","-58","0","30042","6","1","0","40001","0","0","2","0","1","30041"
"-20","3005","-42","0","30052","1","1","0","40001","0","0","1","0","1","30051"
"-20","3006","-42","0","30062","5","1","0","40001","0","0","1","0","1","30061"
"40","3007","0","0","30072","1","1","0","40001","0","0","1","0","1","30071"
"40","3008","0","0","30082","5","1","0","40001","0","0","1","0","1","30081"
"40","3009","0","0","30092","6","1","0","40001","0","0","1","0","1","30091"
"0","4001","0","0","40012","1","2","0","40001","0","0","1","0","1","40011"
"0","4002","0","0","40022","5","2","0","40001","0","0","1","0","1","40021"
"0","4005","0","0","40052","1","2","0","40001","0","0","1","0","1","40051"
"0","4006","0","0","40062","5","2","0","40001","0","0","1","0","1","40061"
"0","4007","0","0","40072","6","2","0","40001","0","0","2","0","1","40071"
"0","4009","0","0","40092","6","2","0","40004","0","0","2","0","1","40091"
"0","4010","0","0","40102","1","2","0","40004","0","0","1","0","1","40101"
"0","4011","0","0","40112","5","2","0","40004","0","0","1","0","1","40111"
"0","4012","0","0","40122","6","2","0","40001","0","0","1","0","1","40121"
"0","4013","0","0","40132","1","2","0","40004","0","0","1","0","1","40131"
"0","4014","0","0","40142","5","2","0","40004","0","0","1","0","1","40141"
"0","4015","0","0","40152","6","2","0","40001","0","0","1","0","1","40151"
"0","4016","0","0","40162","1","2","0","40004","0","0","1","0","1","40161"
"0","4017","0","0","40172","5","2","0","40004","0","0","1","0","1","40171"
"0","4018","0","0","40182","6","2","0","40001","0","0","1","0","1","40181"
