7891ce9a7b754b68fa41fba443c31c06bf96162c979067d942b19b3a25ee38bf,2af381dd2fc11497ed0d269470bd5a1acf2e0eebfc46c9bbf916bc5a57891b6a,4023f26fa709b8fb99771c8be6439e57c7e92c49c645a764d298a1a5709ea836,2118691c569efa28fa6d2035e0906df2bd4983a40d17802ada3f2dba4c295678,7b9206717aabb523cbfea3458c836ba91579da2c6cc4910d92468791c3f369ae,3a00850bbd417e200f9539eb27744f29c6e7afd3046839a23846e84990303891,4422ce7853e67d66b769086940e353bb120c375a844237d6f1490510b46df5fb,95a82d9f5647c25f79d700cf9dc1e94efee22799ef1fa8941db0d713c912ea42,4beac68d48f77b4419ada2b9376e46cb8a507dc01311d4f1e6cf1ab9eb6069c7,8ef4196d16094ff8585bf93f53834ba8da3f0ca736c2d1ea1eb446d74bd73454,351243d44520640f7678dfc2646f432fedb0383a251eb262cef259a46414973d,7e7838f426f5ad9a0c84165b695b8a175830525bbd83847f640f771d7e9793fc,26a48493b6f747deb016d10b965306a6f9394992bc4f0f2bc75b769454fa23c4,b77575d7329b49af7b926b507f7d31df45c08cb3eda168bd7a25d6bd2401cf5c,ccf0fbc8f2949bfbfe90e14a87577bb47a82008c57a398789cefce167345ac35,9b0f8cc400e054e3af3a4aee98b3e656c1f1881bd4baaab095f2b87befad06bb
"90006","0","0","0","2","0","8","0","40","91002","1","2","40","0","22002","1001101"
"90006","0","0","0","2","0","8","0","60","91002","2","2","50","0","22002","1001102"
"90006","0","0","0","2","0","8","0","80","91002","3","2","60","0","22002","1001103"
"90006","0","0","0","2","0","8","0","100","91002","4","2","80","0","22002","1001104"
"90006","0","0","0","2","0","8","0","200","91002","2","2","150","0","22003","1001105"
"22002","0","0","0","2","0","2","0","20","90006","0","0","1","0","0","1001106"
"22002","0","0","0","2","0","2","0","20","90006","0","0","1","0","0","1001107"
"22002","0","0","0","2","0","2","0","20","90006","0","0","1","0","0","1001108"
"22002","0","0","0","2","0","2","0","20","90006","0","0","1","0","0","1001109"
"22003","0","0","0","2","0","2","0","20","90006","0","0","1","0","0","1001110"
"90006","0","0","0","2","0","8","0","40","91002","1","2","40","0","22002","1002101"
"90006","0","0","0","2","0","8","0","60","91002","2","2","50","0","22002","1002102"
"90006","0","0","0","2","0","8","0","80","91002","3","2","60","0","22002","1002103"
"90006","0","0","0","2","0","8","0","100","91002","4","2","80","0","22002","1002104"
"90006","0","0","0","2","0","8","0","200","91002","2","2","150","0","22003","1002105"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1002106"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1002107"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1002108"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1002109"
"22003","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1002110"
"90006","0","0","0","2","0","8","0","40","91002","1","2","40","0","22002","1003101"
"90006","0","0","0","2","0","8","0","60","91002","2","2","50","0","22002","1003102"
"90006","0","0","0","2","0","8","0","80","91002","3","2","60","0","22002","1003103"
"90006","0","0","0","2","0","8","0","100","91002","4","2","80","0","22002","1003104"
"90006","0","0","0","2","0","8","0","200","91002","2","2","150","0","22003","1003105"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1003106"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1003107"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1003108"
"22002","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1003109"
"22003","0","0","0","2","0","2","0","40","90006","0","0","1","0","0","1003110"
"90006","0","0","0","2","0","8","0","40","91002","0","2","20","0","0","1004101"
"90006","0","0","0","2","0","8","0","50","91002","0","2","30","0","0","1004102"
"90006","0","0","0","2","0","8","0","75","91002","0","2","40","0","0","1004103"
"90006","0","0","0","2","0","8","0","100","91002","0","2","50","0","0","1004104"
"90006","0","0","0","2","0","8","0","150","91002","2","2","100","0","31018","1004105"
"90006","0","0","0","2","0","8","0","20","91002","0","2","20","0","0","1004106"
"90006","0","0","0","2","0","8","0","25","91002","0","2","30","0","0","1004107"
"90006","0","0","0","2","0","8","0","30","91002","0","2","40","0","0","1004108"
"90006","0","0","0","2","0","8","0","40","91002","0","2","50","0","0","1004109"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31018","1004110"
"90006","0","0","0","2","0","8","0","20","91002","0","2","30","0","0","1004111"
"90006","0","0","0","2","0","8","0","25","91002","0","2","40","0","0","1004112"
"90006","0","0","0","2","0","8","0","30","91002","0","2","50","0","0","1004113"
"90006","0","0","0","2","0","8","0","40","91002","0","2","60","0","0","1004114"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31018","1004115"
"0","0","0","0","0","0","12","0","25000","94002","0","0","0","0","0","1004116"
"90006","0","0","0","2","0","8","0","40","91002","0","2","20","0","0","1005101"
"90006","0","0","0","2","0","8","0","50","91002","0","2","30","0","0","1005102"
"90006","0","0","0","2","0","8","0","75","91002","0","2","40","0","0","1005103"
"90006","0","0","0","2","0","8","0","100","91002","0","2","50","0","0","1005104"
"90006","0","0","0","2","0","8","0","150","91002","2","2","100","0","31042","1005105"
"90006","0","0","0","2","0","8","0","20","91002","0","2","20","0","0","1005106"
"90006","0","0","0","2","0","8","0","25","91002","0","2","30","0","0","1005107"
"90006","0","0","0","2","0","8","0","30","91002","0","2","40","0","0","1005108"
"90006","0","0","0","2","0","8","0","40","91002","0","2","50","0","0","1005109"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31042","1005110"
"90006","0","0","0","2","0","8","0","20","91002","0","2","30","0","0","1005111"
"90006","0","0","0","2","0","8","0","25","91002","0","2","40","0","0","1005112"
"90006","0","0","0","2","0","8","0","30","91002","0","2","50","0","0","1005113"
"90006","0","0","0","2","0","8","0","40","91002","0","2","60","0","0","1005114"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31042","1005115"
"0","0","0","0","0","0","12","0","25000","94002","0","0","0","0","0","1005116"
"90006","0","0","0","2","0","8","0","40","91002","0","2","20","0","0","1006101"
"90006","0","0","0","2","0","8","0","50","91002","0","2","30","0","0","1006102"
"90006","0","0","0","2","0","8","0","75","91002","0","2","40","0","0","1006103"
"90006","0","0","0","2","0","8","0","100","91002","0","2","50","0","0","1006104"
"90006","0","0","0","2","0","8","0","150","91002","2","2","100","0","31025","1006105"
"90006","0","0","0","2","0","8","0","20","91002","0","2","20","0","0","1006106"
"90006","0","0","0","2","0","8","0","25","91002","0","2","30","0","0","1006107"
"90006","0","0","0","2","0","8","0","30","91002","0","2","40","0","0","1006108"
"90006","0","0","0","2","0","8","0","40","91002","0","2","50","0","0","1006109"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31025","1006110"
"90006","0","0","0","2","0","8","0","20","91002","0","2","30","0","0","1006111"
"90006","0","0","0","2","0","8","0","25","91002","0","2","40","0","0","1006112"
"90006","0","0","0","2","0","8","0","30","91002","0","2","50","0","0","1006113"
"90006","0","0","0","2","0","8","0","40","91002","0","2","60","0","0","1006114"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31025","1006115"
"0","0","0","0","0","0","12","0","25000","94002","0","0","0","0","0","1006116"
"90006","0","0","0","2","0","8","0","40","91002","0","2","20","0","0","1007101"
"90006","0","0","0","2","0","8","0","50","91002","0","2","30","0","0","1007102"
"90006","0","0","0","2","0","8","0","75","91002","0","2","40","0","0","1007103"
"90006","0","0","0","2","0","8","0","100","91002","0","2","50","0","0","1007104"
"90006","0","0","0","2","0","8","0","150","91002","2","2","100","0","31018","1007105"
"90006","0","0","0","2","0","8","0","20","91002","0","2","20","0","0","1007106"
"90006","0","0","0","2","0","8","0","25","91002","0","2","30","0","0","1007107"
"90006","0","0","0","2","0","8","0","30","91002","0","2","40","0","0","1007108"
"90006","0","0","0","2","0","8","0","40","91002","0","2","50","0","0","1007109"
"90006","0","0","0","2","0","8","0","80","91002","1","2","100","0","31018","1007110"
"90006","0","0","0","2","0","8","0","20","91002","0","2","30","0","0","1007111"
"90006","0","0","0","2","0","8","0","25","91002","0","2","40","0","0","1007112"
"90006","0","0","0","2","0","8","0","30","91002","0","2","50","0","0","1007113"
"90006","0","0","0","2","0","8","0","40","91002","0","2","60","0","0","1007114"
