80cfff66f062f2d9e842528b4d69721003c6cc68b343d9e3f06efae4aa1fece2,eb34fcc3636e8c5aa6471cf6db42ba910b401a6eb5d55e92fe2d8f67b7182a0e,a4b147f36d05f3ce987964b1fe922a006a0a2605bab6c80f667fa77bf65451e2,18e936763660b0c6cb6d15fe4b7b3b0f8ff4259e9a48afc533a7dc61d791486c,7819f0733b452171ce6f52ee61408860e9da44fabf41f0d64b25f5fa8c1073dd,36e690dd160d9d79d21b9fb8dc861823f53853f0c5abd25713b61775917d5693,aa523429762790b88164963d623d111344e75521787bea3fc0f7f60f4b48db05,0eccc9dccc81d9ce206d8da5a2be554b7fa5139251e6c389e76362a6862a2e29,969bd8a1c0514d08d6343d6df3ced7f6ce47964c3112eb478a777701536b27e1,03519066bb7813b1278262c237cefece96b65eff8e33a3b1ecb8f47e6d394815,b404cb1109bac368742e7163a0e79cd12278de34b94ce6354689bd4205d04ff1,6a4418cc10a32ee4bb05a83d0f0907970d69629bd7681ec9ff36e088f01e76e5,6ea39d5bb96c936d2ee7a0d9d74192f35f7e8ba393fe8bef293cd72d63ec8542,b9de9f1c0a43a33c69fedeb7f692d050ad7542f535785839df4324c7e364df46,e057d003f51413ffc52ca18d8cf6b3295f760fd4abe2088a54e58342475ebdd2,1455abb65105188a874944ea4ce52a1fe20a20007f0b72dd3dcaff6a3572b3c8,f3ed6484e4f98d1978fa44cda6549c4ad6f1007a2280deb36b4345c8a2c86a90,b4e29df001f63b1f9f1720df32f9ad64c8ae376298a1e5b6693403c6e6c0eca8,db8ffe271c2dd5c04776c14cee49ac50855cbe473ab36229ce79bb1015936773,d4b64bc1bb55ddd23c7c5d537ece92721db42dca09d44eec475173dfe2747aa1,592423e8c981996706998441ae13f76ca4891a3d3da4ab024e31930c9d1aa4ed,a3974a24619a3af91c41840e4aeb4223d2d070f7964d570f20132814da4f9956,4ed70f033688dd562f3050125a87a528977d4590293f8c3064369a624030cbf0,18427f0ff6094fce707e32e2128230d5b9952b2191732f8486701d4f4b4a73cc,e2f1b883ebbe243c718e23474cfc863f76a363554d4f2dc08999208dfb8cb47c,53fd264215e39b3e2b5fe07aa923e88674c781dee9c88cec3a2c68cccdd669e1,fd0cee538bcd634cfdaebc1e421327a91327c8f0d1a99cf8419703999c5a658c,c1f8841a8b2e5638d5a1b74ab583370574c385b873d6ddbe3824865cd209f6b3,8c2192a01873798b22c63b34dfc0fec21e84d60cefd3163b883974a5a9e2fd3f,28a005df5e5e79e31ffd45d09856ec4f4304489661cb790c4b7679907e9d1f5a,ce2830155444ac25dc6bfc47a1731342c5fecfcc91d4de36f4e4c62eae3b4527,7807065af4f53a42976431d0f08006a06a0d3739ea11606df360c3d50e19eb94,73614093fe7d23f7710a6ac5019caf3bdf7d51c1fc1429b190b58a79d52370d8,59af0f036f102494238bec3a3541af5abcc2b5248d7b9aeba54a0b233ead231d,a45869635733f7e97c79567f5e250d3a0168d883bbf79d46821305ffc97ee314,a1277ad896ecdbe6ee91d96938cdbadf2477141e49db480f92abfb1fdd347f41,e2e332e14717d343b35a282ff4a7f802cd3aabeb2ac5ce1d199036b86976fb9c,9a00baa17c617e68b9fd44f860d37eabc41e88667f05b53ff7efc5850dca859c,b2c8ab52883b4727e0df2e3b02455a4da83f796a271e7c2f4170bee7af630fcd,9e0a64eb29f4eabfdd30adafeca01a85fedfbda6d6c4a386f76c870a5b8a56d7,4dafa5b06aca565c9efcbccee56a5cf43e6b364f09887e478e32396e5099614e
"18","0","3001","600000003","0","61001005","3001","0","1","0","1","620090001","620060001","0","0","620130001","0","1","0","36","0","0","0","0","0","0","30","258","600110031","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","4001","600000004","0","61001005","4001","0","1","0","1","620090001","620060001","0","0","620130001","0","1","0","36","0","0","0","0","0","0","30","258","600110041","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","5001","600000005","0","61001005","5001","0","1","0","1","620090002","620060002","0","0","620130002","0","1","0","36","0","0","0","0","0","0","30","268","600110051","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","6001","600000006","0","61001005","6001","0","1","0","1","620090003","620060003","0","0","620130003","0","1","0","36","0","0","0","0","0","0","30","273","600110061","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","7001","600000007","0","61001005","7001","0","1","0","1","620090004","620060004","0","0","620130004","0","1","0","36","0","0","0","0","0","0","30","281","600110071","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","8001","600000008","0","61001005","8001","0","1","0","1","620090005","620060005","0","0","620130005","0","1","0","36","0","0","0","0","0","0","30","288","600110081","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","9001","600000009","0","61001005","9001","0","1","0","1","620090006","620060006","0","0","620130006","0","1","0","36","0","0","0","0","0","0","30","298","600110091","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","10001","600000010","0","61001005","10001","0","1","0","1","620090007","620060007","0","0","620130007","0","1","0","36","0","0","0","0","0","0","30","309","600110101","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","11001","600000011","0","61001005","11001","0","1","0","1","620090008","620060008","0","0","620130008","0","1","0","36","0","0","0","0","0","0","30","313","600110111","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","12001","600000012","0","61001005","12001","0","1","0","1","620090009","620060009","0","0","620130009","0","1","0","36","0","0","0","0","0","0","30","321","600110121","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","13001","600000013","0","61001005","13001","0","1","0","1","620090010","620060010","0","0","620130010","0","1","0","36","0","0","0","0","0","0","30","326","600110131","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","14001","600000014","0","61001005","14001","0","1","0","1","620090011","620060011","0","0","620130011","0","1","0","36","0","0","0","0","0","0","30","336","600110141","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","15001","600000015","0","61001005","15001","0","1","0","1","620090012","620060012","0","0","620130012","0","1","0","36","0","0","0","0","0","0","30","341","600110151","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","16001","600000016","0","61001005","16001","0","1","0","1","620090013","620060013","0","0","620130013","0","1","0","36","0","0","0","0","0","0","30","351","600110161","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","17001","600000017","0","61001005","17001","0","1","0","1","620090014","620060014","0","0","620130014","0","1","0","36","0","0","0","0","0","0","30","356","600110171","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","18001","600000018","0","61001005","18001","0","1","0","1","620090015","620060015","0","0","620130015","0","1","0","36","0","0","0","0","0","0","30","366","600110181","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
"18","0","19001","600000019","0","61001005","19001","0","1","0","1","620090016","620060016","0","0","620130016","0","1","0","36","0","0","0","0","0","0","30","371","600110191","0","0","61001004","1","0","0","1","61001007","0","0","0","0"
