345cf4d1a759ad3759240152864ba51d99d5e0c534a462ecfd51b830c14d5ce4,5b364fbb17954f400be3cee87d501adb7791283de7ec1035d86a248e6ea564ba,f4562f780bba206d35b3bd7778683fab52932759372e4597e07ada998a9d1c90,8ead7e0ee6e178482aa7154ed681c5f2e6cfd91f486f8fa9c48577e526ba0b9b,ed7a329e9ef3882d9a19b5165b4083be66ca597324825c9331d0e378d39bfd6f,44f2d0e5717a295066488b5c45cf927c8501ee53ab2434a410a237fb04f8759a,61a5edf6db7124d8278c48f2b0d1f9afbc1d0a6dac4cec29d39c558beba05f8b,8bf7c36e2dc9e59c0347fc4f698c28711cfbdbdd17333912fc4d26a4d17dec2c,ee81cfa7dbfee7248a493c094d9d883492eef1d942df15ef65b36f88bfe5d5d2,be3572c958df3b4a1e584cbc0da093efcef5f53bcadd8bd2e8192a5b7b76f235,daff917e8356da46ec221a68311b20dfaea6e3e5c7a477b76787da267be74f38
"25021","8","1","25012","91002","2","282001001","2","10","31","8"
"25021","8","2","25012","91002","2","282001002","2","10","31","8"
"25021","8","3","25012","91002","2","282001003","2","10","32","8"
"25021","8","4","25012","91002","2","282001004","2","10","32","8"
"25021","8","5","25012","91002","2","282001005","2","10","33","8"
"25021","8","6","25012","91002","2","282001006","2","10","33","9"
"25021","8","7","25012","91002","2","282001007","2","10","34","9"
"25021","8","8","25012","91002","2","282001008","2","10","35","9"
"25021","8","9","25012","91002","2","282001009","2","10","35","9"
"25021","8","10","25012","91002","2","282001010","2","30","37","10"
"25021","8","11","25012","91002","2","282001011","2","10","41","10"
"25021","8","12","25012","91002","2","282001012","2","10","43","11"
"25021","8","13","25012","91002","2","282001013","2","10","46","11"
"25021","8","14","25012","91002","2","282001014","2","10","48","12"
"25021","8","15","25012","91002","2","282001015","2","10","50","12"
"25021","8","16","25012","91002","2","282001016","2","10","53","13"
"25021","8","17","25012","91002","2","282001017","2","10","55","14"
"25021","8","18","25012","91002","2","282001018","2","10","58","14"
"25021","8","19","25012","91002","2","282001019","2","10","60","15"
"25021","8","20","25012","91002","2","282001020","2","30","62","15"
"25021","8","21","25012","91002","2","282001021","2","10","68","16"
"25021","8","22","25012","91002","2","282001022","2","10","70","16"
"25021","8","23","25012","91002","2","282001023","2","10","72","16"
"25021","8","24","25012","91002","2","282001024","2","10","75","17"
"25021","8","25","25012","91002","2","282001025","2","10","77","18"
"25021","8","26","25012","91002","2","282001026","2","10","79","18"
"25021","8","27","25012","91002","2","282001027","2","10","82","19"
"25021","8","28","25012","91002","2","282001028","2","10","84","19"
"25021","8","29","25012","91002","2","282001029","2","10","86","19"
"25021","8","30","25012","91002","2","282001030","2","30","89","20"
"25021","8","31","25012","91002","2","282001031","2","10","94","20"
"25021","8","32","25012","91002","2","282001032","2","10","96","21"
"25021","8","33","25012","91002","2","282001033","2","10","99","21"
"25021","8","34","25012","91002","2","282001034","2","10","101","22"
"25021","8","35","25012","91002","2","282001035","2","10","103","22"
"25021","8","36","25012","91002","2","282001036","2","10","106","23"
"25021","8","37","25012","91002","2","282001037","2","10","108","23"
"25021","8","38","25012","91002","2","282001038","2","10","111","24"
"25021","8","39","25012","91002","2","282001039","2","10","113","25"
"25021","8","40","25012","91002","2","282001040","2","30","115","25"
"25021","8","41","25012","91002","2","282001041","2","10","121","26"
"25021","8","42","25012","91002","2","282001042","2","10","123","27"
"25021","8","43","25012","91002","2","282001043","2","10","125","28"
"25021","8","44","25012","91002","2","282001044","2","10","128","28"
"25021","8","45","25012","91002","2","282001045","2","10","130","29"
"25021","8","46","25012","91002","2","282001046","2","10","132","30"
"25021","8","47","25012","91002","2","282001047","2","10","135","30"
"25021","8","48","25012","91002","2","282001048","2","10","137","31"
"25021","8","49","25012","91002","2","282001049","2","10","139","31"
"25021","8","50","25012","91002","2","282001050","2","30","142","31"
"25021","8","51","25012","91002","2","282001051","2","10","144","32"
"25021","8","52","25012","91002","2","282001052","2","10","146","32"
"25021","8","53","25012","91002","2","282001053","2","10","149","32"
"25021","8","54","25012","91002","2","282001054","2","10","152","33"
"25021","8","55","25012","91002","2","282001055","2","10","155","33"
"25021","8","56","25012","91002","2","282001056","2","10","157","33"
"25021","8","57","25012","91002","2","282001057","2","10","160","34"
"25021","8","58","25012","91002","2","282001058","2","10","163","34"
"25021","8","59","25012","91002","2","282001059","2","10","166","34"
"25021","8","60","25012","91002","2","282001060","2","30","169","35"
"25021","8","61","25012","91002","2","282001061","2","10","171","35"
"25021","8","62","25012","91002","2","282001062","2","10","174","35"
"25021","8","63","25012","91002","2","282001063","2","10","177","36"
"25021","8","64","25012","91002","2","282001064","2","10","180","36"
"25021","8","65","25012","91002","2","282001065","2","10","182","36"
"25021","8","66","25012","91002","2","282001066","2","10","185","37"
"25021","8","67","25012","91002","2","282001067","2","10","187","37"
"25021","8","68","25012","91002","2","282001068","2","10","190","37"
"25021","8","69","25012","91002","2","282001069","2","10","193","38"
"25021","8","70","25012","91002","2","282001070","2","30","196","38"
