7c38e4d1390e50e034faf139782c93ea404ec9f61cf84cb5ada27dd19c5b7c2c,b8d45963121b105d0465ba8853be361cbdb29396b900af17ec3d77c5c9364d01,c8f5548a3a533667e810cdbc204b22bf589b1b800693be11d5e8bceddfdc0020,bd49c997d0406b95ec80ae388ce0ca250adc23f149c39bc51773ec34b74f4edb,cb95995ed28d623d46c4dbd110f836b4a084d51c61e99e85e7513e3a57b7c188,5a2ad6b58cd8a232667e0e76b58e66d6e0eba0ddbd4da3591be2fab40b59ed68,28ec69d1c551117e6c3252d261860722e727f6f451b2c299907597389761d0f3,b12d67c7724fff55b2f4234e919db218f5b6922aa0e33749a28f5799baa1bc26,b6d300977085f144cf81501571062642503b612d3526b43254c990cd18cf1848
"1","1","1","0","1","1","2","3","唯一無二の"
"1","1","1","0","2","1","2","3","完全無欠の"
"1","1","1","1","3","1","2","3","ランドソル最速の"
"1","1","1","0","4","1","2","3","明鏡止水の"
"1","1","1","0","5","1","2","3","史上最速の"
"1","1","1","0","6","1","2","3","最強最速の"
"1","1","1","2","7","1","2","3","アルティメット"
"1","1","1","0","8","1","2","3","百点満点"
"1","1","1","0","9","1","2","3","最優秀"
"1","1","1","0","10","1","2","3","一騎当千の"
"1","1","1","0","11","1","2","3","唯一無二の"
"1","1","1","0","12","1","2","3","天下無双の"
"1","1","1","0","13","0","2","3","泰然自若の"
"1","1","1","0","14","0","2","3","ハイパー"
"1","1","1","0","15","0","2","3","光速の"
"1","1","1","0","16","0","2","3","稀代の"
"1","1","1","0","17","0","2","3","極限の"
"1","1","1","0","18","0","2","3","至高の"
"1","1","1","0","19","0","2","3","煌めく"
"1","1","1","0","20","0","2","3","百戦錬磨の"
"1","1","1","0","21","0","2","3","疾風迅雷の"
"1","1","1","0","22","0","2","3","電光石火の"
"1","1","0","0","23","1","2","3","変幻自在の"
"1","1","0","0","24","1","2","3","空前絶後の"
"1","1","0","0","25","1","2","3","レペゼン"
"1","1","0","0","26","1","2","3","音速の"
"1","1","0","0","27","1","2","3","常識外れの"
"1","1","0","0","28","1","2","3","獅子奮迅の"
"1","1","0","2","29","1","2","3","勇猛果敢なる"
"1","1","0","2","30","1","2","3","威風堂々たる"
"1","1","0","0","31","1","2","3","急がば回れ"
"1","1","0","0","32","1","2","3","心頭滅却"
"1","1","0","0","33","0","2","3","夢見る"
"1","1","0","0","34","0","2","3","ナイス"
"1","1","0","0","35","0","2","3","そこそこの"
"1","1","0","2","36","0","2","3","若葉マークの"
"1","1","0","0","37","0","2","3","未来ある"
"1","1","0","0","38","0","2","3","新米"
"1","1","0","0","39","0","2","3","駆け出しの"
"1","1","0","0","40","0","2","3","ぼちぼちの"
"1","1","0","0","41","0","2","3","新進気鋭の"
"1","1","0","0","42","0","2","3","不撓不屈の"
"1","1","0","0","43","0","2","3","七転八起の"
"1","1","0","0","44","0","2","3","がんばれ"
"2","1","1","0","45","1","2","3","選ばれし"
"2","1","1","2","46","1","2","3","アルティメット"
"2","1","1","1","47","1","2","3","オーシャンブルー"
"2","1","1","2","48","1","2","3","海に愛された"
"2","1","1","2","49","1","2","3","大海を統べる"
"2","1","1","0","50","1","2","3","伝説の"
"2","1","1","2","51","1","2","3","世界を揺るがす"
"2","1","1","1","52","1","2","3","スーパーワイルド"
"2","1","1","0","53","1","2","3","神がかった"
"2","1","1","2","54","1","2","3","ぶっちぎりの"
"2","1","1","1","55","0","2","3","誰にも止められない"
"2","1","1","2","56","0","2","3","血湧き肉躍る"
"2","1","1","0","57","0","2","3","メガ"
"2","1","1","1","58","0","2","3","ナチュラルボーン"
"2","1","1","0","59","0","2","3","大海原の"
"2","1","1","1","60","0","2","3","アドレナリン全開の"
"2","1","1","0","61","0","2","3","オーマ産の"
"2","1","1","0","62","0","2","3","手練れの"
"2","1","1","0","63","0","2","3","歴戦の"
"2","1","1","0","64","0","2","3","水を得た"
"2","1","1","0","65","0","2","3","ド級の"
"2","1","0","2","66","1","2","3","ただ者ではない"
"2","1","0","0","67","1","2","3","勇猛なる"
"2","1","0","0","68","1","2","3","ひた走る"
"2","1","0","2","69","1","2","3","目にも留まらぬ"
"2","1","0","0","70","1","2","3","荒波の"
"2","1","0","0","71","1","2","3","レイジオブ"
"2","1","0","2","72","1","2","3","負けず嫌いの"
"2","1","0","0","73","1","2","3","伸び盛りの"
"2","1","0","0","74","1","2","3","型破りの"
"2","1","0","0","75","1","2","3","暴れる"
"2","1","0","0","76","1","2","3","荒れくるう"
"2","1","0","0","77","0","2","3","うわさの"
"2","1","0","2","78","0","2","3","ビーチサイドの"
"2","1","0","2","79","0","2","3","元気はつらつ"
"2","1","0","2","80","0","2","3","常夏を駆ける"
"2","1","0","0","81","0","2","3","マッスル"
"2","1","0","0","82","0","2","3","金波銀波の"
"2","1","0","2","83","0","2","3","生まれながらの"
"2","1","0","0","84","0","2","3","お騒がせの"
"2","1","0","0","85","0","2","3","未知数の"
"2","1","0","0","86","0","2","3","激ヤバ"
"2","1","0","0","87","0","2","3","負けるな"
"3","1","1","2","88","1","2","3","ライトスピード"
"3","1","1","1","89","1","2","3","プロフェッショナル"
"3","1","1","0","90","1","2","3","トップオブ"
"3","1","1","2","91","1","2","3","ゴールドメダル"
"3","1","1","2","92","1","2","3","アルティメット"
