e89ebe13ae12292534f8bd7ace7ae7f4e211dfc02d252e645bfccbeb16c789d0,535a9b5fa1d828a6e43fac8145246c44443ddf70705601bd2197da5b40989958,8b9a434c87173ac06feb2c7c76cc11afdf9692a31ab71597792a3dddbca6424f,81bd256d67d93eea445085de447d1b514bc862d82d68612170a8be0aeb1d5214,d45bbc856f287ec561621518588bc374b341e91479ae05d87489ded044058c6b,dc74a7d8292f1822cb70df2d1d3162636d6876ad1d2704dc4bc9affa52ec3e62,19db53de673a1dcaffd139a6d9a8a0e535c09589ca91c62cd3d210a399f1196d,e70cd21af48cfd9d4fe80489a3ebaa39d19fd218f4e1f218b84287df61ecc90d,b61d6c308550ca80b81c15b111137cc200782442d168cd017d3bacc318edf388,67ff7eb7337f76b16f0cef1898f8fa3b9ac4fd09917d4060352d9ca30cfe22b3,570daac7f77adab5ae804737cfff943dfc1feb52d754ee93f4aa62b5d22e83a0
"8","1","8","91002","25021","25014","10","2","31","284001001","2"
"8","2","8","91002","25021","25014","10","2","31","284001002","2"
"8","3","8","91002","25021","25014","10","2","32","284001003","2"
"8","4","8","91002","25021","25014","10","2","32","284001004","2"
"8","5","8","91002","25021","25014","10","2","33","284001005","2"
"8","6","9","91002","25021","25014","10","2","33","284001006","2"
"8","7","9","91002","25021","25014","10","2","34","284001007","2"
"8","8","9","91002","25021","25014","10","2","35","284001008","2"
"8","9","9","91002","25021","25014","10","2","35","284001009","2"
"8","10","10","91002","25021","25014","30","2","37","284001010","2"
"8","11","10","91002","25021","25014","10","2","41","284001011","2"
"8","12","11","91002","25021","25014","10","2","43","284001012","2"
"8","13","11","91002","25021","25014","10","2","46","284001013","2"
"8","14","12","91002","25021","25014","10","2","48","284001014","2"
"8","15","12","91002","25021","25014","10","2","50","284001015","2"
"8","16","13","91002","25021","25014","10","2","53","284001016","2"
"8","17","14","91002","25021","25014","10","2","55","284001017","2"
"8","18","14","91002","25021","25014","10","2","58","284001018","2"
"8","19","15","91002","25021","25014","10","2","60","284001019","2"
"8","20","15","91002","25021","25014","30","2","62","284001020","2"
"8","21","16","91002","25021","25014","10","2","68","284001021","2"
"8","22","16","91002","25021","25014","10","2","70","284001022","2"
"8","23","16","91002","25021","25014","10","2","72","284001023","2"
"8","24","17","91002","25021","25014","10","2","75","284001024","2"
"8","25","18","91002","25021","25014","10","2","77","284001025","2"
"8","26","18","91002","25021","25014","10","2","79","284001026","2"
"8","27","19","91002","25021","25014","10","2","82","284001027","2"
"8","28","19","91002","25021","25014","10","2","84","284001028","2"
"8","29","19","91002","25021","25014","10","2","86","284001029","2"
"8","30","20","91002","25021","25014","30","2","89","284001030","2"
"8","31","20","91002","25021","25014","10","2","94","284001031","2"
"8","32","21","91002","25021","25014","10","2","96","284001032","2"
"8","33","21","91002","25021","25014","10","2","99","284001033","2"
"8","34","22","91002","25021","25014","10","2","101","284001034","2"
"8","35","22","91002","25021","25014","10","2","103","284001035","2"
"8","36","23","91002","25021","25014","10","2","106","284001036","2"
"8","37","23","91002","25021","25014","10","2","108","284001037","2"
"8","38","24","91002","25021","25014","10","2","111","284001038","2"
"8","39","25","91002","25021","25014","10","2","113","284001039","2"
"8","40","25","91002","25021","25014","30","2","115","284001040","2"
"8","41","26","91002","25021","25014","10","2","121","284001041","2"
"8","42","27","91002","25021","25014","10","2","123","284001042","2"
"8","43","28","91002","25021","25014","10","2","125","284001043","2"
"8","44","28","91002","25021","25014","10","2","128","284001044","2"
"8","45","29","91002","25021","25014","10","2","130","284001045","2"
"8","46","30","91002","25021","25014","10","2","132","284001046","2"
"8","47","30","91002","25021","25014","10","2","135","284001047","2"
"8","48","31","91002","25021","25014","10","2","137","284001048","2"
"8","49","31","91002","25021","25014","10","2","139","284001049","2"
"8","50","31","91002","25021","25014","30","2","142","284001050","2"
"8","51","32","91002","25021","25014","10","2","144","284001051","2"
"8","52","32","91002","25021","25014","10","2","146","284001052","2"
"8","53","32","91002","25021","25014","10","2","149","284001053","2"
"8","54","33","91002","25021","25014","10","2","152","284001054","2"
"8","55","33","91002","25021","25014","10","2","155","284001055","2"
"8","56","33","91002","25021","25014","10","2","157","284001056","2"
"8","57","34","91002","25021","25014","10","2","160","284001057","2"
"8","58","34","91002","25021","25014","10","2","163","284001058","2"
"8","59","34","91002","25021","25014","10","2","166","284001059","2"
"8","60","35","91002","25021","25014","30","2","169","284001060","2"
"8","61","35","91002","25021","25014","10","2","171","284001061","2"
"8","62","35","91002","25021","25014","10","2","174","284001062","2"
"8","63","36","91002","25021","25014","10","2","177","284001063","2"
"8","64","36","91002","25021","25014","10","2","180","284001064","2"
"8","65","36","91002","25021","25014","10","2","182","284001065","2"
"8","66","37","91002","25021","25014","10","2","185","284001066","2"
"8","67","37","91002","25021","25014","10","2","187","284001067","2"
"8","68","37","91002","25021","25014","10","2","190","284001068","2"
"8","69","38","91002","25021","25014","10","2","193","284001069","2"
"8","70","38","91002","25021","25014","30","2","196","284001070","2"
"8","71","39","91002","25021","25014","10","2","200","284001071","2"
"8","72","39","91002","25021","25014","10","2","204","284001072","2"
"8","73","40","91002","25021","25014","10","2","208","284001073","2"
"8","74","40","91002","25021","25014","10","2","212","284001074","2"
"8","75","41","91002","25021","25014","10","2","216","284001075","2"
"8","76","41","91002","25021","25014","10","2","220","284001076","2"
"8","77","42","91002","25021","25014","10","2","224","284001077","2"
"8","78","42","91002","25021","25014","10","2","228","284001078","2"
"8","79","43","91002","25021","25014","10","2","232","284001079","2"
"8","80","43","91002","25021","25014","30","2","236","284001080","2"
"8","81","44","91002","25021","25014","10","2","240","284001081","2"
"8","82","44","91002","25021","25014","10","2","244","284001082","2"
"8","83","45","91002","25021","25014","10","2","248","284001083","2"
"8","84","45","91002","25021","25014","10","2","252","284001084","2"
"8","85","46","91002","25021","25014","10","2","256","284001085","2"
"8","86","46","91002","25021","25014","10","2","260","284001086","2"
"8","87","47","91002","25021","25014","10","2","264","284001087","2"
"8","88","47","91002","25021","25014","10","2","268","284001088","2"
"8","89","48","91002","25021","25014","10","2","272","284001089","2"
"8","90","48","91002","25021","25014","30","2","276","284001090","2"
