01d0d1cc2aae93b3d9e8850f1f89c582681beae4adfd2f9fefab903a7f996d73,1a253f1868694cdfb9079050504ba6d198e50b21cbe89a3945b4a8b356c03d66,4b785de2c4e82aedf8f262e5459d35470fc296e897f2cd91f0317221f1eb3749,b91db23fe35ef0ad5de51733b29f838452b77df7547e97ef8e95b1030048a50a,c9d13ae000cdc01ee87aabbd08285b07a6e1a15bca53ed088cd72e4644e157d2,b063fa50def35768ed0967752628542245b8adc12a1dfb2ae12eb50759c0e3b7,f376524693f424b267b3671a4dcf5030150e1a0e1fc5062f1d1947b66137a3ea,2733b416d66fd33380056ddb968bcbc0878eab7b3eeb1fb69043a1c82689811a,a64e338a577e69f4e0db3607784b711890454a5d753ee12490db63981c7c09d0,a2a59e130bd9703c8e37b6a38e52899c03974d36e499245cc2c9078f87400c6c,71d4b0a4d77d08ac3b18bde4616db5312194e2661a4e11dc28b2f99efc9b08e7,a15417c40e8ee28a67985f57df27c0d715fd0c05983284c5f7401b045b27bff1,05d650476fe43c73369c4f00b70bbef18d931521be0eb8b675c6c0648c410d5c,f4990adea05f2d067345821d778f1f266718fb7fe4c8813a2df71eccf78e197d,0861573570fc3c86ef789dbb45417aed25d5c3d2cf977398380351b457a9bf0b,54c0dd8805e30c1a4f8b254ee8473c4c697539e1874d20a7e55c8a6db1faed2e,c510572b82a8e5d6304f451aa3341f69c0136595d5ae7c054ae6edb15fd06fed,f10305e5dc6261515f007205d775411efe9060880586e3900538eee9ae243c0e,898cb180951547fa516082d0ef1f60c642c42c028cf895fae40ee4ec296a3710
"32001","94002","500","90008","12","1","2","1","2","4","140000","4","1","140001","90005","10","5","2","500000"
"32001","0","200","91002","0","2","1","1","12","2","140001","4","1","25001","94002","500000","10","8","0"
"32001","94002","500","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","15","2","750000"
"32001","0","300","91002","0","2","1","2","12","2","140001","4","1","25001","94002","750000","20","8","0"
"32001","94002","500","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","25","2","750000"
"32001","0","500","91002","0","2","1","3","12","2","140001","4","1","25001","94002","750000","30","8","0"
"32001","94002","750","90008","12","1","2","3","2","4","140000","4","1","140001","90005","5","35","2","1000000"
"32001","0","1000","90008","0","2","1","4","12","2","140001","4","1","25001","94002","1000000","40","2","0"
"32001","94002","1250","90008","12","1","2","4","2","4","140000","4","1","140001","90005","5","45","2","2000000"
"32001","0","1500","90008","0","2","1","4","12","2","140001","4","1","25001","94002","2000000","50","2","0"
"32002","94002","500","90008","12","1","2","1","2","4","140000","4","1","140001","90005","10","5","2","500000"
"32002","94002","200","91002","12","1","2","1","2","4","21951","2","1","140001","25001","1","10","8","500000"
"32002","94002","700","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","15","2","750000"
"32002","0","300","91002","0","2","1","2","12","2","140001","4","1","25001","94002","750000","20","8","0"
"32002","94002","700","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","25","2","750000"
"32002","0","500","91002","0","2","1","3","12","2","140001","4","1","25001","94002","750000","30","8","0"
"32002","94002","1000","90008","12","1","2","3","2","4","140000","4","1","140001","90005","5","35","2","1000000"
"32002","0","1000","90008","0","2","1","4","12","2","140001","4","1","25001","94002","1000000","40","2","0"
"32002","94002","1250","90008","12","1","2","4","2","4","140000","4","1","140001","90005","5","45","2","2000000"
"32002","0","1500","90008","0","2","1","4","12","2","140001","4","1","25001","94002","2000000","50","2","0"
"32003","94002","500","90008","12","1","2","1","2","4","140000","4","1","140001","90005","10","5","2","500000"
"32003","94002","200","91002","12","1","2","1","2","4","21951","2","1","140001","25001","1","10","8","500000"
"32003","94002","700","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","15","2","750000"
"32003","0","300","91002","0","2","1","2","12","2","140001","4","1","25001","94002","750000","20","8","0"
"32003","94002","700","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","25","2","750000"
"32003","0","500","91002","0","2","1","3","12","2","140001","4","1","25001","94002","750000","30","8","0"
"32003","94002","1000","90008","12","1","2","3","2","4","140000","4","1","140001","90005","5","35","2","1000000"
"32003","0","1000","90008","0","2","1","4","12","2","140001","4","1","25001","94002","1000000","40","2","0"
"32003","94002","1250","90008","12","1","2","4","2","4","140000","4","1","140001","90005","5","45","2","2000000"
"32003","0","1500","90008","0","2","1","4","12","2","140001","4","1","25001","94002","2000000","50","2","0"
"32004","94002","500","90008","12","1","2","1","2","4","140000","4","1","140001","90005","10","5","2","500000"
"32004","94002","200","91002","12","1","2","1","2","4","21951","2","1","140001","25001","1","10","8","500000"
"32004","94002","700","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","15","2","750000"
"32004","0","300","91002","0","2","1","2","12","2","140001","4","1","25001","94002","750000","20","8","0"
"32004","94002","700","90008","12","1","2","2","2","4","140000","4","1","140001","90005","5","25","2","750000"
"32004","0","500","91002","0","2","1","3","12","2","140001","4","1","25001","94002","750000","30","8","0"
"32004","94002","1000","90008","12","1","2","3","2","4","140000","4","1","140001","90005","5","35","2","1000000"
"32004","0","1000","90008","0","2","1","4","12","2","140001","4","1","25001","94002","1000000","40","2","0"
"32004","94002","1250","90008","12","1","2","4","2","4","140000","4","1","140001","90005","5","45","2","2000000"
"32004","0","1500","90008","0","2","1","4","12","2","140001","4","1","25001","94002","2000000","50","2","0"
"32005","94002","500","90008","12","1","2","1","2","4","140000","4","1","140001","90005","10","5","2","500000"
