0279c151ca17873bbf1dcf14ce26d19efba5516960b2f29f627b471e416ee17b,28dab3ff8b100482dc1f5d6a6f9d17503e011e26870ade47973ddf4ee914235b,7be864d724d88863e2d5887cac8e389e1f497ebb9c3958589613c8457373b830,f30fc12ee09793a24d9701bb523d19e8415a52d1608e819f5aef31e468ce4da3,1b3906f5da4e6844453f1e8e45d0198c597b2a911816e30a30e62622e3c20dfe,8251eba0ed6f0a0adc9c9a63f67222370560c72721ac5d7f92d75ee8f437e016,95260475fc6c806c7fb78608ce3c1626f1ad7b15d8b6807da2259bf378601eb7,c065cfbd76112a92bdfbd7ea06ad9cb8814aaf55e0b09b5026e3aa8b2f0c768f,a0b245cb56d2503c40ad180e58fbd60f10f33e1c0e318a6f3cc56ee26b347552,543b3913d58aae3d0e4122b78c6f2ac5f9ca8a1685943c3e4bed72dc7185b591,754a14c43b889c0c084763c0c796fec091b8d6798ce4f98138c082b8a39127ea,d3f903ec2f623b01f52085195e02e2eadaab12c691c4ff3c001c9dee96035cd1,4504a5c904bdfedeadfd9e8571d9db06151a1a96f401ac353140b605df813ed9,0579ce869f8b759775242d63fd99b49fa24c67da84ef9a736df7b42a2d3a929c,1017c3cc894be7878ca50ec619a69e873335110a274ab00ced686f070bfa4785,ce64d331ac4ff6931a1d2936a450ee70207392ded23becb22d0f715795bd106c,0cfbd5f56930a0d056277851dd0003a5e63ad9fe55a19d7c3ef44ab73e2b78c4,cd79e8be0f61e619bbf851cd15eebfca829cc256e45e7107d6a5f9f9a7f73fbf,390056f6bd21d06beebbce8a055bad7438dc4633669d166d1c95cea1991c2179,d66363b0b1f88e8e79fbca65072eefd3939b5f56eba2b778948a8584268ee145,3456ee132f33ced7ed2be1a5ae43a2aeaa7199e6360ee8e10ec06a4f22f4513b
"0","1","91002","0","0","8","1001","500","1","2","90006","31043","0","0","5","1","500","0","2","1","0"
"0","1","91002","0","0","8","1001","1000","2","2","90006","31043","0","0","8","2","1000","0","2","2","0"
"0","1","91002","0","0","8","1001","1500","3","2","90006","31043","0","0","10","3","1500","0","2","3","0"
"0","1","91002","0","0","8","1001","2000","4","2","90006","31043","0","0","12","4","2000","0","2","4","0"
"0","1","91002","0","0","8","1001","2500","5","2","90006","31043","0","0","14","5","2500","0","2","5","0"
"0","1","91002","0","0","8","1001","3000","6","2","90006","31043","0","0","16","6","3000","0","2","6","0"
"0","1","91002","0","0","8","1001","3500","7","2","90006","31043","0","0","18","7","3500","0","2","7","0"
"0","1","91002","0","0","8","1001","4000","9","2","90006","31043","0","0","20","8","4000","0","2","8","0"
"0","1","91002","0","0","8","1001","4500","-1","2","90006","31043","0","0","25","9","4500","0","2","10","0"
"0","1","91002","0","0","8","1002","500","1","2","90006","31022","0","0","5","10","500","0","2","1","0"
"0","1","91002","0","0","8","1002","1000","2","2","90006","31022","0","0","8","11","1000","0","2","2","0"
"0","1","91002","0","0","8","1002","1500","3","2","90006","31022","0","0","10","12","1500","0","2","3","0"
"0","1","91002","0","0","8","1002","2000","4","2","90006","31022","0","0","12","13","2000","0","2","4","0"
"0","1","91002","0","0","8","1002","2500","5","2","90006","31022","0","0","14","14","2500","0","2","5","0"
"0","1","91002","0","0","8","1002","3000","6","2","90006","31022","0","0","16","15","3000","0","2","6","0"
"0","1","91002","0","0","8","1002","3500","7","2","90006","31022","0","0","18","16","3500","0","2","7","0"
"0","1","91002","0","0","8","1002","4000","8","2","90006","31022","0","0","20","17","4000","0","2","8","0"
"0","1","91002","0","0","8","1002","4500","9","2","90006","31022","0","0","25","18","4500","0","2","9","0"
"0","1","91002","0","0","8","1002","5000","-1","2","90006","31022","0","0","30","19","5000","0","2","10","0"
"0","1","91002","0","0","8","1003","500","1","2","90006","31042","0","0","5","20","500","0","2","1","0"
"0","1","91002","0","0","8","1003","1000","2","2","90006","31042","0","0","8","21","1000","0","2","2","0"
"0","1","91002","0","0","8","1003","1500","3","2","90006","31042","0","0","10","22","1500","0","2","3","0"
"0","1","91002","0","0","8","1003","2000","4","2","90006","31042","0","0","12","23","2000","0","2","4","0"
"0","1","91002","0","0","8","1003","2500","5","2","90006","31042","0","0","14","24","2500","0","2","5","0"
"0","1","91002","0","0","8","1003","3000","6","2","90006","31042","0","0","16","25","3000","0","2","6","0"
"0","1","91002","0","0","8","1003","3500","7","2","90006","31042","0","0","18","26","3500","0","2","7","0"
"0","1","91002","0","0","8","1003","4000","8","2","90006","31042","0","0","20","27","4000","0","2","8","0"
"0","1","91002","0","0","8","1003","4500","9","2","90006","31042","0","0","25","28","4500","0","2","9","0"
"0","1","91002","0","0","8","1003","5000","-1","2","90006","31042","0","0","30","29","5000","0","2","10","0"
"0","1","91002","0","0","8","1004","500","1","2","90006","31018","0","0","5","30","500","0","2","1","0"
"0","1","91002","0","0","8","1004","1000","2","2","90006","31018","0","0","8","31","1000","0","2","2","0"
"0","1","91002","0","0","8","1004","1500","3","2","90006","31018","0","0","10","32","1500","0","2","3","0"
"0","1","91002","0","0","8","1004","2000","4","2","90006","31018","0","0","12","33","2000","0","2","4","0"
"0","1","91002","0","0","8","1004","2500","5","2","90006","31018","0","0","14","34","2500","0","2","5","0"
"0","1","91002","0","0","8","1004","3000","6","2","90006","31018","0","0","16","35","3000","0","2","6","0"
"0","1","91002","0","0","8","1004","3500","7","2","90006","31018","0","0","18","36","3500","0","2","7","0"
"0","1","91002","0","0","8","1004","4000","8","2","90006","31018","0","0","20","37","4000","0","2","8","0"
"0","1","91002","0","0","8","1004","4500","9","2","90006","31018","0","0","25","38","4500","0","2","9","0"
"0","1","91002","0","0","8","1004","5000","-1","2","90006","31018","0","0","30","39","5000","0","2","10","0"
"0","1","91002","0","0","8","1005","500","1","2","90006","31025","0","0","5","40","500","0","2","1","0"
"0","1","91002","0","0","8","1005","1000","2","2","90006","31025","0","0","8","41","1000","0","2","2","0"
"0","1","91002","0","0","8","1005","1500","3","2","90006","31025","0","0","10","42","1500","0","2","3","0"
"0","1","91002","0","0","8","1005","2000","4","2","90006","31025","0","0","12","43","2000","0","2","4","0"
"0","1","91002","0","0","8","1005","2500","5","2","90006","31025","0","0","14","44","2500","0","2","5","0"
"0","1","91002","0","0","8","1005","3000","6","2","90006","31025","0","0","16","45","3000","0","2","6","0"
"0","1","91002","0","0","8","1005","3500","7","2","90006","31025","0","0","18","46","3500","0","2","7","0"
"0","1","91002","0","0","8","1005","4000","8","2","90006","31025","0","0","20","47","4000","0","2","8","0"
"0","1","91002","0","0","8","1005","4500","9","2","90006","31025","0","0","25","48","4500","0","2","9","0"
"0","1","91002","0","0","8","1005","5000","-1","2","90006","31025","0","0","30","49","5000","0","2","10","0"
"0","1","91002","0","0","8","1006","500","1","2","90006","31043","0","0","5","50","500","0","2","1","0"
"0","1","91002","0","0","8","1006","1000","2","2","90006","31043","0","0","8","51","1000","0","2","2","0"
"0","1","91002","0","0","8","1006","1500","3","2","90006","31043","0","0","10","52","1500","0","2","3","0"
"0","1","91002","0","0","8","1006","2000","4","2","90006","31043","0","0","12","53","2000","0","2","4","0"
"0","1","91002","0","0","8","1006","2500","5","2","90006","31043","0","0","14","54","2500","0","2","5","0"
"0","1","91002","0","0","8","1006","3000","6","2","90006","31043","0","0","16","55","3000","0","2","6","0"
"0","1","91002","0","0","8","1006","3500","7","2","90006","31043","0","0","18","56","3500","0","2","7","0"
"0","1","91002","0","0","8","1006","4000","8","2","90006","31043","0","0","20","57","4000","0","2","8","0"
"0","1","91002","0","0","8","1006","4500","9","2","90006","31043","0","0","25","58","4500","0","2","9","0"
"0","1","91002","0","0","8","1006","5000","-1","2","90006","31043","0","0","30","59","5000","0","2","10","0"
"0","1","91002","0","0","8","1007","500","1","2","90006","31022","0","0","5","60","500","0","2","1","0"
"0","1","91002","0","0","8","1007","1000","2","2","90006","31022","0","0","8","61","1000","0","2","2","0"
"0","1","91002","0","0","8","1007","1500","3","2","90006","31022","0","0","10","62","1500","0","2","3","0"
"0","1","91002","0","0","8","1007","2000","4","2","90006","31022","0","0","12","63","2000","0","2","4","0"
"0","1","91002","0","0","8","1007","2500","5","2","90006","31022","0","0","14","64","2500","0","2","5","0"
"0","1","91002","0","0","8","1007","3000","6","2","90006","31022","0","0","16","65","3000","0","2","6","0"
"0","1","91002","0","0","8","1007","3500","7","2","90006","31022","0","0","18","66","3500","0","2","7","0"
"0","1","91002","0","0","8","1007","4000","8","2","90006","31022","0","0","20","67","4000","0","2","8","0"
"0","1","91002","0","0","8","1007","4500","9","2","90006","31022","0","0","25","68","4500","0","2","9","0"
"0","1","91002","0","0","8","1007","5000","-1","2","90006","31022","0","0","30","69","5000","0","2","10","0"
