1515e0bd4cb32a25d0c898f97672ffd74b4e741b63fdb7d5fcfdec8ef325f7c0,f9b2ab28e0ee853f88ba4db67472b566aa6db9f0e7eee39049ea3197dbff4cfb,7c29dccd32cc0d1cb1eb2948a2542c7eb7b65c54ddea8b9c6e9fdd3bcf45d48a,6287acf8c32ecc4312a29408c6937a3479948991cc8af7e765e05a572d4a7ef4,395cb5ab300e954ed7ac808caf5afee6f6c7fe876d6b1e388a33835d1dc8962f,1b0f9266e1ad799121484867de8dc9f99cc95a49c1f2a53bb4105f070c2b6e79,2a46c911a78eae602e81c62ca6eb04f0e097ec1434e99cabeebcd1a313e3814f,f611bd543d167e5105bd971f9c982dc54dbc3f427875f5caedf599c9ca052c72,d72564814d4c1011c78488e042962326babe36d8e45c5e1a755659fb22f8dd45,31c09434e6b00f24bff24a8b3068aa1f9a7661875ce88b72175a2ed96a6a592a,9537b70bbf4b206eb8472f07dd4c3fdbb4a6cb7d34973bd21d2ea884e4f952d5,19c7ce28b0852a548bdb991fe60529318790eb67364deef5fb1e65b032388510,e89205182d603a05689233ee074a0d9606bb1a4c0c6a1bc705e63be8fc41cac4,83d828c4b26a815d8a69a8e16a89a0becae142930b1b5a712edced11c1f53eb7,888878630af352040c55d758a138c16d23aadf14b73618fa1f06125ccb249df6,a704927a3fdd514fe20ae9930d2f5f0c0e86776185c553965f2dc94210538ef0,e72087427c7553af332d1ab33f63db0cf72b3fb53fcbb00845a2ba5466de89b3,18821cbb01ca3d43a29130281ce4623d854da456dd3a00797847b1fe9be1517d,c817347a949ef0ab8c8def5747387670c5cfff5f923a1f97e1485c7022a4056c
"0","2","0","100101","0","0","0","0","10","0","1","0","0","65","1","0","0","75","16"
"0","3","0","100101","0","0","0","0","30","0","3","0","0","185","2","0","0","125","68"
"0","4","3","100101","0","0","0","0","60","0","7","0","0","420","4","0","0","260","158"
"0","5","7","100101","0","0","0","0","100","0","12","0","0","810","7","0","0","420","293"
"0","6","11","100101","0","3","0","0","130","0","17","0","0","1340","11","0","0","630","486"
"0","7","17","100101","0","6","0","0","155","0","26","0","0","1660","15","0","0","1235","731"
"0","8","24","100101","0","9","0","0","180","9","35","0","10","2290","15","0","0","1795","1030"
"0","9","27","100101","0","9","5","0","205","23","46","0","40","2540","16","0","0","1795","1459"
"0","10","35","100101","0","9","10","10","205","37","51","0","100","2740","16","0","0","1795","1941"
"0","11","44","100101","0","9","15","20","205","37","55","0","158","3100","16","3","0","1795","2439"
"0","12","46","100101","0","9","15","20","205","37","66","0","198","3470","18","36","0","2045","2871"
"0","13","54","100101","0","9","15","20","230","37","79","0","251","3720","18","56","0","2045","3345"
"0","14","68","100101","0","9","15","20","255","37","97","0","328","3880","20","56","0","2045","3840"
"0","15","82","100101","0","9","15","20","255","37","111","0","448","3880","20","56","0","2045","4412"
"0","16","94","100101","0","9","15","20","255","37","124","0","586","3880","20","59","0","2045","5015"
"0","17","103","100101","0","9","15","20","255","37","142","0","711","3930","20","62","0","2045","5656"
"0","18","119","100101","0","9","15","20","255","37","157","0","856","3980","20","62","0","2045","6351"
"0","19","135","100101","0","9","15","20","255","37","173","0","984","4075","20","62","0","2045","7154"
"0","20","147","100101","0","9","15","20","255","37","203","0","1065","4270","20","62","0","2045","8017"
