17df6076b8635105f88ef8c6105dea0f0718caa9ff7c7586a59d078d7b924093,8bc9515d09c7954d17db08dfec8f3672b6308c12af41245843f3990ffa0c8e96,965852376083c69707d4fc78460bb582b6a416d73ae8399d8314ff8dd9e483a0,ac57bb83a08c6fd4005c75bc23d17b193151abe81d36710846e0465c9028bfff,a7ea55f5e9ad55642e1b2205bef79357f34ddf4fead0bb2fa5e39621ee23bcf2,01b803e49e998476f02e8aa17174f31f6ed6a84cb6d21e3d482164758b9590d9,3e3fb6a06dd9eedfcf91b2c693d65285ef21d83adc32e5b208fcaf0908414169,c2be7b908f63c8ee2703fb500d601733c950d3929ab177513160816f91828965,66ab9d9faa101683463de9a1fc2be2122a056ceb7b6c1c35fa6b8770208f17ac,b167c698c39a79ed0501da7f67165c30747e89adfba96f5433a23c8d8c5872fc
"302","2018/01/01 15:00:00","0","2018/02/28 14:59:59","0","1","0","0","0","10000"
"302","2018/02/28 15:00:00","1","2018/03/15 14:59:59","0","1","0","0","0","10001"
"302","2018/03/15 15:00:00","1","2018/03/31 14:59:59","0","1","0","0","0","10002"
"302","2018/03/31 15:00:00","1","2018/04/16 14:59:59","0","1","0","0","0","10003"
"302","2018/04/16 15:00:00","1","2018/04/30 11:59:59","0","1","0","0","0","10004"
"302","2018/04/30 12:00:00","1","2018/05/15 14:59:59","0","1","0","0","0","10005"
"302","2018/05/15 15:00:00","1","2018/05/31 11:59:59","0","1","0","0","0","10006"
"302","2018/05/31 12:00:00","1","2018/06/15 14:59:59","0","1","0","0","0","10007"
"302","2018/06/15 15:00:00","1","2018/06/30 11:59:59","0","1","0","0","0","10008"
"302","2018/06/30 12:00:00","1","2018/07/17 14:59:59","0","1","0","0","0","10009"
"302","2018/07/17 15:00:00","1","2018/07/31 11:59:59","0","1","0","0","0","10010"
"302","2018/07/31 12:00:00","1","2018/08/21 14:59:59","0","1","0","0","0","10011"
"302","2018/08/21 15:00:00","1","2018/08/31 11:59:59","0","1","0","0","0","10012"
"302","2018/08/31 12:00:00","1","2018/09/18 14:59:59","0","1","0","0","0","10013"
"302","2018/09/18 15:00:00","1","2018/09/30 11:59:59","0","1","0","0","0","10014"
"302","2018/09/30 12:00:00","1","2018/10/18 14:59:59","0","1","0","0","0","10015"
"302","2018/10/18 15:00:00","1","2018/10/31 11:59:59","0","1","0","0","0","10016"
"302","2018/11/03 19:00:00","1","2018/11/19 14:59:59","0","1","0","0","0","10017"
"302","2018/11/19 15:00:00","1","2018/11/30 11:59:59","0","1","0","0","0","10018"
"302","2018/11/30 12:00:00","1","2018/12/19 14:59:59","0","1","0","0","0","10019"
"302","2018/12/19 15:00:00","1","2018/12/31 11:59:59","0","1","0","0","0","10020"
"302","2019/01/03 19:00:00","1","2019/01/18 14:59:59","0","1","0","0","0","10021"
"302","2019/01/18 15:00:00","1","2019/01/31 11:59:59","0","1","0","0","0","10022"
"302","2019/01/31 12:00:00","1","2019/02/15 22:59:59","0","1","0","0","0","10023"
"302","2019/02/28 12:00:00","1","2019/03/19 14:59:59","0","1","0","0","0","10024"
"302","2019/03/19 15:00:00","1","2019/03/26 14:59:59","0","1","0","0","0","10025"
"302","2019/03/26 15:00:00","1","2019/03/31 11:59:59","0","1","0","0","0","10026"
"302","2019/03/31 12:00:00","1","2019/04/19 14:59:59","0","1","0","0","0","10027"
"302","2019/04/19 15:00:00","1","2019/04/30 11:59:59","0","1","0","0","0","10028"
