b1e3a6e43427138abc6b831c971988faa8fc83c21cfed679a51c4175042cfceb,8fcb8deebff821dd671d86e574fd3e21a47c5aa36e09d75e9791e0d6343913e3,a3d5a3e7e8afcd236dd5a843db654e1ea7b1aaf43a0af679f0de6891b012e796,69487bea79d24b7aa758ba6649d33a72e412d3d3c965703696856bdc4db71b9b,fb6da757e19bcedf49baf727aa80fee986ddde0ae181a95b89df1a087b835779,fa13148209e131e56794e6012f66020c27ae05e5779d13519e8418e56636b0ff,cf4293c59efdf03cdd28a2e59b0bf30066bda45d795d4578eeda8ab74ff15919,a2947cf7dc3414d65472897051118fa7de15ea598e8023bb7345fae0a8945a64,30e52d3868af8a000694935fd31e104b12c246969b5b643b40dbff4131dca630
"0","0","","0","1","50","1","610201101","1.6"
"200","0","","0","1","-75","1","610201151","1.8"
"0","0","","0","1","50","1","610201201","1.6"
"0","0","","0","1","50","1","610201202","1.6"
"0","0","","0","1","50","1","610201203","1.6"
"200","0","","0","1","-75","1","610201251","1.65"
"200","0","","0","1","-75","1","610201252","1.8"
"200","0","","0","1","-75","1","610201253","1.8"
"0","0","","0","1","50","1","610201301","1.6"
"0","0","","0","1","50","1","610201302","1.6"
"0","0","","0","1","50","1","610201303","1.6"
"200","0","","0","1","-75","1","610201351","1.65"
"200","0","","0","1","-75","1","610201352","1.8"
"200","0","","0","1","-75","1","610201353","1.8"
"0","1","","0","2","0","0","610201401","1"
"0","1","","0","3","0","0","610201402","1"
"0","1","","0","4","0","0","610201403","1"
"0","0","","-200","2","0","0","610201451","0.78"
"0","0","","-140","3","0","0","610201452","0.78"
"0","0","","-60","4","0","0","610201453","0.78"
"0","1","","0","2","0","0","610201501","1"
"0","1","","0","3","0","0","610201502","1"
"0","1","","0","4","0","0","610201503","1"
"0","0","","-200","2","0","0","610201551","0.78"
"0","0","","-140","3","0","0","610201552","0.78"
"0","0","","-60","4","0","0","610201553","0.78"
"190","0","","0","1","-45","1","610202101","1.7"
"190","0","","0","1","-55","1","610202201","1.4"
"190","0","","0","1","-45","1","610202202","1.7"
"190","0","","0","1","-45","1","610202203","1.7"
"190","0","","0","1","-55","1","610202301","1.4"
"190","0","","0","1","-45","1","610202302","1.7"
"190","0","","0","1","-45","1","610202303","1.7"
"0","0","","-200","2","0","0","610202401","1"
"0","0","","-140","3","0","0","610202402","1"
"0","0","","-60","4","0","0","610202403","1"
"0","0","","-60","5","0","0","610202404","1"
"0","0","","-200","2","0","0","610202501","1"
"0","0","","-140","3","0","0","610202502","1"
"0","0","","-60","4","0","0","610202503","1"
"0","0","","-60","5","0","0","610202504","1"
"190","0","","0","1","-80","1","610203101","1.03"
"190","0","","0","1","-42","1","610203201","0.66"
"190","0","","0","1","-80","1","610203202","1.03"
"190","0","","0","1","-80","1","610203203","1.03"
"190","0","","0","1","-42","1","610203301","0.66"
"190","0","","0","1","-80","1","610203302","1.03"
"190","0","","0","1","-80","1","610203303","1.03"
"0","0","","-200","2","0","0","610203401","0.78"
"0","0","","-140","3","0","0","610203402","0.78"
"0","0","","-60","4","0","0","610203403","0.78"
"0","0","","-30","5","0","0","610203404","0.78"
"0","0","","-200","2","0","0","610203501","0.78"
"0","0","","-140","3","0","0","610203502","0.78"
"0","0","","-60","4","0","0","610203503","0.78"
"0","0","","-30","5","0","0","610203504","0.78"
"305","0","","0","1","-65","1","610204101","1.75"
"305","0","","0","1","-55","1","610204201","1.4"
"305","0","","0","1","-65","1","610204202","1.75"
"305","0","","0","1","-65","1","610204203","1.75"
"305","0","","0","1","-55","1","610204301","1.4"
"305","0","","0","1","-65","1","610204302","1.75"
"305","0","","0","1","-65","1","610204303","1.75"
"0","0","","-200","2","0","0","610204401","0.85"
"0","0","","-140","3","0","0","610204402","0.85"
"0","0","","-60","4","0","0","610204403","1"
"0","0","","-60","5","0","0","610204404","1"
"0","0","","-200","2","0","0","610204501","0.85"
"0","0","","-140","3","0","0","610204502","0.85"
"0","0","","-60","4","0","0","610204503","1"
"0","0","","-60","5","0","0","610204504","1"
"160","0","","0","1","-60","1","610205101","1.38"
"160","0","","0","1","0","1","610205201","0.94"
"160","0","","0","1","-60","1","610205202","1.38"
"160","0","","0","1","-60","1","610205203","1.38"
"160","0","","0","1","0","1","610205301","0.94"
"160","0","","0","1","-60","1","610205302","1.38"
"160","0","","0","1","-60","1","610205303","1.38"
"0","0","","-200","2","0","0","610205401","0.9"
"0","0","","-140","3","0","0","610205402","0.9"
"0","0","","-60","4","0","0","610205403","0.9"
"0","0","","-60","5","0","0","610205404","0.9"
"0","0","","-200","2","0","0","610205501","0.9"
"0","0","","-140","3","0","0","610205502","0.9"
"0","0","","-60","4","0","0","610205503","0.9"
"0","0","","-60","5","0","0","610205504","0.9"
"295","0","","0","1","-80","1","610206101","0.86"
"295","0","","0","1","-50","1","610206201","0.68"
"295","0","","0","1","-50","1","610206202","0.68"
"295","0","","0","1","-80","1","610206203","0.86"
"295","0","","0","1","-50","1","610206301","0.68"
"295","0","","0","1","-50","1","610206302","0.68"
"295","0","","0","1","-80","1","610206303","0.86"
"0","0","","-200","2","0","0","610206401","0.85"
"0","0","","-140","3","0","0","610206402","1"
"0","0","","-60","4","0","0","610206403","1"
"0","0","","-60","5","0","0","610206404","1"
"0","0","","-200","6","0","0","610206405","0.78"
"0","0","","-140","7","0","0","610206406","0.78"
"0","0","","-60","8","0","0","610206407","0.78"
"0","0","","-60","9","0","0","610206408","0.78"
"0","0","","-200","2","0","0","610206501","0.85"
"0","0","","-140","3","0","0","610206502","1"
"0","0","","-60","4","0","0","610206503","1"
"0","0","","-60","5","0","0","610206504","1"
"0","0","","-200","6","0","0","610206505","0.78"
"0","0","","-140","7","0","0","610206506","0.78"
"0","0","","-60","8","0","0","610206507","0.78"
"0","0","","-60","9","0","0","610206508","0.78"
"250","0","","0","1","-17","1","610207101","1.35"
"250","0","","0","1","0","1","610207201","0.95"
"250","0","","0","1","-17","1","610207202","1.35"
"250","0","","0","1","-17","1","610207203","1.35"
"250","0","","0","1","0","1","610207301","0.95"
"250","0","","0","1","-17","1","610207302","1.35"
"250","0","","0","1","-17","1","610207303","1.35"
"0","0","","-200","2","-21","0","610207401","0.85"
"0","0","","-140","3","-21","0","610207402","0.85"
"0","0","","-60","4","-21","0","610207403","0.85"
"0","0","","-60","5","-21","0","610207404","0.73"
"0","0","","-200","2","-21","0","610207501","0.85"
"0","0","","-140","3","-21","0","610207502","0.85"
"0","0","","-60","4","-21","0","610207503","0.85"
"0","0","","-60","5","-21","0","610207504","0.73"
"405","0","","0","1","-90","1","610208101","1.01"
"0","0","","0","4","0","0","610208103","0"
"405","0","","0","1","-90","1","610208201","0.9"
"405","0","","0","1","-90","1","610208202","1.01"
"405","0","","0","1","-90","1","610208203","1.01"
"405","0","","0","1","-90","1","610208301","0.9"
"405","0","","0","1","-90","1","610208302","1.01"
"405","0","","0","1","-90","1","610208303","1.01"
"0","0","","-140","2","0","0","610208401","0.78"
"0","0","","-60","3","0","0","610208402","0.78"
"0","0","","-140","2","0","0","610208501","0.78"
"0","0","","-60","3","0","0","610208502","0.78"
"140","0","","0","1","-14","1","610209101","1.3"
"140","0","","0","1","-15","1","610209201","1.15"
"140","0","","0","1","-14","1","610209202","1.3"
"140","0","","0","1","-14","1","610209203","1.3"
"140","0","","0","1","-15","1","610209301","1.15"
"140","0","","0","1","-14","1","610209302","1.3"
"140","0","","0","1","-14","1","610209303","1.3"
"0","0","","-200","2","0","0","610209401","1"
"0","0","","-140","3","0","0","610209402","1"
"0","0","","-60","4","0","0","610209403","1"
"0","0","","-60","5","0","0","610209404","1"
"0","0","","-200","2","0","0","610209501","1"
"0","0","","-140","3","0","0","610209502","1"
"0","0","","-60","4","0","0","610209503","1"
"0","0","","-60","5","0","0","610209504","1"
"165","0","","0","1","-15","1","610210101","1.15"
"165","0","","0","1","0","1","610210201","0.92"
"165","0","","0","1","-15","1","610210202","1.15"
"165","0","","0","1","-15","1","610210203","1.15"
"165","0","","0","1","0","1","610210301","0.92"
"165","0","","0","1","-15","1","610210302","1.15"
"165","0","","0","1","-15","1","610210303","1.15"
"0","0","","-200","2","0","0","610210401","0.68"
"0","0","","-140","3","0","0","610210402","0.68"
"0","0","","-60","4","0","0","610210403","0.68"
"0","0","","-60","5","0","0","610210404","0.68"
"0","0","","-200","2","0","0","610210501","0.68"
"0","0","","-140","3","0","0","610210502","0.68"
"0","0","","-60","4","0","0","610210503","0.68"
"0","0","","-60","5","0","0","610210504","0.68"
"55","0","","0","1","30","1","610211101","0.9"
"55","0","","0","1","-5","1","610211201","0.9"
"55","0","","0","1","30","1","610211202","0.9"
"55","0","","0","1","30","1","610211203","0.9"
"55","0","","0","1","-5","1","610211301","0.9"
"55","0","","0","1","30","1","610211302","0.9"
"55","0","","0","1","30","1","610211303","0.9"
"0","0","","-40","2","0","0","610211401","0.78"
"0","0","","-10","3","0","0","610211402","0.78"
"0","0","","50","4","0","0","610211403","0.78"
"0","0","","50","5","0","0","610211404","0.78"
"0","0","","-40","2","0","0","610211501","0.78"
"0","0","","-10","3","0","0","610211502","0.78"
"0","0","","50","4","0","0","610211503","0.78"
"0","0","","50","5","0","0","610211504","0.78"
"35","0","","0","1","45","1","610212101","0.9"
"35","0","","0","1","0","1","610212201","0.8"
"35","0","","0","1","45","1","610212202","0.9"
"35","0","","0","1","45","1","610212203","0.9"
"35","0","","0","1","0","1","610212301","0.8"
"35","0","","0","1","45","1","610212302","0.9"
"35","0","","0","1","45","1","610212303","0.9"
"0","0","","-220","2","0","0","610212401","0.6"
"0","0","","-200","3","0","0","610212402","0.6"
"0","0","","-140","4","0","0","610212403","0.6"
"0","0","","-140","5","0","0","610212404","0.6"
"0","0","","-60","2","0","0","610212405","0.6"
"0","0","","-60","3","0","0","610212406","0.6"
"0","0","","-220","4","0","0","610212501","0.6"
"0","0","","-200","5","0","0","610212502","0.6"
"0","0","","-140","2","0","0","610212503","0.6"
"0","0","","-140","3","0","0","610212504","0.6"
"0","0","","-60","4","0","0","610212505","0.6"
"0","0","","-60","5","0","0","610212506","0.6"
"250","0","","0","1","-75","1","610213101","1.35"
"0","0","","0","1","-125","1","610213151","0.9"
"250","0","","0","1","-70","1","610213201","1.1"
"250","0","","0","1","-75","1","610213204","1.35"
"250","0","","0","1","-75","1","610213207","1.35"
"0","0","","0","1","-125","1","610213251","0.71"
"0","0","","0","1","-125","1","610213252","0.9"
"0","0","","0","1","-125","1","610213253","0.9"
"250","0","","0","1","-70","1","610213301","1.1"
"250","0","","0","1","-75","1","610213304","1.35"
"250","0","","0","1","-75","1","610213307","1.35"
"0","0","","0","1","-125","1","610213351","0.71"
"0","0","","0","1","-125","1","610213352","0.9"
"0","0","","0","1","-125","1","610213353","0.9"
"0","0","","-200","2","-20","0","610213401","0.7"
"0","0","","-140","3","-20","0","610213402","0.7"
"0","0","","-60","4","-20","0","610213403","0.7"
"0","0","","-60","5","-20","0","610213404","0.7"
"0","0","","-50","2","0","0","610213451","0.78"
"0","0","","0","3","0","0","610213452","0.78"
"0","0","","100","4","0","0","610213453","0.78"
"0","0","","300","5","0","0","610213454","0.78"
"0","0","","-200","2","-20","0","610213501","0.7"
"0","0","","-140","3","-20","0","610213502","0.7"
"0","0","","-60","4","-20","0","610213503","0.7"
"0","0","","-60","5","-20","0","610213504","0.7"
"0","0","","-50","2","0","0","610213551","0.78"
"0","0","","0","3","0","0","610213552","0.78"
"0","0","","100","4","0","0","610213553","0.78"
"0","0","","300","5","0","0","610213554","0.78"
"0","0","","0","6","0","0","610213555","0.78"
"30","0","","0","1","15","1","610214101","1.26"
"30","0","","0","1","-10","1","610214201","1"
"30","0","","0","1","-10","1","610214202","1"
"30","0","","0","1","15","1","610214203","1.26"
"30","0","","0","1","-10","1","610214301","1"
"30","0","","0","1","-10","1","610214302","1"
"30","0","","0","1","15","1","610214303","1.26"
"0","0","","-40","2","0","0","610214401","0.82"
"0","0","","-10","3","0","0","610214402","0.82"
"0","0","","50","4","0","0","610214403","0.82"
"0","0","","50","5","0","0","610214404","0.82"
"0","0","","-40","6","0","0","610214405","0.85"
"0","0","","-10","7","-10","0","610214406","0.85"
"0","0","","50","8","-10","0","610214407","0.85"
"0","0","","50","9","-10","0","610214408","0.85"
"0","0","","-40","2","0","0","610214501","0.82"
"0","0","","-10","3","0","0","610214502","0.82"
"0","0","","50","4","0","0","610214503","0.82"
"0","0","","50","5","0","0","610214504","0.82"
"0","0","","-40","6","0","0","610214505","0.85"
"0","0","","-10","7","-10","0","610214506","0.85"
"0","0","","50","8","-10","0","610214507","0.85"
"0","0","","50","9","-10","0","610214508","0.85"
