e2dd9f43234d07d5e075003a242e1a01693bbc83a1e5513ac42d18b589d2256d,b99497002d258ff5c8619b81f4836537a04110fcadabb3c59b5ce2c043c46adb,a8247cabc8b810a304dfc99113e17af9a5e454c1b95bfab761beb549b4e5b24c,d2b33c16eca31f5f149f89b0ebea5abc460dad2c3a3c5408bf54ac02d63605a0,54dde253369d8870c3f9eb6ba812f0eb5dc31341e3cd8e4e631acbf15262096a,76dccd459c699283dfbb8e50d0e2f85300c5e77a49dbe79807158ac7d3f2acf7,2603d1f0a9aeef39c887514514c59c6b11070994812fecb3673002979f489f53,dd9d23195c445380f3a4dd5ed589237e044da8a693eb60cc409fc0bfdf7b00ff,b67caa52fe82b34df404b52fabaf5d9bc1b6d07467e9feb59b20d2ed67090a5e,82b6e90c6193a3fa71b30d5272ed260f85d32f0aa81960abdf73a241bcdf0218,7783ddaf45ef60864a941564bf80048418c641ad4994ee36a483bc376ac95e19,3057525ec3fd9fb5a139372b8d925acea0eb525c78320cbc7e14e33068507b54,a9dd89f9bfbb354abbee8f7fba731cb47f2a9495d31cc6744de19497d3f9d4db,f8e272114e72d49ed1a2a93430eb207488a4bac2433136dbfd2be51ad2ddcf9d,e039d78d366cacafe2e6c5bc5eac89d71a32925f9fe084cfe21f77b19e02ce72
"100113","701000101","1","0","100113","EASY","0","90110001","110001","90","bgm_M57","1","1","bgm_M57","0"
"100113","701000102","1","0","100113","NORMAL","0","90110002","110001","90","bgm_M57","1","2","bgm_M57","0"
"100113","701000103","1","0","100113","HARD","0","90110003","110001","90","bgm_M57","1","3","bgm_M57","0"
"100113","701000104","1","0","100113","VERY HARD","0","90110004","110001","90","bgm_M57","1","4","bgm_M57","0"
"100113","701000105","1","0","100113","EXTREME","0","90110005","110001","90","bgm_M57","1","5","bgm_M57","0"
"103013","701000201","1","0","103013","EASY","0","90120001","120001","90","bgm_M169","2","1","bgm_M169","0"
"103013","701000202","1","0","103013","NORMAL","0","90120002","120001","90","bgm_M169","2","2","bgm_M169","0"
"103013","701000203","1","0","103013","HARD","0","90120003","120001","90","bgm_M169","2","3","bgm_M169","0"
"103013","701000204","1","0","103013","VERY HARD","0","90120004","120001","90","bgm_M169","2","4","bgm_M169","0"
"103013","701000205","1","0","103013","EXTREME","0","90120005","120001","90","bgm_M169","2","5","bgm_M169","0"
"100113","701000301","1","0","100113","EASY","0","90130001","130001","90","bgm_M64","3","1","bgm_M64","0"
"100113","701000302","1","0","100113","NORMAL","0","90130002","130001","90","bgm_M64","3","2","bgm_M64","0"
"100113","701000303","1","0","100113","HARD","0","90130003","130001","90","bgm_M64","3","3","bgm_M64","0"
"100113","701000304","1","0","100113","VERY HARD","0","90130004","130001","90","bgm_M64","3","4","bgm_M64","0"
"100113","701000305","1","0","100113","EXTREME","0","90130005","130001","90","bgm_M64","3","5","bgm_M64","0"
"100113","701000401","1","0","100113","EASY","0","90140001","140001","90","bgm_M07","4","1","bgm_M07","0"
"100113","701000402","1","0","100113","NORMAL","0","90140002","140001","90","bgm_M07","4","2","bgm_M07","0"
"100113","701000403","1","0","100113","HARD","0","90140003","140001","90","bgm_M07","4","3","bgm_M07","0"
"100113","701000404","1","0","100113","VERY HARD","0","90140004","140001","90","bgm_M07","4","4","bgm_M07","0"
"100113","701000405","1","0","100113","EXTREME","0","90140005","140001","90","bgm_M07","4","5","bgm_M07","0"
"103013","701000501","1","0","103013","EASY","0","90150001","150001","90","bgm_M170","5","1","bgm_M170","0"
"103013","701000502","1","0","103013","NORMAL","0","90150002","150001","90","bgm_M170","5","2","bgm_M170","0"
"103013","701000503","1","0","103013","HARD","0","90150003","150001","90","bgm_M170","5","3","bgm_M170","0"
"103013","701000504","1","0","103013","VERY HARD","0","90150004","150001","90","bgm_M170","5","4","bgm_M170","0"
"103013","701000505","1","0","103013","EXTREME","0","90150005","150001","90","bgm_M170","5","5","bgm_M170","0"
