7fcc287746848b2104d5c04815cf55d8d7f675149acc9ad475c266ad9d3cb56c,64a79b05d97635cf6bd1de92609b14f7bcdad63b46b7400bb8c450626be8dd3f,f3b9ffb887c76bbc4422d7bb53a55a0456c6328af443f4f6acba799d726905d8,3fa7baf8e708d918a2fdb474157439a044f3bed961d9c4a3c4ae148abeae0b52,2a0cae313b19820c523d594b3e02bc408877850f14ed43d776224cf1489697af,c45adc43b7452671f063ec2b8d4a6f32c3f0235f22fe1925ffe16e2c14e36596,4d54a161be5f6cf1f27bcf8f6afdaea6dfb94806f9ca662a81256fb563196267,413f7333d3ab2da32c9a6993d99f870a9ae1aa2b950c7fe2caa5d7cae74d12e4
"1005","0","バトル開始時、味方のＴＰが250アップ","0","1005","ＴＰ250アップ","1005","2"
"1006","0","バトル開始時、味方のＴＰが250アップ","0","1006","ＴＰ250アップ","1006","2"
"1007","0","バトル開始時、味方のＴＰが250アップ","0","1007","ＴＰ250アップ","1007","2"
"1008","0","バトル開始時、味方のＴＰが250アップ","0","1008","ＴＰ250アップ","1008","2"
"100501","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","27160000000000","1005","物理攻撃ダウン90秒","100501","1"
"100502","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","26040000000000","1005","物理攻撃ダウン90秒","100502","1"
"100503","36000","バトル開始から90秒間、敵の物理防御力がダウン","25200000000000","1005","物理防御ダウン90秒","100503","1"
"100504","36000","バトル開始から90秒間、敵の魔法防御力がダウン","24360000000000","1005","魔法防御ダウン90秒","100504","1"
"100505","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","23520000000000","1005","物理攻撃ダウン90秒","100505","1"
"100506","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","22400000000000","1005","物理攻撃ダウン90秒","100506","1"
"100507","36000","バトル開始から90秒間、敵の物理防御力がダウン","21560000000000","1005","物理防御ダウン90秒","100507","1"
"100508","36000","バトル開始から90秒間、敵の魔法防御力がダウン","20720000000000","1005","魔法防御ダウン90秒","100508","1"
"100509","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","19600000000000","1005","物理攻撃ダウン90秒","100509","1"
"100510","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","18760000000000","1005","物理攻撃ダウン90秒","100510","1"
"100511","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","17920000000000","1005","物理攻撃ダウン90秒","100511","1"
"100512","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","16800000000000","1005","物理攻撃ダウン90秒","100512","1"
"100513","36000","バトル開始から90秒間、敵の物理防御力がダウン","15960000000000","1005","物理防御ダウン90秒","100513","1"
"100514","36000","バトル開始から90秒間、敵の魔法防御力がダウン","15120000000000","1005","魔法防御ダウン90秒","100514","1"
"100515","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","14280000000000","1005","物理攻撃ダウン90秒","100515","1"
"100516","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","13160000000000","1005","物理攻撃ダウン90秒","100516","1"
"100517","36000","バトル開始から90秒間、敵の物理防御力がダウン","12320000000000","1005","物理防御ダウン90秒","100517","1"
"100518","36000","バトル開始から90秒間、敵の魔法防御力がダウン","11480000000000","1005","魔法防御ダウン90秒","100518","1"
"100519","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","10360000000000","1005","物理攻撃ダウン90秒","100519","1"
"100520","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","9520000000000","1005","物理攻撃ダウン90秒","100520","1"
"100521","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","8680000000000","1005","物理攻撃ダウン90秒","100521","1"
"100522","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","7560000000000","1005","物理攻撃ダウン90秒","100522","1"
"100523","36000","バトル開始から90秒間、敵の物理防御力がダウン","6720000000000","1005","物理防御ダウン90秒","100523","1"
"100524","36000","バトル開始から90秒間、敵の魔法防御力がダウン","5880000000000","1005","魔法防御ダウン90秒","100524","1"
"100525","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","5040000000000","1005","物理攻撃ダウン90秒","100525","1"
"100526","36000","バトル開始時、味方のＴＰが150アップ","3920000000000","1005","ＴＰ150アップ","100526","1"
"100527","36000","バトル開始から10秒間、味方が無敵状態になる","3080000000000","1005","無敵10秒","100527","1"
"100528","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","2240000000000","1005","物理攻撃ダウン90秒","100528","1"
"100529","36000","バトル開始から90秒間、敵の物理防御力がダウン","1120000000000","1005","物理防御ダウン90秒","100529","1"
"100530","36000","バトル開始から90秒間、敵の魔法防御力がダウン","280000000000","1005","魔法防御ダウン90秒","100530","1"
"100601","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","43650000000000","1006","魔法攻撃アップ90秒","100601","1"
"100602","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","41850000000000","1006","物理攻撃アップ90秒","100602","1"
"100603","36000","バトル開始から90秒間、敵の物理防御力がダウン","40500000000000","1006","物理防御ダウン90秒","100603","1"
"100604","36000","バトル開始から90秒間、敵の魔法防御力がダウン","39150000000000","1006","魔法防御ダウン90秒","100604","1"
"100605","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","37800000000000","1006","魔法攻撃アップ90秒","100605","1"
"100606","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","36000000000000","1006","物理攻撃アップ90秒","100606","1"
"100607","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","34650000000000","1006","毎秒ＨＰ回復90秒","100607","1"
"100608","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","33300000000000","1006","物理攻撃アップ90秒","100608","1"
"100609","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","31500000000000","1006","物理攻撃アップ90秒","100609","1"
"100610","36000","バトル開始から90秒間、敵の魔法防御力がダウン","30150000000000","1006","魔法防御ダウン90秒","100610","1"
"100611","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","28800000000000","1006","魔法攻撃アップ90秒","100611","1"
"100612","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","27000000000000","1006","物理攻撃アップ90秒","100612","1"
"100613","36000","バトル開始から90秒間、敵の物理防御力がダウン","25650000000000","1006","物理防御ダウン90秒","100613","1"
"100614","36000","バトル開始から90秒間、敵の魔法防御力がダウン","24300000000000","1006","魔法防御ダウン90秒","100614","1"
"100615","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","22950000000000","1006","魔法攻撃アップ90秒","100615","1"
"100616","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","21150000000000","1006","物理攻撃アップ90秒","100616","1"
"100617","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","19800000000000","1006","毎秒ＨＰ回復90秒","100617","1"
"100618","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","18450000000000","1006","物理攻撃アップ90秒","100618","1"
"100619","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","16650000000000","1006","物理攻撃アップ90秒","100619","1"
"100620","36000","バトル開始から90秒間、敵の魔法防御力がダウン","15300000000000","1006","魔法防御ダウン90秒","100620","1"
"100621","36000","バトル開始から90秒間、敵の物理防御力がダウン","13950000000000","1006","物理防御ダウン90秒","100621","1"
"100622","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","12150000000000","1006","魔法攻撃アップ90秒","100622","1"
"100623","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","10800000000000","1006","物理攻撃アップ90秒","100623","1"
"100624","36000","バトル開始から90秒間、味方のＨＰが毎秒回復","9450000000000","1006","毎秒ＨＰ回復90秒","100624","1"
"100625","36000","バトル開始から90秒間、敵の魔法防御力がダウン","8100000000000","1006","魔法防御ダウン90秒","100625","1"
"100626","36000","バトル開始時、味方のＴＰが150アップ","6300000000000","1006","ＴＰ150アップ","100626","1"
"100627","36000","バトル開始から10秒間、味方が無敵状態になる","4950000000000","1006","無敵10秒","100627","1"
"100628","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","3600000000000","1006","魔法攻撃アップ90秒","100628","1"
"100629","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","1800000000000","1006","物理攻撃アップ90秒","100629","1"
"100630","36000","バトル開始から90秒間、敵の魔法防御力がダウン","450000000000","1006","魔法防御ダウン90秒","100630","1"
"100701","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","27160000000000","1007","毎秒ＴＰアップ90秒","100701","1"
"100702","36000","バトル開始時、味方のＴＰが50アップ","26040000000000","1007","ＴＰ50アップ","100702","1"
"100703","36000","バトル開始から10秒間、敵が火傷状態になる","25200000000000","1007","火傷ダメージ10秒","100703","1"
"100704","36000","バトル開始から90秒間、敵の物理防御力がダウン","24360000000000","1007","物理防御ダウン90秒","100704","1"
"100705","36000","バトル開始から90秒間、敵の物理防御力がダウン","23520000000000","1007","物理防御ダウン90秒","100705","1"
"100706","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","22400000000000","1007","物理攻撃アップ90秒","100706","1"
"100707","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","21560000000000","1007","魔法攻撃アップ90秒","100707","1"
"100708","36000","バトル開始から10秒間、敵が火傷状態になる","20720000000000","1007","火傷ダメージ10秒","100708","1"
"100709","36000","バトル開始から90秒間、敵の物理防御力がダウン","19600000000000","1007","物理防御ダウン90秒","100709","1"
"100710","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","18760000000000","1007","物理攻撃アップ90秒","100710","1"
"100711","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","17920000000000","1007","毎秒ＴＰアップ90秒","100711","1"
"100712","36000","バトル開始から10秒間、敵が火傷状態になる","16800000000000","1007","火傷ダメージ10秒","100712","1"
"100713","36000","バトル開始から90秒間、敵の物理防御力がダウン","15960000000000","1007","物理防御ダウン90秒","100713","1"
"100714","36000","バトル開始から90秒間、敵の魔法防御力がダウン","15120000000000","1007","魔法防御ダウン90秒","100714","1"
"100715","36000","バトル開始から90秒間、味方の魔法攻撃力がアップ","14280000000000","1007","魔法攻撃アップ90秒","100715","1"
"100716","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","13160000000000","1007","物理攻撃アップ90秒","100716","1"
"100717","36000","バトル開始時、味方のＴＰが100アップ","12320000000000","1007","ＴＰ100アップ","100717","1"
"100718","36000","バトル開始から90秒間、敵の物理防御力がダウン","11480000000000","1007","物理防御ダウン90秒","100718","1"
"100719","36000","バトル開始から90秒間、敵の魔法防御力がダウン","10360000000000","1007","魔法防御ダウン90秒","100719","1"
"100720","36000","バトル開始から90秒間、味方の物理攻撃力がアップ","9520000000000","1007","物理攻撃アップ90秒","100720","1"
"100721","36000","バトル開始から90秒間、味方のＴＰが毎秒アップ","8680000000000","1007","毎秒ＴＰアップ90秒","100721","1"
"100722","36000","バトル開始時、味方のＴＰが150アップ","7560000000000","1007","ＴＰ150アップ","100722","1"
"100723","36000","バトル開始から10秒間、敵が火傷状態になる","6720000000000","1007","火傷ダメージ10秒","100723","1"
"100724","36000","バトル開始から90秒間、敵の物理防御力がダウン","5880000000000","1007","物理防御ダウン90秒","100724","1"
"100725","36000","バトル開始から90秒間、敵の魔法防御力がダウン","5040000000000","1007","魔法防御ダウン90秒","100725","1"
"100726","36000","バトル開始時、味方のＴＰが150アップ","3920000000000","1007","ＴＰ150アップ","100726","1"
"100727","36000","バトル開始から10秒間、味方が無敵状態になる","3080000000000","1007","無敵10秒","100727","1"
"100728","36000","バトル開始から10秒間、敵が火傷状態になる","2240000000000","1007","火傷ダメージ10秒","100728","1"
"100729","36000","バトル開始から90秒間、敵の物理防御力がダウン","1120000000000","1007","物理防御ダウン90秒","100729","1"
"100730","36000","バトル開始から90秒間、敵の魔法防御力がダウン","280000000000","1007","魔法防御ダウン90秒","100730","1"
"100801","36000","バトル開始から10秒間、敵が毒状態になる","43650000000000","1008","毒ダメージ10秒","100801","1"
"100802","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","41850000000000","1008","物理攻撃ダウン90秒","100802","1"
"100803","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","40500000000000","1008","物理攻撃ダウン90秒","100803","1"
"100804","36000","バトル開始から90秒間、敵の物理防御力がダウン","39150000000000","1008","物理防御ダウン90秒","100804","1"
"100805","36000","バトル開始から90秒間、敵の物理防御力がダウン","37800000000000","1008","物理防御ダウン90秒","100805","1"
"100806","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","36000000000000","1008","物理攻撃ダウン90秒","100806","1"
"100807","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","34650000000000","1008","物理攻撃ダウン90秒","100807","1"
"100808","36000","バトル開始から90秒間、敵の物理防御力がダウン","33300000000000","1008","物理防御ダウン90秒","100808","1"
"100809","36000","バトル開始から90秒間、敵の物理防御力がダウン","31500000000000","1008","物理防御ダウン90秒","100809","1"
"100810","36000","バトル開始から90秒間、敵の魔法攻撃力がダウン","30150000000000","1008","魔法攻撃ダウン90秒","100810","1"
"100811","36000","バトル開始から10秒間、敵が毒状態になる","28800000000000","1008","毒ダメージ10秒","100811","1"
"100812","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","27000000000000","1008","物理攻撃ダウン90秒","100812","1"
"100813","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","25650000000000","1008","物理攻撃ダウン90秒","100813","1"
"100814","36000","バトル開始から90秒間、敵の物理防御力がダウン","24300000000000","1008","物理防御ダウン90秒","100814","1"
"100815","36000","バトル開始から90秒間、敵の魔法防御力がダウン","22950000000000","1008","魔法防御ダウン90秒","100815","1"
"100816","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","21150000000000","1008","物理攻撃ダウン90秒","100816","1"
"100817","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","19800000000000","1008","物理攻撃ダウン90秒","100817","1"
"100818","36000","バトル開始から90秒間、敵の物理防御力がダウン","18450000000000","1008","物理防御ダウン90秒","100818","1"
"100819","36000","バトル開始から90秒間、敵の魔法防御力がダウン","16650000000000","1008","魔法防御ダウン90秒","100819","1"
"100820","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","15300000000000","1008","物理攻撃ダウン90秒","100820","1"
"100821","36000","バトル開始から10秒間、敵が毒状態になる","13950000000000","1008","毒ダメージ10秒","100821","1"
"100822","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","12150000000000","1008","物理攻撃ダウン90秒","100822","1"
"100823","36000","バトル開始から90秒間、敵の物理攻撃力がダウン","10800000000000","1008","物理攻撃ダウン90秒","100823","1"
"100824","36000","バトル開始から90秒間、敵の物理防御力がダウン","9450000000000","1008","物理防御ダウン90秒","100824","1"
"100825","36000","バトル開始から90秒間、敵の物理防御力がダウン","8100000000000","1008","物理防御ダウン90秒","100825","1"
"100826","36000","バトル開始時、味方のＴＰが150アップ","6300000000000","1008","ＴＰ150アップ","100826","1"
"100827","36000","バトル開始から10秒間、味方が無敵状態になる","4950000000000","1008","無敵10秒","100827","1"
"100828","36000","バトル開始から90秒間、敵の物理防御力がダウン","3600000000000","1008","物理防御ダウン90秒","100828","1"
"100829","36000","バトル開始から90秒間、敵の魔法防御力がダウン","1800000000000","1008","魔法防御ダウン90秒","100829","1"
"100830","36000","バトル開始から10秒間、敵が毒状態になる","450000000000","1008","毒ダメージ10秒","100830","1"
