21a3adb985d1e2a8170bfe33cebe1eeb715808bd49905118361d9febea3d9836,6e1eadd7990fcc3835f37130a304d45db3915cbff334ef8f6c1cf34d839a9544,c7ec5b3ca540f72341ddb67fcef3aa1efe9641d1db4caada36a9f4b9305dab8a,3bc2bd840b571299c501aab92cb46b5068b63229a36bd0603d46de8b5665d444,d0cd52416685051f027571c192cb728f9afd8a6afbe8f8b7adc39e6d3740f1df,65d6a85a0161ed6d5e28203fe4a0a15111340420835b92528da1917430a19ecd,cfc647c57f7869bd8b918858d2e3247252a42f2be1961c1f04e8d8912841d1b9,358071f26351d9f7e7203ab7b3a1436c741d5ff8c7b8dea8f2b2f5cfc336055e
"600090001","610201001","0","0","600130001","0","0","600060001"
"600300101","610201002","0","0","600070001","0","0","600090001"
"600050001","610201003","600230001","0","600420001","0","0","600380001"
"600300003","610201004","0","0","600110003","0","0","600090103"
"600300003","610201005","0","0","600390003","0","0","600120001"
"600380102","610201006","600340003","0","600160003","0","0","600290103"
"600060004","610201007","0","0","600440004","0","0","600370004"
"600210104","610201008","0","0","600080004","0","0","600330002"
"600380103","610201009","600160004","0","600420004","0","0","600270004"
"600320010","610201010","0","0","600340010","0","0","600380009"
"600300010","610201011","0","0","600140010","0","0","600050009"
"600290210","610201012","600130110","0","600250010","0","0","600330008"
"600280011","610201013","0","0","600020011","0","0","600030011"
"600010011","610201014","0","0","600280011","0","0","600210111"
"600030011","610201015","600210111","0","600100011","0","0","600040010"
"600090013","610201016","0","0","600130013","0","0","600060013"
"600300113","610201017","0","0","600070013","0","0","600090013"
"600050012","610201018","600230013","0","600420013","0","0","600380012"
"600300014","610201019","0","0","600110014","0","0","600090114"
"600300014","610201020","0","0","600390014","0","0","600120012"
"600380113","610201021","600340014","0","600160014","0","0","600290114"
"600060016","610201022","0","0","600440016","0","0","600370016"
"600210116","610201023","0","0","600080016","0","0","600330014"
"600380115","610201024","600160016","0","600420016","0","0","600270016"
"600320017","610201025","0","0","600340017","0","0","600380016"
"600300017","610201026","0","0","600140017","0","0","600050016"
"600290217","610201027","600130117","0","600250017","0","0","600330015"
"600280019","610201028","0","0","600020019","0","0","600030019"
"600010019","610201029","0","0","600280019","0","0","600210119"
"600030019","610201030","600210119","0","600100019","0","0","600040018"
"600290120","610201031","0","0","600390020","0","0","600030020"
"600230018","610201032","0","0","600300120","0","0","600060020"
"600040020","610201033","600020020","0","600050020","0","0","600130120"
"600400022","610201034","0","0","600110022","0","0","600090022"
"600090122","610201035","0","0","600430022","0","0","600070022"
"600380122","610201036","600140022","0","600420022","0","0","600120022"
"600400023","610201037","0","0","600110023","0","0","600090023"
"600270023","610201038","0","0","600010021","0","0","600280022"
"600380123","610201039","600150023","0","600220023","0","0","600240023"
"0","610201101","0","0","0","0","0","610201101"
"0","610201102","0","0","0","0","0","610201201"
"0","610201103","0","0","0","0","0","610201202"
"0","610201104","0","0","0","0","0","610201203"
"0","610201105","0","0","0","0","0","610201301"
"0","610201106","0","0","0","0","0","610201302"
"0","610201107","0","0","0","0","0","610201303"
"0","610201151","0","0","0","0","0","610201151"
"610201451","610201152","610201453","0","610201452","0","0","610201251"
"0","610201153","0","0","0","0","0","610201252"
"0","610201154","0","0","0","0","0","610201253"
"610201551","610201155","610201553","0","610201552","0","0","610201351"
"0","610201156","0","0","0","0","0","610201352"
"0","610201157","0","0","0","0","0","610201353"
"0","610202101","0","0","0","0","0","610202101"
"610202401","610202102","610202403","0","610202402","0","610202404","610202201"
"0","610202103","0","0","0","0","0","610202202"
"0","610202104","0","0","0","0","0","610202203"
"610202501","610202105","610202503","0","610202502","0","610202504","610202301"
"0","610202106","0","0","0","0","0","610202302"
"0","610202107","0","0","0","0","0","610202303"
"0","610203101","0","0","0","0","0","610203101"
"610203401","610203102","610203403","0","610203402","0","610203404","610203201"
"0","610203103","0","0","0","0","0","610203202"
"0","610203104","0","0","0","0","0","610203203"
"610203501","610203105","610203503","0","610203502","0","610203504","610203301"
"0","610203106","0","0","0","0","0","610203302"
"0","610203107","0","0","0","0","0","610203303"
"0","610204101","0","0","0","0","0","610204101"
"610204401","610204102","610204403","0","610204402","0","610204404","610204201"
"0","610204103","0","0","0","0","0","610204202"
"0","610204104","0","0","0","0","0","610204203"
"610204501","610204105","610204503","0","610204502","0","610204504","610204301"
"0","610204106","0","0","0","0","0","610204302"
"0","610204107","0","0","0","0","0","610204303"
"0","610205101","0","0","0","0","0","610205101"
"610205401","610205102","610205403","0","610205402","0","610205404","610205201"
"0","610205103","0","0","0","0","0","610205202"
"0","610205104","0","0","0","0","0","610205203"
"610205501","610205105","610205503","0","610205502","0","610205504","610205301"
"0","610205106","0","0","0","0","0","610205302"
"0","610205107","0","0","0","0","0","610205303"
"0","610206101","0","0","0","0","0","610206101"
"610206401","610206102","610206403","0","610206402","0","610206404","610206201"
"610206405","610206103","610206407","0","610206406","0","610206408","610206202"
"0","610206104","0","0","0","0","0","610206203"
"610206501","610206105","610206503","0","610206502","0","610206504","610206301"
"610206505","610206106","610206507","0","610206506","0","610206508","610206302"
"0","610206107","0","0","0","0","0","610206303"
"0","610207101","0","0","0","0","0","610207101"
"610207401","610207102","610207403","0","610207402","0","610207404","610207201"
"0","610207103","0","0","0","0","0","610207202"
"0","610207104","0","0","0","0","0","610207203"
"610207501","610207105","610207503","0","610207502","0","610207504","610207301"
"0","610207106","0","0","0","0","0","610207302"
"0","610207107","0","0","0","0","0","610207303"
"0","610208101","0","0","0","0","0","610208101"
"610208401","610208102","0","0","610208402","0","0","610208201"
"0","610208103","0","0","0","0","0","610208202"
"0","610208104","0","0","0","0","0","610208203"
"610208501","610208105","0","0","610208502","0","0","610208301"
"0","610208106","0","0","0","0","0","610208302"
"0","610208107","0","0","0","0","0","610208303"
"0","610209101","0","0","0","0","0","610209101"
"610209401","610209102","610209403","0","610209402","0","610209404","610209201"
"0","610209103","0","0","0","0","0","610209202"
"0","610209104","0","0","0","0","0","610209203"
"610209501","610209105","610209503","0","610209502","0","610209504","610209301"
"0","610209106","0","0","0","0","0","610209302"
"0","610209107","0","0","0","0","0","610209303"
"0","610210101","0","0","0","0","0","610210101"
"610210401","610210102","610210403","0","610210402","0","610210404","610210201"
"0","610210103","0","0","0","0","0","610210202"
"0","610210104","0","0","0","0","0","610210203"
"610210501","610210105","610210503","0","610210502","0","610210504","610210301"
"0","610210106","0","0","0","0","0","610210302"
"0","610210107","0","0","0","0","0","610210303"
"0","610211101","0","0","0","0","0","610211101"
"610211401","610211102","610211403","0","610211402","0","610211404","610211201"
"0","610211103","0","0","0","0","0","610211202"
"0","610211104","0","0","0","0","0","610211203"
"610211501","610211105","610211503","0","610211502","0","610211504","610211301"
"0","610211106","0","0","0","0","0","610211302"
"0","610211107","0","0","0","0","0","610211303"
"0","610212101","0","0","0","0","0","610212101"
"610212401","610212102","610212403","0","610212402","0","0","610212201"
"0","610212103","0","0","0","0","0","610212202"
"0","610212104","0","0","0","0","0","610212203"
"610212501","610212105","610212503","0","610212502","0","0","610212301"
"0","610212106","0","0","0","0","0","610212302"
"0","610212107","0","0","0","0","0","610212303"
"0","610213101","0","0","0","0","0","610213101"
"610213401","610213102","610213403","0","610213402","0","610213404","610213201"
"0","610213103","0","0","0","0","0","610213204"
"0","610213104","0","0","0","0","0","610213207"
"610213501","610213105","610213503","0","610213502","0","610213504","610213301"
"0","610213106","0","0","0","0","0","610213304"
"0","610213107","0","0","0","0","0","610213307"
"0","610213151","0","0","0","0","0","610213151"
"610213451","610213152","610213453","0","610213452","0","610213454","610213251"
"0","610213153","0","0","0","0","0","610213252"
"0","610213154","0","0","0","0","0","610213253"
"610213551","610213155","610213553","0","610213552","0","610213554","610213351"
"0","610213156","0","0","0","0","0","610213352"
"0","610213157","0","0","0","0","0","610213353"
"0","610214101","0","0","0","0","0","610214101"
"610214401","610214102","610214403","0","610214402","0","610214404","610214201"
"610214405","610214103","610214407","0","610214406","0","610214408","610214202"
"0","610214104","0","0","0","0","0","610214203"
"610214501","610214105","610214503","0","610214502","0","610214504","610214301"
"610214505","610214106","610214507","0","610214506","0","610214508","610214302"
"0","610214107","0","0","0","0","0","610214303"
"0","610215101","0","0","0","0","0","610215101"
"610215401","610215102","610215403","0","610215402","0","610215404","610215201"
"610215405","610215103","610215407","0","610215406","0","0","610215202"
"0","610215104","0","0","0","0","0","610215203"
"610215501","610215105","610215503","0","610215502","0","610215504","610215301"
"610215505","610215106","610215507","0","610215506","0","0","610215302"
"0","610215107","0","0","0","0","0","610215303"
"0","610216101","0","0","0","0","0","610216101"
"610216401","610216102","610216403","0","610216402","0","0","610216201"
"0","610216103","0","0","0","0","0","610216202"
"0","610216104","0","0","0","0","0","610216203"
"610216501","610216105","610216503","0","610216502","0","0","610216301"
"0","610216106","0","0","0","0","0","610216302"
"0","610216107","0","0","0","0","0","610216303"
"0","610217101","0","0","0","0","0","610217101"
"0","610217102","0","0","0","0","0","610217201"
"0","610217103","0","0","0","0","0","610217202"
"0","610217104","0","0","0","0","0","610217203"
"0","610217105","0","0","0","0","0","610217301"
"0","610217106","0","0","0","0","0","610217302"
"0","610217107","0","0","0","0","0","610217303"
"0","610218101","0","0","0","0","0","610218101"
"610218401","610218102","610218403","0","610218402","0","610218404","610218201"
"0","610218103","0","0","0","0","0","610218202"
"0","610218104","0","0","0","0","0","610218203"
"610218501","610218105","610218503","0","610218502","0","610218504","610218301"
"0","610218106","0","0","0","0","0","610218302"
"0","610218107","0","0","0","0","0","610218303"
