451abb755e2b49f22a6340d9498b61ce61ac84124679453c3c2f7965326fdf6e,4885c2d103d79fa62e5dd5f00c15be39d41f6d7292645ded2964dda8d2ea6730,228b0345dc8788ccecc7100e348d74ecc81c583c4ccfc67e5bf3109b846a7ce6,0769ebabfe2104f0b379939104b0f4c57b56ceb257bfcd775b2086c97c931961,748a24879429128e13b13dd6daf1cf7b2e980705999174d948a5c829aa53cfc5,8291b8b9952e2131a8b223065353e0b6cb3f265f31057604214cd8595f5f1106,00b3d3f90bed82677719c98b1b3469413953b1dbfaa34f4ddb549f15e54750ce,82da4d653dd7a48f6ba847af9b78a217c4a880a1ede9825a9b9b1d44a3f0b52e,c2fda7a91125ba71564fa4d3a0061bf573ac0c10fe387dc423da6fc3cbd5918d,4e54bd4f2c6ae40babc1a5969e85b92f742a45e093249ec2008a98be9b2c6a98,f482ba08f7fc90d8388c17d41e1a398f7e9b427e245e6bc97e58215b7b9cfd57,347881567e27ac63ee67e315b3992f37de79701dec58a3e385dd02d89d7585bb,f7dc92ba37eac6a8c9eccd6eeff62c3c184992c62254377f54f4cee6e6d4c1d7,c67640b1023436e09c1568fb685b720973158fedd4c6d33ce21891a068706a52,c42710df24d8d9b75850cc24e4d621749765270f743f4e5ca35dbef14f00eab8
"0","0","1","40001","20012","0","0","1","1","20011","0","0","2","7","2001"
"0","0","1","40001","20022","0","0","1","1","20021","0","0","2","7","2002"
"0","0","1","40001","20032","0","0","1","1","20031","0","0","2","7","2003"
"0","0","1","40001","20042","0","0","1","1","20041","0","0","2","7","2004"
"0","0","1","40001","20052","0","0","1","1","20051","0","0","2","7","2005"
"0","0","1","40001","20062","0","0","1","1","20061","0","0","2","7","2006"
"0","0","1","40001","20072","0","0","1","1","20071","0","0","2","7","2007"
"0","0","1","40001","20082","0","0","1","1","20081","0","0","2","7","2008"
"0","0","1","40001","20092","0","0","1","1","20091","0","0","2","7","2009"
"0","0","1","40001","20102","0","0","1","1","20101","0","0","2","7","2010"
"0","0","1","40001","20112","0","0","1","1","20111","0","0","2","7","2011"
"0","0","1","40001","20122","0","0","1","1","20121","0","0","2","7","2012"
"0","0","1","40001","20132","0","0","1","1","20131","0","0","2","7","2013"
"0","0","1","40001","20142","0","0","1","1","20141","0","0","2","7","2014"
"0","0","1","40001","20152","0","0","1","1","20151","0","0","2","7","2015"
"0","0","1","40001","20162","0","0","1","1","20161","0","0","2","7","2016"
"0","0","1","40001","20172","0","0","1","1","20171","0","0","2","7","2017"
"0","0","1","40001","20182","0","0","1","1","20181","0","0","2","7","2018"
"0","0","1","40001","20192","0","0","1","1","20191","0","0","2","7","2019"
"0","0","1","40001","20202","0","0","1","1","20201","0","0","2","7","2020"
"0","0","1","40001","20212","0","0","1","1","20211","0","0","2","7","2021"
"0","0","1","40001","20222","0","0","1","1","20221","0","0","2","7","2022"
"0","0","1","40001","20232","0","0","1","1","20231","0","0","2","7","2023"
"0","0","1","40001","20242","0","0","1","1","20241","0","0","2","7","2024"
"0","0","1","40001","20252","0","0","1","1","20251","0","0","2","7","2025"
"0","0","1","40001","20262","0","0","1","1","20261","0","0","2","7","2026"
"0","0","1","40001","20272","0","0","1","1","20271","0","0","2","7","2027"
"0","0","1","40001","20282","0","0","1","1","20281","0","0","2","7","2028"
"0","0","1","40001","30012","0","0","1","1","30011","0","40","1","7","3001"
"0","0","1","40001","30022","0","0","1","5","30021","0","40","1","7","3002"
"0","0","1","40001","30032","0","0","1","6","30031","0","40","1","7","3003"
"0","0","2","40001","30042","0","0","1","6","30041","0","-58","1","0","3004"
"0","0","1","40001","30052","0","0","1","1","30051","0","-42","1","-20","3005"
"0","0","1","40001","30062","0","0","1","5","30061","0","-42","1","-20","3006"
"0","0","1","40001","30072","0","0","1","1","30071","0","0","1","40","3007"
"0","0","1","40001","30082","0","0","1","5","30081","0","0","1","40","3008"
"0","0","1","40001","30092","0","0","1","6","30091","0","0","1","40","3009"
"0","0","1","40001","40012","0","0","2","1","40011","0","0","1","0","4001"
"0","0","1","40001","40022","0","0","2","5","40021","0","0","1","0","4002"
"0","0","1","40001","40052","0","0","2","1","40051","0","0","1","0","4005"
"0","0","1","40001","40062","0","0","2","5","40061","0","0","1","0","4006"
"0","0","2","40001","40072","0","0","2","6","40071","0","0","1","0","4007"
"0","0","2","40004","40092","0","0","2","6","40091","0","0","1","0","4009"
"0","0","1","40004","40102","0","0","2","1","40101","0","0","1","0","4010"
"0","0","1","40004","40112","0","0","2","5","40111","0","0","1","0","4011"
"0","0","1","40001","40122","0","0","2","6","40121","0","0","1","0","4012"
"0","0","1","40004","40132","0","0","2","1","40131","0","0","1","0","4013"
"0","0","1","40004","40142","0","0","2","5","40141","0","0","1","0","4014"
"0","0","1","40001","40152","0","0","2","6","40151","0","0","1","0","4015"
"0","0","1","40004","40162","0","0","2","1","40161","0","0","1","0","4016"
"0","0","1","40004","40172","0","0","2","5","40171","0","0","1","0","4017"
"0","0","1","40001","40182","0","0","2","6","40181","0","0","1","0","4018"
