6e8ba77ba443e6ae3676462504b07a1adaa197f4c21c990ee047aa32b4b239ec,df83b13c6f7f8804fd95e63e1aa4ac56803074a7aac5de85ae698a475c33d3ce,84a6f57bd15edbcfb2588a1ef96f73dcf0384970506857b15fe150be2e56e0b9,845485245b2bf29dc05f346854d091b6bf2c5f5510307ddca070181468be8f5f,e3a4d41fa53e0b3c2172dd902bdffa368a82f070e76106231e5e7e00119a0705,6d5106a2a0bf47f9bf5232d97bc5fae26975e3eaf6abd3cb94670876b30b55da
"11","-1480","1","1","2816","-1480"
"21","-1400","1","1","2816","-1302"
"31","-1302","1","1","2816","-1263"
"41","-1263","1","1","2816","-1224"
"51","-1224","1","1","2816","-1185"
"61","-1185","1","1","2816","-1146"
"71","-1146","1","1","2816","-1146"
"81","-1146","1","1","2816","-1146"
"91","-1146","1","1","2816","-1107"
"101","-1107","1","1","2816","-1068"
"111","-1068","1","1","2816","-1029"
"121","-1029","1","1","2816","-1029"
"131","-1029","1","1","2816","-1029"
"141","-1029","1","1","2816","-1029"
"151","-1029","1","1","2816","-988"
"161","-988","1","1","2816","-947"
"171","-947","1","1","2816","-906"
"181","-906","1","1","2816","-865"
"191","-865","1","1","2816","-865"
"201","-865","1","1","2816","-865"
"211","-865","1","1","2816","-824"
"221","-824","1","1","2816","-783"
"231","-783","1","1","2816","-742"
"241","-742","1","1","2816","-701"
"251","-701","1","1","2816","-660"
"261","-660","1","1","2816","-619"
"271","-619","1","1","2816","-619"
"281","-619","1","1","2816","-619"
"291","-619","1","1","2816","-619"
"301","-619","1","1","2816","-578"
"311","-578","1","1","2816","-537"
"321","-537","1","1","2816","-496"
"331","-496","1","1","2816","-496"
"341","-496","1","1","2816","-496"
"351","-496","1","1","2816","-496"
"361","-496","1","1","2816","-455"
"371","-455","1","1","2816","-414"
"381","-414","1","1","2816","-373"
"391","-373","1","1","2816","-332"
"401","-332","1","1","2816","-332"
"411","-332","1","1","2816","-332"
"421","-332","1","1","2816","-200"
"431","-1246","2","2","2816","-1181"
"441","-1181","2","2","2816","-1152"
"451","-1152","2","2","2816","-1152"
"461","-1152","2","2","2816","-1123"
"471","-1123","2","2","2816","-1094"
"481","-1094","2","2","2816","-1094"
"491","-1094","2","2","2816","-1065"
"501","-1065","2","2","2816","-1065"
"511","-1065","2","2","2816","-1036"
"521","-1036","2","2","2816","-1036"
"531","-1036","2","2","2816","-1007"
"541","-1007","2","2","2816","-978"
"551","-978","2","2","2816","-978"
"561","-978","2","2","2816","-949"
"571","-949","2","2","2816","-920"
"581","-920","2","2","2816","-891"
"591","-891","2","2","2816","-862"
"601","-862","2","2","2816","-862"
"611","-862","2","2","2816","-862"
"621","-862","2","2","2816","-862"
"631","-862","2","2","2816","-833"
"641","-833","2","2","2816","-804"
"651","-804","2","2","2816","-775"
"661","-775","2","2","2816","-746"
"671","-746","2","2","2816","-717"
"681","-717","2","2","2816","-688"
"691","-688","2","2","2816","-659"
"701","-659","2","2","2816","-630"
"711","-630","2","2","2816","-601"
"721","-601","2","2","2816","-572"
"731","-572","2","2","2816","-543"
"741","-543","2","2","2816","-514"
"751","-514","2","2","2816","-449"
"761","-1226","2","3","2816","-1153"
"771","-1153","2","3","2816","-1115"
"781","-1115","2","3","2816","-1115"
"791","-1115","2","3","2816","-1077"
"801","-1077","2","3","2816","-1077"
"811","-1077","2","3","2816","-1039"
"821","-1039","2","3","2816","-1001"
"831","-1001","2","3","2816","-1001"
"841","-1001","2","3","2816","-963"
"851","-963","2","3","2816","-963"
"861","-963","2","3","2816","-963"
"871","-963","2","3","2816","-925"
"881","-925","2","3","2816","-887"
"891","-887","2","3","2816","-887"
"901","-887","2","3","2816","-887"
"911","-887","2","3","2816","-849"
"921","-849","2","3","2816","-811"
"931","-811","2","3","2816","-773"
"941","-773","2","3","2816","-735"
"951","-735","2","3","2816","-697"
"961","-697","2","3","2816","-659"
"971","-659","2","3","2816","-621"
"981","-621","2","3","2816","-583"
"991","-583","2","3","2816","-583"
"1001","-583","2","3","2816","-583"
"1011","-583","2","3","2816","-583"
"1021","-583","2","3","2816","-545"
"1031","-545","2","3","2816","-507"
"1041","-507","2","3","2816","-507"
"1051","-507","2","3","2816","-507"
"1061","-507","2","3","2816","-434"
"1071","-1220","2","4","2816","-1137"
"1081","-1137","2","4","2816","-1096"
"1091","-1096","2","4","2816","-1096"
"1101","-1096","2","4","2816","-1096"
"1111","-1096","2","4","2816","-1096"
"1121","-1096","2","4","2816","-1096"
"1131","-1096","2","4","2816","-1055"
"1141","-1055","2","4","2816","-1014"
"1151","-1014","2","4","2816","-1014"
"1161","-1014","2","4","2816","-1014"
"1171","-1014","2","4","2816","-1014"
"1181","-1014","2","4","2816","-973"
"1191","-973","2","4","2816","-932"
"1201","-932","2","4","2816","-891"
"1211","-891","2","4","2816","-891"
"1221","-891","2","4","2816","-891"
"1231","-891","2","4","2816","-891"
"1241","-891","2","4","2816","-850"
"1251","-850","2","4","2816","-809"
"1261","-809","2","4","2816","-809"
"1271","-809","2","4","2816","-809"
"1281","-809","2","4","2816","-768"
"1291","-768","2","4","2816","-727"
"1301","-727","2","4","2816","-686"
"1311","-686","2","4","2816","-686"
"1321","-686","2","4","2816","-645"
"1331","-645","2","4","2816","-604"
"1341","-604","2","4","2816","-563"
"1351","-563","2","4","2816","-522"
"1361","-522","2","4","2816","-439"
"1371","-1230","2","5","2816","-1166"
"1381","-1166","2","5","2816","-1129"
"1391","-1129","2","5","2816","-1129"
"1401","-1129","2","5","2816","-1129"
"1411","-1129","2","5","2816","-1129"
"1421","-1129","2","5","2816","-1092"
"1431","-1092","2","5","2816","-1092"
"1441","-1092","2","5","2816","-1055"
"1451","-1055","2","5","2816","-1018"
"1461","-1018","2","5","2816","-981"
"1471","-981","2","5","2816","-981"
"1481","-981","2","5","2816","-944"
"1491","-944","2","5","2816","-907"
"1501","-907","2","5","2816","-870"
"1511","-870","2","5","2816","-833"
"1521","-833","2","5","2816","-796"
"1531","-796","2","5","2816","-759"
"1541","-759","2","5","2816","-722"
"1551","-722","2","5","2816","-722"
"1561","-722","2","5","2816","-722"
"1571","-722","2","5","2816","-685"
"1581","-685","2","5","2816","-648"
"1591","-648","2","5","2816","-611"
"1601","-611","2","5","2816","-574"
"1611","-574","2","5","2816","-574"
"1621","-574","2","5","2816","-537"
"1631","-537","2","5","2816","-500"
"1641","-500","2","5","2816","-500"
"1651","-500","2","5","2816","-500"
"1661","-500","2","5","2816","-500"
"1671","-500","2","5","2816","-436"
"1681","-1230","2","6","2816","-1115"
"1691","-1115","2","6","2816","-1035"
"1701","-1035","2","6","2816","-955"
"1711","-955","2","6","2816","-875"
"1721","-875","2","6","2816","-795"
"1731","-795","2","6","2816","-715"
"1741","-715","2","6","2816","-715"
"1751","-715","2","6","2816","-635"
"1761","-635","2","6","2816","-635"
"1771","-635","2","6","2816","-635"
"1781","-635","2","6","2816","-635"
"1782","-635","2","6","2816","-635"
"1791","-635","2","6","2816","-555"
"1801","-555","2","6","2816","-440"
"1811","-1225","2","7","2816","-1225"
"1821","-1225","2","7","2816","-1135"
"1831","-1135","2","7","2816","-1080"
"1841","-1080","2","7","2816","-1025"
"1851","-1025","2","7","2816","-970"
"1861","-970","2","7","2816","-915"
"1871","-915","2","7","2816","-860"
"1881","-860","2","7","2816","-860"
"1891","-860","2","7","2816","-805"
"1901","-805","2","7","2816","-750"
"1911","-750","2","7","2816","-695"
"1921","-695","2","7","2816","-695"
"1931","-695","2","7","2816","-640"
"1941","-640","2","7","2816","-640"
"1951","-640","2","7","2816","-585"
"1961","-585","2","7","2816","-530"
"1971","-530","2","7","2816","-440"
"1981","-440","2","7","2816","-440"
"1991","-1480","1","8","2816","-1380"
"2001","-1380","1","8","2816","-1380"
"2011","-1380","1","8","2816","-1325"
"2021","-1325","1","8","2816","-1270"
"2031","-1270","1","8","2816","-1270"
"2041","-1270","1","8","2816","-1215"
"2051","-1215","1","8","2816","-1215"
"2061","-1215","1","8","2816","-1160"
"2071","-1160","1","8","2816","-1105"
"2081","-1105","1","8","2816","-1050"
"2091","-1050","1","8","2816","-995"
"2101","-995","1","8","2816","-995"
"2111","-995","1","8","2816","-940"
"2121","-940","1","8","2816","-885"
"2131","-885","1","8","2816","-885"
"2141","-885","1","8","2816","-830"
"2151","-830","1","8","2816","-775"
"2161","-775","1","8","2816","-720"
"2171","-720","1","8","2816","-720"
"2181","-720","1","8","2816","-665"
"2191","-665","1","8","2816","-610"
"2201","-610","1","8","2816","-610"
"2211","-610","1","8","2816","-555"
"2221","-555","1","8","2816","-500"
"2231","-500","1","8","2816","-445"
"2241","-445","1","8","2816","-390"
"2251","-390","1","8","2816","-335"
"2261","-335","1","8","2816","-280"
"2271","-280","1","8","2816","-280"
"2281","-280","1","8","2816","-230"
"2291","-1240","2","9","2816","-1192"
"2301","-1192","2","9","2816","-1148"
"2311","-1148","2","9","2816","-1105"
"2321","-1105","2","9","2816","-1105"
"2331","-1105","2","9","2816","-1062"
"2341","-1062","2","9","2816","-1019"
"2351","-1019","2","9","2816","-976"
"2361","-976","2","9","2816","-976"
"2371","-976","2","9","2816","-976"
"2381","-976","2","9","2816","-976"
"2391","-976","2","9","2816","-934"
"2401","-934","2","9","2816","-892"
"2411","-892","2","9","2816","-892"
