8d0efa69dbce9787f5f11dcbed06f5a27b83fd29a61c19064e522a480bf9b5a6,bfb1c05817bdfb67f5d74a1057795cf99d06c19be0992d9a241152d834cc5e3e,2467850cad6e6d2cd89f257e48d6455d279929c3a83eaf202a70701c92cef3bf,ce6185532f9261bfca5bc5adb929b76b06349cd914183cac9a52905ea4a79021,70f3637f6002ad893ccb98c839b855eaa989b96dff9bba999423da8de56c2942,7d188a7b576d554f525d495754419c819baf6d56c1ae1d92e5e7e2e1d62a4157,2430ec580dda92f5b62494124816cc10c7e51d0c903c5ca2c239309fbf41c46c,aca63146dd85a9bf24b215cc0561068967f3a57cffdabb6bdf2dce9276f3c6a4,250eeddeea0f6137a3c3ee6363a044ffc09f7e1944baf3eac92144945abee04f,fbce47820ba14775f461d254d3042adbe1ec83ab026c36e3090d99d497bbb426,2d3d8476d12c25eb05a82aa1cc4478e68d90de7bd269ea90298835ca54f4a87b,09aef1fc4deb6b75bce9c14c414a7623e0cf7df8f46db7bbde7e9338594ec0d1,cfde574ab52532eed0c07e05cce5fc016b28f742e29045178b2e01d30383c6f1,7b358228604d9b726497a01960dbcde6f0cdc3f6539c137111243d563a5cb90e,f4af534694840ee471d63254e7910aa23ebabb4ef3414dd9071484f1e66bc23d,44824790016455686cf4d06c39e397290ae53bc1e17fcd1c883f1bef6a3273c1,a649b356aeb64da8e6ec068decfe1f2eba01e1820c512b7f6de1ac51fde7e8bf,032fcb1e4d4cada5723e76ad0129fc62bc1c431ccf157e213f65abaf99000b30,afcfac82cefe4ba24c053c9f802f0386f631c6d3ac94d0c9f4838ac229131949
"41001","31001","1100101","100101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41002","31002","1100201","100201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41003","31003","1100301","100301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41004","31004","1100401","100401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41005","31005","1100501","100501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41006","31006","1100601","100601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41007","31007","1100701","100701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41008","31008","1100801","100801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41009","31009","1100901","100901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41010","31010","1101001","101001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41011","31011","1101101","101101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41012","31012","1101201","101201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41013","31013","1101301","101301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41014","31014","1101401","101401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41015","31015","1101501","101501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41016","31016","1101601","101601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41017","31017","1101701","101701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41018","31018","1101801","101801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41020","31020","1102001","102001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41021","31021","1102101","102101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41022","31022","1102201","102201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41023","31023","1102301","102301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41025","31025","1102501","102501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41026","31026","1102601","102601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41027","31027","1102701","102701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41028","31028","1102801","102801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41029","31029","1102901","102901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41030","31030","1103001","103001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41031","31031","1103101","103101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41032","31032","1103201","103201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41033","31033","1103301","103301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41034","31034","1103401","103401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41036","31036","1103601","103601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41037","31037","1103701","103701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41038","31038","1103801","103801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41040","31040","1104001","104001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41042","31042","1104201","104201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41043","31043","1104301","104301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41044","31044","1104401","104401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41045","31045","1104501","104501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41046","31046","1104601","104601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41047","31047","1104701","104701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41048","31048","1104801","104801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41049","31049","1104901","104901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41050","31050","1105001","105001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41051","31051","1105101","105101","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41052","31052","1105201","105201","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41053","31053","1105301","105301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41054","31054","1105401","105401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41055","31055","1105501","105501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41056","31056","1105601","105601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41057","31057","1105701","105701","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41058","31058","1105801","105801","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41059","31059","1105901","105901","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41060","31060","1106001","106001","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41061","31061","1106101","106101","40","1","0","12","30000000","0","2","0","0","0","0","0","0","94000","0"
"41063","31063","1106301","106301","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41064","31064","1106401","106401","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41065","31065","1106501","106501","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
"41066","31066","1106601","106601","120","1","0","12","20000000","0","2","0","0","0","0","0","0","94000","0"
