61700147df51bb530942bf453e2abfba5c9ccfe11e9747176c6bc88d6c1ecf8c,6a9beff864d4721f94aee4c09f31a2ddf7e07617b9f324871ed6adb155cddf16,888c7a3796efe9dcc2c529668f6ccf12c330032c537aae8e7fd8dc4a1ed83801,4a63eb4d1ee3117614e3370303c86edd37f632a3675090568fb9fd183dbb285a,97df031b8b720d0c918409f05e2754436e1c322de999afa4c13f8a863438b4b5,ef5a11f313382c9cd8faa6bb607d0d58cda987e043e5620ffa8db959e5b1c6c6,61eb6914ae208314ec43a8738b703868278924ea0077732441aa22e6a2810a04,737229eaf08ed5f6a4f05f0126047d797ba1691915111551c9252b92861cd7b1,e3bd1dd29ec282bdd429371a3c44bc000037eacd0a007b1a92f378e559fc6922,c2869664fc0e109069a477a52e47c74250e773fd7c2b2eeff36afdc91e88dade,aa17dda92d396c41ca5ee81eecbb7b3ea1eaac048c81d149f8ce5e0bdd2d0e51,513d433ed78e682e8557e4ebf9547b7f9fc2235c7e729428d6f689776eb0e8fe,3e3649b7890acedd5eb2f10de709b2117991107f3eda78cf12c183984e7a5b98,739c823078ab1fe0b6168c88d8802af579e55259e8a3b74ea5d209f6b7434e99,f2fc30d613642847fc1abbe15e5ba73c4c934e23cc6cb56450b5d89b416d6022,511a2d6223d2fd745057202e0dd2744d325746dece06d4b51ce152acbdf013fe,cb5def4da2f3745f01fa5d2beffe4de3b807667f98de45801d83f192be431651,ff12819d1a15b87957bef5489aaa7279d6d843d2c177a51ff6cd1cfb57c1ee31
"1","1","10","8","91002","500","0","0","0","0","0","0","0","0","0","0","0","0"
"2","11","100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"3","101","200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"4","201","500","8","91002","10","0","0","0","0","0","0","0","0","0","0","0","0"
"5","501","1000","8","91002","5","0","0","0","0","0","0","0","0","0","0","0","0"
"6","1001","2000","8","91002","3","0","0","0","0","0","0","0","0","0","0","0","0"
"7","2001","4000","8","91002","2","0","0","0","0","0","0","0","0","0","0","0","0"
"8","4001","7999","8","91002","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9","8000","8000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"10","8100","8100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"11","8200","8200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"12","8300","8300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"13","8400","8400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"14","8500","8500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"15","8600","8600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"16","8700","8700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"17","8800","8800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"18","8900","8900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"19","9000","9000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"20","9100","9100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"21","9200","9200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"22","9300","9300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"23","9400","9400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"24","9500","9500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"25","9600","9600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"26","9700","9700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"27","9800","9800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"28","9900","9900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"29","10000","10000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"30","10100","10100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"31","10200","10200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"32","10300","10300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"33","10400","10400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"34","10500","10500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"35","10600","10600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"36","10700","10700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"37","10800","10800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"38","10900","10900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"39","11000","11000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"40","11100","11100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"41","11200","11200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"42","11300","11300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"43","11400","11400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"44","11500","11500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"45","11600","11600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"46","11700","11700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"47","11800","11800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"48","11900","11900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"49","12000","12000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"50","12100","12100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"51","12200","12200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"52","12300","12300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"53","12400","12400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"54","12500","12500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"55","12600","12600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"56","12700","12700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"57","12800","12800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"58","12900","12900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"59","13000","13000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"60","13100","13100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"61","13200","13200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"62","13300","13300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"63","13400","13400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"64","13500","13500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"65","13600","13600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"66","13700","13700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"67","13800","13800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"68","13900","13900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"69","14000","14000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"70","14100","14100","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"71","14200","14200","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"72","14300","14300","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"73","14400","14400","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"74","14500","14500","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"75","14600","14600","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"76","14700","14700","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"77","14800","14800","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"78","14900","14900","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
"79","15000","15000","8","91002","30","0","0","0","0","0","0","0","0","0","0","0","0"
