f70513c4862f671dc7f5e6f383c3a437b1cf3e79f43a0a79083696c39d59ae21,f9af545ec77947e0b792cd7d1cff6e4ee3fd08c42ac1c360192af6542fbfe1ca,91ca5232db76d83e3a03fadd3e87de1274e33818305ab0a8aa4afe1c3ae842c8,961df0aa85fa73ab05e2262cceb92163ca73efb97deea9c0c780eff7384d903a,b7d8ee0d290f8179f0fd8466142488ea9c8b2b86809f53bbba875e6d29bffdd2,28ab10281d988260ac301cfa8a1e367058b28b6f0d0a659e73a2ea8a290dba10,c1c6c12dc0172cd29a763148420fe146b09fad18d0d25502f2c78ec3765e4166,892cac78f411b17f24ca42b8d848553ac8e2546c6836b7dcddc7ad45246d13be,beaca290d5420e66644ad123b66ac306462a495b38ce694e90e77b3b224f1be9
"0.7","11","0","320010106","1","43.5","1","1","502001102"
"0.65","67","0","320010106","3","13","2","2","502001103"
"0.65","49","0","320010106","2","-74","3","3","0"
"0.7","13","0","320010107","1","-49","4","1","502001108"
"0.85","62","0","320010107","3","-4","5","2","502001109"
"0.65","50","0","320010107","2","59","6","3","0"
"1.05","-10","0","320010108","1","0","7","1","0"
"1.05","-10","0","320010109","1","-15","8","1","0"
"0.43","-45","0","320010110","1","-85","9","1","0"
"0.43","-45","0","320010110","2","85","10","2","0"
"0.7","11","0","320010206","1","43.5","11","1","502001202"
"0.65","67","0","320010206","3","13","12","2","502001203"
"0.65","49","0","320010206","2","-74","13","3","0"
"0.7","13","0","320010207","1","-49","14","1","502001208"
"0.85","62","0","320010207","3","-4","15","2","502001209"
"0.65","50","0","320010207","2","59","16","3","0"
"1.05","-10","0","320010208","1","0","17","1","0"
"1.05","-10","0","320010209","1","-15","18","1","0"
"0.43","-45","0","320010210","1","-85","19","1","0"
"0.43","-45","0","320010210","2","85","20","2","0"
"0.7","11","0","320010306","1","43.5","21","1","502001302"
"0.65","67","0","320010306","3","13","22","2","502001303"
"0.65","49","0","320010306","2","-74","23","3","0"
"0.7","13","0","320010307","1","-49","24","1","502001308"
"0.85","62","0","320010307","3","-4","25","2","502001309"
"0.65","50","0","320010307","2","59","26","3","0"
"1.05","-10","0","320010308","1","0","27","1","0"
"1.05","-10","0","320010309","1","-15","28","1","0"
"0.43","-45","0","320010310","1","-85","29","1","0"
"0.43","-45","0","320010310","2","85","30","2","0"
"0.7","11","0","320010406","1","43.5","31","1","502001402"
"0.65","67","0","320010406","3","13","32","2","502001403"
"0.65","49","0","320010406","2","-74","33","3","0"
"0.7","13","0","320010407","1","-49","34","1","502001408"
"0.85","62","0","320010407","3","-4","35","2","502001409"
"0.65","50","0","320010407","2","59","36","3","0"
"1.05","-10","0","320010408","1","0","37","1","0"
"1.05","-10","0","320010409","1","-15","38","1","0"
"0.43","-45","0","320010410","1","-85","39","1","0"
"0.43","-45","0","320010410","2","85","40","2","0"
"0.7","11","0","320010506","1","43.5","41","1","502001502"
"0.65","67","0","320010506","3","13","42","2","502001503"
"0.65","49","0","320010506","2","-74","43","3","0"
"0.7","13","0","320010507","1","-49","44","1","502001508"
"0.85","62","0","320010507","3","-4","45","2","502001509"
"0.65","50","0","320010507","2","59","46","3","0"
"1.05","-10","0","320010508","1","0","47","1","0"
"1.05","-10","0","320010509","1","-15","48","1","0"
"0.43","-45","0","320010510","1","-85","49","1","0"
"0.43","-45","0","320010510","2","85","50","2","0"
"0.7","11","0","320020106","1","43.5","51","1","502002102"
"0.65","67","0","320020106","3","13","52","2","502002103"
"0.65","49","0","320020106","2","-74","53","3","0"
"0.7","13","0","320020107","1","-49","54","1","502002108"
"0.85","62","0","320020107","3","-4","55","2","502002109"
"0.65","50","0","320020107","2","59","56","3","0"
"1.05","-10","0","320020108","1","0","57","1","0"
"1.05","-10","0","320020109","1","-15","58","1","0"
"0.43","-45","0","320020110","1","-85","59","1","0"
"0.43","-45","0","320020110","2","85","60","2","0"
"0.7","11","0","320020206","1","43.5","61","1","502002202"
"0.65","67","0","320020206","3","13","62","2","502002203"
"0.65","49","0","320020206","2","-74","63","3","0"
"0.7","13","0","320020207","1","-49","64","1","502002208"
"0.85","62","0","320020207","3","-4","65","2","502002209"
"0.65","50","0","320020207","2","59","66","3","0"
"1.05","-10","0","320020208","1","0","67","1","0"
"1.05","-10","0","320020209","1","-15","68","1","0"
"0.43","-45","0","320020210","1","-85","69","1","0"
"0.43","-45","0","320020210","2","85","70","2","0"
"0.7","11","0","320020306","1","43.5","71","1","502002302"
"0.65","67","0","320020306","3","13","72","2","502002303"
"0.65","49","0","320020306","2","-74","73","3","0"
"0.7","13","0","320020307","1","-49","74","1","502002308"
"0.85","62","0","320020307","3","-4","75","2","502002309"
"0.65","50","0","320020307","2","59","76","3","0"
"1.05","-10","0","320020308","1","0","77","1","0"
"1.05","-10","0","320020309","1","-15","78","1","0"
"0.43","-45","0","320020310","1","-85","79","1","0"
"0.43","-45","0","320020310","2","85","80","2","0"
"0.7","11","0","320020406","1","43.5","81","1","502002402"
"0.65","67","0","320020406","3","13","82","2","502002403"
"0.65","49","0","320020406","2","-74","83","3","0"
"0.7","13","0","320020407","1","-49","84","1","502002408"
"0.85","62","0","320020407","3","-4","85","2","502002409"
"0.65","50","0","320020407","2","59","86","3","0"
"1.05","-10","0","320020408","1","0","87","1","0"
"1.05","-10","0","320020409","1","-15","88","1","0"
"0.43","-45","0","320020410","1","-85","89","1","0"
"0.43","-45","0","320020410","2","85","90","2","0"
"0.7","11","0","320020506","1","43.5","91","1","502002502"
"0.65","67","0","320020506","3","13","92","2","502002503"
"0.65","49","0","320020506","2","-74","93","3","0"
"0.7","13","0","320020507","1","-49","94","1","502002508"
"0.85","62","0","320020507","3","-4","95","2","502002509"
"0.65","50","0","320020507","2","59","96","3","0"
"1.05","-10","0","320020508","1","0","97","1","0"
"1.05","-10","0","320020509","1","-15","98","1","0"
"0.43","-45","0","320020510","1","-85","99","1","0"
"0.43","-45","0","320020510","2","85","100","2","0"
"0.7","11","0","320030106","1","43.5","101","1","502003102"
"0.65","67","0","320030106","2","13","102","2","502003103"
"0.65","49","0","320030106","3","-74","103","3","0"
"0.7","13","0","320030107","1","-49","104","1","502003108"
"0.85","62","0","320030107","3","-4","105","2","502003109"
"0.65","50","0","320030107","2","59","106","3","0"
"1.05","-10","0","320030108","1","0","107","1","0"
"1.05","-10","0","320030109","1","-15","108","1","0"
"0.43","-45","0","320030110","1","-85","109","1","0"
"0.43","-45","0","320030110","2","85","110","2","0"
"0.7","11","0","320030206","1","43.5","111","1","502003202"
"0.65","67","0","320030206","2","13","112","2","502003203"
"0.65","49","0","320030206","3","-74","113","3","0"
"0.7","13","0","320030207","1","-49","114","1","502003208"
"0.85","62","0","320030207","3","-4","115","2","502003209"
"0.65","50","0","320030207","2","59","116","3","0"
"1.05","-10","0","320030208","1","0","117","1","0"
"1.05","-10","0","320030209","1","-15","118","1","0"
"0.43","-45","0","320030210","1","-85","119","1","0"
"0.43","-45","0","320030210","2","85","120","2","0"
"0.7","11","0","320030306","1","43.5","121","1","502003302"
"0.65","67","0","320030306","2","13","122","2","502003303"
"0.65","49","0","320030306","3","-74","123","3","0"
"0.7","13","0","320030307","1","-49","124","1","502003308"
"0.85","62","0","320030307","3","-4","125","2","502003309"
"0.65","50","0","320030307","2","59","126","3","0"
"1.05","-10","0","320030308","1","0","127","1","0"
"1.05","-10","0","320030309","1","-15","128","1","0"
"0.43","-45","0","320030310","1","-85","129","1","0"
"0.43","-45","0","320030310","2","85","130","2","0"
"0.7","11","0","320030406","1","43.5","131","1","502003402"
"0.65","67","0","320030406","2","13","132","2","502003403"
"0.65","49","0","320030406","3","-74","133","3","0"
"0.7","13","0","320030407","1","-49","134","1","502003408"
"0.85","62","0","320030407","3","-4","135","2","502003409"
"0.65","50","0","320030407","2","59","136","3","0"
"1.05","-10","0","320030408","1","0","137","1","0"
"1.05","-10","0","320030409","1","-15","138","1","0"
"0.43","-45","0","320030410","1","-85","139","1","0"
"0.43","-45","0","320030410","2","85","140","2","0"
"0.7","11","0","320030506","1","43.5","141","1","502003502"
"0.65","67","0","320030506","2","13","142","2","502003503"
"0.65","49","0","320030506","3","-74","143","3","0"
"0.7","13","0","320030507","1","-49","144","1","502003508"
"0.85","62","0","320030507","3","-4","145","2","502003509"
"0.65","50","0","320030507","2","59","146","3","0"
"1.05","-10","0","320030508","1","0","147","1","0"
"1.05","-10","0","320030509","1","-15","148","1","0"
"0.43","-45","0","320030510","1","-85","149","1","0"
"0.43","-45","0","320030510","2","85","150","2","0"
"0.7","49","0","320040106","1","-74","151","1","502004103"
"0.85","67","0","320040106","3","13","152","2","502004104"
"0.65","11","0","320040106","2","43.5","153","3","0"
"0.7","50","0","320040107","1","59","154","1","502004107"
"0.85","62","0","320040107","3","-4","155","2","502004109"
"0.65","13","0","320040107","2","-49","156","3","0"
"0.8","-10","0","320040108","1","0","157","1","0"
"0.9","20","0","320040109","1","30","158","1","0"
"1","-25","0","320040110","1","20","159","1","0"
"0.7","49","0","320040206","1","-74","160","1","502004203"
"0.85","67","0","320040206","3","13","161","2","502004204"
"0.65","11","0","320040206","2","43.5","162","3","0"
"0.7","50","0","320040207","1","59","163","1","502004207"
"0.85","62","0","320040207","3","-4","164","2","502004209"
"0.65","13","0","320040207","2","-49","165","3","0"
"0.8","-10","0","320040208","1","0","166","1","0"
"0.9","20","0","320040209","1","30","167","1","0"
"1","-25","0","320040210","1","20","168","1","0"
"0.7","49","0","320040306","1","-74","169","1","502004303"
"0.85","67","0","320040306","3","13","170","2","502004304"
"0.65","11","0","320040306","2","43.5","171","3","0"
"0.7","50","0","320040307","1","59","172","1","502004307"
"0.85","62","0","320040307","3","-4","173","2","502004309"
"0.65","13","0","320040307","2","-49","174","3","0"
"0.8","-10","0","320040308","1","0","175","1","0"
"0.9","20","0","320040309","1","30","176","1","0"
"1","-25","0","320040310","1","20","177","1","0"
"0.7","49","0","320040406","1","-74","178","1","502004403"
"0.85","67","0","320040406","3","13","179","2","502004404"
"0.65","11","0","320040406","2","43.5","180","3","0"
"0.7","50","0","320040407","1","59","181","1","502004407"
"0.85","62","0","320040407","3","-4","182","2","502004409"
"0.65","13","0","320040407","2","-49","183","3","0"
"0.8","-10","0","320040408","1","0","184","1","0"
"0.9","20","0","320040409","1","30","185","1","0"
"1","-25","0","320040410","1","20","186","1","0"
"0.7","49","0","320040506","1","-74","187","1","502004503"
"0.85","67","0","320040506","3","13","188","2","502004504"
"0.65","11","0","320040506","2","43.5","189","3","0"
"0.7","50","0","320040507","1","59","190","1","502004507"
"0.85","62","0","320040507","3","-4","191","2","502004509"
"0.65","13","0","320040507","2","-49","192","3","0"
"0.8","-10","0","320040508","1","0","193","1","0"
"0.9","20","0","320040509","1","30","194","1","0"
"1","-25","0","320040510","1","20","195","1","0"
"0.7","40","0","320050106","2","-74","196","1","502005101"
"1","67","0","320050106","3","13","197","2","502005103"
"0.65","11","0","320050106","1","43.5","198","3","0"
"0.7","50","0","320050107","2","59","199","1","502005106"
"0.9","62","0","320050107","3","30","200","2","502005108"
"0.65","13","0","320050107","1","-49","201","3","0"
"0.75","10","0","320050108","1","5","202","1","0"
"0.75","10","0","320050109","1","-10","203","1","0"
"1","-25","0","320050110","1","20","204","1","0"
"0.7","40","0","320050206","2","-74","205","1","502005201"
"1","67","0","320050206","3","13","206","2","502005203"
"0.65","11","0","320050206","1","43.5","207","3","0"
"0.7","50","0","320050207","2","59","208","1","502005206"
"0.9","62","0","320050207","3","30","209","2","502005208"
"0.65","13","0","320050207","1","-49","210","3","0"
"0.75","10","0","320050208","1","5","211","1","0"
"0.75","10","0","320050209","1","-10","212","1","0"
"1","-25","0","320050210","1","20","213","1","0"
"0.7","40","0","320050306","2","-74","214","1","502005301"
"1","67","0","320050306","3","13","215","2","502005303"
"0.65","11","0","320050306","1","43.5","216","3","0"
"0.7","50","0","320050307","2","59","217","1","502005306"
"0.9","62","0","320050307","3","30","218","2","502005308"
"0.65","13","0","320050307","1","-49","219","3","0"
"0.75","10","0","320050308","1","5","220","1","0"
"0.75","10","0","320050309","1","-10","221","1","0"
"1","-25","0","320050310","1","20","222","1","0"
"0.7","40","0","320050406","2","-74","223","1","502005401"
"1","67","0","320050406","3","13","224","2","502005403"
"0.65","11","0","320050406","1","43.5","225","3","0"
"0.7","50","0","320050407","2","59","226","1","502005406"
"0.9","62","0","320050407","3","30","227","2","502005408"
"0.65","13","0","320050407","1","-49","228","3","0"
"0.75","10","0","320050408","1","5","229","1","0"
"0.75","10","0","320050409","1","-10","230","1","0"
"1","-25","0","320050410","1","20","231","1","0"
"0.7","40","0","320050506","2","-74","232","1","502005501"
"1","67","0","320050506","3","13","233","2","502005503"
"0.65","11","0","320050506","1","43.5","234","3","0"
"0.7","50","0","320050507","2","59","235","1","502005506"
"0.9","62","0","320050507","3","30","236","2","502005508"
"0.65","13","0","320050507","1","-49","237","3","0"
"0.75","10","0","320050508","1","5","238","1","0"
"0.75","10","0","320050509","1","-10","239","1","0"
"1","-25","0","320050510","1","20","240","1","0"
"0.7","40","0","320060106","2","-74","241","1","502006101"
"0.7","67","0","320060106","3","13","242","2","502006103"
"0.65","11","0","320060106","1","43.5","243","3","0"
"0.7","50","0","320060107","2","59","244","1","502006106"
"0.9","62","0","320060107","3","30","245","2","502006108"
"0.65","13","0","320060107","1","-49","246","3","0"
"1","10","0","320060108","1","5","247","1","0"
"1.2","10","0","320060109","1","-10","248","1","0"
"1","-25","0","320060110","1","20","249","1","0"
"0.7","40","0","320060206","2","-74","250","1","502006201"
"0.7","67","0","320060206","3","13","251","2","502006203"
"0.65","11","0","320060206","1","43.5","252","3","0"
"0.7","50","0","320060207","2","59","253","1","502006206"
"0.9","62","0","320060207","3","30","254","2","502006208"
"0.65","13","0","320060207","1","-49","255","3","0"
"1","10","0","320060208","1","5","256","1","0"
"1.2","10","0","320060209","1","-10","257","1","0"
"1","-25","0","320060210","1","20","258","1","0"
"0.7","40","0","320060306","2","-74","259","1","502006301"
"0.7","67","0","320060306","3","13","260","2","502006303"
"0.65","11","0","320060306","1","43.5","261","3","0"
"0.7","50","0","320060307","2","59","262","1","502006306"
"0.9","62","0","320060307","3","30","263","2","502006308"
"0.65","13","0","320060307","1","-49","264","3","0"
"1","10","0","320060308","1","5","265","1","0"
"1.2","10","0","320060309","1","-10","266","1","0"
"1","-25","0","320060310","1","20","267","1","0"
"0.7","40","0","320060406","2","-74","268","1","502006401"
"0.7","67","0","320060406","3","13","269","2","502006403"
"0.65","11","0","320060406","1","43.5","270","3","0"
"0.7","50","0","320060407","2","59","271","1","502006406"
"0.9","62","0","320060407","3","30","272","2","502006408"
"0.65","13","0","320060407","1","-49","273","3","0"
"1","10","0","320060408","1","5","274","1","0"
"1.2","10","0","320060409","1","-10","275","1","0"
"1","-25","0","320060410","1","20","276","1","0"
"0.7","40","0","320060506","2","-74","277","1","502006501"
"0.7","67","0","320060506","3","13","278","2","502006503"
"0.65","11","0","320060506","1","43.5","279","3","0"
"0.7","50","0","320060507","2","59","280","1","502006506"
"0.9","62","0","320060507","3","30","281","2","502006508"
"0.65","13","0","320060507","1","-49","282","3","0"
"1","10","0","320060508","1","5","283","1","0"
"1.2","10","0","320060509","1","-10","284","1","0"
"1","-25","0","320060510","1","20","285","1","0"
"0.7","40","0","320070106","2","-74","286","1","502007101"
"0.7","67","0","320070106","3","43","287","2","502007103"
"0.65","11","0","320070106","1","43.5","288","3","0"
"0.7","50","0","320070107","2","59","289","1","502007106"
"0.9","62","0","320070107","3","30","290","2","502007108"
"0.65","13","0","320070107","1","-49","291","3","0"
"0.9","20","0","320070108","1","5","292","1","0"
"0.9","20","0","320070109","1","0","293","1","0"
"1","-20","0","320070110","1","-20","294","1","0"
"0.7","40","0","320070206","2","-74","295","1","502007201"
"0.7","67","0","320070206","3","43","296","2","502007203"
"0.65","11","0","320070206","1","43.5","297","3","0"
"0.7","50","0","320070207","2","59","298","1","502007206"
"0.9","62","0","320070207","3","30","299","2","502007208"
"0.65","13","0","320070207","1","-49","300","3","0"
"0.9","20","0","320070208","1","5","301","1","0"
"0.9","20","0","320070209","1","0","302","1","0"
"1","-20","0","320070210","1","-20","303","1","0"
"0.7","40","0","320070306","2","-74","304","1","502007301"
"0.7","67","0","320070306","3","43","305","2","502007303"
"0.65","11","0","320070306","1","43.5","306","3","0"
"0.7","50","0","320070307","2","59","307","1","502007306"
"0.9","62","0","320070307","3","30","308","2","502007308"
"0.65","13","0","320070307","1","-49","309","3","0"
"0.9","20","0","320070308","1","5","310","1","0"
"0.9","20","0","320070309","1","0","311","1","0"
"1","-20","0","320070310","1","-20","312","1","0"
"0.7","40","0","320070406","2","-74","313","1","502007401"
"0.7","67","0","320070406","3","43","314","2","502007403"
"0.65","11","0","320070406","1","43.5","315","3","0"
"0.7","50","0","320070407","2","59","316","1","502007406"
"0.9","62","0","320070407","3","30","317","2","502007408"
"0.65","13","0","320070407","1","-49","318","3","0"
"0.9","20","0","320070408","1","5","319","1","0"
"0.9","20","0","320070409","1","0","320","1","0"
"1","-20","0","320070410","1","-20","321","1","0"
"0.7","40","0","320070506","2","-74","322","1","502007501"
"0.7","67","0","320070506","3","43","323","2","502007503"
"0.65","11","0","320070506","1","43.5","324","3","0"
"0.7","50","0","320070507","2","59","325","1","502007506"
"0.9","62","0","320070507","3","30","326","2","502007508"
"0.65","13","0","320070507","1","-49","327","3","0"
"0.9","20","0","320070508","1","5","328","1","0"
"0.9","20","0","320070509","1","0","329","1","0"
"1","-20","0","320070510","1","-20","330","1","0"
"0.7","40","0","320080106","2","-74","331","1","502008101"
"0.9","67","0","320080106","3","43","332","2","502008103"
"0.65","11","0","320080106","1","43.5","333","3","0"
"0.7","50","0","320080107","2","59","334","1","502008106"
"0.9","62","0","320080107","3","30","335","2","502008108"
"0.65","13","0","320080107","1","-49","336","3","0"
"0.8","20","0","320080108","1","5","337","1","0"
"1.1","20","0","320080109","1","0","338","1","0"
"1","-20","0","320080110","1","-20","339","1","0"
"0.7","40","0","320080206","2","-74","340","1","502008201"
"0.9","67","0","320080206","3","43","341","2","502008203"
"0.65","11","0","320080206","1","43.5","342","3","0"
"0.7","50","0","320080207","2","59","343","1","502008206"
"0.9","62","0","320080207","3","30","344","2","502008208"
"0.65","13","0","320080207","1","-49","345","3","0"
"0.8","20","0","320080208","1","5","346","1","0"
"1.1","20","0","320080209","1","0","347","1","0"
"1","-20","0","320080210","1","-20","348","1","0"
"0.7","40","0","320080306","2","-74","349","1","502008301"
"0.9","67","0","320080306","3","43","350","2","502008303"
"0.65","11","0","320080306","1","43.5","351","3","0"
"0.7","50","0","320080307","2","59","352","1","502008306"
"0.9","62","0","320080307","3","30","353","2","502008308"
"0.65","13","0","320080307","1","-49","354","3","0"
"0.8","20","0","320080308","1","5","355","1","0"
"1.1","20","0","320080309","1","0","356","1","0"
"1","-20","0","320080310","1","-20","357","1","0"
"0.7","40","0","320080406","2","-74","358","1","502008401"
"0.9","67","0","320080406","3","43","359","2","502008403"
"0.65","11","0","320080406","1","43.5","360","3","0"
"0.7","50","0","320080407","2","59","361","1","502008406"
"0.9","62","0","320080407","3","30","362","2","502008408"
"0.65","13","0","320080407","1","-49","363","3","0"
"0.8","20","0","320080408","1","5","364","1","0"
"1.1","20","0","320080409","1","0","365","1","0"
"1","-20","0","320080410","1","-20","366","1","0"
"0.7","40","0","320080506","2","-74","367","1","502008501"
"0.9","67","0","320080506","3","43","368","2","502008503"
"0.65","11","0","320080506","1","43.5","369","3","0"
"0.7","50","0","320080507","2","59","370","1","502008506"
"0.9","62","0","320080507","3","30","371","2","502008508"
"0.65","13","0","320080507","1","-49","372","3","0"
"0.8","20","0","320080508","1","5","373","1","0"
"1.1","20","0","320080509","1","0","374","1","0"
"1","-20","0","320080510","1","-20","375","1","0"
"0.7","40","0","320090106","2","-74","376","1","502009101"
"1","67","0","320090106","3","13","377","2","502009103"
"0.65","11","0","320090106","1","43.5","378","3","0"
"0.7","50","0","320090107","2","-68","379","1","502009106"
"0.9","62","0","320090107","3","30","380","2","502009108"
"0.65","13","0","320090107","1","29","381","3","0"
"0.75","10","0","320090108","1","5","382","1","0"
"1","10","0","320090109","1","0","383","1","0"
"1","-20","0","320090110","1","-20","384","1","0"
"0.7","40","0","320090206","2","-74","385","1","502009201"
"1","67","0","320090206","3","13","386","2","502009203"
"0.65","11","0","320090206","1","43.5","387","3","0"
"0.7","50","0","320090207","2","-68","388","1","502009206"
"0.9","62","0","320090207","3","30","389","2","502009208"
"0.65","13","0","320090207","1","29","390","3","0"
"0.75","10","0","320090208","1","5","391","1","0"
"1","10","0","320090209","1","0","392","1","0"
"1","-20","0","320090210","1","-20","393","1","0"
"0.7","40","0","320090306","2","-74","394","1","502009301"
"1","67","0","320090306","3","13","395","2","502009303"
"0.65","11","0","320090306","1","43.5","396","3","0"
"0.7","50","0","320090307","2","-68","397","1","502009306"
"0.9","62","0","320090307","3","30","398","2","502009308"
"0.65","13","0","320090307","1","29","399","3","0"
"0.75","10","0","320090308","1","5","400","1","0"
"1","10","0","320090309","1","0","401","1","0"
"1","-20","0","320090310","1","-20","402","1","0"
"0.7","40","0","320090406","2","-74","403","1","502009401"
"1","67","0","320090406","3","13","404","2","502009403"
"0.65","11","0","320090406","1","43.5","405","3","0"
"0.7","50","0","320090407","2","-68","406","1","502009406"
"0.9","62","0","320090407","3","30","407","2","502009408"
"0.65","13","0","320090407","1","29","408","3","0"
"0.75","10","0","320090408","1","5","409","1","0"
"1","10","0","320090409","1","0","410","1","0"
"1","-20","0","320090410","1","-20","411","1","0"
"0.7","40","0","320090506","2","-74","412","1","502009501"
"1","67","0","320090506","3","13","413","2","502009503"
"0.65","11","0","320090506","1","43.5","414","3","0"
"0.7","50","0","320090507","2","-68","415","1","502009506"
"0.9","62","0","320090507","3","30","416","2","502009508"
"0.65","13","0","320090507","1","29","417","3","0"
"0.75","10","0","320090508","1","5","418","1","0"
"1","10","0","320090509","1","0","419","1","0"
"1","-20","0","320090510","1","-20","420","1","0"
"0.7","40","0","320100106","2","-74","421","1","502010101"
"1","67","0","320100106","3","13","422","2","502010103"
"0.65","11","0","320100106","1","43.5","423","3","0"
"0.7","50","0","320100107","2","-68","424","1","502010106"
"0.9","62","0","320100107","3","30","425","2","502010108"
"0.65","13","0","320100107","1","29","426","3","0"
"0.9","60","0","320100108","1","40","427","1","0"
"1","10","0","320100109","1","0","428","1","0"
"1","-35","0","320100110","1","-20","429","1","0"
"0.7","40","0","320100206","2","-74","430","1","502010201"
"1","67","0","320100206","3","13","431","2","502010203"
"0.65","11","0","320100206","1","43.5","432","3","0"
"0.7","50","0","320100207","2","-68","433","1","502010206"
"0.9","62","0","320100207","3","30","434","2","502010208"
"0.65","13","0","320100207","1","29","435","3","0"
"0.9","60","0","320100208","1","40","436","1","0"
"1","10","0","320100209","1","0","437","1","0"
"1","-35","0","320100210","1","-20","438","1","0"
"0.7","40","0","320100306","2","-74","439","1","502010301"
"1","67","0","320100306","3","13","440","2","502010303"
"0.65","11","0","320100306","1","43.5","441","3","0"
"0.7","50","0","320100307","2","-68","442","1","502010306"
"0.9","62","0","320100307","3","30","443","2","502010308"
"0.65","13","0","320100307","1","29","444","3","0"
"0.9","60","0","320100308","1","40","445","1","0"
"1","10","0","320100309","1","0","446","1","0"
"1","-35","0","320100310","1","-20","447","1","0"
"0.7","40","0","320100406","2","-74","448","1","502010401"
"1","67","0","320100406","3","13","449","2","502010403"
"0.65","11","0","320100406","1","43.5","450","3","0"
"0.7","50","0","320100407","2","-68","451","1","502010406"
