6b09f42bfa75be15028ed5538f4c3bba645f7f557b486006baea620cb416ed65,7f6539333d61e3b98340f9da2e71487c8a031cad9db21d6b9eee8d74ea98c339,36090b3171a2496ac9957b732f6babcded751f015ad8c64f96e55f9d6cc35abc,fc2a60d701b1640b24f28c60bf7803af121652e3bf2adb0327daf1e38c6e3f02,2cc4a499c97e5483ec18a68f8120e4913211ac44627d7e23a8a67fa863d9b7f1,269b6ec26b205e312c4d14abb9115c67d0afd2cebb62ee899a961ae89f01d7b9,35f8fdeeb5702e0d19130a4e532e5e69710a6648a7bfd6d110466bca042c51ee,e287736e76aecb806c5046db2001edbf1f67aa29f62923f39a609d5bb84ae61f,d70ad7c979728d0dcbbed049125ab512fa59eea34524079dafac552194fd0eb6,ade8fbbd3f3446d4bee58fffc38a4b88b835e192e89781573840b7aa4e4a8520,42704a104c0aa5ab1a760039eaf5400972a92fe55c5e48936838374c9e24755a,bda0c69cb6aedf056f6f7556336a727a2cb45f56721643a614c212b962ec907f,5be0593e3bda6ca026009abb62384a43c5665969faf6fa59b352e4d8f5ba2db4,89ef5926921e14977dc67b6eadd18f34aa33757c3ec90ce417cdd81574a40ce9
"0","1","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","2","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","3","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","4","19","-1","-1","0","-1","180","-1","0","1","-1","-1","180"
"0","5","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","6","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","7","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","8","19","-1","-1","0","-1","180","-1","1","1","-1","-1","180"
"0","9","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","10","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","11","23","-1","-1","0","-1","215","-1","0","1","-1","-1","215"
"0","12","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","13","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","14","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","15","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","16","23","-1","-1","0","-1","215","-1","1","1","-1","-1","215"
"0","17","26","-1","-1","0","-1","250","-1","1","1","-1","-1","250"
"0","18","26","-1","-1","0","-1","250","-1","0","1","-1","-1","250"
"0","20","26","-1","-1","0","-1","250","-1","1","1","-1","-1","250"
"0","21","26","-1","-1","0","-1","250","-1","1","1","-1","-1","250"
"0","22","26","-1","-1","0","-1","250","-1","1","1","-1","-1","250"
"0","23","28","-1","-1","0","-1","260","-1","0","1","-1","-1","260"
"0","24","26","-1","-1","0","-1","250","-1","1","1","-1","-1","250"
"0","25","26","-1","-1","0","-1","250","-1","1","1","-1","-1","250"
"0","26","29","-1","-1","0","-1","280","-1","0","1","-1","-1","280"
"0","27","29","-1","-1","0","-1","280","-1","1","1","-1","-1","280"
"0","28","29","-1","-1","0","-1","280","-1","1","1","-1","-1","280"
