4ba964de0066480e44934b466b42a99b346ce72d34b37363ad7bd57ddb063523,5636b97afd1e7a76da9518341bd27b6fd6d7bc019eba6a23f7995c6fa17c335f,246e13a887ef83bb0c3e7ab99f0113c717cb62fc9b612cb2794fd9fe6e5ce894,e9dfda91c47a10d38864e1d459bfdd06b338b20e443117cd60d56b753c14d84b,fba4721fda179b12bfd71969a346c3ce920f35a40bf89897e12559448f20cdbf,79aa77fafc10d85485690e4f733ae7143142cb5815e07731bc66a01985f0d8be,c7062a60388df94e5aef7fac9726e56c6297ef789411b93b161207ce630cb996,0696799c16bce58cf2c337ca7c0563b273a76646a628855ce765abf1c11953b4,0e1bd635a375c2efb500d1cbbc66e732af50f76d9a611d9c145b7454ca15f1b6,da843f0fe8a2ea132da765f5f958bf95d9c868ad7043d68dcfbe4f2314577b06,2d1ad196f0272ab8f711280c662df8e831cc9e0e47b2ef15a8768d59b7bf41e2,31645a4f3096a449bea36559584e18f5c1c011eea9d1dcdaa0b96f42950c477f,f5313983d91699890ab8deaab57b23412a0f14fd98a7ed1980e8e84212965567,06d7242679844c69af02d67b61db1cf5188e4ae6d05ce2998e9e5c99c130fbe0,966acdc6c0ca2fbb39f1c0ed80f7c9d27107bf2498d77cd884b23a05386646cd
"0","100113","90","1","bgm_M57","0","1","1","bgm_M57","110001","100113","0","90110001","EASY","701000101"
"0","100113","90","2","bgm_M57","0","1","1","bgm_M57","110001","100113","0","90110002","NORMAL","701000102"
"0","100113","90","3","bgm_M57","0","1","1","bgm_M57","110001","100113","0","90110003","HARD","701000103"
"0","100113","90","4","bgm_M57","0","1","1","bgm_M57","110001","100113","0","90110004","VERY HARD","701000104"
"0","100113","90","5","bgm_M57","0","1","1","bgm_M57","110001","100113","0","90110005","EXTREME","701000105"
"0","103013","90","1","bgm_M169","0","2","1","bgm_M169","120001","103013","0","90120001","EASY","701000201"
"0","103013","90","2","bgm_M169","0","2","1","bgm_M169","120001","103013","0","90120002","NORMAL","701000202"
"0","103013","90","3","bgm_M169","0","2","1","bgm_M169","120001","103013","0","90120003","HARD","701000203"
"0","103013","90","4","bgm_M169","0","2","1","bgm_M169","120001","103013","0","90120004","VERY HARD","701000204"
"0","103013","90","5","bgm_M169","0","2","1","bgm_M169","120001","103013","0","90120005","EXTREME","701000205"
"0","100113","90","1","bgm_M64","0","3","1","bgm_M64","130001","100113","0","90130001","EASY","701000301"
"0","100113","90","2","bgm_M64","0","3","1","bgm_M64","130001","100113","0","90130002","NORMAL","701000302"
"0","100113","90","3","bgm_M64","0","3","1","bgm_M64","130001","100113","0","90130003","HARD","701000303"
"0","100113","90","4","bgm_M64","0","3","1","bgm_M64","130001","100113","0","90130004","VERY HARD","701000304"
"0","100113","90","5","bgm_M64","0","3","1","bgm_M64","130001","100113","0","90130005","EXTREME","701000305"
"0","100113","90","1","bgm_M07","0","4","1","bgm_M07","140001","100113","0","90140001","EASY","701000401"
"0","100113","90","2","bgm_M07","0","4","1","bgm_M07","140001","100113","0","90140002","NORMAL","701000402"
"0","100113","90","3","bgm_M07","0","4","1","bgm_M07","140001","100113","0","90140003","HARD","701000403"
"0","100113","90","4","bgm_M07","0","4","1","bgm_M07","140001","100113","0","90140004","VERY HARD","701000404"
"0","100113","90","5","bgm_M07","0","4","1","bgm_M07","140001","100113","0","90140005","EXTREME","701000405"
"0","103013","90","1","bgm_M170","0","5","1","bgm_M170","150001","103013","0","90150001","EASY","701000501"
"0","103013","90","2","bgm_M170","0","5","1","bgm_M170","150001","103013","0","90150002","NORMAL","701000502"
"0","103013","90","3","bgm_M170","0","5","1","bgm_M170","150001","103013","0","90150003","HARD","701000503"
"0","103013","90","4","bgm_M170","0","5","1","bgm_M170","150001","103013","0","90150004","VERY HARD","701000504"
"0","103013","90","5","bgm_M170","0","5","1","bgm_M170","150001","103013","0","90150005","EXTREME","701000505"
