094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2
"0","0","16","2","0","0","0","100101","1","0","0","0","10","0","0","1","65","0","75"
"0","0","68","3","0","0","0","100101","3","0","0","0","30","0","0","2","185","0","125"
"0","0","158","4","0","0","0","100101","7","0","0","3","60","0","0","4","420","0","260"
"0","0","293","5","0","0","0","100101","12","0","0","7","100","0","0","7","810","0","420"
"0","0","486","6","0","0","0","100101","17","0","0","11","130","0","3","11","1340","0","630"
"0","0","731","7","0","0","0","100101","26","0","0","17","155","0","6","15","1660","0","1235"
"0","0","1030","8","0","0","0","100101","35","9","0","24","180","0","9","15","2290","10","1795"
"0","0","1459","9","0","0","0","100101","46","23","5","27","205","0","9","16","2540","40","1795"
"0","0","1941","10","0","10","0","100101","51","37","10","35","205","0","9","16","2740","100","1795"
"0","3","2439","11","0","20","0","100101","55","37","15","44","205","0","9","16","3100","158","1795"
"0","36","2871","12","0","20","0","100101","66","37","15","46","205","0","9","18","3470","198","2045"
"0","56","3345","13","0","20","0","100101","79","37","15","54","230","0","9","18","3720","251","2045"
"0","56","3840","14","0","20","0","100101","97","37","15","68","255","0","9","20","3880","328","2045"
"0","56","4412","15","0","20","0","100101","111","37","15","82","255","0","9","20","3880","448","2045"
"0","59","5015","16","0","20","0","100101","124","37","15","94","255","0","9","20","3880","586","2045"
"0","62","5656","17","0","20","0","100101","142","37","15","103","255","0","9","20","3930","711","2045"
"0","62","6351","18","0","20","0","100101","157","37","15","119","255","0","9","20","3980","856","2045"
"0","62","7154","19","0","20","0","100101","173","37","15","135","255","0","9","20","4075","984","2045"
"0","62","8017","20","0","20","0","100101","203","37","15","147","255","0","9","20","4270","1065","2045"
"0","62","8971","21","0","20","0","100101","232","37","15","157","255","0","9","20","4580","1160","2045"
"0","62","10078","22","0","20","0","100101","259","37","15","176","255","0","9","20","4790","1262","2045"
"0","62","11352","23","0","20","0","100101","287","37","15","199","255","0","9","20","4880","1343","2045"
"0","62","12783","24","0","20","0","100101","308","37","15","221","255","0","9","20","4970","1416","2045"
"0","62","14334","25","0","20","0","100101","331","37","15","247","255","0","9","20","5230","1471","2045"
"0","62","15835","26","0","20","0","100101","359","37","15","280","255","0","9","20","6835","1495","2045"
"0","62","17449","27","0","20","0","100101","387","37","15","313","255","0","9","20","8440","1513","2045"
"0","62","19454","28","0","20","0","100101","400","37","15","326","255","0","9","20","9225","1538","2045"
"0","62","21599","29","0","20","0","100101","415","37","15","341","255","0","9","20","10010","1571","2045"
"0","62","23844","30","0","20","0","100101","440","37","15","366","255","0","9","20","10270","1614","2045"
"0","62","26318","31","0","20","0","100101","450","37","15","376","255","0","9","20","10795","1657","2045"
"0","62","28948","32","0","20","0","100101","450","37","15","376","255","0","9","20","11845","1690","2045"
"0","62","31669","33","0","20","0","100101","461","37","15","387","255","0","9","20","12370","1729","2045"
"0","62","34498","34","0","20","0","100101","483","37","15","409","255","0","9","20","12370","1775","2045"
"0","62","37455","35","0","20","0","100101","505","37","15","431","255","0","9","20","12370","1821","2045"
"0","0","0","2","0","0","0","100201","1","0","0","2","0","23","0","0","55","0","75"
"0","0","0","3","0","0","0","100201","1","0","0","8","0","81","0","0","150","0","125"
"0","0","0","4","0","10","0","100201","4","0","0","17","5","172","0","0","325","0","175"
"0","0","0","5","0","10","0","100201","4","0","0","33","15","349","0","0","505","0","175"
"0","0","0","6","0","25","0","100201","12","0","0","52","15","522","0","0","1035","0","175"
"0","0","0","7","0","30","0","100201","14","0","0","66","85","790","0","0","1395","0","175"
"0","0","0","8","0","75","0","100201","19","4","0","88","85","1089","0","0","1675","0","175"
"0","0","0","9","0","110","6","100201","25","9","5","109","100","1389","0","0","2130","0","175"
"0","0","0","10","0","115","30","100201","28","14","10","126","135","1758","0","0","2490","0","395"
"0","0","0","11","0","129","53","100201","35","14","10","145","151","2159","0","0","2910","0","735"
