d1193c37465be6104017f2e3ff0f486ea7429f8e439962788dc4b5d6438f8c55,9b21c6f298cfdaced89ecbccb6338095202c27c375c75a91d383a477d37adb01,4b204b60e77feb78ad45014c5975b23c2f13a18d6099f5b719a206536b26c39b,e4df0e516cb366ac338f006bed1320686dab35f006b2fd2cbbe65a2e1a3a3bb2,f18e1cb9a1681f880a5f36a22d3591a081cac7ef1d9979ce40ffca2cd2ff05f7,946732272d0a99dada948030c1fa2d66a6dcfd88186c4a123898ef4abea56853,d16da97a3989e03440a84688301e2d3327a61a6d5cd3194cf2ddef731a7697dc,b35a9102e308c0f755460eedac850000be22f6038e195f9aeb509901fa58cdb0,8bb300d1ffb2d92880e03b9e1d01f686e756dacbc0102831feec4725350fcb11,fd05a6553ef6754667dde24d8597cbd5413ab3145e1c878c0913c387064a816d,3b7c2c513068332a089d569aab14695cc3d8366d318638f167966a3b38da1167,284a24fce8dc2fc31b7c6dc8b9371d7555bdeed57b0ba29f0e76b87ca25ab40b,74d1a51b5536eb0a4e02c85e85dc8fc0f0c56de64365f28b90534b1647e24829,d00133360d1086701f2cae90588e0caf916502912e921ff28403b98003ec80ac,636478c10f568e6ecff41ff0855806ebda361423e36866d3e484a96af0ec3767,4c80889daa79d88d57b402e764aab15ff19d7e912729287978e2b2bacd7e0eb9,62316f1bd459a36614c8272de0ed42820cf7f95968fd9abdda5dc3f1bdba8e7b,0072af2e4f1fd381dbae15e7b2c54155638a22424421b585d0f8b805c8fdd510,0fea837621d0fcfe8f659fd6de9aae2226af2a8c0455a0b89fe7efad09c3c3f3,17324469701176d539c08907332a819716f0114e12164761c9790f25ccc1d76b,53d3d8392377876b84095c511787160235a3f0b70ccdaf49994a24e9929cac0f
"0","0","30001","20201001","50","1","サガタウロス（NORMAL）を１回倒そう","0","1016","6114","0","30","20201","10102","2","0","102","0","2","2025/10/24 12:00:00","72001"
"0","0","30001","20201002","100","1","サガタウロス（HARD）を１回倒そう","0","1016","6114","0","30","20202","10103","2","0","103","0","2","2025/10/24 12:00:00","72001"
"0","0","30001","20201003","150","1","サガタウロス（VERY HARD）を１回倒そう","0","1016","6114","0","30","20203","10104","2","0","104","0","2","2025/10/24 12:00:00","72001"
"3000","2","30001","30001","1","5","サガタウロスを５回倒そう (全難易度共通)","25011","1016","6114","2","31","20204","10105","2","25012","105","3000","2","2025/10/24 12:00:00","24030"
"0","0","30001","30001","50","40","サガタウロスを40回倒そう (全難易度共通)","0","1016","6114","0","31","20205","10106","2","0","106","0","2","2025/10/24 12:00:00","90005"
"3000","2","30001","30001","3000","1000000000","サガタウロスに累計1,000,000,000ダメージ与えよう","25014","1016","6114","0","32","20206","10107","2","0","107","0","2","2025/10/24 12:00:00","25013"
"0","0","30001","30001","3000","2000000000","サガタウロスに累計2,000,000,000ダメージ与えよう","0","1016","6114","0","32","20207","10108","2","0","108","0","2","2025/10/24 12:00:00","25021"
"0","0","30001","30001","3000","30000000","サガタウロスに１度のバトルで30,000,000ダメージ与えよう","0","1016","6114","0","33","20208","10109","2","0","109","0","2","2025/10/24 12:00:00","25015"
"0","0","30001","30001","3000","120000000","サガタウロスに１度のバトルで120,000,000ダメージ与えよう","0","1016","6114","0","33","20209","10110","2","0","110","0","2","2025/10/24 12:00:00","25021"
"0","0","30001","30001","50","1","サガタウロスと１回バトルしよう (全難易度共通)","0","1015","6114","0","29","20210","10101","1","0","101","0","2","2025/10/24 12:00:00","72001"
"0","0","30002","30002","25","1","大慾暴君・カジノ王と１回バトルしよう (全難易度共通)","0","1015","6114","0","29","20211","10201","1","0","101","0","2","2025/10/24 12:00:00","72001"
"0","0","30002","20202001","20","1","大慾暴君・カジノ王（NORMAL）を１回倒そう","0","1016","6114","0","30","20212","10202","2","0","102","0","2","2025/10/24 12:00:00","72001"
"0","0","30002","20202002","30","1","大慾暴君・カジノ王（HARD）を１回倒そう","0","1016","6114","0","30","20213","10203","2","0","103","0","2","2025/10/24 12:00:00","72001"
"0","0","30002","20202003","50","1","大慾暴君・カジノ王（VERY HARD）を１回倒そう","0","1016","6114","0","30","20214","10204","2","0","104","0","2","2025/10/24 12:00:00","72001"
"10","2","30002","30002","10","5","大慾暴君・カジノ王を５回倒そう (全難易度共通)","25203","1016","6114","2","31","20215","10205","2","25205","105","10","2","2025/10/24 12:00:00","25201"
"0","0","30002","30002","30","25","大慾暴君・カジノ王を25回倒そう (全難易度共通)","0","1016","6114","0","31","20216","10206","2","0","106","0","8","2025/10/24 12:00:00","91002"
"20","2","30002","30002","20","1000000000","大慾暴君・カジノ王に累計1,000,000,000ダメージ与えよう","25203","1016","6114","2","32","20217","10207","2","25205","107","20","2","2025/10/24 12:00:00","25201"
"0","0","30002","30002","30","2000000000","大慾暴君・カジノ王に累計2,000,000,000ダメージ与えよう","0","1016","6114","0","32","20218","10208","2","0","108","0","8","2025/10/24 12:00:00","91002"
"30","2","30002","30002","30","60000000","大慾暴君・カジノ王に１度のバトルで60,000,000ダメージ与えよう","25203","1016","6114","2","33","20219","10209","2","25205","109","30","2","2025/10/24 12:00:00","25201"
"0","0","30002","30002","30","250000000","大慾暴君・カジノ王に１度のバトルで250,000,000ダメージ与えよう","0","1016","6114","0","33","20220","10210","2","0","110","0","8","2025/10/24 12:00:00","91002"
