89cc01ad74467f399de3f5569a94c26a78504b4bed90ec481144f2c2371c5048,f93d0aa866527a38db2c8a00bddc3cd74ed68c339a87009f1076a953020764af,faa4620bc8c7ac97bfa07717d4f02a392688d7bb489bd8662faa2ce839ee7fdd,d80dabbf667806bca9e960afab2c8692ff3cfd81e5e54d8a94766cf86929445f,893803b005eda96649b9748fd3cce57e2d52194d07abd3831993c7b8eb179652
"1","0","30","999","20"
"2","24","30","999","20"
"3","32","30","999","21"
"4","40","30","999","21"
"5","48","30","999","22"
"6","64","30","999","22"
"7","80","30","999","23"
"8","96","30","999","23"
"9","120","30","999","24"
"10","168","30","999","24"
"11","224","30","999","25"
"12","280","30","999","25"
"13","344","30","999","26"
"14","420","30","999","26"
"15","502","30","999","27"
"16","584","30","999","28"
"17","666","30","999","30"
"18","748","30","999","35"
"19","830","30","999","40"
"20","930","30","999","45"
"21","1040","30","999","50"
"22","1178","30","999","55"
"23","1316","30","999","60"
"24","1458","30","999","70"
"25","1604","30","999","80"
"26","1755","30","999","85"
"27","1910","30","999","85"
"28","2070","30","999","86"
"29","2235","30","999","87"
"30","2405","30","999","88"
"31","2579","30","999","89"
"32","2760","30","999","90"
"33","2945","30","999","91"
"34","3136","30","999","92"
"35","3333","30","999","93"
"36","3535","30","999","94"
"37","3744","30","999","95"
"38","3974","30","999","96"
"39","4226","30","999","97"
"40","4504","30","999","98"
"41","4810","30","999","99"
"42","5152","30","999","100"
"43","5535","30","999","101"
"44","5965","30","999","102"
"45","6446","30","999","103"
"46","7004","30","999","104"
"47","7651","30","999","105"
"48","8401","30","999","106"
"49","9272","30","999","107"
"50","10282","30","999","108"
"51","11454","30","999","109"
"52","12813","30","999","110"
"53","14389","30","999","111"
"54","16159","30","999","112"
"55","17929","30","999","113"
"56","19699","30","999","114"
"57","21469","30","999","115"
"58","23239","30","999","116"
"59","25009","30","999","117"
"60","26779","30","999","118"
"61","28549","30","999","119"
"62","30319","30","999","120"
"63","32089","30","999","121"
"64","33859","30","999","122"
"65","35629","30","999","123"
"66","38284","30","999","124"
"67","40939","30","999","125"
"68","43594","30","999","126"
"69","46249","30","999","127"
"70","48904","30","999","128"
"71","51559","30","999","129"
"72","54214","30","999","130"
"73","56869","30","999","131"
"74","59524","30","999","132"
"75","62179","30","999","133"
"76","64834","30","999","134"
"77","68374","30","999","135"
"78","71914","30","999","136"
"79","75454","30","999","137"
"80","78994","30","999","138"
"81","82534","30","999","139"
"82","86074","30","999","140"
"83","89614","30","999","141"
"84","93154","30","999","142"
"85","96694","30","999","143"
"86","100234","30","999","144"
"87","103774","30","999","145"
"88","107314","30","999","146"
"89","110854","30","999","147"
"90","114394","30","999","148"
"91","117934","30","999","149"
"92","121474","30","999","150"
"93","125014","30","999","151"
"94","128554","30","999","152"
"95","132094","30","999","153"
"96","135634","30","999","154"
"97","139174","30","999","155"
"98","142714","30","999","156"
"99","146254","30","999","157"
"100","149794","30","999","158"
"101","153334","30","999","159"
"102","157759","30","999","160"
"103","162184","30","999","161"
"104","166609","30","999","162"
"105","171034","30","999","163"
"106","175459","30","999","164"
"107","179884","30","999","165"
"108","184309","30","999","166"
"109","188734","30","999","167"
"110","193159","30","999","168"
"111","197584","30","999","169"
"112","202009","30","999","170"
"113","206434","30","999","171"
"114","210859","30","999","172"
"115","215284","30","999","173"
"116","219709","30","999","174"
"117","224134","30","999","175"
"118","228559","30","999","176"
"119","232984","30","999","177"
"120","237409","30","999","178"
"121","241834","30","999","179"
"122","246259","30","999","180"
"123","250684","30","999","181"
"124","255109","30","999","182"
"125","259534","30","999","183"
"126","263959","30","999","184"
"127","268384","30","999","185"
"128","272809","30","999","186"
"129","277234","30","999","187"
"130","281659","30","999","188"
"131","286084","30","999","189"
"132","290509","30","999","190"
"133","294934","30","999","191"
"134","299359","30","999","192"
"135","303784","30","999","193"
"136","308209","30","999","194"
"137","312634","30","999","195"
"138","317059","30","999","196"
"139","321484","30","999","197"
"140","325909","30","999","198"
"141","330334","30","999","199"
"142","334759","30","999","200"
"143","339184","30","999","201"
"144","343609","30","999","202"
"145","348034","30","999","203"
"146","352459","30","999","204"
"147","356884","30","999","205"
"148","361309","30","999","206"
"149","365734","30","999","207"
"150","370159","30","999","208"
"151","374584","30","999","209"
"152","379009","30","999","210"
"153","383434","30","999","211"
"154","387859","30","999","212"
"155","392284","30","999","213"
"156","396709","30","999","214"
"157","401134","30","999","215"
"158","405559","30","999","216"
"159","409984","30","999","217"
"160","414409","30","999","218"
"161","418834","30","999","219"
"162","423259","30","999","220"
"163","427684","30","999","221"
"164","432109","30","999","222"
"165","436534","30","999","223"
"166","440959","30","999","224"
"167","445384","30","999","225"
"168","449809","30","999","226"
"169","454234","30","999","227"
"170","458659","30","999","228"
"171","463084","30","999","229"
"172","467509","30","999","230"
"173","471934","30","999","231"
"174","476359","30","999","232"
"175","480784","30","999","233"
"176","485209","30","999","234"
"177","489634","30","999","235"
"178","494059","30","999","236"
"179","498484","30","999","237"
"180","502909","30","999","238"
"181","507334","30","999","239"
"182","511759","30","999","240"
"183","516184","30","999","241"
"184","520609","30","999","242"
"185","525034","30","999","243"
"186","529459","30","999","244"
"187","533884","30","999","245"
"188","538309","30","999","246"
"189","542734","30","999","247"
"190","547159","30","999","248"
"191","551584","30","999","249"
"192","556009","30","999","250"
"193","560434","30","999","251"
"194","564859","30","999","252"
"195","569284","30","999","253"
"196","573709","30","999","254"
"197","578134","30","999","255"
"198","582559","30","999","256"
"199","586984","30","999","257"
"200","591409","30","999","258"
"201","595834","30","999","259"
"202","600259","30","999","260"
"203","604684","30","999","261"
"204","609109","30","999","262"
"205","613534","30","999","263"
"206","617959","30","999","264"
"207","622384","30","999","265"
"208","626809","30","999","266"
"209","631234","30","999","267"
"210","635659","30","999","268"
"211","640084","30","999","269"
"212","644509","30","999","270"
"213","648934","30","999","271"
"214","653359","30","999","272"
"215","657784","30","999","273"
"216","662209","30","999","274"
"217","666634","30","999","275"
"218","671059","30","999","276"
"219","675484","30","999","277"
"220","679909","30","999","278"
"221","684334","30","999","279"
"222","688759","30","999","280"
"223","693184","30","999","281"
"224","697609","30","999","282"
"225","702034","30","999","283"
"226","706459","30","999","284"
"227","710884","30","999","285"
"228","715309","30","999","286"
"229","719734","30","999","287"
"230","724159","30","999","288"
"231","728584","30","999","289"
"232","733009","30","999","290"
"233","737434","30","999","291"
"234","741859","30","999","292"
"235","746284","30","999","293"
"236","750709","30","999","294"
"237","755134","30","999","295"
"238","759559","30","999","296"
"239","763984","30","999","297"
"240","768409","30","999","298"
"241","772834","30","999","299"
"242","777259","30","999","300"
"243","781684","30","999","301"
"244","786109","30","999","302"
"245","790534","30","999","303"
"246","794959","30","999","304"
"247","799384","30","999","305"
"248","803809","30","999","306"
"249","808234","30","999","307"
"250","812659","30","999","308"
"251","817084","30","999","309"
"252","821509","30","999","310"
"253","825934","30","999","311"
"254","830359","30","999","312"
"255","834784","30","999","313"
"256","839209","30","999","314"
"257","843634","30","999","315"
"258","848059","30","999","316"
"259","852484","30","999","317"
"260","856909","30","999","318"
"261","861334","30","999","319"
"262","865759","30","999","320"
"263","870184","30","999","321"
"264","874609","30","999","322"
"265","879034","30","999","323"
"266","883459","30","999","324"
"267","887884","30","999","325"
"268","892309","30","999","326"
"269","896734","30","999","327"
"270","901159","30","999","328"
"271","905584","30","999","329"
"272","910009","30","999","330"
"273","914434","30","999","331"
"274","918859","30","999","332"
"275","923284","30","999","333"
"276","927709","30","999","334"
"277","932134","30","999","335"
"278","936559","30","999","336"
"279","940984","30","999","337"
"280","945409","30","999","338"
"281","949834","30","999","339"
"282","954259","30","999","340"
"283","958684","30","999","341"
"284","963109","30","999","342"
"285","967534","30","999","343"
"286","971959","30","999","344"
"287","976384","30","999","345"
"288","980809","30","999","346"
"289","985234","30","999","347"
"290","989659","30","999","348"
"291","994084","30","999","349"
"292","998509","30","999","350"
"293","1002934","30","999","351"
"294","1007359","30","999","352"
"295","1011784","30","999","353"
"296","1016209","30","999","354"
"297","1020634","30","999","355"
"298","1025059","30","999","356"
"299","1029484","30","999","357"
"300","1033909","30","999","358"
"301","1038334","30","999","359"
"302","1042759","30","999","360"
"303","1047184","30","999","361"
"304","1051609","30","999","362"
"305","1056034","30","999","363"
"306","1060459","30","999","364"
"307","1064884","30","999","365"
"308","1069309","30","999","366"
"309","1073734","30","999","367"
"310","1078159","30","999","368"
"311","1082584","30","999","369"
"312","1087009","30","999","370"
"313","1091434","30","999","371"
"314","1095859","30","999","372"
"315","1100284","30","999","373"
"316","1104709","30","999","374"
"317","1109134","30","999","375"
"318","1113559","30","999","376"
"319","1117984","30","999","377"
"320","1122409","30","999","378"
"321","1126834","30","999","379"
"322","1131259","30","999","380"
"323","1135684","30","999","381"
"324","1140109","30","999","382"
"325","1144534","30","999","383"
"326","1148959","30","999","384"
"327","1153384","30","999","385"
"328","1157809","30","999","386"
"329","1162234","30","999","387"
"330","1166659","30","999","388"
"331","1171084","30","999","389"
"332","1175509","30","999","390"
"333","1179934","30","999","391"
"334","1184359","30","999","392"
"335","1188784","30","999","393"
"336","1193209","30","999","394"
"337","1197634","30","999","395"
"338","1202059","30","999","396"
