ba9f175ec4d16224fbc3b5fc2cff97fa91247202894cd150e030698c325affaf,7789b2d186f96d287616ef9ee6f73b92c2b5d24e5aeef63d64ad19b4186348e8,7cbcd2fbd4c69bba7903f0d61a9abc4eff3b8579942ba47ef22214f1fa793949,6809a9c588d368add65df6201df78aadd33a1ebc3c4499f289a6eab3589d6fc6,fe2a4ee15ba5ea62c14f590d50d1dd287b9d1838e72398b971d2d58de80975a0,11c9b1479fa7dc164a5ddcab4ea9c3bf131c79ee2fb115378a80cda339688132,778b269b2a7d01c265d9086713513cd9a88a12806b09ddf1350e405a472b19de,a5056bc355a97c83fe76cbbc7b1d55a7f5e693f1e723cdf1450222906b1a0527,3f58d21ce4d52578c0ce17d5b31ec720be0cc2e32b385d67b2cc0f33bf05c86c,1916ecea400298b07dbfe0b277cf59271a0f1b93edc3e1c8d1fb67fa9ab9775a,082eeba26f2dfc9ec185488a24e07cb08426bb980f8b72576e78c31543cca0df,949dbb274b81b213367c768cf91ede71e859abd6bd4ee451d66471dceaea04af,2da24f60b2cea033ee0a3c9bcc07525977497c97a9d0f09f85617879843e99cb,923464b9097842a35e127e4cb8eae463b73cc51c4930ba0cc086b3f6e3b3f781,e62c248349dfc8311adcbdfc8a97f60aac4a04a5343d58a5bb71869cd5fc2f19,a17e5731f2d0b909ae57e639716d2a153ce49c97820d2b6e4aa520209dd7c29d,7e10125c149ef40b570ea8bc366f53b14051f929d8331bb38bde6a36209f7f71,7ec2d1fdfa93b430bf99c73a9dc3a5bb57df1ada0b0220179528336ae6ba82be,7a211fcf3e2e6c05141bdcc502cd9d8a36072d880365911549b1c56c85b7fcd0
"12","0","31001","0","0","2","1","100101","20000000","0","0","1100101","0","94000","120","0","0","0","41001"
"12","0","31002","0","0","2","1","100201","20000000","0","0","1100201","0","94000","120","0","0","0","41002"
"12","0","31003","0","0","2","1","100301","20000000","0","0","1100301","0","94000","120","0","0","0","41003"
"12","0","31004","0","0","2","1","100401","20000000","0","0","1100401","0","94000","120","0","0","0","41004"
"12","0","31005","0","0","2","1","100501","20000000","0","0","1100501","0","94000","120","0","0","0","41005"
"12","0","31006","0","0","2","1","100601","20000000","0","0","1100601","0","94000","120","0","0","0","41006"
"12","0","31007","0","0","2","1","100701","20000000","0","0","1100701","0","94000","120","0","0","0","41007"
"12","0","31008","0","0","2","1","100801","20000000","0","0","1100801","0","94000","120","0","0","0","41008"
"12","0","31009","0","0","2","1","100901","20000000","0","0","1100901","0","94000","120","0","0","0","41009"
"12","0","31010","0","0","2","1","101001","20000000","0","0","1101001","0","94000","120","0","0","0","41010"
"12","0","31011","0","0","2","1","101101","20000000","0","0","1101101","0","94000","120","0","0","0","41011"
"12","0","31012","0","0","2","1","101201","20000000","0","0","1101201","0","94000","120","0","0","0","41012"
"12","0","31013","0","0","2","1","101301","20000000","0","0","1101301","0","94000","120","0","0","0","41013"
"12","0","31014","0","0","2","1","101401","20000000","0","0","1101401","0","94000","120","0","0","0","41014"
"12","0","31015","0","0","2","1","101501","20000000","0","0","1101501","0","94000","120","0","0","0","41015"
"12","0","31016","0","0","2","1","101601","20000000","0","0","1101601","0","94000","120","0","0","0","41016"
"12","0","31017","0","0","2","1","101701","20000000","0","0","1101701","0","94000","120","0","0","0","41017"
"12","0","31018","0","0","2","1","101801","20000000","0","0","1101801","0","94000","120","0","0","0","41018"
"12","0","31020","0","0","2","1","102001","20000000","0","0","1102001","0","94000","120","0","0","0","41020"
"12","0","31021","0","0","2","1","102101","20000000","0","0","1102101","0","94000","120","0","0","0","41021"
"12","0","31022","0","0","2","1","102201","20000000","0","0","1102201","0","94000","120","0","0","0","41022"
"12","0","31023","0","0","2","1","102301","20000000","0","0","1102301","0","94000","120","0","0","0","41023"
"12","0","31025","0","0","2","1","102501","20000000","0","0","1102501","0","94000","120","0","0","0","41025"
"12","0","31026","0","0","2","1","102601","20000000","0","0","1102601","0","94000","120","0","0","0","41026"
"12","0","31027","0","0","2","1","102701","20000000","0","0","1102701","0","94000","120","0","0","0","41027"
"12","0","31028","0","0","2","1","102801","20000000","0","0","1102801","0","94000","120","0","0","0","41028"
"12","0","31029","0","0","2","1","102901","20000000","0","0","1102901","0","94000","120","0","0","0","41029"
"12","0","31030","0","0","2","1","103001","20000000","0","0","1103001","0","94000","120","0","0","0","41030"
"12","0","31031","0","0","2","1","103101","20000000","0","0","1103101","0","94000","120","0","0","0","41031"
"12","0","31032","0","0","2","1","103201","20000000","0","0","1103201","0","94000","120","0","0","0","41032"
"12","0","31033","0","0","2","1","103301","20000000","0","0","1103301","0","94000","120","0","0","0","41033"
"12","0","31034","0","0","2","1","103401","20000000","0","0","1103401","0","94000","120","0","0","0","41034"
"12","0","31036","0","0","2","1","103601","20000000","0","0","1103601","0","94000","120","0","0","0","41036"
"12","0","31037","0","0","2","1","103701","20000000","0","0","1103701","0","94000","120","0","0","0","41037"
"12","0","31038","0","0","2","1","103801","20000000","0","0","1103801","0","94000","120","0","0","0","41038"
"12","0","31040","0","0","2","1","104001","20000000","0","0","1104001","0","94000","120","0","0","0","41040"
"12","0","31042","0","0","2","1","104201","20000000","0","0","1104201","0","94000","120","0","0","0","41042"
"12","0","31043","0","0","2","1","104301","20000000","0","0","1104301","0","94000","120","0","0","0","41043"
"12","0","31044","0","0","2","1","104401","20000000","0","0","1104401","0","94000","120","0","0","0","41044"
"12","0","31045","0","0","2","1","104501","20000000","0","0","1104501","0","94000","120","0","0","0","41045"
"12","0","31046","0","0","2","1","104601","20000000","0","0","1104601","0","94000","120","0","0","0","41046"
"12","0","31047","0","0","2","1","104701","20000000","0","0","1104701","0","94000","120","0","0","0","41047"
"12","0","31048","0","0","2","1","104801","20000000","0","0","1104801","0","94000","120","0","0","0","41048"
"12","0","31049","0","0","2","1","104901","20000000","0","0","1104901","0","94000","120","0","0","0","41049"
"12","0","31050","0","0","2","1","105001","20000000","0","0","1105001","0","94000","120","0","0","0","41050"
"12","0","31051","0","0","2","1","105101","20000000","0","0","1105101","0","94000","120","0","0","0","41051"
"12","0","31052","0","0","2","1","105201","20000000","0","0","1105201","0","94000","120","0","0","0","41052"
"12","0","31053","0","0","2","1","105301","20000000","0","0","1105301","0","94000","120","0","0","0","41053"
"12","0","31054","0","0","2","1","105401","20000000","0","0","1105401","0","94000","120","0","0","0","41054"
"12","0","31055","0","0","2","1","105501","20000000","0","0","1105501","0","94000","120","0","0","0","41055"
"12","0","31056","0","0","2","1","105601","20000000","0","0","1105601","0","94000","120","0","0","0","41056"
"12","0","31057","0","0","2","1","105701","20000000","0","0","1105701","0","94000","120","0","0","0","41057"
"12","0","31058","0","0","2","1","105801","20000000","0","0","1105801","0","94000","120","0","0","0","41058"
"12","0","31059","0","0","2","1","105901","20000000","0","0","1105901","0","94000","120","0","0","0","41059"
"12","0","31060","0","0","2","1","106001","20000000","0","0","1106001","0","94000","120","0","0","0","41060"
"12","0","31061","0","0","2","1","106101","30000000","0","0","1106101","0","94000","40","0","0","0","41061"
"12","0","31063","0","0","2","1","106301","20000000","0","0","1106301","0","94000","120","0","0","0","41063"
"12","0","31064","0","0","2","1","106401","20000000","0","0","1106401","0","94000","120","0","0","0","41064"
"12","0","31065","0","0","2","1","106501","20000000","0","0","1106501","0","94000","120","0","0","0","41065"
"12","0","31066","0","0","2","1","106601","20000000","0","0","1106601","0","94000","120","0","0","0","41066"
"12","0","31067","0","0","2","1","106701","30000000","0","0","1106701","0","94000","40","0","0","0","41067"
"12","0","31068","0","0","2","1","106801","30000000","0","0","1106801","0","94000","40","0","0","0","41068"
"12","0","31069","0","0","2","1","106901","30000000","0","0","1106901","0","94000","40","0","0","0","41069"
"12","0","31070","0","0","2","1","107001","30000000","0","0","1107001","0","94000","40","0","0","0","41070"
"12","0","31071","0","0","2","1","107101","30000000","0","0","1107101","0","94000","40","0","0","0","41071"
"12","0","31075","0","0","2","1","107501","30000000","0","0","1107501","0","94000","40","0","0","0","41075"
"12","0","31076","0","0","2","1","107601","30000000","0","0","1107601","0","94000","40","0","0","0","41076"
