b8cbc8b0d988ad6f563075417e238c01828e4cfe9f836f8dccbd22e0cc72c43b,9efb238c115e11d8aa5695a9d49912a4009985e718ade6a173443aa726ee13b1,d3185964b0cf73bdc612f33e83102e8c45542a850ecdc23370c7ecb8d08342d8,bcba65b0a7f4a6b510aed14a123cb98df41f71f2e3d3d19d0262c7745e8dee10,6b93e9c7bcd1bfc6ddf73537cc49e36806a14d8d14bdd9bf04faac6f0030584a,713af94fcdc0d04f022c6d9167e9263844bcecb9b6156165508b49665e7888a0,f9bb80eac1554cafda3d6d136e7a529aa2057931f37aaa21540a5741acabba23,d50d485647548998acf442e687a727fc8b085262b0f92fb06d10d1163ca7aac8
"25203","14","25201","1","6","1","0","0"
"25203","14","25201","2","6","1","0","0"
"25203","14","25201","3","6","1","0","0"
"25203","16","25201","4","6","1","25205","4"
"25203","16","25201","5","6","1","25205","4"
"25203","16","25201","6","6","1","25205","4"
"25203","18","25201","7","8","1","25205","5"
"25203","18","25201","8","8","1","25205","5"
"25203","18","25201","9","8","1","25205","5"
"25203","20","25201","10","10","1","25205","6"
"25203","20","25201","11","10","1","25205","6"
"25203","20","25201","12","10","1","25205","6"
"25203","22","25201","13","12","1","25205","7"
"25203","22","25201","14","12","1","25205","7"
"25203","22","25201","15","12","1","25205","7"
"25203","14","25201","1","6","2","0","0"
"25203","14","25201","2","6","2","0","0"
"25203","14","25201","3","6","2","0","0"
"25203","16","25201","4","6","2","25205","4"
"25203","16","25201","5","6","2","25205","4"
"25203","16","25201","6","6","2","25205","4"
"25203","18","25201","7","8","2","25205","5"
"25203","18","25201","8","8","2","25205","5"
"25203","18","25201","9","8","2","25205","5"
"25203","20","25201","10","10","2","25205","6"
"25203","20","25201","11","10","2","25205","6"
"25203","20","25201","12","10","2","25205","6"
"25203","22","25201","13","12","2","25205","7"
"25203","22","25201","14","12","2","25205","7"
"25203","22","25201","15","12","2","25205","7"
"25205","8","25201","1","14","3","0","0"
"25205","8","25201","2","14","3","0","0"
"25205","8","25201","3","14","3","0","0"
"25203","3","25201","4","16","3","25205","8"
"25203","3","25201","5","16","3","25205","8"
"25203","3","25201","6","16","3","25205","8"
"25203","4","25201","7","18","3","25205","10"
"25203","4","25201","8","18","3","25205","10"
"25203","4","25201","9","18","3","25205","10"
"25203","5","25201","10","20","3","25205","12"
"25203","5","25201","11","20","3","25205","12"
"25203","5","25201","12","20","3","25205","12"
"25203","6","25201","13","22","3","25205","14"
"25203","6","25201","14","22","3","25205","14"
"25203","6","25201","15","22","3","25205","14"
"25205","8","25201","1","14","4","0","0"
"25205","8","25201","2","14","4","0","0"
"25205","8","25201","3","14","4","0","0"
"25203","3","25201","4","16","4","25205","8"
"25203","3","25201","5","16","4","25205","8"
"25203","3","25201","6","16","4","25205","8"
"25203","4","25201","7","18","4","25205","10"
"25203","4","25201","8","18","4","25205","10"
"25203","4","25201","9","18","4","25205","10"
"25203","5","25201","10","20","4","25205","12"
"25203","5","25201","11","20","4","25205","12"
"25203","5","25201","12","20","4","25205","12"
"25203","6","25201","13","22","4","25205","14"
"25203","6","25201","14","22","4","25205","14"
"25203","6","25201","15","22","4","25205","14"
"25203","7","25201","1","6","5","25205","8"
"25203","6","25201","2","7","5","25205","8"
"25203","7","25201","3","7","5","25205","8"
"25203","8","25201","4","8","5","25205","10"
"25203","9","25201","5","8","5","25205","10"
"25203","8","25201","6","9","5","25205","10"
"25203","10","25201","7","10","5","25205","11"
"25203","10","25201","8","10","5","25205","11"
"25203","10","25201","9","10","5","25205","11"
"25203","12","25201","10","11","5","25205","13"
"25203","11","25201","11","12","5","25205","13"
"25203","12","25201","12","12","5","25205","13"
"25203","13","25201","13","13","5","25205","15"
"25203","13","25201","14","14","5","25205","15"
"25203","14","25201","15","13","5","25205","15"
"25205","14","25203","1","6","6","0","0"
"25205","14","25203","2","6","6","0","0"
"25205","14","25203","3","6","6","0","0"
"25203","6","25201","4","3","6","25205","16"
"25203","6","25201","5","3","6","25205","16"
"25203","6","25201","6","3","6","25205","16"
"25203","8","25201","7","4","6","25205","18"
"25203","8","25201","8","4","6","25205","18"
"25203","8","25201","9","4","6","25205","18"
"25203","10","25201","10","5","6","25205","20"
"25203","10","25201","11","5","6","25205","20"
"25203","10","25201","12","5","6","25205","20"
"25203","12","25201","13","6","6","25205","22"
"25203","12","25201","14","6","6","25205","22"
"25203","12","25201","15","6","6","25205","22"
"25205","14","25203","1","6","7","0","0"
"25205","14","25203","2","6","7","0","0"
"25205","14","25203","3","6","7","0","0"
"25203","6","25201","4","3","7","25205","16"
"25203","6","25201","5","3","7","25205","16"
"25203","6","25201","6","3","7","25205","16"
"25203","8","25201","7","4","7","25205","18"
"25203","8","25201","8","4","7","25205","18"
"25203","8","25201","9","4","7","25205","18"
"25203","10","25201","10","5","7","25205","20"
"25203","10","25201","11","5","7","25205","20"
"25203","10","25201","12","5","7","25205","20"
"25203","12","25201","13","6","7","25205","22"
"25203","12","25201","14","6","7","25205","22"
"25203","12","25201","15","6","7","25205","22"
"25203","7","25201","1","6","8","25205","8"
"25203","6","25201","2","7","8","25205","8"
"25203","7","25201","3","7","8","25205","8"
"25203","8","25201","4","8","8","25205","10"
"25203","9","25201","5","8","8","25205","10"
"25203","8","25201","6","9","8","25205","10"
"25203","10","25201","7","10","8","25205","11"
"25203","10","25201","8","10","8","25205","11"
"25203","10","25201","9","10","8","25205","11"
"25203","12","25201","10","11","8","25205","13"
"25203","11","25201","11","12","8","25205","13"
"25203","12","25201","12","12","8","25205","13"
"25203","13","25201","13","13","8","25205","15"
"25203","13","25201","14","14","8","25205","15"
"25203","14","25201","15","13","8","25205","15"
