0f354f86e92a51a4bee10bd97510a2c776bcb1d886ed8484c43bc29ece4a06e4,96b601c62ac2337c7ddffc59741bbcb2415650e6bc7e0e14f7af7c08e39d8dd3,7de1331b266534b2f68192e436b3cf9b56b66b15105f3545475abc224a55b039,f7dac57355dadec6972682bba50736da39ac3d873ca30bf50c4541b18dbe8c28,a062ec0037c0e085d1fe52e7fc79591ef1e59dabdb587634e2f31ac39b5dcc43,5d9ac2bc409ade0cd939092ef25432ea3ee7964291241ad6a7328868f1e335c2,5821f61e912f02225bad6029c543ac498f445de220f39880243d8be6e8a8043f,c5da252212c98341e88d5add6a5da5ddd708b9d6e572d22603e4b6924bcb0755,d582b9a91217fca08bd8410d89a501f4b43c4f16c85d21b3abaf22d451ee402a,95eac5106f8b3740f27e71aedd6e6cc7fd7e3c258e12eebff19da17494188d26,02ad66e6a8af708843c54d9821916e753c2324f442220418367cb89143b639f4,b275ca16fd6ac8e2243ae1555c2361e4649f7ada27c168c8dc566a8801f920c0,84b06419641e462f780fa142d32974e120214ce2de334643849e25ad12ae7224,8015d8533563ecaae5a6712a4bc7de842121e3c8e944ec55f03c96786f1bc8d4,ef69733a1d5c032b758bf799c97fe7e4632b036c7b082a8386de1f9e171d1e81,a1d54151b26fcad5cd1222ea25f6a8932dbcd87987a64e6f4059a001924a34ad,9c5209bf9cb7f834d7d012523a1f67de86d98355e8a2b02770c29485ab040531,50ece2ba98e9337c540b5f83bea2b18850f1e92627903513799e7d6546e42480,84cf6f1332054a5fd3d5c28ce9b043fd9e0c79b30f235a9484ec121e2ffc7d57,15919c7416e86ef40449cbe0aea63ef57a1bf97f02ae54497e985098a10e9437,2fc05d05daa212557d2adbc7efdaa5e003d6c4e235fb82ec4637536bb941199c
"8","90006","91002","0","31043","1","30","2","5000","30","0","5000","0","0","0","2","1","0","0","1001","1"
"8","90006","91002","0","31043","1","25","2","4500","100","0","4500","0","0","0","2","31","0","0","1001","2"
"8","90006","91002","0","31043","1","20","2","4000","300","0","4000","0","0","0","2","101","0","0","1001","3"
"8","90006","91002","0","31043","1","18","2","3500","1000","0","3500","0","0","0","2","301","0","0","1001","4"
"8","90006","91002","0","31043","1","16","2","3000","2000","0","3000","0","0","0","2","1001","0","0","1001","5"
"8","90006","91002","0","31043","1","14","2","2000","5000","0","2000","0","0","0","2","2001","0","0","1001","6"
"8","90006","91002","0","31043","1","12","2","1500","10000","0","1500","0","0","0","2","5001","0","0","1001","7"
"8","90006","91002","0","31043","1","10","2","1000","20000","0","1000","0","0","0","2","10001","0","0","1001","8"
"8","90006","91002","0","31043","1","5","2","500","-1","0","500","0","0","0","2","20001","0","0","1001","9"
"8","90006","91002","0","31022","1","30","2","5000","20","0","5000","0","0","0","2","1","0","0","1002","10"
"8","90006","91002","0","31022","1","25","2","4500","100","0","4500","0","0","0","2","21","0","0","1002","11"
"8","90006","91002","0","31022","1","20","2","4000","250","0","4000","0","0","0","2","101","0","0","1002","12"
"8","90006","91002","0","31022","1","18","2","3500","500","0","3500","0","0","0","2","251","0","0","1002","13"
"8","90006","91002","0","31022","1","16","2","3000","1000","0","3000","0","0","0","2","501","0","0","1002","14"
"8","90006","91002","0","31022","1","14","2","2500","2000","0","2500","0","0","0","2","1001","0","0","1002","15"
"8","90006","91002","0","31022","1","12","2","2000","3000","0","2000","0","0","0","2","2001","0","0","1002","16"
"8","90006","91002","0","31022","1","10","2","1500","5000","0","1500","0","0","0","2","3001","0","0","1002","17"
"8","90006","91002","0","31022","1","8","2","1000","10000","0","1000","0","0","0","2","5001","0","0","1002","18"
"8","90006","91002","0","31022","1","5","2","500","-1","0","500","0","0","0","2","10001","0","0","1002","19"
"8","90006","91002","0","31042","1","30","2","5000","20","0","5000","0","0","0","2","1","0","0","1003","20"
"8","90006","91002","0","31042","1","25","2","4500","100","0","4500","0","0","0","2","21","0","0","1003","21"
"8","90006","91002","0","31042","1","20","2","4000","250","0","4000","0","0","0","2","101","0","0","1003","22"
"8","90006","91002","0","31042","1","18","2","3500","500","0","3500","0","0","0","2","251","0","0","1003","23"
"8","90006","91002","0","31042","1","16","2","3000","1000","0","3000","0","0","0","2","501","0","0","1003","24"
"8","90006","91002","0","31042","1","14","2","2500","2000","0","2500","0","0","0","2","1001","0","0","1003","25"
"8","90006","91002","0","31042","1","12","2","2000","3000","0","2000","0","0","0","2","2001","0","0","1003","26"
"8","90006","91002","0","31042","1","10","2","1500","5000","0","1500","0","0","0","2","3001","0","0","1003","27"
