01831f2e1553406d5760b7a19e829148ea861cfff2516d4e75c0a88ed22fce87,3914ffd41758b94da85affa8c39fb322be7687996b85c867a2cde63d7e259535,1b07ea1c7d53119ebcda11d3c7830239988c418a84d724192af425eafcfb6ad3,231dbb084b112e2d2a75773b894a3c7d535b93e712986903e1965bea8febe89a,610691bfc1093403c3ff9c8b4d67fe2955b6be21eb198cf97d6689204e0a4ffd,66c70c0c8b9c90aaa0c70e0c964b70c715a8867677390c43e3d09107d03a4f75,57f7f9319d56fe612b9ee340011b65481e64d60c4de8fcd2d1b4da8c7434a339,6571cb71f8c2a3607d70adf7880a18d27cf0ecfb8850a9a79819d83f5e8b8a77,bb1d2db2c905a6bf241b548d82d82a57c792a4cc33e62791d9eb25431395d8ca,33e5773e9201e413a478c227b3543f67b52d2f1dcc5d6bd8323ded11b83a9956,171a1deb1e0c322805a6ce6f045c3a62c57b575c0c2a1a89b8a5ce626ddeef01,95c5bcac57145034c050f3a19d14a9ab36cac63d9f20df520810be00bf4681aa,f75c79868c9cd3c1f81854486a55d4b358740e7997a8dda1208cc2278ca282ba,d83205170c4e9ad42a44a1c07104bb30bc27d4cbb97dac77344a77c9866d8e67,b668d2b7b7438c33b1e360e6eff9facc49d1c89e0afc5f8e6b35af23fd608765
"0","-30","0","-30","bgm_MC170","100198","1","bgm_MC170","0","94002","0","0","1.3","100198","92407110"
"0","-30","0","-30","bgm_MC170","100198","1","bgm_MC170","0","94002","0","0","1.3","100198","92407120"
"0","-30","0","-30","bgm_MC170","100198","1","bgm_MC170","0","94002","0","0","1.3","100198","92407130"
"0","-30","0","-30","bgm_MC170","100198","1","bgm_MC170","0","94002","0","0","1.3","100198","92407140"
"0","20","0","-30","bgm_MC170","100198","2","bgm_MC170","0","94002","0","0","1.45","100198","92407210"
"0","20","0","-30","bgm_MC170","100198","2","bgm_MC170","0","94002","0","0","1.45","100198","92407220"
"0","20","0","-30","bgm_MC170","100198","2","bgm_MC170","0","94002","0","0","1.45","100198","92407230"
"0","20","0","-30","bgm_MC170","100198","2","bgm_MC170","0","94002","0","0","1.45","100198","92407240"
"0","-30","0","-30","bgm_MC170","100198","3","bgm_MC170","0","94002","0","0","1.4","100198","92407310"
"0","-30","0","-30","bgm_MC170","100198","3","bgm_MC170","0","94002","0","0","1.4","100198","92407320"
"0","-30","0","-30","bgm_MC170","100198","3","bgm_MC170","0","94002","0","0","1.4","100198","92407330"
"0","-30","0","-30","bgm_MC170","100198","3","bgm_MC170","0","94002","0","0","1.4","100198","92407340"
"0","-30","0","-30","bgm_MC170","101822","1","bgm_MC170","0","94002","0","0","0.9","101822","92408110"
"0","-30","0","-30","bgm_MC170","101822","1","bgm_MC170","0","94002","0","0","0.9","101822","92408120"
"0","-30","0","-30","bgm_MC170","101822","1","bgm_MC170","0","94002","0","0","0.9","101822","92408130"
"0","-30","0","-30","bgm_MC170","101822","1","bgm_MC170","0","94002","0","0","0.9","101822","92408140"
"0","20","0","-30","bgm_MC170","101822","2","bgm_MC170","0","94002","0","0","1","101822","92408210"
"0","20","0","-30","bgm_MC170","101822","2","bgm_MC170","0","94002","0","0","1","101822","92408220"
"0","20","0","-30","bgm_MC170","101822","2","bgm_MC170","0","94002","0","0","1","101822","92408230"
"0","20","0","-30","bgm_MC170","101822","2","bgm_MC170","0","94002","0","0","1","101822","92408240"
"0","0","0","-30","bgm_MC170","101822","3","bgm_MC170","0","94002","0","0","0.9","101822","92408310"
"0","0","0","-30","bgm_MC170","101822","3","bgm_MC170","0","94002","0","0","0.9","101822","92408320"
"0","0","0","-30","bgm_MC170","101822","3","bgm_MC170","0","94002","0","0","0.9","101822","92408330"
"0","0","0","-30","bgm_MC170","101822","3","bgm_MC170","0","94002","0","0","0.9","101822","92408340"
"0","-30","0","-30","bgm_MC170","101191","1","bgm_MC170","0","94002","0","-50","1.25","101191","92409110"
"0","-30","0","-30","bgm_MC170","101191","1","bgm_MC170","0","94002","0","-50","1.25","101191","92409120"
"0","-30","0","-30","bgm_MC170","101191","1","bgm_MC170","0","94002","0","-50","1.25","101191","92409130"
"0","-30","0","-30","bgm_MC170","101191","1","bgm_MC170","0","94002","0","-50","1.25","101191","92409140"
"0","20","0","-30","bgm_MC170","101191","2","bgm_MC170","0","94002","0","0","1","101191","92409210"
"0","20","0","-30","bgm_MC170","101191","2","bgm_MC170","0","94002","0","0","1","101191","92409220"
"0","20","0","-30","bgm_MC170","101191","2","bgm_MC170","0","94002","0","0","1","101191","92409230"
"0","20","0","-30","bgm_MC170","101191","2","bgm_MC170","0","94002","0","0","1","101191","92409240"
"0","-30","0","-30","bgm_MC170","101191","3","bgm_MC170","0","94002","0","-50","1.25","101191","92409310"
"0","-30","0","-30","bgm_MC170","101191","3","bgm_MC170","0","94002","0","-50","1.25","101191","92409320"
"0","-30","0","-30","bgm_MC170","101191","3","bgm_MC170","0","94002","0","-50","1.25","101191","92409330"
"0","-30","0","-30","bgm_MC170","101191","3","bgm_MC170","0","94002","0","-50","1.25","101191","92409340"
"0","-30","0","-30","bgm_MC170","103013","1","bgm_MC170","0","94002","0","0","1.3","103013","92410110"
"0","-30","0","-30","bgm_MC170","103013","1","bgm_MC170","0","94002","0","0","1.3","103013","92410120"
"0","-30","0","-30","bgm_MC170","103013","1","bgm_MC170","0","94002","0","0","1.3","103013","92410130"
