fortune_id,name,start_time,end_time
"10000","1st Anniversary スペシャルログインボーナス","2019/2/15 5:00:00","2019/3/1 4:59:59"
"10001","GW スペシャルログインボーナス","2019/4/27 5:00:00","2019/5/7 4:59:59"
"10002","1.5Year Anniversary スペシャルログインボーナス","2019/8/15 5:00:00","2019/9/1 4:59:59"
"10003","2nd Anniversary スペシャルログインボーナス","2020/2/15 5:00:00","2020/3/1 4:59:59"
"10004","2.5 Year Anniversary スペシャルログインボーナス","2020/8/15 5:00:00","2020/9/1 4:59:59"
"10005","3rd Anniversary スペシャルログインボーナス","2021/2/15 5:00:00","2021/3/1 4:59:59"
"10006","3.5 Year Anniversary スペシャルログインボーナス","2021/8/15 5:00:00","2021/9/1 4:59:59"
"10007","4th Anniversary スペシャルログインボーナス","2022/2/15 5:00:00","2022/3/1 4:59:59"
"10008","4.5 Year Anniversary スペシャルログインボーナス","2022/8/15 5:00:00","2022/9/1 4:59:59"
"10009","5th Anniversary スペシャルログインボーナス","2023/2/15 5:00:00","2023/3/1 4:59:59"
"10010","5.5 Year Anniversary スペシャルログインボーナス","2023/8/15 5:00:00","2023/9/1 4:59:59"
