a2e250a7ac0fb99783d6e8775a28a4dc2d60c7e4c339f46172cf17fc34a403aa,0b85f5a85237ebc9d9d0c7204fc6a32bf221aaa35144b2a9205da925a408364f,740bc6fedbd30e944ecc535262f8fc1afa8eb7d4032eccb4a5f8467d82d62a4c,f205da4b767537fbfaf6e3d5e331ac1fc2a460ff6981e4fe0770e59ab0023724,3396878e3b18d3baa3eb9e2fee98609e67f9d3c33c6cbb3b0b82c2f18d969394,8653d794fbf12b4d002b9e37d561039ce24de14021230f320547683c0e953b49,e8224761b3076d6e182fed606bc330ee6d38b3d08d36e2ae4d7642faebcdba21
"1","10001","Menu01scene1","0","0","0","9000000"
"1","10001","Menu01scene2","0","0","0","9000001"
"1","10001","Menu01scene3","0","0","0","9000002"
"1","10001","Menu01scene4","0","0","0","9000003"
"1","10001","Menu02scene1","0","0","0","9000004"
"1","10001","Menu02scene2","0","0","0","9000005"
"1","10001","Menu02scene3","0","0","0","9000006"
"1","10001","Menu02scene4","0","0","0","9000007"
"1","10001","Menu02scene5","0","0","0","9000008"
"1","10001","Menu02scene6","0","0","0","9000009"
"1","10001","Menu03scene1","0","0","0","9000010"
"1","10001","Menu03scene2","0","0","0","9000011"
"1","10001","Menu03scene3","0","0","0","9000012"
"1","10001","Menu03scene4","0","0","0","9000013"
"1","10001","Menu03scene5","0","0","0","9000014"
"1","10001","Menu03scene6","0","0","0","9000015"
"1","10001","OPscene1","0","0","0","9000016"
"1","10001","OPscene2","0","0","0","9000017"
"1","10001","OPscene3","0","0","0","9000018"
"1","10001","OPscene4","0","0","0","9000019"
"1","10001","OPscene5","0","0","0","9000020"
"1","10001","OPscene6","0","0","0","9000021"
"1","10001","アニメオリジナル　コッコロカスタムマイページ","0","0","0","9000022"
"1","10002","Menu04scene1","0","0","0","9000023"
"1","10002","Menu04scene2","0","0","0","9000024"
"1","10002","Menu04scene3","0","0","0","9000025"
"1","10002","Menu04scene4","0","0","0","9000026"
"1","10002","Menu04scene5","0","0","0","9000027"
"1","10002","Menu04scene6","0","0","0","9000028"
"1","10002","Menu05scene1","0","0","0","9000029"
"1","10002","Menu05scene2","0","0","0","9000030"
"1","10002","Menu05scene3","0","0","0","9000031"
"1","10002","Menu05scene4","0","0","0","9000032"
"1","10002","Menu05scene5","0","0","0","9000033"
"1","10002","Menu05scene6","0","0","0","9000034"
"1","10002","Menu06scene1","0","0","0","9000035"
"1","10002","Menu06scene2","0","0","0","9000036"
"1","10002","Menu06scene3","0","0","0","9000037"
"1","10002","Menu06scene4","0","0","0","9000038"
"1","10002","Menu06scene5","0","0","0","9000039"
"1","10002","Menu06scene6","0","0","0","9000040"
"1","10002","アニメオリジナル　キャルカスタムマイページ","0","0","0","9000041"
"1","10003","Menu07scene1","0","0","0","9000042"
"1","10003","Menu07scene2","0","0","0","9000043"
"1","10003","Menu07scene3","0","0","0","9000044"
"1","10003","Menu07scene4","0","0","0","9000045"
"1","10003","Menu07scene5","0","0","0","9000046"
"1","10003","Menu07scene6","0","0","0","9000047"
"1","10003","Menu08scene1","0","0","0","9000048"
"1","10003","Menu08scene2","0","0","0","9000049"
"1","10003","Menu08scene3","0","0","0","9000050"
"1","10003","Menu08scene4","0","0","0","9000051"
"1","10003","Menu08scene5","0","0","0","9000052"
"1","10003","Menu08scene6","0","0","0","9000053"
"1","10003","Menu09scene1","0","0","0","9000054"
"1","10003","Menu09scene2","0","0","0","9000055"
"1","10003","Menu09scene3","0","0","0","9000056"
"1","10003","Menu09scene4","0","0","0","9000057"
"1","10003","Menu09scene5","0","0","0","9000058"
"1","10003","Menu09scene6","0","0","0","9000059"
"1","10003","アニメオリジナルカスタムマイページ","0","0","0","9000060"
"1","10004","Menu10scene1","0","0","0","9000061"
"1","10004","Menu10scene2","0","0","0","9000062"
"1","10004","Menu10scene3","0","0","0","9000063"
"1","10004","Menu10scene4","0","0","0","9000064"
"1","10004","Menu10scene5","0","0","0","9000065"
"1","10004","Menu10scene6","0","0","0","9000066"
"1","10004","Menu11scene1","0","0","0","9000067"
"1","10004","Menu11scene2","0","0","0","9000068"
"1","10004","Menu11scene3","0","0","0","9000069"
"1","10004","Menu11scene4","0","0","0","9000070"
"1","10004","Menu11scene5","0","0","0","9000071"
"1","10004","Menu11scene6","0","0","0","9000072"
"1","10004","Menu12scene1","0","0","0","9000073"
"1","10004","Menu12scene2","0","0","0","9000074"
"1","10004","Menu12scene3","0","0","0","9000075"
"1","10004","Menu12scene4","0","0","0","9000076"
"1","10004","Menu12scene5","0","0","0","9000077"
