9c42e107bd8423b4688eac20f51ad52a1aaa22db3088038a5003e48ffaa89b08,ed2987cdff4a3237df180c073ebde6bcae23e4e12d6deff92be3466fcca23357,f8ac7e71b383910a6014a0f9b157aba10a1261ddfb27f84b4594bff7fa608368,e7abfaff6a745b1f032ab864220e475ca5f43787278dee47d4696d071d244966,bfb97115f14a96f8e94db2c120b269cedf01bdcdebd6aa6f9099372fbdd3fb73,c00b195855d6f0ea53022e5752b8ced6afe6d824826a0249d828b115a69ea15b,2df0bc774cb3b2a324404a2f07e1143042847b34330a2e478fd069f84e06921f,7d403fb113e1f48a0c89d99adb0d4032d3ae230e4fe158efe48443080e501bcf,4befc1c07901fd9aa7c4fb5cea36164aa20f052f9464a5af6e4baf31ad921333,2df339feed1dc2249474133d18a3b63989f46d3b5b6f87e5862073fb75b0b50f,4e2dc0605563429b713943d890a127dff23557acf9bb3fb4b74a2e23cdad0e7d,322d0aa0024e8a2594bbd68afea342fdb468255d18b89653e0dbaae10d128ad0,cb0d4d211b8cd8ff8688c1e2b25501fc3f90b27d0e273c96913c536af29c80b9,b242718144457ee5d7f50702dbdaf5c99cf94b501f93eb89b728325cd394bda7,fa4c73bb3d70242469b587b634c07496a13c8251f814b6cf6317d51358d735e7,c1eb4245b411e7f2545c041fb9cfde1b03c1af86f9bf081ba971d73a510fa5bc,ba354c2d4d7fad217151c2047aaf8bdd50975ea0b07bcda3bdcd5173cf1a0383,427887bc85a0114187ee74357d79ae064d7b9d5a7d85e9a8e799b167028a6f04
"10","0","1","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","1"
"100","0","2","0","0","0","0","0","0","0","0","91002","8","0","0","0","10","11"
"200","0","3","0","0","0","0","0","0","0","0","91002","8","0","0","0","5","101"
"500","0","4","0","0","0","0","0","0","0","0","91002","8","0","0","0","3","201"
"1000","0","5","0","0","0","0","0","0","0","0","91002","8","0","0","0","2","501"
"2000","0","6","0","0","0","0","0","0","0","0","91002","8","0","0","0","2","1001"
"3999","0","7","0","0","0","0","0","0","0","0","91002","8","0","0","0","1","2001"
"4000","0","8","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4000"
"4100","0","9","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4100"
"4200","0","10","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4200"
"4300","0","11","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4300"
"4400","0","12","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4400"
"4500","0","13","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4500"
"4600","0","14","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4600"
"4700","0","15","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4700"
"4800","0","16","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4800"
"4900","0","17","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","4900"
"5000","0","18","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5000"
"5100","0","19","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5100"
"5200","0","20","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5200"
"5300","0","21","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5300"
"5400","0","22","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5400"
"5500","0","23","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5500"
"5600","0","24","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5600"
"5700","0","25","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5700"
"5800","0","26","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5800"
"5900","0","27","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","5900"
"6000","0","28","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6000"
"6100","0","29","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6100"
"6200","0","30","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6200"
"6300","0","31","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6300"
"6400","0","32","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6400"
"6500","0","33","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6500"
"6600","0","34","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6600"
"6700","0","35","0","0","0","0","0","0","0","0","91002","8","0","0","0","50","6700"
