ee1b36a4075e76b9a3ce93552f398810eea9023fae0e0f8082b81c6fddac9cfa,4f9b932faeef18523aff64bdd019f36a5647abec24854e1fbbb547866f1f2ca0,d669f93fe4add9e9cc7305a36b6e1d8c0e8566dc48a0052715e7cb4f9168c5a6,a6fc5c46076f931090cf6d0f63d775d854df4a59e6850ebffcc6c1c3a067bdb0,d63d88ab16510669bc38a0c83fbab1835db58283c61e926a1e434815700d13f8,61c3d4c02d5058636a05f370cc258618bc3c5d84e6ff1506917589d568857739,648db09230e46e8cd7a2c964157bcfc1a98f0d41e93ef7ddc8012fe200174dfb,8be0191aabb3d585d17dcc8f33f24ac5e15256e48340683ef2b7ca86bf7f18f2,f12b37bd4ecf54437b9616d75bc6c86ba97be3d39cdeb594999328e2d83d0420,48c038c115eebc0d38d7c65ec5471a8196740df7cfcab35a9094e8c89ac4e56f,26e35e4fb8fbdfccf7757836b1391fb0dc8fed01b31b04e2b10cd91fd525afa3,a2a05f8597923191a233721b921e5fed6818d7c841d10f08039bbd0f23cb4ce5,6186283fd2f7036f71594b675d66dac575fa1282db2c65e905111160610f8a04,130abf293cf5a4ef428ac1df4ba9212a4254cee2c8ce57cfb5bafc7a4f36e948,2669a41b2ffea1a9c95971538cb8518bb7d53c192cbe213b01fc465cf6e60c06
"92407110","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.3","1","0"
"92407120","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.3","1","0"
"92407130","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.3","1","0"
"92407140","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.3","1","0"
"92407210","100198","bgm_MC170","bgm_MC170","0","100198","0","0","20","94002","0","-30","1.45","2","0"
"92407220","100198","bgm_MC170","bgm_MC170","0","100198","0","0","20","94002","0","-30","1.45","2","0"
"92407230","100198","bgm_MC170","bgm_MC170","0","100198","0","0","20","94002","0","-30","1.45","2","0"
"92407240","100198","bgm_MC170","bgm_MC170","0","100198","0","0","20","94002","0","-30","1.45","2","0"
"92407310","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.4","3","0"
"92407320","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.4","3","0"
"92407330","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.4","3","0"
"92407340","100198","bgm_MC170","bgm_MC170","0","100198","0","0","-30","94002","0","-30","1.4","3","0"
"92408110","101822","bgm_MC170","bgm_MC170","0","101822","0","0","-30","94002","0","-30","0.9","1","0"
"92408120","101822","bgm_MC170","bgm_MC170","0","101822","0","0","-30","94002","0","-30","0.9","1","0"
"92408130","101822","bgm_MC170","bgm_MC170","0","101822","0","0","-30","94002","0","-30","0.9","1","0"
"92408140","101822","bgm_MC170","bgm_MC170","0","101822","0","0","-30","94002","0","-30","0.9","1","0"
"92408210","101822","bgm_MC170","bgm_MC170","0","101822","0","0","20","94002","0","-30","1","2","0"
"92408220","101822","bgm_MC170","bgm_MC170","0","101822","0","0","20","94002","0","-30","1","2","0"
"92408230","101822","bgm_MC170","bgm_MC170","0","101822","0","0","20","94002","0","-30","1","2","0"
"92408240","101822","bgm_MC170","bgm_MC170","0","101822","0","0","20","94002","0","-30","1","2","0"
"92408310","101822","bgm_MC170","bgm_MC170","0","101822","0","0","0","94002","0","-30","0.9","3","0"
"92408320","101822","bgm_MC170","bgm_MC170","0","101822","0","0","0","94002","0","-30","0.9","3","0"
"92408330","101822","bgm_MC170","bgm_MC170","0","101822","0","0","0","94002","0","-30","0.9","3","0"
"92408340","101822","bgm_MC170","bgm_MC170","0","101822","0","0","0","94002","0","-30","0.9","3","0"
