bbab7e395ac795810c4ceee635fb8612628bcfd7c4791cdf531d27e08752a074,a3e4340e2d12f813e6ecedc699c4d04a2c22726c2ecdda72ddf36f996f1d5324,152e74f43b5b68a5c326e09ca40c1bc66277e643cdbcd00e7ef10c3a41f04528,9754004eb3017f0f7dbb62462f2a76541c0d896e270665a1ecc14fbf8cdd0a3b,8d1680eeda70982d1d8abfe68f510b8b75a7cf96785373c1f0bd82853f910272,b010dd352e42b0346aa168905935242746a8156ed9bbb4c8f95ae7a3d435667a,4e61b672d45c34656e47bc242d0430121f4c3816509d737beadca871e5b5eab9,6a22313d53ef0b8900379912a886f32c92a37fac0e1bb303ba5993b9d05164a0,30a154dd423785cc1a12d5301bb602e5c2c1ebd997602285911b3590fd7b6d1b,b44c5163a82186628927f990a935a66b24d0837ed0c638e1bfd58d568d4dcb82,2a51becee3a9cad1bd2eb7c01a2ba9b0353aa26836efa8dbba21035f3107e591,9639e3bf5399327197636ecf746bfa890d80bd31d05d8466fbec97456da42291,92d9ad34ae53577a0fdf8a59250d8926e3fc1d1fa08688a539a2b6bac9ea47b4,b26e812da88e8424b8b39428ab763ca929f0ac9807b5bd430f9660aff411bd98
"31058","28001","0","0","2020/08/04 12:00:00","1","0","105801","0","0","0","2","2030/08/01 14:59:59","100"
"31075","28001","0","0","2020/08/04 12:00:00","2","0","107501","0","0","0","2","2030/08/01 14:59:59","100"
"31804","28001","0","0","2020/08/04 12:00:00","3","0","180401","0","0","0","2","2030/08/01 14:59:59","100"
"31059","28002","0","0","2020/08/04 12:00:00","1","0","105901","0","0","0","2","2030/08/01 14:59:59","100"
"31076","28002","0","0","2020/08/04 12:00:00","2","0","107601","0","0","0","2","2030/08/01 14:59:59","100"
"31119","28002","0","0","2020/08/04 12:00:00","3","0","111901","0","0","0","2","2030/08/01 14:59:59","100"
"31805","28002","0","0","2020/08/04 12:00:00","4","0","180501","0","0","0","2","2030/08/01 14:59:59","100"
"31060","28003","0","0","2020/08/04 12:00:00","1","0","106001","0","0","0","2","2030/08/01 14:59:59","100"
"31078","28003","0","0","2020/08/04 12:00:00","2","0","107801","0","0","0","2","2030/08/01 14:59:59","100"
"31120","28003","0","0","2020/08/04 12:00:00","3","0","112001","0","0","0","2","2030/08/01 14:59:59","100"
"31012","28004","0","0","2020/09/03 19:00:00","1","0","101201","0","0","0","2","2030/08/01 14:59:59","100"
"31134","28004","0","0","2020/09/03 19:00:00","2","0","113401","0","0","0","2","2030/08/01 14:59:59","100"
"31038","28005","0","0","2020/09/03 19:00:00","1","0","103801","0","0","0","2","2030/08/01 14:59:59","100"
"31123","28005","0","0","2020/09/03 19:00:00","2","0","112301","0","0","0","2","2030/08/01 14:59:59","100"
"31071","28006","0","0","2020/09/03 19:00:00","1","0","107101","0","0","0","2","2030/08/01 14:59:59","100"
"31115","28006","0","0","2020/09/03 19:00:00","2","0","111501","0","0","0","2","2030/08/01 14:59:59","100"
"31020","28007","0","0","2020/10/01 17:00:00","1","0","102001","0","0","0","2","2030/08/01 14:59:59","100"
"31113","28007","0","0","2020/10/01 17:00:00","2","0","111301","0","0","0","2","2030/08/01 14:59:59","100"
"31004","28008","0","0","2020/10/01 17:00:00","1","0","100401","0","0","0","2","2030/08/01 14:59:59","100"
"31112","28008","0","0","2020/10/01 17:00:00","2","0","111201","0","0","0","2","2030/08/01 14:59:59","100"
"31036","28009","0","0","2020/10/01 17:00:00","1","0","103601","0","0","0","2","2030/08/01 14:59:59","100"
"31111","28009","0","0","2020/10/01 17:00:00","2","0","111101","0","0","0","2","2030/08/01 14:59:59","100"
"31049","28010","0","0","2020/11/05 12:00:00","1","0","104901","0","0","0","2","2030/08/01 14:59:59","100"
"31091","28010","0","0","2020/11/05 12:00:00","2","0","109101","0","0","0","2","2030/08/01 14:59:59","100"
"31011","28011","0","0","2020/11/05 12:00:00","1","0","101101","0","0","0","2","2030/08/01 14:59:59","100"
"31129","28011","0","0","2020/11/05 12:00:00","2","0","112901","0","0","0","2","2030/08/01 14:59:59","100"
"31070","28012","0","0","2020/11/05 12:00:00","1","0","107001","0","0","0","2","2030/08/01 14:59:59","100"
"31110","28013","0","0","2022/03/21","1","0","111001","0","0","0","2","2030/08/01 14:59:59","100"
"31164","28013","0","0","2022/03/21","2","0","116401","0","0","0","2","2030/08/01 14:59:59","100"
"31109","28014","0","0","2022/03/21","1","0","110901","0","0","0","2","2030/08/01 14:59:59","100"
"31163","28014","0","0","2022/03/21","2","0","116301","0","0","0","2","2030/08/01 14:59:59","100"
"31108","28015","0","0","2022/03/21","1","0","110801","0","0","0","2","2030/08/01 14:59:59","100"
"31162","28015","0","0","2022/03/21","2","0","116201","0","0","0","2","2030/08/01 14:59:59","100"
"31042","28016","0","0","2022/04/18","1","0","104201","0","0","0","2","2030/08/01 14:59:59","100"
"31084","28016","0","0","2022/04/18","2","0","108401","0","0","0","2","2030/08/01 14:59:59","100"
"31173","28016","0","0","2022/04/18","3","0","117301","0","0","0","2","2030/08/01 14:59:59","100"
"31014","28017","0","0","2022/04/18","1","0","101401","0","0","0","2","2030/08/01 14:59:59","100"
"31122","28017","0","0","2022/04/18","2","0","112201","0","0","0","2","2030/08/01 14:59:59","100"
"31157","28017","0","0","2022/04/18","3","0","115701","0","0","0","2","2030/08/01 14:59:59","100"
"31053","28018","0","0","2022/04/18","1","0","105301","0","0","0","2","2030/08/01 14:59:59","100"
"31142","28018","0","0","2022/04/18","2","0","114201","0","0","0","2","2030/08/01 14:59:59","100"
"31068","28019","0","0","2022/05/16","1","0","106801","0","0","0","2","2030/08/01 14:59:59","100"
"31212","28019","0","0","2022/05/16","2","0","121201","0","0","0","2","2030/08/01 14:59:59","100"
"31047","28020","0","0","2022/05/16","1","0","104701","0","0","0","2","2030/08/01 14:59:59","100"
"31136","28020","0","0","2022/05/16","2","0","113601","0","0","0","2","2030/08/01 14:59:59","100"
"31027","28021","0","0","2022/05/16","1","0","102701","0","0","0","2","2030/08/01 14:59:59","100"
"31090","28021","0","0","2022/05/16","2","0","109001","0","0","0","2","2030/08/01 14:59:59","100"
"31170","28021","0","0","2022/05/16","3","0","117001","0","0","0","2","2030/08/01 14:59:59","100"
"31071","28022","0","0","2023/01/15 15:00:00","1","0","107101","0","0","0","2","2030/08/01 14:59:59","100"
"31061","28022","0","0","2023/01/15 15:00:00","2","0","106101","0","0","0","2","2030/08/01 14:59:59","100"
"31070","28022","0","0","2023/01/15 15:00:00","3","0","107001","0","0","0","2","2030/08/01 14:59:59","100"
"31804","28022","0","0","2023/01/15 15:00:00","4","0","180401","0","0","0","2","2030/08/01 14:59:59","100"
"31805","28022","0","0","2023/01/15 15:00:00","5","0","180501","0","0","0","2","2030/08/01 14:59:59","100"
"31802","28022","0","0","2023/01/15 15:00:00","6","0","180201","0","0","0","2","2030/08/01 14:59:59","100"
"31068","28022","0","0","2023/01/15 15:00:00","7","0","106801","0","0","0","2","2030/08/01 14:59:59","100"
"31801","28022","0","0","2023/01/15 15:00:00","8","0","180101","0","0","0","2","2030/08/01 14:59:59","100"
"31806","28022","0","0","2023/01/15 15:00:00","9","0","180601","0","0","0","2","2030/08/01 14:59:59","100"
"31803","28022","0","0","2023/01/15 15:00:00","10","0","180301","0","0","0","2","2030/08/01 14:59:59","100"
"31807","28022","0","0","2023/01/15 15:00:00","11","0","180701","0","0","0","2","2030/08/01 14:59:59","100"
"31067","28022","0","0","2023/01/15 15:00:00","12","0","106701","0","0","0","2","2030/08/01 14:59:59","100"
"31808","28022","0","0","2023/01/15 15:00:00","13","0","180801","0","0","0","2","2030/08/01 14:59:59","100"
"31181","28022","0","0","2023/01/15 15:00:00","14","0","118101","0","0","0","2","2030/08/01 14:59:59","100"
"31809","28022","0","0","2023/01/15 15:00:00","15","0","180901","0","0","0","2","2030/08/01 14:59:59","100"
"31230","28022","0","0","2023/01/15 15:00:00","16","0","123001","0","0","0","2","2030/08/01 14:59:59","100"
"31075","28023","0","0","2023/01/15 15:00:00","1","0","107501","0","0","0","2","2030/08/01 14:59:59","100"
"31077","28023","0","0","2023/01/15 15:00:00","2","0","107701","0","0","0","2","2030/08/01 14:59:59","100"
"31078","28023","0","0","2023/01/15 15:00:00","3","0","107801","0","0","0","2","2030/08/01 14:59:59","100"
"31079","28023","0","0","2023/01/15 15:00:00","4","0","107901","0","0","0","2","2030/08/01 14:59:59","100"
"31081","28023","0","0","2023/01/15 15:00:00","5","0","108101","0","0","0","2","2030/08/01 14:59:59","100"
"31083","28023","0","0","2023/01/15 15:00:00","6","0","108301","0","0","0","2","2030/08/01 14:59:59","100"
"31084","28023","0","0","2023/01/15 15:00:00","7","0","108401","0","0","0","2","2030/08/01 14:59:59","100"
