34a987ef3e767cdccacee9e2ef9dcdc416a851994179252bac7b9b12ec624693,103fabf8d8171698fe760a91963e3d692ebd30fd355326c6717e94cda9ab3f18,792f68204b96d738da2d0aeb8d6f0e64ae8e2ad4364d07a61a1306af43ec0c12,8bd2fb5044394cf9e5dbe626d92a2e87d134e28b20aee88951fa2f434d6c5234,262354e49e6a612468a5923f378f1bbed7c5a88207945888b0b776c671ce6a94,03f000b19bf4e93ac10c07ece82836effc29684b5cc4207d40325dc00571b86b,10b6557270378b229ad12cd5ce3d93218406a1302281a5afba5f3bdf7accac80,01b1946632830116d294c051d2b899145c09ee43c5c80c0aa3fc389ce73e31b6,58449cca27db613fb9ca0bcd0855ac75fe06bb183e39bd7d5a0d9242ecbd943a,9cb419258f0c981f8c8e70a3bf2c63acaa957c8a692010d1ae22a52b1b4e1759,0f6ed38e80b15eca5163df4effeefe49350ec58b5361483f31503ae8d0654dd3,1ae59553beee329893c529667a3b13cbfa8a8fa87973c2209eea2dc8def13d39,bebdf0f2a9083476c74b7641b40e6a7c3b8780a80e5b705b2c69b98cbe1d66de
"ヤマト","ミッションねえ……\nちょうどいいや\nどこまで片付けられるか\n賭けをしようじゃないか","2.1","100","1","2024/10/31 12:00:00","3001","0","2","130011","2030/01/01 14:59:59","-416.5","3001100"
"ヤマト","他人から言われた任務を\n言われるままにやるなんざ\n性に合わないんだがね……\nま、報酬は貰っとこうか","5.68","101","4","2024/10/31 12:00:00","3001","0","2","130011","2030/01/01 14:59:59","-416.5","3001101"
"ヤマト","なんだい？　やれンなら\nとっとと済ませちまいな。\nフブキが早くやることやれ\nってボヤいてたよ。","0","102","1","2024/10/31 12:00:00","3001","0","1","130011","2030/01/01 14:59:59","-416.5","3001102"
"フブキ","え～？　ぼくに頼みごと～？\nどうしちゃおっかな～\nちゃんとお願いできたら\n考えてあげよっかな～？","0","100","1","2024/10/31 12:00:00","3002","0","1","130211","2030/01/01 14:59:59","-416.5","3002100"
"フブキ","ほらほらぁ、これが\n欲しいんでしょ～？\nほんと、しょうがないよね～\nザコおに～いさん♡","0","101","1","2024/10/31 12:00:00","3002","0","1","130211","2030/01/01 14:59:59","-416.5","3002101"
"フブキ","へえ～、欲しいんだ～？\nぼくのた・い・せ・つ・な・モ・ノ\nあははっ！　なに考えてんの？\nもうへんふしじゃ～んｗ","8.53","102","5","2024/10/31 12:00:00","3002","0","2","130211","2030/01/01 14:59:59","-416.5","3002102"
"フブキ","なになに～？　もしかしてまた\nおねだりするつもりなんだ？\nとか言って、ほんとはぼくに\n会いたいだけだったりして～？","5.67","103","7","2024/10/31 12:00:00","3002","0","1","130211","2030/01/01 14:59:59","-416.5","3002103"
"フブキ","ザコお兄さんってぇ\n頼み方もワンパなのぉ～？\nもっと必死にならないと\nぼくの心は動かせないよ～？","0","104","1","2024/10/31 12:00:00","3002","0","1","130211","2030/01/01 14:59:59","-416.5","3002104"
"フブキ","あのさーザコお兄さん、\nな～んか調子乗ってない？\nぼくのこと、なんでもくれる\nチョロいやつとか思ってたりー？","0","300","3","2024/10/31 12:00:00","3004","0","3","130211","2030/01/01 14:59:59","-416.5","3002300"
"フブキ","ざんね～ん♪\nうざいお兄さんには、もうな～んにもあげませ～ん♡\nほんとなっさけなーい♪\nばいば～い♡","0","301","7","2024/10/31 12:00:00","3005","0","7","130211","2030/01/01 14:59:59","-416.5","3002400"
"フブキ","きゃはは、ほんと必死～♡\nは～、面白かった。\n笑えたからいいよ～\nそれ、恵んだげる～♪","4.4","200","2","2024/10/31 12:00:00","3003","0","1","130211","2030/01/01 14:59:59","-416.5","3003200"
"フブキ","は～、しょうがないな～♡\nザコお兄さんってば\nほんとよわよわで\n情けないよね～ｗ","0","201","7","2024/10/31 12:00:00","3003","0","7","130211","2030/01/01 14:59:59","-416.5","3003201"
"フブキ","お兄さんってば、ぼくがいないと\nほんとザッコザコだよね～\nもっと感謝しろし～♪","5.6","202","1","2024/10/31 12:00:00","3003","0","2","130211","2030/01/01 14:59:59","-416.5","3003202"
